Gene	SUN+ALE.A.7.19.1.F9	SUN+ALE.A.7.20.1.F10	SUN+ALE.A.8.14.1.G11	Min	Max	Median	Mean	Std
QRICH2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
QRSL1	23	28	18	18	28	23	23	5
QSER1	22	20	19	19	22	20	20.3333333333333	1.52752523165195
QSOX1	50	53	53	50	53	53	52	1.73205080756888
QSOX2	1	2	1	1	2	1	1.33333333333333	0.577350269189626
QTRT1	6	5	2	2	6	5	4.33333333333333	2.08166599946613
QTRTD1	8	14	12	8	14	12	11.3333333333333	3.05505046330389
R3HCC1	15	14	14	14	15	14	14.3333333333333	0.577350269189626
R3HCC1L	12	15	14	12	15	14	13.6666666666667	1.52752523165195
R3HDM1	13	20	14	13	20	14	15.6666666666667	3.78593889720018
R3HDM2	23	28	24	23	28	24	25	2.64575131106459
R3HDM4	7	2	6	2	7	6	5	2.64575131106459
RAB10	50	37	42	37	50	42	43	6.557438524302
RAB11A	242	267	223	223	267	242	244	22.0680764907139
RAB11B	6	12	2	2	12	6	6.66666666666667	5.03322295684717
RAB11B-AS1	11	10	9	9	11	10	10	1
RAB11FIP1	149	158	130	130	158	149	145.666666666667	14.2945210949277
RAB11FIP2	21	24	20	20	24	21	21.6666666666667	2.08166599946613
RAB11FIP3	1	1	6	1	6	1	2.66666666666667	2.88675134594813
RAB11FIP4	4	2	5	2	5	4	3.66666666666667	1.52752523165195
RAB11FIP5	16	6	20	6	20	16	14	7.21110255092798
RAB12	43	57	54	43	57	54	51.3333333333333	7.37111479583199
RAB13	101	106	96	96	106	101	101	5
RAB14	19	19	19	19	19	19	19	0
RAB15	3	3	3	3	3	3	3	0
RAB17	0	0	0	0	0	0	0	0
RAB18	65	87	94	65	94	87	82	15.1327459504216
RAB19	0	0	0	0	0	0	0	0
RAB1A	91	90	83	83	91	90	88	4.35889894354067
RAB1B	36	44	50	36	50	44	43.3333333333333	7.02376916856849
RAB20	2	1	2	1	2	2	1.66666666666667	0.577350269189626
RAB21	41	41	29	29	41	41	37	6.92820323027551
RAB22A	36	27	32	27	36	32	31.6666666666667	4.50924975282289
RAB23	16	22	24	16	24	22	20.6666666666667	4.16333199893227
RAB24	8	16	12	8	16	12	12	4
RAB26	0	0	0	0	0	0	0	0
RAB27A	27	34	32	27	34	32	31	3.60555127546399
RAB27B	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RAB28	7	3	5	3	7	5	5	2
RAB2A	265	294	266	265	294	266	275	16.4620776331543
RAB2B	39	40	34	34	40	39	37.6666666666667	3.21455025366432
RAB30	8	31	16	8	31	16	18.3333333333333	11.6761865920913
RAB30-AS1	5	5	8	5	8	5	6	1.73205080756888
RAB31	198	186	126	126	198	186	170	38.5746030439718
RAB32	34	39	39	34	39	39	37.3333333333333	2.88675134594813
RAB33A	2	4	5	2	5	4	3.66666666666667	1.52752523165195
RAB33B	25	16	16	16	25	16	19	5.19615242270663
RAB34	27	35	35	27	35	35	32.3333333333333	4.61880215351701
RAB35	4	5	4	4	5	4	4.33333333333333	0.577350269189626
RAB36	11	15	11	11	15	11	12.3333333333333	2.3094010767585
RAB37	0	0	0	0	0	0	0	0
RAB38	1	0	2	0	2	1	1	1
RAB39A	0	0	0	0	0	0	0	0
RAB39B	1	3	0	0	3	1	1.33333333333333	1.52752523165195
RAB3A	0	0	0	0	0	0	0	0
RAB3B	19	31	22	19	31	22	24	6.2449979983984
RAB3C	0	0	0	0	0	0	0	0
RAB3D	3	6	1	1	6	3	3.33333333333333	2.51661147842358
RAB3GAP1	65	78	67	65	78	67	70	7
RAB3GAP2	19	29	19	19	29	19	22.3333333333333	5.77350269189626
RAB3IL1	2	0	2	0	2	2	1.33333333333333	1.15470053837925
RAB3IP	8	9	7	7	9	8	8	1
RAB40A	0	0	0	0	0	0	0	0
RAB40B	2	3	3	2	3	3	2.66666666666667	0.577350269189626
RAB40C	3	1	0	0	3	1	1.33333333333333	1.52752523165195
RAB41	0	0	0	0	0	0	0	0
RAB42	4	7	7	4	7	7	6	1.73205080756888
RAB43	0	0	0	0	0	0	0	0
RAB44	0	0	0	0	0	0	0	0
RAB4A	19	15	9	9	19	15	14.3333333333333	5.03322295684717
RAB4B	0	0	0	0	0	0	0	0
RAB5A	47	51	53	47	53	51	50.3333333333333	3.05505046330389
RAB5B	27	41	40	27	41	40	36	7.81024967590665
RAB5C	13	6	6	6	13	6	8.33333333333333	4.04145188432738
RAB6A	20	19	22	19	22	20	20.3333333333333	1.52752523165195
RAB6B	0	0	3	0	3	0	1	1.73205080756888
RAB7A	59	65	55	55	65	59	59.6666666666667	5.03322295684717
RAB7L1	40	41	36	36	41	40	39	2.64575131106459
RAB8A	22	21	27	21	27	22	23.3333333333333	3.21455025366432
RAB8B	26	43	36	26	43	36	35	8.54400374531753
RAB9A	34	29	31	29	34	31	31.3333333333333	2.51661147842358
RAB9B	8	0	2	0	8	2	3.33333333333333	4.16333199893227
RABAC1	138	187	131	131	187	138	152	30.5122926047847
RABEP1	29	31	19	19	31	29	26.3333333333333	6.42910050732864
RABEP2	0	0	0	0	0	0	0	0
RABEPK	47	48	50	47	50	48	48.3333333333333	1.52752523165195
RABGAP1	15	31	28	15	31	28	24.6666666666667	8.50490054811538
RABGAP1L	18	20	19	18	20	19	19	1
RABGEF1	9	18	22	9	22	18	16.3333333333333	6.65832811847939
RABGGTA	14	28	31	14	31	28	24.3333333333333	9.07377172587747
RABGGTB	115	142	132	115	142	132	129.666666666667	13.6503968196288
RABIF	13	12	13	12	13	13	12.6666666666667	0.577350269189626
RABL2A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RABL2B	2	4	2	2	4	2	2.66666666666667	1.15470053837925
RABL3	24	26	25	24	26	25	25	1
RABL5	115	139	122	115	139	122	125.333333333333	12.3423390543824
RABL6	8	2	5	2	8	5	5	3
RAC1	145	107	159	107	159	145	137	26.9072480941474
RAC2	5	5	3	3	5	5	4.33333333333333	1.15470053837925
RAC3	0	0	0	0	0	0	0	0
RACGAP1	5	3	3	3	5	3	3.66666666666667	1.15470053837925
RAD1	61	76	67	61	76	67	68	7.54983443527075
RAD17	19	29	31	19	31	29	26.3333333333333	6.42910050732864
RAD18	12	17	10	10	17	12	13	3.60555127546399
RAD21	74	78	72	72	78	74	74.6666666666667	3.05505046330389
RAD21-AS1	1	1	1	1	1	1	1	0
RAD21L1	0	0	0	0	0	0	0	0
RAD23A	27	27	42	27	42	27	32	8.66025403784439
RAD23B	68	66	60	60	68	66	64.6666666666667	4.16333199893227
RAD50	50	73	40	40	73	50	54.3333333333333	16.9213868619961
RAD51	2	2	0	0	2	2	1.33333333333333	1.15470053837925
RAD51-AS1	7	9	5	5	9	7	7	2
RAD51AP1	1	3	7	1	7	3	3.66666666666667	3.05505046330389
RAD51B	5	4	6	4	6	5	5	1
RAD51C	42	49	51	42	51	49	47.3333333333333	4.72581562625261
RAD51D	1	4	1	1	4	1	2	1.73205080756888
RAD51L3-RFFL	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RAD52	0	1	2	0	2	1	1	1
RAD54B	8	8	13	8	13	8	9.66666666666667	2.88675134594813
RAD54L	0	3	0	0	3	0	1	1.73205080756888
RAD54L2	4	1	3	1	4	3	2.66666666666667	1.52752523165195
RAD9A	0	0	0	0	0	0	0	0
RAD9B	0	0	0	0	0	0	0	0
RADIL	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RAE1	57	47	57	47	57	57	53.6666666666667	5.77350269189626
RAET1E	0	6	4	0	6	4	3.33333333333333	3.05505046330389
RAET1G	0	0	0	0	0	0	0	0
RAET1K	0	0	0	0	0	0	0	0
RAF1	28	32	19	19	32	28	26.3333333333333	6.65832811847939
RAG1	0	0	0	0	0	0	0	0
RAG2	0	0	0	0	0	0	0	0
RAI1	4	4	6	4	6	4	4.66666666666667	1.15470053837925
RAI14	62	76	68	62	76	68	68.6666666666667	7.02376916856849
RAI2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
RALA	128	118	116	116	128	118	120.666666666667	6.42910050732864
RALB	37	45	32	32	45	37	38	6.557438524302
RALBP1	59	56	46	46	59	56	53.6666666666667	6.80685928555405
RALGAPA1	9	11	11	9	11	11	10.3333333333333	1.15470053837925
RALGAPA2	5	7	2	2	7	5	4.66666666666667	2.51661147842358
RALGAPB	13	23	12	12	23	13	16	6.08276253029822
RALGDS	5	3	2	2	5	3	3.33333333333333	1.52752523165195
RALGPS1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
RALGPS2	7	10	4	4	10	7	7	3
RALY	17	14	7	7	17	14	12.6666666666667	5.13160143944688
RAMP1	7	9	2	2	9	7	6	3.60555127546399
RAMP2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
RAMP2-AS1	6	12	6	6	12	6	8	3.46410161513775
RAMP3	0	0	0	0	0	0	0	0
RAN	555	672	647	555	672	647	624.666666666667	61.6143922580864
RANBP1	19	32	34	19	34	32	28.3333333333333	8.14452781524708
RANBP10	4	7	3	3	7	4	4.66666666666667	2.08166599946613
RANBP17	6	3	5	3	6	5	4.66666666666667	1.52752523165195
RANBP2	16	35	24	16	35	24	25	9.53939201416946
RANBP3	7	3	11	3	11	7	7	4
RANBP3L	0	1	1	0	1	1	0.666666666666667	0.577350269189626
RANBP6	17	25	18	17	25	18	20	4.35889894354067
RANBP9	15	26	20	15	26	20	20.3333333333333	5.5075705472861
RANGAP1	5	2	5	2	5	5	4	1.73205080756888
RANGRF	27	33	38	27	38	33	32.6666666666667	5.5075705472861
RAP1A	18	14	22	14	22	18	18	4
RAP1B	97	108	117	97	117	108	107.333333333333	10.0166528008778
RAP1GAP	0	0	0	0	0	0	0	0
RAP1GAP2	0	0	0	0	0	0	0	0
RAP1GDS1	50	67	51	50	67	51	56	9.53939201416946
RAP2A	32	41	27	27	41	32	33.3333333333333	7.09459888459759
RAP2B	22	29	27	22	29	27	26	3.60555127546399
RAP2C	11	12	11	11	12	11	11.3333333333333	0.577350269189626
RAPGEF1	2	3	2	2	3	2	2.33333333333333	0.577350269189626
RAPGEF2	22	23	10	10	23	22	18.3333333333333	7.23417813807024
RAPGEF3	0	0	0	0	0	0	0	0
RAPGEF4	1	2	0	0	2	1	1	1
RAPGEF4-AS1	0	0	0	0	0	0	0	0
RAPGEF5	12	13	19	12	19	13	14.6666666666667	3.78593889720018
RAPGEF6	9	9	4	4	9	9	7.33333333333333	2.88675134594813
RAPGEFL1	1	1	4	1	4	1	2	1.73205080756888
RAPH1	44	65	52	44	65	52	53.6666666666667	10.5987420637231
RAPSN	0	0	0	0	0	0	0	0
RARA	4	7	7	4	7	7	6	1.73205080756888
RARB	0	0	0	0	0	0	0	0
RARG	1	3	6	1	6	3	3.33333333333333	2.51661147842358
RARRES1	1	1	3	1	3	1	1.66666666666667	1.15470053837925
RARRES2	225	243	214	214	243	225	227.333333333333	14.6401275039985
RARRES3	11	14	23	11	23	14	16	6.2449979983984
RARS	115	139	102	102	139	115	118.666666666667	18.7705443004015
RARS2	147	157	111	111	157	147	138.333333333333	24.1936630821654
RASA1	16	13	16	13	16	16	15	1.73205080756888
RASA2	0	2	1	0	2	1	1	1
RASA3	7	4	7	4	7	7	6	1.73205080756888
RASA4	2	4	3	2	4	3	3	1
RASA4CP	0	0	0	0	0	0	0	0
RASAL2	11	23	13	11	23	13	15.6666666666667	6.42910050732864
RASAL2-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RASAL3	0	0	0	0	0	0	0	0
RASD1	0	0	0	0	0	0	0	0
RASD2	0	0	0	0	0	0	0	0
RASEF	0	0	0	0	0	0	0	0
RASGEF1A	0	0	0	0	0	0	0	0
RASGEF1B	1	2	2	1	2	2	1.66666666666667	0.577350269189626
RASGRF1	0	0	0	0	0	0	0	0
RASGRF2	4	6	2	2	6	4	4	2
RASGRP1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RASGRP2	0	0	0	0	0	0	0	0
RASGRP3	0	0	0	0	0	0	0	0
RASGRP4	5	9	8	5	9	8	7.33333333333333	2.08166599946613
RASIP1	0	0	0	0	0	0	0	0
RASL10A	0	0	0	0	0	0	0	0
RASL10B	2	2	0	0	2	2	1.33333333333333	1.15470053837925
RASL11A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RASL11B	4	5	3	3	5	4	4	1
RASL12	0	0	0	0	0	0	0	0
RASSF1	8	11	5	5	11	8	8	3
RASSF2	9	13	11	9	13	11	11	2
RASSF3	16	22	13	13	22	16	17	4.58257569495584
RASSF4	8	9	5	5	9	8	7.33333333333333	2.08166599946613
RASSF5	3	6	3	3	6	3	4	1.73205080756888
RASSF6	4	3	2	2	4	3	3	1
RASSF7	0	0	2	0	2	0	0.666666666666667	1.15470053837925
RASSF8	22	15	14	14	22	15	17	4.35889894354067
RASSF8-AS1	4	2	2	2	4	2	2.66666666666667	1.15470053837925
RASSF9	7	9	3	3	9	7	6.33333333333333	3.05505046330389
RAVER1	3	1	2	1	3	2	2	1
RAVER2	5	1	3	1	5	3	3	2
RAX2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RB1	14	10	5	5	14	10	9.66666666666667	4.50924975282289
RB1CC1	49	74	50	49	74	50	57.6666666666667	14.1539158303748
RBAK	8	8	8	8	8	8	8	0
RBBP4	19	17	17	17	19	17	17.6666666666667	1.15470053837925
RBBP5	17	39	26	17	39	26	27.3333333333333	11.060440015358
RBBP6	23	33	20	20	33	23	25.3333333333333	6.80685928555405
RBBP7	25	35	33	25	35	33	31	5.29150262212918
RBBP8	19	24	37	19	37	24	26.6666666666667	9.29157324317757
RBBP9	18	24	20	18	24	20	20.6666666666667	3.05505046330389
RBCK1	12	21	12	12	21	12	15	5.19615242270663
RBFA	5	6	6	5	6	6	5.66666666666667	0.577350269189626
RBFADN	0	0	0	0	0	0	0	0
RBFOX2	203	235	195	195	235	203	211	21.1660104885167
RBKS	1	2	2	1	2	2	1.66666666666667	0.577350269189626
RBL1	0	2	2	0	2	2	1.33333333333333	1.15470053837925
RBL2	13	18	18	13	18	18	16.3333333333333	2.88675134594813
RBM10	6	8	6	6	8	6	6.66666666666667	1.15470053837925
RBM11	0	0	0	0	0	0	0	0
RBM12	9	15	10	9	15	10	11.3333333333333	3.21455025366432
RBM12B	8	7	3	3	8	7	6	2.64575131106459
RBM12B-AS1	2	0	1	0	2	1	1	1
RBM14	5	8	3	3	8	5	5.33333333333333	2.51661147842358
RBM14-RBM4	0	0	0	0	0	0	0	0
RBM15	2	4	3	2	4	3	3	1
RBM15B	16	28	15	15	28	16	19.6666666666667	7.23417813807024
RBM17	30	27	31	27	31	30	29.3333333333333	2.08166599946613
RBM18	44	61	49	44	61	49	51.3333333333333	8.73689494805411
RBM19	11	9	8	8	11	9	9.33333333333333	1.52752523165195
RBM20	0	0	0	0	0	0	0	0
RBM22	17	33	33	17	33	33	27.6666666666667	9.23760430703401
RBM23	30	40	30	30	40	30	33.3333333333333	5.77350269189626
RBM24	1	6	9	1	9	6	5.33333333333333	4.04145188432738
RBM25	58	99	66	58	99	66	74.3333333333333	21.733231083604
RBM26	15	14	5	5	15	14	11.3333333333333	5.5075705472861
RBM26-AS1	3	7	5	3	7	5	5	2
RBM27	28	33	26	26	33	28	29	3.60555127546399
RBM28	31	26	21	21	31	26	26	5
RBM3	240	216	214	214	240	216	223.333333333333	14.4683562761405
RBM33	14	28	23	14	28	23	21.6666666666667	7.09459888459759
RBM34	127	140	144	127	144	140	137	8.88819441731559
RBM38	0	0	0	0	0	0	0	0
RBM39	208	282	205	205	282	208	231.666666666667	43.6157463920238
RBM4	10	8	9	8	10	9	9	1
RBM41	22	26	23	22	26	23	23.6666666666667	2.08166599946613
RBM42	10	5	10	5	10	10	8.33333333333333	2.88675134594813
RBM43	30	40	29	29	40	30	33	6.08276253029822
RBM44	0	0	0	0	0	0	0	0
RBM45	4	4	5	4	5	4	4.33333333333333	0.577350269189626
RBM46	0	0	0	0	0	0	0	0
RBM47	0	0	0	0	0	0	0	0
RBM48	24	11	20	11	24	20	18.3333333333333	6.65832811847939
RBM4B	31	24	31	24	31	31	28.6666666666667	4.04145188432738
RBM5	39	41	22	22	41	39	34	10.4403065089106
RBM5-AS1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
RBM6	47	46	27	27	47	46	40	11.2694276695846
RBM7	62	77	72	62	77	72	70.3333333333333	7.63762615825973
RBM8A	152	163	138	138	163	152	151	12.5299640861417
RBMS1	67	63	63	63	67	63	64.3333333333333	2.3094010767585
RBMS2	33	46	39	33	46	39	39.3333333333333	6.50640709864771
RBMS3	152	161	103	103	161	152	138.666666666667	31.2143129562919
RBMX	111	153	116	111	153	116	126.666666666667	22.9419557434264
RBMX2	31	28	35	28	35	31	31.3333333333333	3.51188458428425
RBMXL1	10	13	16	10	16	13	13	3
RBMY2FP	0	0	0	0	0	0	0	0
RBP1	23	27	22	22	27	23	24	2.64575131106459
RBP2	0	0	0	0	0	0	0	0
RBP4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RBP5	0	0	0	0	0	0	0	0
RBP7	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RBPJ	97	86	79	79	97	86	87.3333333333333	9.07377172587747
RBPMS	38	20	30	20	38	30	29.3333333333333	9.01849950564579
RBPMS-AS1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
RBPMS2	0	0	0	0	0	0	0	0
RBX1	455	508	495	455	508	495	486	27.6224546338663
RC3H1	12	8	4	4	12	8	8	4
RC3H2	7	10	11	7	11	10	9.33333333333333	2.08166599946613
RCAN1	38	36	35	35	38	36	36.3333333333333	1.52752523165195
RCAN2	0	0	0	0	0	0	0	0
RCAN3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
RCAN3AS	0	0	0	0	0	0	0	0
RCBTB1	10	15	12	10	15	12	12.3333333333333	2.51661147842358
RCBTB2	10	14	15	10	15	14	13	2.64575131106459
RCC1	13	7	9	7	13	9	9.66666666666667	3.05505046330389
RCC2	35	28	29	28	35	29	30.6666666666667	3.78593889720018
RCCD1	4	4	1	1	4	4	3	1.73205080756888
RCE1	4	4	5	4	5	4	4.33333333333333	0.577350269189626
RCHY1	14	23	10	10	23	14	15.6666666666667	6.65832811847939
RCL1	10	16	11	10	16	11	12.3333333333333	3.21455025366432
RCN1	58	71	63	58	71	63	64	6.557438524302
RCN2	20	20	18	18	20	20	19.3333333333333	1.15470053837925
RCN3	77	69	88	69	88	77	78	9.53939201416946
RCOR1	6	12	1	1	12	6	6.33333333333333	5.5075705472861
RCOR2	0	0	0	0	0	0	0	0
RCOR3	16	17	13	13	17	16	15.3333333333333	2.08166599946613
RCSD1	0	0	0	0	0	0	0	0
RD3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RDH10	154	131	153	131	154	153	146	13
RDH11	101	99	82	82	101	99	94	10.4403065089106
RDH12	0	0	0	0	0	0	0	0
RDH13	3	2	1	1	3	2	2	1
RDH14	0	0	0	0	0	0	0	0
RDH16	0	0	0	0	0	0	0	0
RDH5	0	1	1	0	1	1	0.666666666666667	0.577350269189626
RDM1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
RDX	54	71	67	54	71	67	64	8.88819441731559
REC8	1	2	0	0	2	1	1	1
RECK	24	40	12	12	40	24	25.3333333333333	14.047538337137
RECQL	26	24	27	24	27	26	25.6666666666667	1.52752523165195
RECQL4	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RECQL5	2	1	0	0	2	1	1	1
REEP1	3	2	2	2	3	2	2.33333333333333	0.577350269189626
REEP2	2	0	1	0	2	1	1	1
REEP3	35	44	37	35	44	37	38.6666666666667	4.72581562625261
REEP4	1	4	2	1	4	2	2.33333333333333	1.52752523165195
REEP5	187	282	261	187	282	261	243.333333333333	49.9032397077919
REEP6	0	1	1	0	1	1	0.666666666666667	0.577350269189626
REG4	0	0	0	0	0	0	0	0
REL	4	3	2	2	4	3	3	1
RELA	12	12	13	12	13	12	12.3333333333333	0.577350269189626
RELB	0	1	3	0	3	1	1.33333333333333	1.52752523165195
RELL1	17	29	32	17	32	29	26	7.93725393319377
RELL2	0	0	0	0	0	0	0	0
RELN	0	0	0	0	0	0	0	0
RELT	2	0	0	0	2	0	0.666666666666667	1.15470053837925
REM1	0	0	0	0	0	0	0	0
REM2	0	0	0	0	0	0	0	0
RENBP	0	0	0	0	0	0	0	0
REP15	2	4	0	0	4	2	2	2
REPIN1	10	15	6	6	15	10	10.3333333333333	4.50924975282289
REPS1	3	9	7	3	9	7	6.33333333333333	3.05505046330389
REPS2	2	2	1	1	2	2	1.66666666666667	0.577350269189626
RER1	25	40	28	25	40	28	31	7.93725393319377
RERE	28	35	22	22	35	28	28.3333333333333	6.50640709864771
RERG	0	0	0	0	0	0	0	0
RERGL	0	0	1	0	1	0	0.333333333333333	0.577350269189626
REST	49	57	35	35	57	49	47	11.13552872566
RETSAT	15	25	27	15	27	25	22.3333333333333	6.42910050732864
REV1	10	15	16	10	16	15	13.6666666666667	3.21455025366432
REV3L	22	20	22	20	22	22	21.3333333333333	1.15470053837925
REXO1	1	2	0	0	2	1	1	1
REXO1L1	0	0	0	0	0	0	0	0
REXO2	177	223	221	177	223	221	207	26
REXO4	9	9	13	9	13	9	10.3333333333333	2.3094010767585
RFC1	230	256	205	205	256	230	230.333333333333	25.5016339345802
RFC2	16	9	3	3	16	9	9.33333333333333	6.50640709864771
RFC3	4	7	4	4	7	4	5	1.73205080756888
RFC4	17	12	15	12	17	15	14.6666666666667	2.51661147842358
RFC5	9	9	10	9	10	9	9.33333333333333	0.577350269189626
RFESD	9	10	6	6	10	9	8.33333333333333	2.08166599946613
RFFL	0	0	0	0	0	0	0	0
RFK	11	7	2	2	11	7	6.66666666666667	4.50924975282289
RFNG	5	6	6	5	6	6	5.66666666666667	0.577350269189626
RFPL1S	8	6	4	4	8	6	6	2
RFPL3S	0	0	0	0	0	0	0	0
RFPL4B	0	0	0	0	0	0	0	0
RFT1	13	17	10	10	17	13	13.3333333333333	3.51188458428425
RFTN1	22	17	13	13	22	17	17.3333333333333	4.50924975282289
RFTN2	5	6	6	5	6	6	5.66666666666667	0.577350269189626
RFWD2	15	10	13	10	15	13	12.6666666666667	2.51661147842358
RFWD3	10	9	2	2	10	9	7	4.35889894354067
RFX1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RFX2	4	5	4	4	5	4	4.33333333333333	0.577350269189626
RFX3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RFX4	0	0	0	0	0	0	0	0
RFX5	1	5	1	1	5	1	2.33333333333333	2.3094010767585
RFX7	12	4	14	4	14	12	10	5.29150262212918
RFX8	0	1	1	0	1	1	0.666666666666667	0.577350269189626
RFXANK	21	22	24	21	24	22	22.3333333333333	1.52752523165195
RFXAP	0	4	5	0	5	4	3	2.64575131106459
RGAG1	0	0	0	0	0	0	0	0
RGAG4	3	4	0	0	4	3	2.33333333333333	2.08166599946613
RGCC	0	0	0	0	0	0	0	0
RGL1	14	12	10	10	14	12	12	2
RGL2	6	2	2	2	6	2	3.33333333333333	2.3094010767585
RGL3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RGL4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RGMA	0	0	0	0	0	0	0	0
RGMB	6	10	9	6	10	9	8.33333333333333	2.08166599946613
RGMB-AS1	0	0	0	0	0	0	0	0
RGN	0	2	0	0	2	0	0.666666666666667	1.15470053837925
RGP1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RGPD1	0	0	0	0	0	0	0	0
RGPD2	0	0	0	0	0	0	0	0
RGPD4	0	0	0	0	0	0	0	0
RGPD5	0	0	0	0	0	0	0	0
RGR	0	0	0	0	0	0	0	0
RGS10	37	27	22	22	37	27	28.6666666666667	7.63762615825973
RGS11	1	2	1	1	2	1	1.33333333333333	0.577350269189626
RGS12	3	1	2	1	3	2	2	1
RGS14	0	0	2	0	2	0	0.666666666666667	1.15470053837925
RGS16	3	1	0	0	3	1	1.33333333333333	1.52752523165195
RGS17	1	2	1	1	2	1	1.33333333333333	0.577350269189626
RGS18	0	0	0	0	0	0	0	0
RGS19	3	1	1	1	3	1	1.66666666666667	1.15470053837925
RGS2	16	20	19	16	20	19	18.3333333333333	2.08166599946613
RGS20	3	2	3	2	3	3	2.66666666666667	0.577350269189626
RGS22	0	0	0	0	0	0	0	0
RGS3	15	25	22	15	25	22	20.6666666666667	5.13160143944688
RGS4	79	69	47	47	79	69	65	16.3707055437449
RGS5	62	54	52	52	62	54	56	5.29150262212918
RGS7	0	0	0	0	0	0	0	0
RGS7BP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RGS9	4	1	2	1	4	2	2.33333333333333	1.52752523165195
RGS9BP	0	0	0	0	0	0	0	0
RHBDD1	4	12	18	4	18	12	11.3333333333333	7.02376916856849
RHBDD2	11	9	14	9	14	11	11.3333333333333	2.51661147842358
RHBDD3	5	4	0	0	5	4	3	2.64575131106459
RHBDF1	8	13	12	8	13	12	11	2.64575131106459
RHBDF2	1	2	1	1	2	1	1.33333333333333	0.577350269189626
RHBDL1	0	0	0	0	0	0	0	0
RHBDL2	4	8	8	4	8	8	6.66666666666667	2.3094010767585
RHBDL3	0	0	0	0	0	0	0	0
RHBG	1	1	3	1	3	1	1.66666666666667	1.15470053837925
RHCE	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RHD	10	7	4	4	10	7	7	3
RHEB	45	45	37	37	45	45	42.3333333333333	4.61880215351701
RHEBL1	0	0	0	0	0	0	0	0
RHNO1	33	50	31	31	50	33	38	10.4403065089106
RHOA	919	1000	938	919	1000	938	952.333333333333	42.359571921035
RHOB	7	17	16	7	17	16	13.3333333333333	5.5075705472861
RHOBTB1	4	13	8	4	13	8	8.33333333333333	4.50924975282289
RHOBTB2	1	1	1	1	1	1	1	0
RHOBTB3	104	97	98	97	104	98	99.6666666666667	3.78593889720018
RHOC	250	286	263	250	286	263	266.333333333333	18.2300118851671
RHOD	14	8	13	8	14	13	11.6666666666667	3.21455025366432
RHOF	5	5	3	3	5	5	4.33333333333333	1.15470053837925
RHOG	10	12	7	7	12	10	9.66666666666667	2.51661147842358
RHOH	0	0	0	0	0	0	0	0
RHOJ	18	28	20	18	28	20	22	5.29150262212918
RHOQ	48	47	38	38	48	47	44.3333333333333	5.5075705472861
RHOT1	8	11	6	6	11	8	8.33333333333333	2.51661147842358
RHOT2	3	5	3	3	5	3	3.66666666666667	1.15470053837925
RHOU	2	2	0	0	2	2	1.33333333333333	1.15470053837925
RHOXF1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RHPN1	0	0	0	0	0	0	0	0
RHPN1-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RHPN2	1	2	5	1	5	2	2.66666666666667	2.08166599946613
RIBC1	0	3	1	0	3	1	1.33333333333333	1.52752523165195
RIBC2	0	0	0	0	0	0	0	0
RIC3	0	2	0	0	2	0	0.666666666666667	1.15470053837925
RIC8A	32	31	34	31	34	32	32.3333333333333	1.52752523165195
RIC8B	5	6	3	3	6	5	4.66666666666667	1.52752523165195
RICTOR	11	16	10	10	16	11	12.3333333333333	3.21455025366432
RIF1	31	44	31	31	44	31	35.3333333333333	7.50555349946513
RIIAD1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RILP	0	1	2	0	2	1	1	1
RILPL1	4	11	7	4	11	7	7.33333333333333	3.51188458428425
RILPL2	7	2	6	2	7	6	5	2.64575131106459
RIMKLA	0	6	0	0	6	0	2	3.46410161513775
RIMKLB	2	7	7	2	7	7	5.33333333333333	2.88675134594813
RIMS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RIMS2	0	0	0	0	0	0	0	0
RIMS3	7	12	5	5	12	7	8	3.60555127546399
