Gene	SUN+DOM.A.6.22.1.D12	SUN+DOM.A.6.23.1.E1	SUN+DOM.A.6.24.1.E2	Min	Max	Median	Mean	Std
TOX	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TOX2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TOX4	106	67	82	67	106	82	85	19.672315572906
TP53	41	30	32	30	41	32	34.3333333333333	5.85946527708232
TP53AIP1	1	1	1	1	1	1	1	0
TP53BP1	36	26	18	18	36	26	26.6666666666667	9.01849950564579
TP53BP2	16	19	8	8	19	16	14.3333333333333	5.68624070307733
TP53I11	14	9	9	9	14	9	10.6666666666667	2.88675134594813
TP53I13	3	4	5	3	5	4	4	1
TP53I3	8	1	5	1	8	5	4.66666666666667	3.51188458428425
TP53INP1	24	23	23	23	24	23	23.3333333333333	0.577350269189626
TP53INP2	10	3	6	3	10	6	6.33333333333333	3.51188458428425
TP53RK	20	9	8	8	20	9	12.3333333333333	6.65832811847939
TP53TG1	83	67	82	67	83	82	77.3333333333333	8.9628864398325
TP53TG3D	0	0	0	0	0	0	0	0
TP53TG5	0	0	0	0	0	0	0	0
TP63	0	0	0	0	0	0	0	0
TP73	0	0	0	0	0	0	0	0
TP73-AS1	18	5	8	5	18	8	10.3333333333333	6.80685928555405
TPBG	40	35	30	30	40	35	35	5
TPBGL	0	0	0	0	0	0	0	0
TPCN1	4	5	4	4	5	4	4.33333333333333	0.577350269189626
TPCN2	2	1	3	1	3	2	2	1
TPD52	4	1	2	1	4	2	2.33333333333333	1.52752523165195
TPD52L1	68	33	57	33	68	57	52.6666666666667	17.8978583448784
TPD52L2	53	35	41	35	53	41	43	9.16515138991168
TPD52L3	0	0	0	0	0	0	0	0
TPGS1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TPGS2	51	42	45	42	51	45	46	4.58257569495584
TPH2	0	0	0	0	0	0	0	0
TPI1	2714	1712	1980	1712	2714	1980	2135.33333333333	518.745923678763
TPI1P2	0	0	0	0	0	0	0	0
TPK1	4	3	2	2	4	3	3	1
TPM1	834	535	605	535	834	605	658	156.387339641034
TPM2	445	296	381	296	445	381	374	74.7462373634954
TPM3	240	157	156	156	240	157	184.333333333333	48.2113402980391
TPM3P9	8	1	0	0	8	1	3	4.35889894354067
TPM4	664	418	464	418	664	464	515.333333333333	130.787359226086
TPMT	53	34	34	34	53	34	40.3333333333333	10.9696551146029
TPP1	43	38	27	27	43	38	36	8.18535277187245
TPP2	18	8	11	8	18	11	12.3333333333333	5.13160143944688
TPPP	0	0	0	0	0	0	0	0
TPPP3	1	1	1	1	1	1	1	0
TPR	377	433	453	377	453	433	421	39.3954312071844
TPRA1	3	3	4	3	4	3	3.33333333333333	0.577350269189626
TPRG1	0	0	0	0	0	0	0	0
TPRG1L	33	21	21	21	33	21	25	6.92820323027551
TPRKB	102	82	84	82	102	84	89.3333333333333	11.0151410945722
TPRN	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TPST1	43	25	29	25	43	29	32.3333333333333	9.45163125250522
TPST2	15	12	21	12	21	15	16	4.58257569495584
TPT1	3664	2500	3114	2500	3664	3114	3092.66666666667	582.293167857337
TPT1-AS1	1	2	3	1	3	2	2	1
TPTE2	0	0	0	0	0	0	0	0
TPTE2P1	3	0	2	0	3	2	1.66666666666667	1.52752523165195
TPTE2P3	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TPTE2P5	1	3	0	0	3	1	1.33333333333333	1.52752523165195
TPTE2P6	2	0	1	0	2	1	1	1
TPTEP1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
TPX2	2	5	3	2	5	3	3.33333333333333	1.52752523165195
TRA2A	27	30	31	27	31	30	29.3333333333333	2.08166599946613
TRA2B	67	51	37	37	67	51	51.6666666666667	15.0111069989303
TRABD	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TRABD2A	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TRABD2B	0	0	0	0	0	0	0	0
TRADD	4	3	3	3	4	3	3.33333333333333	0.577350269189626
TRAF1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRAF2	2	0	1	0	2	1	1	1
TRAF3	11	8	13	8	13	11	10.6666666666667	2.51661147842358
TRAF3IP1	22	11	13	11	22	13	15.3333333333333	5.85946527708231
TRAF3IP2	52	46	34	34	52	46	44	9.16515138991168
TRAF3IP2-AS1	13	10	8	8	13	10	10.3333333333333	2.51661147842358
TRAF3IP3	0	0	0	0	0	0	0	0
TRAF4	9	11	4	4	11	9	8	3.60555127546399
TRAF5	17	14	17	14	17	17	16	1.73205080756888
TRAF6	21	10	7	7	21	10	12.6666666666667	7.37111479583199
TRAF7	3	0	2	0	3	2	1.66666666666667	1.52752523165195
TRAFD1	50	13	21	13	50	21	28	19.4679223339318
TRAIP	3	0	0	0	3	0	1	1.73205080756888
TRAK1	25	14	13	13	25	14	17.3333333333333	6.65832811847939
TRAK2	85	62	66	62	85	66	71	12.2882057274445
TRAM1	244	150	197	150	244	197	197	47
TRAM1L1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TRAM2	207	112	109	109	207	112	142.666666666667	55.7344896211792
TRAM2-AS1	6	4	3	3	6	4	4.33333333333333	1.52752523165195
TRANK1	13	13	6	6	13	13	10.6666666666667	4.04145188432738
TRAP1	9	6	4	4	9	6	6.33333333333333	2.51661147842358
TRAPPC1	25	25	20	20	25	25	23.3333333333333	2.88675134594813
TRAPPC10	11	12	5	5	12	11	9.33333333333333	3.78593889720018
TRAPPC11	11	11	5	5	11	11	9	3.46410161513775
TRAPPC12	10	5	4	4	10	5	6.33333333333333	3.21455025366432
TRAPPC13	30	24	27	24	30	27	27	3
TRAPPC2	42	26	27	26	42	27	31.6666666666667	8.9628864398325
TRAPPC2L	263	170	219	170	263	219	217.333333333333	46.5223960403302
TRAPPC2P1	16	15	24	15	24	16	18.3333333333333	4.93288286231625
TRAPPC3	46	32	33	32	46	33	37	7.81024967590665
TRAPPC3L	0	0	0	0	0	0	0	0
TRAPPC4	147	97	118	97	147	118	120.666666666667	25.1064400768674
TRAPPC5	35	11	20	11	35	20	22	12.1243556529821
TRAPPC6A	22	9	10	9	22	10	13.6666666666667	7.23417813807024
TRAPPC6B	23	10	22	10	23	22	18.3333333333333	7.23417813807024
TRAPPC8	13	4	6	4	13	6	7.66666666666667	4.72581562625261
TRAPPC9	1	0	3	0	3	1	1.33333333333333	1.52752523165195
TRAT1	0	0	0	0	0	0	0	0
TRDMT1	4	6	3	3	6	4	4.33333333333333	1.52752523165195
TRDN	0	0	0	0	0	0	0	0
TREM1	3	3	5	3	5	3	3.66666666666667	1.15470053837925
TREM2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TREML2	0	0	0	0	0	0	0	0
TREML3P	0	0	0	0	0	0	0	0
TRERF1	1	0	2	0	2	1	1	1
TREX1	16	14	9	9	16	14	13	3.60555127546399
TREX2	0	0	0	0	0	0	0	0
TRHDE-AS1	0	0	0	0	0	0	0	0
TRIAP1	146	92	104	92	146	104	114	28.3548937575157
TRIB1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
TRIB2	21	19	15	15	21	19	18.3333333333333	3.05505046330389
TRIB3	20	13	16	13	20	16	16.3333333333333	3.51188458428425
TRIL	1	2	0	0	2	1	1	1
TRIM11	7	5	5	5	7	5	5.66666666666667	1.15470053837925
TRIM13	40	25	34	25	40	34	33	7.54983443527075
TRIM14	0	0	0	0	0	0	0	0
TRIM16	11	5	7	5	11	7	7.66666666666667	3.05505046330389
TRIM16L	7	9	6	6	9	7	7.33333333333333	1.52752523165195
TRIM17	0	0	0	0	0	0	0	0
TRIM2	24	24	27	24	27	24	25	1.73205080756888
TRIM21	15	14	22	14	22	15	17	4.35889894354067
TRIM22	83	50	52	50	83	52	61.6666666666667	18.5022521151706
TRIM23	31	16	25	16	31	25	24	7.54983443527075
TRIM24	8	6	12	6	12	8	8.66666666666667	3.05505046330389
TRIM25	12	8	9	8	12	9	9.66666666666667	2.08166599946613
TRIM26	5	4	3	3	5	4	4	1
TRIM27	18	20	17	17	20	18	18.3333333333333	1.52752523165195
TRIM28	10	6	9	6	10	9	8.33333333333333	2.08166599946613
TRIM29	0	0	0	0	0	0	0	0
TRIM3	2	1	0	0	2	1	1	1
TRIM31	0	0	0	0	0	0	0	0
TRIM32	20	9	12	9	20	12	13.6666666666667	5.68624070307733
TRIM33	13	5	10	5	13	10	9.33333333333333	4.04145188432738
TRIM34	1	1	1	1	1	1	1	0
TRIM35	11	4	5	4	11	5	6.66666666666667	3.78593889720018
TRIM36	0	0	0	0	0	0	0	0
TRIM37	13	8	8	8	13	8	9.66666666666667	2.88675134594813
TRIM38	35	22	21	21	35	22	26	7.81024967590665
TRIM39	6	7	1	1	7	6	4.66666666666667	3.21455025366432
TRIM4	14	8	16	8	16	14	12.6666666666667	4.16333199893227
TRIM41	5	3	3	3	5	3	3.66666666666667	1.15470053837925
TRIM44	56	60	52	52	60	56	56	4
TRIM45	4	2	2	2	4	2	2.66666666666667	1.15470053837925
TRIM46	0	0	0	0	0	0	0	0
TRIM47	3	1	2	1	3	2	2	1
TRIM5	13	8	10	8	13	10	10.3333333333333	2.51661147842358
TRIM51	0	0	0	0	0	0	0	0
TRIM52	7	3	2	2	7	3	4	2.64575131106459
TRIM55	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TRIM56	5	9	5	5	9	5	6.33333333333333	2.3094010767585
TRIM58	22	13	11	11	22	13	15.3333333333333	5.85946527708232
TRIM59	36	15	22	15	36	22	24.3333333333333	10.6926766215636
TRIM6	4	1	4	1	4	4	3	1.73205080756888
TRIM60	7	3	7	3	7	7	5.66666666666667	2.3094010767585
TRIM61	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TRIM62	3	1	3	1	3	3	2.33333333333333	1.15470053837925
TRIM63	0	0	0	0	0	0	0	0
TRIM65	7	8	5	5	8	7	6.66666666666667	1.52752523165195
TRIM66	11	5	7	5	11	7	7.66666666666667	3.05505046330389
TRIM67	0	0	0	0	0	0	0	0
TRIM68	16	8	9	8	16	9	11	4.35889894354067
TRIM69	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TRIM7	5	1	1	1	5	1	2.33333333333333	2.3094010767585
TRIM72	1	1	1	1	1	1	1	0
TRIM8	28	24	21	21	28	24	24.3333333333333	3.51188458428425
TRIM9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRIO	11	8	7	7	11	8	8.66666666666667	2.08166599946613
TRIOBP	22	23	16	16	23	22	20.3333333333333	3.78593889720018
TRIP10	18	9	10	9	18	10	12.3333333333333	4.93288286231625
TRIP11	111	94	84	84	111	94	96.3333333333333	13.6503968196288
TRIP12	57	27	34	27	57	34	39.3333333333333	15.6950098226581
TRIP13	8	7	6	6	8	7	7	1
TRIP4	14	10	7	7	14	10	10.3333333333333	3.51188458428425
TRIP6	11	13	21	11	21	13	15	5.29150262212918
TRIQK	66	36	37	36	66	37	46.3333333333333	17.0391705588427
TRIT1	36	14	21	14	36	21	23.6666666666667	11.2398102000582
TRMT1	3	2	1	1	3	2	2	1
TRMT10A	12	7	9	7	12	9	9.33333333333333	2.51661147842358
TRMT10B	15	6	11	6	15	11	10.6666666666667	4.50924975282289
TRMT10C	85	53	54	53	85	54	64	18.1934053986603
TRMT11	43	27	28	27	43	28	32.6666666666667	8.9628864398325
TRMT112	616	405	445	405	616	445	488.666666666667	112.072892946213
TRMT12	12	4	5	4	12	5	7	4.35889894354067
TRMT13	19	8	14	8	19	14	13.6666666666667	5.5075705472861
TRMT1L	7	8	12	7	12	8	9	2.64575131106459
TRMT2A	2	2	2	2	2	2	2	0
TRMT2B	21	9	5	5	21	9	11.6666666666667	8.32666399786453
TRMT44	2	1	4	1	4	2	2.33333333333333	1.52752523165195
TRMT5	14	17	16	14	17	16	15.6666666666667	1.52752523165195
TRMT6	7	4	6	4	7	6	5.66666666666667	1.52752523165195
TRMT61A	2	2	1	1	2	2	1.66666666666667	0.577350269189626
TRMT61B	7	2	5	2	7	5	4.66666666666667	2.51661147842358
TRMU	4	1	7	1	7	4	4	3
TRNAU1AP	36	22	28	22	36	28	28.6666666666667	7.02376916856849
TRNP1	10	4	8	4	10	8	7.33333333333333	3.05505046330389
TRNT1	38	13	36	13	38	36	29	13.8924439894498
TRO	15	10	12	10	15	12	12.3333333333333	2.51661147842358
TROAP	0	0	0	0	0	0	0	0
TROVE2	103	46	49	46	103	49	66	32.0780298646909
TRPA1	5	1	2	1	5	2	2.66666666666667	2.08166599946613
TRPC1	6	5	5	5	6	5	5.33333333333333	0.577350269189626
TRPC3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRPC4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TRPC4AP	27	16	22	16	27	22	21.6666666666667	5.5075705472861
TRPC5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TRPC6	0	0	0	0	0	0	0	0
TRPM1	0	0	0	0	0	0	0	0
TRPM3	3	2	4	2	4	3	3	1
TRPM4	2	1	1	1	2	1	1.33333333333333	0.577350269189626
TRPM6	8	1	5	1	8	5	4.66666666666667	3.51188458428425
TRPM7	49	35	40	35	49	40	41.3333333333333	7.09459888459759
TRPM8	4	1	1	1	4	1	2	1.73205080756888
TRPS1	62	45	42	42	62	45	49.6666666666667	10.785793124909
TRPT1	34	18	20	18	34	20	24	8.71779788708135
TRPV1	54	41	26	26	54	41	40.3333333333333	14.0118997046558
TRPV2	3	6	2	2	6	3	3.66666666666667	2.08166599946613
TRPV3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TRPV4	0	0	0	0	0	0	0	0
TRRAP	10	6	4	4	10	6	6.66666666666667	3.05505046330389
TRUB1	21	12	9	9	21	12	14	6.2449979983984
TRUB2	7	16	8	7	16	8	10.3333333333333	4.93288286231625
TSACC	3	0	5	0	5	3	2.66666666666667	2.51661147842358
TSC1	26	22	28	22	28	26	25.3333333333333	3.05505046330389
TSC2	7	1	4	1	7	4	4	3
TSC22D1	108	85	86	85	108	86	93	13
TSC22D1-AS1	4	3	2	2	4	3	3	1
TSC22D2	7	5	9	5	9	7	7	2
TSC22D3	23	17	26	17	26	23	22	4.58257569495584
TSC22D4	0	1	4	0	4	1	1.66666666666667	2.08166599946613
TSEN15	27	30	22	22	30	27	26.3333333333333	4.04145188432738
TSEN2	1	3	2	1	3	2	2	1
TSEN34	20	7	17	7	20	17	14.6666666666667	6.80685928555405
TSEN54	4	3	2	2	4	3	3	1
TSFM	59	35	44	35	59	44	46	12.1243556529821
TSG1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TSG101	76	41	55	41	76	55	57.3333333333333	17.6162803489651
TSGA10	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TSHR	0	0	0	0	0	0	0	0
TSHZ1	9	4	0	0	9	4	4.33333333333333	4.50924975282289
TSHZ2	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TSHZ3	24	15	12	12	24	15	17	6.2449979983984
TSIX	18	15	7	7	18	15	13.3333333333333	5.68624070307733
TSKS	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TSKU	13	12	14	12	14	13	13	1
TSLP	8	11	7	7	11	8	8.66666666666667	2.08166599946613
TSN	133	87	131	87	133	131	117	26
TSNARE1	0	0	0	0	0	0	0	0
TSNAX	105	64	75	64	105	75	81.3333333333333	21.221058723196
TSNAX-DISC1	0	0	0	0	0	0	0	0
TSNAXIP1	2	2	2	2	2	2	2	0
TSPAN1	0	0	0	0	0	0	0	0
TSPAN10	0	0	0	0	0	0	0	0
TSPAN11	0	0	0	0	0	0	0	0
TSPAN12	0	1	2	0	2	1	1	1
TSPAN13	4	3	2	2	4	3	3	1
TSPAN14	10	6	9	6	10	9	8.33333333333333	2.08166599946613
TSPAN15	0	0	0	0	0	0	0	0
TSPAN16	0	0	0	0	0	0	0	0
TSPAN17	4	4	0	0	4	4	2.66666666666667	2.3094010767585
TSPAN18	0	0	0	0	0	0	0	0
TSPAN19	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TSPAN2	20	9	15	9	20	15	14.6666666666667	5.5075705472861
TSPAN3	118	55	69	55	118	69	80.6666666666667	33.0807093837683
TSPAN31	26	9	12	9	26	12	15.6666666666667	9.07377172587747
TSPAN32	0	0	0	0	0	0	0	0
TSPAN33	0	0	0	0	0	0	0	0
TSPAN4	22	13	21	13	22	21	18.6666666666667	4.93288286231625
TSPAN5	15	7	12	7	15	12	11.3333333333333	4.04145188432738
TSPAN6	93	71	85	71	93	85	83	11.13552872566
TSPAN7	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TSPAN8	4	3	4	3	4	4	3.66666666666667	0.577350269189626
TSPAN9	4	1	7	1	7	4	4	3
TSPO	157	125	147	125	157	147	143	16.3707055437449
TSPY26P	0	0	0	0	0	0	0	0
TSPYL1	96	64	63	63	96	64	74.3333333333333	18.7705443004015
TSPYL2	4	4	2	2	4	4	3.33333333333333	1.15470053837925
TSPYL4	14	13	16	13	16	14	14.3333333333333	1.52752523165195
TSPYL5	3	4	3	3	4	3	3.33333333333333	0.577350269189626
TSPYL6	0	0	0	0	0	0	0	0
TSR1	19	8	18	8	19	18	15	6.08276253029822
TSR2	21	14	18	14	21	18	17.6666666666667	3.51188458428425
TSR3	5	6	11	5	11	6	7.33333333333333	3.21455025366432
TSSC1	10	3	3	3	10	3	5.33333333333333	4.04145188432738
TSSC4	10	3	9	3	10	9	7.33333333333333	3.78593889720018
TSSK3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TSSK4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TSSK6	0	0	0	0	0	0	0	0
TST	14	5	9	5	14	9	9.33333333333333	4.50924975282289
TSTA3	12	19	14	12	19	14	15	3.60555127546399
TSTD1	34	13	25	13	34	25	24	10.5356537528527
TSTD2	20	14	16	14	20	16	16.6666666666667	3.05505046330389
TSTD3	25	15	20	15	25	20	20	5
TTBK2	5	3	2	2	5	3	3.33333333333333	1.52752523165195
TTC1	199	133	176	133	199	176	169.333333333333	33.501243758006
TTC12	6	2	2	2	6	2	3.33333333333333	2.3094010767585
TTC13	7	3	7	3	7	7	5.66666666666667	2.3094010767585
TTC14	25	26	23	23	26	25	24.6666666666667	1.52752523165195
TTC17	29	19	26	19	29	26	24.6666666666667	5.13160143944688
TTC18	2	2	1	1	2	2	1.66666666666667	0.577350269189626
TTC19	6	13	7	6	13	7	8.66666666666667	3.78593889720018
TTC21A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TTC21B	17	19	15	15	19	17	17	2
TTC23	6	7	11	6	11	7	8	2.64575131106459
TTC23L	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TTC25	0	0	0	0	0	0	0	0
TTC26	10	5	5	5	10	5	6.66666666666667	2.88675134594813
TTC27	24	11	25	11	25	24	20	7.81024967590665
TTC28	12	10	7	7	12	10	9.66666666666667	2.51661147842358
TTC28-AS1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TTC29	0	0	0	0	0	0	0	0
TTC3	311	215	222	215	311	222	249.333333333333	53.5194668633137
TTC30A	5	4	2	2	5	4	3.66666666666667	1.52752523165195
TTC30B	2	2	0	0	2	2	1.33333333333333	1.15470053837925
TTC31	3	8	4	3	8	4	5	2.64575131106459
TTC32	7	4	5	4	7	5	5.33333333333333	1.52752523165195
TTC33	22	13	19	13	22	19	18	4.58257569495584
TTC37	136	97	123	97	136	123	118.666666666667	19.8578280114753
TTC38	4	3	1	1	4	3	2.66666666666667	1.52752523165195
TTC39A	0	0	0	0	0	0	0	0
TTC39B	11	8	4	4	11	8	7.66666666666667	3.51188458428425
TTC39C	13	13	16	13	16	13	14	1.73205080756888
TTC3P1	0	5	5	0	5	5	3.33333333333333	2.88675134594813
TTC4	3	4	4	3	4	4	3.66666666666667	0.577350269189626
TTC40	0	0	0	0	0	0	0	0
TTC5	32	16	21	16	32	21	23	8.18535277187245
TTC7A	5	3	1	1	5	3	3	2
TTC7B	5	2	2	2	5	2	3	1.73205080756888
TTC8	50	34	44	34	50	44	42.6666666666667	8.08290376865476
TTC9	0	0	0	0	0	0	0	0
TTC9C	55	28	35	28	55	35	39.3333333333333	14.0118997046558
TTF1	46	21	18	18	46	21	28.3333333333333	15.3731367434669
TTF2	11	10	11	10	11	11	10.6666666666667	0.577350269189626
TTI1	4	1	1	1	4	1	2	1.73205080756888
TTI2	18	14	13	13	18	14	15	2.64575131106459
TTK	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TTL	33	9	21	9	33	21	21	12
TTLL1	6	8	6	6	8	6	6.66666666666667	1.15470053837925
TTLL10	0	0	0	0	0	0	0	0
TTLL11	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TTLL12	1	2	2	1	2	2	1.66666666666667	0.577350269189626
TTLL13	0	0	0	0	0	0	0	0
TTLL3	4	1	2	1	4	2	2.33333333333333	1.52752523165195
TTLL4	1	2	0	0	2	1	1	1
TTLL5	4	1	4	1	4	4	3	1.73205080756888
TTLL7	6	6	11	6	11	6	7.66666666666667	2.88675134594813
TTN	12	8	4	4	12	8	8	4
TTN-AS1	2	0	5	0	5	2	2.33333333333333	2.51661147842358
TTPA	0	0	0	0	0	0	0	0
TTPAL	22	13	13	13	22	13	16	5.19615242270663
TTR	0	0	0	0	0	0	0	0
TTTY10	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TTTY14	4	3	3	3	4	3	3.33333333333333	0.577350269189626
TTTY15	23	20	16	16	23	20	19.6666666666667	3.51188458428425
TTYH1	0	0	0	0	0	0	0	0
TTYH2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TTYH3	5	2	6	2	6	5	4.33333333333333	2.08166599946613
TUB	5	4	3	3	5	4	4	1
TUBA1A	645	418	475	418	645	475	512.666666666667	118.094594852319
TUBA1B	957	678	796	678	957	796	810.333333333333	140.051181120808
TUBA1C	142	112	149	112	149	142	134.333333333333	19.6553639837408
TUBA3D	0	0	0	0	0	0	0	0
TUBA3FP	3	8	5	3	8	5	5.33333333333333	2.51661147842358
TUBA4A	95	57	62	57	95	62	71.3333333333333	20.6478408879314
TUBA8	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TUBB	1623	1056	1174	1056	1623	1174	1284.33333333333	299.169405744193
TUBB1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TUBB2A	16	5	16	5	16	16	12.3333333333333	6.35085296108588
TUBB2B	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TUBB3	1	1	4	1	4	1	2	1.73205080756888
TUBB4B	41	19	37	19	41	37	32.3333333333333	11.7189305541646
TUBB6	102	78	78	78	102	78	86	13.856406460551
TUBD1	29	21	13	13	29	21	21	8
TUBE1	16	12	12	12	16	12	13.3333333333333	2.3094010767585
TUBG1	28	22	20	20	28	22	23.3333333333333	4.16333199893227
TUBG2	3	1	3	1	3	3	2.33333333333333	1.15470053837925
TUBGCP2	35	30	29	29	35	30	31.3333333333333	3.21455025366432
TUBGCP3	4	1	4	1	4	4	3	1.73205080756888
TUBGCP4	16	7	14	7	16	14	12.3333333333333	4.72581562625261
TUBGCP5	9	9	13	9	13	9	10.3333333333333	2.3094010767585
TUBGCP6	3	1	2	1	3	2	2	1
TUFM	24	18	18	18	24	18	20	3.46410161513775
TUFT1	5	7	7	5	7	7	6.33333333333333	1.15470053837925
TUG1	48	37	35	35	48	37	40	7
TULP1	0	0	0	0	0	0	0	0
TULP2	0	0	0	0	0	0	0	0
TULP3	53	40	33	33	53	40	42	10.1488915650922
TULP4	56	24	33	24	56	33	37.6666666666667	16.5025250593154
TUSC1	5	3	5	3	5	5	4.33333333333333	1.15470053837925
TUSC2	19	14	21	14	21	19	18	3.60555127546399
TUSC3	26	26	19	19	26	26	23.6666666666667	4.04145188432738
TUSC5	0	0	0	0	0	0	0	0
TUT1	0	3	1	0	3	1	1.33333333333333	1.52752523165195
TVP23A	4	1	2	1	4	2	2.33333333333333	1.52752523165195
TVP23B	9	9	10	9	10	9	9.33333333333333	0.577350269189626
TVP23C	8	16	15	8	16	15	13	4.35889894354067
TVP23C-CDRT4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TWF1	118	77	74	74	118	77	89.6666666666667	24.5831920899897
TWF2	7	5	3	3	7	5	5	2
TWIST1	27	9	9	9	27	9	15	10.3923048454133
TWIST2	2	4	3	2	4	3	3	1
TWISTNB	41	27	37	27	41	37	35	7.21110255092798
TWSG1	42	32	24	24	42	32	32.6666666666667	9.01849950564579
TXLNA	28	24	17	17	28	24	23	5.56776436283002
TXLNB	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TXLNG	9	10	14	9	14	10	11	2.64575131106459
TXLNG2P	8	6	6	6	8	6	6.66666666666667	1.15470053837925
TXN	1954	1245	1677	1245	1954	1677	1625.33333333333	357.312654874318
TXN2	238	155	141	141	238	155	178	52.4309069156733
TXNDC11	11	6	1	1	11	6	6	5
TXNDC12	127	73	125	73	127	125	108.333333333333	30.6159000085468
TXNDC15	45	37	30	30	45	37	37.3333333333333	7.50555349946513
TXNDC16	8	4	6	4	8	6	6	2
TXNDC17	458	295	322	295	458	322	358.333333333333	87.3632264361461
TXNDC2	0	0	0	0	0	0	0	0
TXNDC9	171	83	114	83	171	114	122.666666666667	44.6355613085949
TXNIP	224	150	160	150	224	160	178	40.1497197997695
TXNL1	74	36	43	36	74	43	51	20.2237484161567
TXNL4A	61	48	60	48	61	60	56.3333333333333	7.23417813807024
TXNL4B	7	18	11	7	18	11	12	5.56776436283002
TXNRD1	436	380	412	380	436	412	409.333333333333	28.095076674274
TXNRD2	2	2	1	1	2	2	1.66666666666667	0.577350269189626
TXNRD3	2	1	2	1	2	2	1.66666666666667	0.577350269189626
TXNRD3NB	0	0	0	0	0	0	0	0
TYK2	6	5	3	3	6	5	4.66666666666667	1.52752523165195
TYMP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TYMS	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TYR	0	0	0	0	0	0	0	0
TYRO3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TYROBP	0	0	0	0	0	0	0	0
TYRP1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TYSND1	2	2	0	0	2	2	1.33333333333333	1.15470053837925
TYW1	29	12	8	8	29	12	16.3333333333333	11.1504857891185
TYW1B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TYW3	42	27	44	27	44	42	37.6666666666667	9.29157324317757
TYW5	15	18	22	15	22	18	18.3333333333333	3.51188458428425
U2AF1	54	38	33	33	54	38	41.6666666666667	10.9696551146029
U2AF1L4	16	10	11	10	16	11	12.3333333333333	3.21455025366432
U2AF2	6	5	7	5	7	6	6	1
U2SURP	128	83	98	83	128	98	103	22.9128784747792
UACA	426	356	396	356	426	396	392.666666666667	35.1188458428425
UAP1	161	99	126	99	161	126	128.666666666667	31.0859024854247
UAP1L1	16	11	13	11	16	13	13.3333333333333	2.51661147842358
UBA1	48	36	25	25	48	36	36.3333333333333	11.5036226178249
UBA2	29	14	23	14	29	23	22	7.54983443527075
UBA3	111	68	71	68	111	71	83.3333333333333	24.0069434400411
UBA5	34	12	15	12	34	15	20.3333333333333	11.9303534454489
UBA52	2596	1961	2419	1961	2596	2419	2325.33333333333	327.698540328353
UBA6	26	15	28	15	28	26	23	7
UBA7	5	7	7	5	7	7	6.33333333333333	1.15470053837925
UBAC1	9	3	9	3	9	9	7	3.46410161513775
UBAC2	28	10	24	10	28	24	20.6666666666667	9.45163125250522
UBAC2-AS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
UBALD1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
UBALD2	8	1	2	1	8	2	3.66666666666667	3.78593889720018
UBAP1	16	8	12	8	16	12	12	4
UBAP1L	0	0	0	0	0	0	0	0
