Gene	TRS+LOP.A.4.10.1.B4	TRS+LOP.A.4.11.1.B5	TRS+LOP.A.4.12.1.B6	Min	Max	Median	Mean	Std
TRIM58	14	8	14	8	14	14	12	3.46410161513775
TRIM59	27	33	37	27	37	33	32.3333333333333	5.03322295684717
TRIM6	0	1	2	0	2	1	1	1
TRIM60	2	2	1	1	2	2	1.66666666666667	0.577350269189626
TRIM61	3	1	2	1	3	2	2	1
TRIM62	1	1	3	1	3	1	1.66666666666667	1.15470053837925
TRIM63	0	0	0	0	0	0	0	0
TRIM65	8	5	5	5	8	5	6	1.73205080756888
TRIM66	7	10	6	6	10	7	7.66666666666667	2.08166599946613
TRIM67	0	0	0	0	0	0	0	0
TRIM68	12	10	5	5	12	10	9	3.60555127546399
TRIM69	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TRIM7	3	3	0	0	3	3	2	1.73205080756888
TRIM72	3	5	1	1	5	3	3	2
TRIM8	26	22	24	22	26	24	24	2
TRIM9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRIO	13	7	8	7	13	8	9.33333333333333	3.21455025366432
TRIOBP	30	18	32	18	32	30	26.6666666666667	7.57187779440036
TRIP10	12	12	16	12	16	12	13.3333333333333	2.3094010767585
TRIP11	161	140	135	135	161	140	145.333333333333	13.7961347243833
TRIP12	52	48	39	39	52	48	46.3333333333333	6.65832811847939
TRIP13	4	3	9	3	9	4	5.33333333333333	3.21455025366432
TRIP4	14	8	15	8	15	14	12.3333333333333	3.78593889720018
TRIP6	20	14	11	11	20	14	15	4.58257569495584
TRIQK	70	58	35	35	70	58	54.3333333333333	17.7857620959388
TRIT1	18	17	12	12	18	17	15.6666666666667	3.21455025366432
TRMT1	5	1	1	1	5	1	2.33333333333333	2.3094010767585
TRMT10A	12	7	7	7	12	7	8.66666666666667	2.88675134594813
TRMT10B	17	6	11	6	17	11	11.3333333333333	5.5075705472861
TRMT10C	108	75	69	69	108	75	84	21
TRMT11	47	30	27	27	47	30	34.6666666666667	10.785793124909
TRMT112	657	551	541	541	657	551	583	64.2806347199528
TRMT12	7	2	8	2	8	7	5.66666666666667	3.21455025366432
TRMT13	15	5	15	5	15	15	11.6666666666667	5.77350269189626
TRMT1L	6	9	12	6	12	9	9	3
TRMT2A	1	3	1	1	3	1	1.66666666666667	1.15470053837925
TRMT2B	23	7	14	7	23	14	14.6666666666667	8.02080627701064
TRMT44	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TRMT5	24	15	19	15	24	19	19.3333333333333	4.50924975282289
TRMT6	9	10	6	6	10	9	8.33333333333333	2.08166599946613
TRMT61A	2	1	0	0	2	1	1	1
TRMT61B	4	9	3	3	9	4	5.33333333333333	3.21455025366432
TRMU	5	1	6	1	6	5	4	2.64575131106459
TRNAU1AP	20	25	26	20	26	25	23.6666666666667	3.21455025366432
TRNP1	10	4	4	4	10	4	6	3.46410161513775
TRNT1	42	34	27	27	42	34	34.3333333333333	7.50555349946513
TRO	11	7	15	7	15	11	11	4
TROAP	0	0	0	0	0	0	0	0
TROVE2	67	75	72	67	75	72	71.3333333333333	4.04145188432738
TRPA1	4	0	0	0	4	0	1.33333333333333	2.3094010767585
TRPC1	4	3	2	2	4	3	3	1
TRPC3	0	0	0	0	0	0	0	0
TRPC4	0	0	0	0	0	0	0	0
TRPC4AP	31	18	26	18	31	26	25	6.557438524302
TRPC5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TRPC6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRPM1	0	0	0	0	0	0	0	0
TRPM3	9	6	5	5	9	6	6.66666666666667	2.08166599946613
TRPM4	1	3	3	1	3	3	2.33333333333333	1.15470053837925
TRPM6	2	1	3	1	3	2	2	1
TRPM7	69	43	61	43	69	61	57.6666666666667	13.3166562369588
TRPM8	2	3	1	1	3	2	2	1
TRPS1	79	70	64	64	79	70	71	7.54983443527075
TRPT1	29	20	22	20	29	22	23.6666666666667	4.72581562625261
TRPV1	51	37	38	37	51	38	42	7.81024967590665
TRPV2	13	3	7	3	13	7	7.66666666666667	5.03322295684717
TRPV3	2	2	2	2	2	2	2	0
TRPV4	0	0	0	0	0	0	0	0
TRRAP	8	4	8	4	8	8	6.66666666666667	2.3094010767585
TRUB1	20	18	10	10	20	18	16	5.29150262212918
TRUB2	14	20	7	7	20	14	13.6666666666667	6.50640709864771
TSACC	1	3	1	1	3	1	1.66666666666667	1.15470053837925
TSC1	40	29	31	29	40	31	33.3333333333333	5.85946527708232
TSC2	4	3	6	3	6	4	4.33333333333333	1.52752523165195
TSC22D1	118	94	107	94	118	107	106.333333333333	12.0138808606267
TSC22D1-AS1	0	1	4	0	4	1	1.66666666666667	2.08166599946613
TSC22D2	7	5	7	5	7	7	6.33333333333333	1.15470053837925
TSC22D3	31	20	18	18	31	20	23	7
TSC22D4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TSEN15	16	21	15	15	21	16	17.3333333333333	3.21455025366432
TSEN2	3	6	2	2	6	3	3.66666666666667	2.08166599946613
TSEN34	23	17	19	17	23	19	19.6666666666667	3.05505046330389
TSEN54	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TSFM	47	32	43	32	47	43	40.6666666666667	7.76745346515403
TSG1	0	0	0	0	0	0	0	0
TSG101	67	61	58	58	67	61	62	4.58257569495584
TSGA10	0	2	0	0	2	0	0.666666666666667	1.15470053837925
TSHR	0	0	0	0	0	0	0	0
TSHZ1	4	0	6	0	6	4	3.33333333333333	3.05505046330389
TSHZ2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TSHZ3	24	20	19	19	24	20	21	2.64575131106459
TSIX	16	17	17	16	17	17	16.6666666666667	0.577350269189626
TSKS	1	3	0	0	3	1	1.33333333333333	1.52752523165195
TSKU	13	15	13	13	15	13	13.6666666666667	1.15470053837925
TSLP	18	15	15	15	18	15	16	1.73205080756888
TSN	153	83	110	83	153	110	115.333333333333	35.3034464795342
TSNARE1	0	0	0	0	0	0	0	0
TSNAX	96	99	73	73	99	96	89.3333333333333	14.2243921955679
TSNAX-DISC1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TSNAXIP1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TSPAN1	0	0	0	0	0	0	0	0
TSPAN10	0	0	0	0	0	0	0	0
TSPAN11	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TSPAN12	0	2	0	0	2	0	0.666666666666667	1.15470053837925
TSPAN13	8	3	6	3	8	6	5.66666666666667	2.51661147842358
TSPAN14	8	10	13	8	13	10	10.3333333333333	2.51661147842358
TSPAN15	0	0	0	0	0	0	0	0
TSPAN16	0	0	0	0	0	0	0	0
TSPAN17	5	2	4	2	5	4	3.66666666666667	1.52752523165195
TSPAN18	0	0	0	0	0	0	0	0
TSPAN19	0	0	0	0	0	0	0	0
TSPAN2	17	18	12	12	18	17	15.6666666666667	3.21455025366432
TSPAN3	87	84	87	84	87	87	86	1.73205080756888
TSPAN31	30	16	24	16	30	24	23.3333333333333	7.02376916856849
TSPAN32	0	0	0	0	0	0	0	0
TSPAN33	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TSPAN4	18	24	23	18	24	23	21.6666666666667	3.21455025366432
TSPAN5	17	22	15	15	22	17	18	3.60555127546399
TSPAN6	99	75	81	75	99	81	85	12.4899959967968
TSPAN7	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TSPAN8	7	5	1	1	7	5	4.33333333333333	3.05505046330389
TSPAN9	4	2	2	2	4	2	2.66666666666667	1.15470053837925
TSPO	203	108	165	108	203	165	158.666666666667	47.8156180900481
TSPY26P	0	0	0	0	0	0	0	0
TSPYL1	84	81	88	81	88	84	84.3333333333333	3.51188458428425
TSPYL2	9	5	5	5	9	5	6.33333333333333	2.3094010767585
TSPYL4	8	14	8	8	14	8	10	3.46410161513775
TSPYL5	5	4	8	4	8	5	5.66666666666667	2.08166599946613
TSPYL6	0	0	0	0	0	0	0	0
TSR1	22	20	18	18	22	20	20	2
TSR2	15	13	9	9	15	13	12.3333333333333	3.05505046330389
TSR3	11	8	12	8	12	11	10.3333333333333	2.08166599946613
TSSC1	11	6	8	6	11	8	8.33333333333333	2.51661147842358
TSSC4	3	2	6	2	6	3	3.66666666666667	2.08166599946613
TSSK3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TSSK4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TSSK6	0	0	0	0	0	0	0	0
TST	16	11	15	11	16	15	14	2.64575131106459
TSTA3	17	17	17	17	17	17	17	0
TSTD1	27	10	22	10	27	22	19.6666666666667	8.7368949480541
TSTD2	24	26	16	16	26	24	22	5.29150262212918
TSTD3	11	26	23	11	26	23	20	7.93725393319377
TTBK2	5	1	5	1	5	5	3.66666666666667	2.3094010767585
TTC1	198	146	174	146	198	174	172.666666666667	26.0256283945908
TTC12	1	2	3	1	3	2	2	1
TTC13	8	5	10	5	10	8	7.66666666666667	2.51661147842358
TTC14	26	23	31	23	31	26	26.6666666666667	4.04145188432738
TTC17	34	21	11	11	34	21	22	11.5325625946708
TTC18	2	3	3	2	3	3	2.66666666666667	0.577350269189626
TTC19	10	5	12	5	12	10	9	3.60555127546399
TTC21A	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TTC21B	28	19	15	15	28	19	20.6666666666667	6.65832811847939
TTC23	12	8	11	8	12	11	10.3333333333333	2.08166599946613
TTC23L	0	0	0	0	0	0	0	0
TTC25	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TTC26	5	9	2	2	9	5	5.33333333333333	3.51188458428425
TTC27	34	15	28	15	34	28	25.6666666666667	9.71253485622231
TTC28	13	15	13	13	15	13	13.6666666666667	1.15470053837925
TTC28-AS1	1	4	4	1	4	4	3	1.73205080756888
TTC29	0	0	0	0	0	0	0	0
TTC3	347	298	330	298	347	330	325	24.8797106092495
TTC30A	5	5	2	2	5	5	4	1.73205080756888
TTC30B	4	2	1	1	4	2	2.33333333333333	1.52752523165195
TTC31	7	8	12	7	12	8	9	2.64575131106459
TTC32	5	3	5	3	5	5	4.33333333333333	1.15470053837925
TTC33	22	28	22	22	28	22	24	3.46410161513775
TTC37	161	114	124	114	161	124	133	24.7588368062799
TTC38	5	4	2	2	5	4	3.66666666666667	1.52752523165195
TTC39A	0	0	0	0	0	0	0	0
TTC39B	11	5	6	5	11	6	7.33333333333333	3.21455025366432
TTC39C	16	13	9	9	16	13	12.6666666666667	3.51188458428425
TTC3P1	9	6	6	6	9	6	7	1.73205080756888
TTC4	6	7	2	2	7	6	5	2.64575131106459
TTC40	0	0	0	0	0	0	0	0
TTC5	28	19	23	19	28	23	23.3333333333333	4.50924975282289
TTC7A	4	1	2	1	4	2	2.33333333333333	1.52752523165195
TTC7B	1	3	5	1	5	3	3	2
TTC8	35	36	23	23	36	35	31.3333333333333	7.23417813807024
TTC9	0	0	0	0	0	0	0	0
TTC9C	42	35	37	35	42	37	38	3.60555127546399
TTF1	29	24	20	20	29	24	24.3333333333333	4.50924975282289
TTF2	12	8	7	7	12	8	9	2.64575131106459
TTI1	5	0	4	0	5	4	3	2.64575131106459
TTI2	25	18	18	18	25	18	20.3333333333333	4.04145188432738
TTK	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TTL	20	22	26	20	26	22	22.6666666666667	3.05505046330389
TTLL1	8	7	5	5	8	7	6.66666666666667	1.52752523165195
TTLL10	0	0	0	0	0	0	0	0
TTLL11	0	0	0	0	0	0	0	0
TTLL12	3	4	4	3	4	4	3.66666666666667	0.577350269189626
TTLL13	0	0	0	0	0	0	0	0
TTLL3	0	0	3	0	3	0	1	1.73205080756888
TTLL4	3	1	0	0	3	1	1.33333333333333	1.52752523165195
TTLL5	5	5	5	5	5	5	5	0
TTLL7	10	9	18	9	18	10	12.3333333333333	4.93288286231625
TTN	14	5	9	5	14	9	9.33333333333333	4.50924975282289
TTN-AS1	2	2	1	1	2	2	1.66666666666667	0.577350269189626
TTPA	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TTPAL	17	16	18	16	18	17	17	1
TTR	0	0	0	0	0	0	0	0
TTTY10	0	0	0	0	0	0	0	0
TTTY14	2	4	1	1	4	2	2.33333333333333	1.52752523165195
TTTY15	28	17	26	17	28	26	23.6666666666667	5.85946527708232
TTYH1	0	0	0	0	0	0	0	0
TTYH2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TTYH3	10	7	8	7	10	8	8.33333333333333	1.52752523165195
TUB	6	7	9	6	9	7	7.33333333333333	1.52752523165195
TUBA1A	592	452	560	452	592	560	534.666666666667	73.3575717518876
TUBA1B	1090	823	927	823	1090	927	946.666666666667	134.582069137509
TUBA1C	170	126	157	126	170	157	151	22.6053091109146
TUBA3D	0	0	0	0	0	0	0	0
TUBA3FP	6	7	5	5	7	6	6	1
TUBA4A	97	93	96	93	97	96	95.3333333333333	2.08166599946613
TUBA8	0	0	0	0	0	0	0	0
TUBB	1751	1301	1357	1301	1751	1357	1469.66666666667	245.245455275594
TUBB1	0	0	0	0	0	0	0	0
TUBB2A	11	17	17	11	17	17	15	3.46410161513775
TUBB2B	0	0	0	0	0	0	0	0
TUBB3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TUBB4B	38	27	38	27	38	38	34.3333333333333	6.35085296108588
TUBB6	109	107	93	93	109	107	103	8.71779788708135
TUBD1	22	16	11	11	22	16	16.3333333333333	5.5075705472861
TUBE1	21	19	14	14	21	19	18	3.60555127546399
TUBG1	44	21	27	21	44	27	30.6666666666667	11.9303534454489
TUBG2	4	1	4	1	4	4	3	1.73205080756888
TUBGCP2	41	36	27	27	41	36	34.6666666666667	7.09459888459759
TUBGCP3	6	6	5	5	6	6	5.66666666666667	0.577350269189626
TUBGCP4	19	7	9	7	19	9	11.6666666666667	6.42910050732864
TUBGCP5	14	16	4	4	16	14	11.3333333333333	6.42910050732864
TUBGCP6	1	0	3	0	3	1	1.33333333333333	1.52752523165195
TUFM	27	23	29	23	29	27	26.3333333333333	3.05505046330389
TUFT1	19	8	9	8	19	9	12	6.08276253029822
TUG1	44	38	43	38	44	43	41.6666666666667	3.21455025366432
TULP1	0	0	0	0	0	0	0	0
TULP2	0	0	0	0	0	0	0	0
TULP3	60	39	36	36	60	39	45	13.076696830622
TULP4	57	51	47	47	57	51	51.6666666666667	5.03322295684717
TUSC1	3	5	2	2	5	3	3.33333333333333	1.52752523165195
TUSC2	22	17	15	15	22	17	18	3.60555127546399
TUSC3	35	26	31	26	35	31	30.6666666666667	4.50924975282289
TUSC5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TUT1	3	6	2	2	6	3	3.66666666666667	2.08166599946613
TVP23A	1	2	0	0	2	1	1	1
TVP23B	17	7	12	7	17	12	12	5
TVP23C	16	19	14	14	19	16	16.3333333333333	2.51661147842358
TVP23C-CDRT4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TWF1	106	79	88	79	106	88	91	13.7477270848675
TWF2	9	7	3	3	9	7	6.33333333333333	3.05505046330389
TWIST1	23	15	15	15	23	15	17.6666666666667	4.61880215351701
TWIST2	6	2	9	2	9	6	5.66666666666667	3.51188458428425
TWISTNB	52	43	33	33	52	43	42.6666666666667	9.50438495292217
TWSG1	54	25	24	24	54	25	34.3333333333333	17.0391705588427
TXLNA	29	24	21	21	29	24	24.6666666666667	4.04145188432738
TXLNB	0	0	0	0	0	0	0	0
TXLNG	20	21	16	16	21	20	19	2.64575131106459
TXLNG2P	8	10	12	8	12	10	10	2
TXN	1971	1438	1379	1379	1971	1438	1596	326.096611451269
TXN2	205	138	154	138	205	154	165.666666666667	34.9904748943671
TXNDC11	2	2	3	2	3	2	2.33333333333333	0.577350269189626
TXNDC12	158	93	81	81	158	93	110.666666666667	41.4286535302963
TXNDC15	47	47	46	46	47	47	46.6666666666667	0.577350269189626
TXNDC16	12	1	4	1	12	4	5.66666666666667	5.68624070307733
TXNDC17	370	285	285	285	370	285	313.333333333333	49.0747728811182
TXNDC2	0	0	0	0	0	0	0	0
TXNDC9	174	109	116	109	174	116	133	35.6791255498225
TXNIP	215	161	171	161	215	171	182.333333333333	28.7286152352203
TXNL1	88	57	50	50	88	57	65	20.2237484161567
TXNL4A	50	52	49	49	52	50	50.3333333333333	1.52752523165195
TXNL4B	8	17	9	8	17	9	11.3333333333333	4.93288286231625
TXNRD1	524	368	383	368	524	383	425	86.0639297266863
TXNRD2	1	0	3	0	3	1	1.33333333333333	1.52752523165195
TXNRD3	0	3	0	0	3	0	1	1.73205080756888
TXNRD3NB	0	0	0	0	0	0	0	0
TYK2	6	6	4	4	6	6	5.33333333333333	1.15470053837925
TYMP	0	0	0	0	0	0	0	0
TYMS	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TYR	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TYRO3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TYROBP	0	0	0	0	0	0	0	0
TYRP1	0	0	0	0	0	0	0	0
TYSND1	3	4	7	3	7	4	4.66666666666667	2.08166599946613
TYW1	10	12	14	10	14	12	12	2
TYW1B	2	2	2	2	2	2	2	0
TYW3	52	48	47	47	52	48	49	2.64575131106459
TYW5	24	18	16	16	24	18	19.3333333333333	4.16333199893227
U2AF1	43	52	39	39	52	43	44.6666666666667	6.65832811847939
U2AF1L4	25	13	17	13	25	17	18.3333333333333	6.11010092660779
U2AF2	5	4	6	4	6	5	5	1
U2SURP	165	97	118	97	165	118	126.666666666667	34.8185774168522
UACA	573	424	456	424	573	456	484.333333333333	78.4368110859521
UAP1	146	98	117	98	146	117	120.333333333333	24.1729876790879
UAP1L1	12	13	16	12	16	13	13.6666666666667	2.08166599946613
UBA1	35	42	41	35	42	41	39.3333333333333	3.78593889720018
UBA2	29	32	26	26	32	29	29	3
UBA3	118	74	100	74	118	100	97.3333333333333	22.1208800307161
UBA5	35	16	12	12	35	16	21	12.2882057274445
UBA52	2756	2239	2355	2239	2756	2355	2450	271.27661159783
UBA6	30	33	28	28	33	30	30.3333333333333	2.51661147842358
UBA7	12	7	7	7	12	7	8.66666666666667	2.88675134594813
UBAC1	5	2	5	2	5	5	4	1.73205080756888
UBAC2	32	15	17	15	32	17	21.3333333333333	9.29157324317757
UBAC2-AS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
UBALD1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
UBALD2	9	2	7	2	9	7	6	3.60555127546399
UBAP1	7	14	6	6	14	7	9	4.35889894354067
UBAP1L	0	0	0	0	0	0	0	0
UBAP2	33	21	32	21	33	32	28.6666666666667	6.65832811847939
UBAP2L	69	58	54	54	69	58	60.3333333333333	7.76745346515403
UBASH3B	8	1	6	1	8	6	5	3.60555127546399
UBB	2336	1849	1931	1849	2336	1931	2038.66666666667	260.7418902542
UBC	3054	2293	2375	2293	3054	2375	2574	417.709229009846
UBD	0	0	0	0	0	0	0	0
UBE2A	89	79	67	67	89	79	78.3333333333333	11.0151410945722
UBE2B	147	111	129	111	147	129	129	18
UBE2C	2	1	1	1	2	1	1.33333333333333	0.577350269189626
UBE2D1	18	13	9	9	18	13	13.3333333333333	4.50924975282289
UBE2D2	52	27	40	27	52	40	39.6666666666667	12.5033328890074
UBE2D3	288	184	202	184	288	202	224.666666666667	55.5817715922526
UBE2D4	8	11	12	8	12	11	10.3333333333333	2.08166599946613
UBE2E1	44	48	31	31	48	44	41	8.88819441731559
UBE2E2	117	111	102	102	117	111	110	7.54983443527075
UBE2E3	27	26	33	26	33	27	28.6666666666667	3.78593889720018
UBE2F	33	16	24	16	33	24	24.3333333333333	8.50490054811538
UBE2F-SCLY	0	0	0	0	0	0	0	0
UBE2G1	18	17	22	17	22	18	19	2.64575131106459
UBE2G2	60	38	55	38	60	55	51	11.5325625946708
UBE2H	46	47	37	37	47	46	43.3333333333333	5.5075705472861
UBE2I	62	57	67	57	67	62	62	5
UBE2J1	29	20	43	20	43	29	30.6666666666667	11.5902257671425
UBE2J2	5	2	4	2	5	4	3.66666666666667	1.52752523165195
UBE2K	56	49	49	49	56	49	51.3333333333333	4.04145188432738
UBE2L3	380	313	326	313	380	326	339.666666666667	35.5293306063221
UBE2L6	93	82	76	76	93	82	83.6666666666667	8.62167810425171
UBE2M	3	3	3	3	3	3	3	0
UBE2MP1	0	0	0	0	0	0	0	0
UBE2N	235	162	158	158	235	162	185	43.3474336033865
UBE2O	7	2	11	2	11	7	6.66666666666667	4.50924975282289
UBE2Q1	34	33	36	33	36	34	34.3333333333333	1.52752523165195
UBE2Q2	24	31	27	24	31	27	27.3333333333333	3.51188458428425
UBE2Q2P1	14	11	13	11	14	13	12.6666666666667	1.52752523165195
UBE2Q2P2	0	1	3	0	3	1	1.33333333333333	1.52752523165195
UBE2Q2P3	3	5	2	2	5	3	3.33333333333333	1.52752523165195
UBE2QL1	3	2	0	0	3	2	1.66666666666667	1.52752523165195
UBE2R2	56	50	49	49	56	50	51.6666666666667	3.78593889720018
UBE2S	3	5	1	1	5	3	3	2
UBE2T	12	6	10	6	12	10	9.33333333333333	3.05505046330389
UBE2U	0	0	0	0	0	0	0	0
UBE2V1	17	19	26	17	26	19	20.6666666666667	4.72581562625261
UBE2V2	383	331	291	291	383	331	335	46.1302503786832
UBE2W	116	100	93	93	116	100	103	11.7898261225516
UBE2Z	63	48	39	39	63	48	50	12.1243556529821
UBE3A	47	45	34	34	47	45	42	7
UBE3B	22	18	11	11	22	18	17	5.56776436283002
UBE3C	37	31	29	29	37	31	32.3333333333333	4.16333199893227
UBE3D	12	8	7	7	12	8	9	2.64575131106459
UBE4A	50	34	41	34	50	41	41.6666666666667	8.02080627701064
UBE4B	37	23	25	23	37	25	28.3333333333333	7.57187779440036
UBFD1	32	26	26	26	32	26	28	3.46410161513775
UBIAD1	20	19	14	14	20	19	17.6666666666667	3.21455025366432
UBL3	27	35	33	27	35	33	31.6666666666667	4.16333199893227
UBL4A	20	13	14	13	20	14	15.6666666666667	3.78593889720018
UBL5	795	638	644	638	795	644	692.333333333333	88.9625389325942
UBL7	18	11	9	9	18	11	12.6666666666667	4.72581562625261
UBL7-AS1	9	2	2	2	9	2	4.33333333333333	4.04145188432738
UBLCP1	38	51	37	37	51	38	42	7.81024967590665
UBN1	29	23	21	21	29	23	24.3333333333333	4.16333199893227
UBN2	20	17	20	17	20	20	19	1.73205080756888
UBOX5	9	4	14	4	14	9	9	5
UBOX5-AS1	0	0	0	0	0	0	0	0
UBP1	31	15	9	9	31	15	18.3333333333333	11.3724814061547
UBQLN1	35	28	24	24	35	28	29	5.56776436283002
UBQLN2	12	18	19	12	19	18	16.3333333333333	3.78593889720018
UBQLN4	9	4	6	4	9	6	6.33333333333333	2.51661147842358
UBQLNL	0	0	0	0	0	0	0	0
UBR1	22	17	15	15	22	17	18	3.60555127546399
UBR2	39	34	39	34	39	39	37.3333333333333	2.88675134594813
UBR3	15	9	6	6	15	9	10	4.58257569495584
UBR4	40	41	36	36	41	40	39	2.64575131106459
UBR5	40	26	30	26	40	30	32	7.21110255092798
UBR7	10	10	7	7	10	10	9	1.73205080756888
UBTD1	5	8	7	5	8	7	6.66666666666667	1.52752523165195
UBTD2	19	13	10	10	19	13	14	4.58257569495584
UBTF	22	23	18	18	23	22	21	2.64575131106459
UBXN1	55	44	54	44	55	54	51	6.08276253029822
UBXN10	0	0	0	0	0	0	0	0
UBXN11	3	0	2	0	3	2	1.66666666666667	1.52752523165195
UBXN2A	24	12	16	12	24	16	17.3333333333333	6.11010092660779
UBXN2B	28	15	13	13	28	15	18.6666666666667	8.14452781524708
UBXN4	186	169	161	161	186	169	172	12.7671453348037
UBXN6	19	14	13	13	19	14	15.3333333333333	3.21455025366432
UBXN7	18	11	24	11	24	18	17.6666666666667	6.50640709864771
UBXN8	27	15	20	15	27	20	20.6666666666667	6.02771377334171
UCA1	0	0	0	0	0	0	0	0
UCHL1	394	304	314	304	394	314	337.333333333333	49.3288286231625
UCHL1-AS1	0	0	0	0	0	0	0	0
UCHL3	57	52	28	28	57	52	45.6666666666667	15.502687938978
UCHL5	31	25	28	25	31	28	28	3
UCK1	3	3	1	1	3	3	2.33333333333333	1.15470053837925
UCK2	32	16	19	16	32	19	22.3333333333333	8.50490054811538
UCKL1	12	15	11	11	15	12	12.6666666666667	2.08166599946613
UCKL1-AS1	8	5	5	5	8	5	6	1.73205080756888
UCMA	0	0	0	0	0	0	0	0
UCN	0	0	1	0	1	0	0.333333333333333	0.577350269189626
UCN2	0	0	0	0	0	0	0	0
UCP1	0	0	0	0	0	0	0	0
UCP2	1	2	1	1	2	1	1.33333333333333	0.577350269189626
UCP3	0	0	0	0	0	0	0	0
UEVLD	11	6	6	6	11	6	7.66666666666667	2.88675134594813
UFC1	378	258	295	258	378	295	310.333333333333	61.4518781920726
UFD1L	102	88	109	88	109	102	99.6666666666667	10.6926766215636
UFL1	66	58	61	58	66	61	61.6666666666667	4.04145188432738
UFM1	308	273	286	273	308	286	289	17.6918060129541
UFSP1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
UFSP2	67	50	61	50	67	61	59.3333333333333	8.62167810425171
UG0898H09	0	0	0	0	0	0	0	0
UGCG	10	4	7	4	10	7	7	3
UGDH	88	70	86	70	88	86	81.3333333333333	9.8657657246325
UGDH-AS1	61	35	41	35	61	41	45.6666666666667	13.6137185711081
UGGT1	78	80	81	78	81	80	79.6666666666667	1.52752523165195
UGGT2	84	70	50	50	84	70	68	17.0880074906351
UGP2	193	155	146	146	193	155	164.666666666667	24.9466096560902
UGT2A1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
UGT2A3	0	0	0	0	0	0	0	0
UGT2B15	0	1	0	0	1	0	0.333333333333333	0.577350269189626
UGT2B7	0	0	1	0	1	0	0.333333333333333	0.577350269189626
UGT3A2	0	0	0	0	0	0	0	0
UGT8	0	0	0	0	0	0	0	0
UHMK1	49	47	64	47	64	49	53.3333333333333	9.29157324317757
UHRF1	0	5	1	0	5	1	2	2.64575131106459
UHRF1BP1	11	11	6	6	11	11	9.33333333333333	2.88675134594813
UHRF1BP1L	23	21	14	14	23	21	19.3333333333333	4.72581562625261
UHRF2	18	12	21	12	21	18	17	4.58257569495584
UIMC1	16	19	13	13	19	16	16	3
ULBP1	6	11	6	6	11	6	7.66666666666667	2.88675134594813
ULBP2	12	13	11	11	13	12	12	1
ULBP3	0	0	0	0	0	0	0	0
ULK1	8	7	9	7	9	8	8	1
ULK2	11	9	8	8	11	9	9.33333333333333	1.52752523165195
ULK3	2	0	2	0	2	2	1.33333333333333	1.15470053837925
ULK4	8	7	8	7	8	8	7.66666666666667	0.577350269189626
ULK4P3	0	0	0	0	0	0	0	0
UMPS	42	24	26	24	42	26	30.6666666666667	9.8657657246325
UNC119	9	8	8	8	9	8	8.33333333333333	0.577350269189626
UNC119B	13	15	17	13	17	15	15	2
UNC13A	1	1	0	0	1	1	0.666666666666667	0.577350269189626
UNC13B	5	6	10	5	10	6	7	2.64575131106459
UNC13D	0	0	0	0	0	0	0	0
UNC45A	11	17	4	4	17	11	10.6666666666667	6.50640709864771
UNC50	46	28	19	19	46	28	31	13.7477270848675
UNC5B	75	61	60	60	75	61	65.3333333333333	8.38649708360608
UNC5B-AS1	22	8	9	8	22	9	13	7.81024967590665
UNC5C	0	2	1	0	2	1	1	1
UNC5CL	0	0	0	0	0	0	0	0
UNC79	0	0	0	0	0	0	0	0
UNC80	0	0	0	0	0	0	0	0
UNC93B1	5	7	5	5	7	5	5.66666666666667	1.15470053837925
UNG	4	13	6	4	13	6	7.66666666666667	4.72581562625261
UNK	2	2	2	2	2	2	2	0
UNKL	4	7	9	4	9	7	6.66666666666667	2.51661147842358
UNQ6975	0	0	1	0	1	0	0.333333333333333	0.577350269189626
UOX	0	0	0	0	0	0	0	0
UPF1	12	11	10	10	12	11	11	1
