Gene	SUN+LOP.A.7.15.1.F5	SUN+LOP.A.7.16.1.F6	SUN+LOP.A.8.12.1.G9	Min	Max	Median	Mean	Std
SKP1	1522	1129	249	249	1522	1129	966.666666666667	651.840726967358
SKP1P2	3	3	1	1	3	3	2.33333333333333	1.15470053837925
SKP2	21	21	1	1	21	21	14.3333333333333	11.5470053837925
SLA	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLA2	1	4	0	0	4	1	1.66666666666667	2.08166599946613
SLAIN1	0	0	0	0	0	0	0	0
SLAIN2	20	11	0	0	20	11	10.3333333333333	10.0166528008778
SLAMF6	2	1	0	0	2	1	1	1
SLAMF7	3	0	0	0	3	0	1	1.73205080756888
SLAMF8	0	0	0	0	0	0	0	0
SLBP	12	6	1	1	12	6	6.33333333333333	5.5075705472861
SLC10A1	0	0	0	0	0	0	0	0
SLC10A2	0	0	0	0	0	0	0	0
SLC10A3	16	9	1	1	16	9	8.66666666666667	7.50555349946513
SLC10A4	0	0	0	0	0	0	0	0
SLC10A5	0	0	0	0	0	0	0	0
SLC10A7	3	1	2	1	3	2	2	1
SLC11A1	0	0	0	0	0	0	0	0
SLC11A2	36	25	7	7	36	25	22.6666666666667	14.6401275039985
SLC12A1	0	0	0	0	0	0	0	0
SLC12A2	12	12	2	2	12	12	8.66666666666667	5.77350269189626
SLC12A3	3	0	0	0	3	0	1	1.73205080756888
SLC12A4	23	9	3	3	23	9	11.6666666666667	10.2632028788938
SLC12A5	0	0	0	0	0	0	0	0
SLC12A6	21	14	6	6	21	14	13.6666666666667	7.50555349946513
SLC12A7	2	5	2	2	5	2	3	1.73205080756888
SLC12A8	16	14	0	0	16	14	10	8.71779788708135
SLC12A9	0	3	0	0	3	0	1	1.73205080756888
SLC13A1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SLC13A3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC13A4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SLC13A5	0	0	0	0	0	0	0	0
SLC14A1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SLC14A2	8	7	1	1	8	7	5.33333333333333	3.78593889720018
SLC15A1	5	1	2	1	5	2	2.66666666666667	2.08166599946613
SLC15A2	3	8	1	1	8	3	4	3.60555127546399
SLC15A3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC15A4	17	2	1	1	17	2	6.66666666666667	8.9628864398325
SLC15A5	0	0	0	0	0	0	0	0
SLC16A1	53	37	9	9	53	37	33	22.2710574513201
SLC16A11	0	0	0	0	0	0	0	0
SLC16A12	7	1	0	0	7	1	2.66666666666667	3.78593889720018
SLC16A13	0	0	0	0	0	0	0	0
SLC16A14	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC16A2	20	9	3	3	20	9	10.6666666666667	8.62167810425171
SLC16A3	3	4	1	1	4	3	2.66666666666667	1.52752523165195
SLC16A4	56	33	3	3	56	33	30.6666666666667	26.5769323537035
SLC16A5	0	2	0	0	2	0	0.666666666666667	1.15470053837925
SLC16A6	1	2	0	0	2	1	1	1
SLC16A7	10	10	2	2	10	10	7.33333333333333	4.61880215351701
SLC16A8	0	0	0	0	0	0	0	0
SLC16A9	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SLC17A4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC17A5	28	18	5	5	28	18	17	11.5325625946708
SLC17A6	0	0	0	0	0	0	0	0
SLC17A7	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC17A9	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SLC18A2	5	3	0	0	5	3	2.66666666666667	2.51661147842358
SLC18B1	0	4	0	0	4	0	1.33333333333333	2.3094010767585
SLC19A1	0	0	0	0	0	0	0	0
SLC19A2	6	1	1	1	6	1	2.66666666666667	2.88675134594813
SLC19A3	0	0	0	0	0	0	0	0
SLC1A1	8	2	4	2	8	4	4.66666666666667	3.05505046330389
SLC1A2	0	1	3	0	3	1	1.33333333333333	1.52752523165195
SLC1A3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC1A4	14	6	5	5	14	6	8.33333333333333	4.93288286231625
SLC1A5	145	87	19	19	145	87	83.6666666666667	63.0661028868388
SLC1A6	0	0	0	0	0	0	0	0
SLC1A7	0	0	0	0	0	0	0	0
SLC20A1	71	51	9	9	71	51	43.6666666666667	31.6438514301488
SLC20A2	9	4	2	2	9	4	5	3.60555127546399
SLC22A1	0	0	0	0	0	0	0	0
SLC22A14	0	0	0	0	0	0	0	0
SLC22A15	4	4	2	2	4	4	3.33333333333333	1.15470053837925
SLC22A17	2	2	0	0	2	2	1.33333333333333	1.15470053837925
SLC22A18	3	2	0	0	3	2	1.66666666666667	1.52752523165195
SLC22A18AS	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC22A2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SLC22A20	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC22A23	3	8	2	2	8	3	4.33333333333333	3.21455025366432
SLC22A3	13	3	1	1	13	3	5.66666666666667	6.42910050732864
SLC22A4	0	0	0	0	0	0	0	0
SLC22A5	3	0	1	0	3	1	1.33333333333333	1.52752523165195
SLC22A9	0	0	0	0	0	0	0	0
SLC23A1	0	0	0	0	0	0	0	0
SLC23A2	6	7	3	3	7	6	5.33333333333333	2.08166599946613
SLC23A3	0	0	0	0	0	0	0	0
SLC24A1	3	3	2	2	3	3	2.66666666666667	0.577350269189626
SLC24A2	0	0	0	0	0	0	0	0
SLC24A3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SLC24A4	8	5	1	1	8	5	4.66666666666667	3.51188458428425
SLC24A5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC24A6	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SLC25A1	6	3	0	0	6	3	3	3
SLC25A10	0	0	0	0	0	0	0	0
SLC25A11	12	4	2	2	12	4	6	5.29150262212918
SLC25A12	18	16	3	3	18	16	12.3333333333333	8.14452781524708
SLC25A13	9	5	0	0	9	5	4.66666666666667	4.50924975282289
SLC25A14	18	10	3	3	18	10	10.3333333333333	7.50555349946513
SLC25A15	14	5	3	3	14	5	7.33333333333333	5.85946527708232
SLC25A16	3	0	0	0	3	0	1	1.73205080756888
SLC25A17	57	33	5	5	57	33	31.6666666666667	26.0256283945908
SLC25A18	0	0	0	0	0	0	0	0
SLC25A19	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC25A20	17	6	4	4	17	6	9	7
SLC25A21	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC25A21-AS1	1	3	0	0	3	1	1.33333333333333	1.52752523165195
SLC25A22	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SLC25A23	11	9	2	2	11	9	7.33333333333333	4.72581562625261
SLC25A24	16	14	5	5	16	14	11.6666666666667	5.85946527708231
SLC25A25	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SLC25A26	65	35	9	9	65	35	36.3333333333333	28.0237994093116
SLC25A27	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SLC25A28	3	7	0	0	7	3	3.33333333333333	3.51188458428425
SLC25A29	0	0	0	0	0	0	0	0
SLC25A3	125	90	16	16	125	90	77	55.6506963119061
SLC25A30	3	1	0	0	3	1	1.33333333333333	1.52752523165195
SLC25A32	31	25	4	4	31	25	20	14.1774468787578
SLC25A33	3	2	1	1	3	2	2	1
SLC25A34	4	4	1	1	4	4	3	1.73205080756888
SLC25A35	3	2	0	0	3	2	1.66666666666667	1.52752523165195
SLC25A36	50	27	7	7	50	27	28	21.51743479135
SLC25A37	5	8	3	3	8	5	5.33333333333333	2.51661147842358
SLC25A38	17	2	4	2	17	4	7.66666666666667	8.14452781524708
SLC25A39	3	6	0	0	6	3	3	3
SLC25A4	21	17	7	7	21	17	15	7.21110255092798
SLC25A40	5	3	2	2	5	3	3.33333333333333	1.52752523165195
SLC25A41	0	0	0	0	0	0	0	0
SLC25A42	0	0	0	0	0	0	0	0
SLC25A43	8	2	2	2	8	2	4	3.46410161513775
SLC25A44	11	2	0	0	11	2	4.33333333333333	5.85946527708232
SLC25A45	3	4	1	1	4	3	2.66666666666667	1.52752523165195
SLC25A46	14	11	1	1	14	11	8.66666666666667	6.80685928555405
SLC25A48	0	0	0	0	0	0	0	0
SLC25A5	550	375	71	71	550	375	332	242.377804264334
SLC25A5-AS1	0	0	0	0	0	0	0	0
SLC25A51	48	14	6	6	48	14	22.6666666666667	22.300971578237
SLC25A51P1	0	0	0	0	0	0	0	0
SLC25A53	4	4	1	1	4	4	3	1.73205080756888
SLC25A6	299	192	71	71	299	192	187.333333333333	114.071614932609
SLC26A1	0	0	0	0	0	0	0	0
SLC26A10	0	0	0	0	0	0	0	0
SLC26A11	3	0	0	0	3	0	1	1.73205080756888
SLC26A2	28	16	4	4	28	16	16	12
SLC26A4	7	2	1	1	7	2	3.33333333333333	3.21455025366432
SLC26A4-AS1	0	0	0	0	0	0	0	0
SLC26A5	0	0	0	0	0	0	0	0
SLC26A6	1	3	0	0	3	1	1.33333333333333	1.52752523165195
SLC26A7	0	0	0	0	0	0	0	0
SLC26A8	0	0	0	0	0	0	0	0
SLC27A1	9	2	1	1	9	2	4	4.35889894354067
SLC27A2	0	0	0	0	0	0	0	0
SLC27A3	5	0	0	0	5	0	1.66666666666667	2.88675134594813
SLC27A4	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SLC27A5	11	11	4	4	11	11	8.66666666666667	4.04145188432738
SLC27A6	0	0	0	0	0	0	0	0
SLC28A2	3	1	1	1	3	1	1.66666666666667	1.15470053837925
SLC28A3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC29A1	48	18	5	5	48	18	23.6666666666667	22.0529665426975
SLC29A2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC29A3	6	1	1	1	6	1	2.66666666666667	2.88675134594813
SLC29A4	0	0	0	0	0	0	0	0
SLC2A1	71	29	9	9	71	29	36.3333333333333	31.6438514301488
SLC2A1-AS1	2	0	1	0	2	1	1	1
SLC2A10	20	9	5	5	20	9	11.3333333333333	7.76745346515403
SLC2A11	3	1	2	1	3	2	2	1
SLC2A12	9	4	0	0	9	4	4.33333333333333	4.50924975282289
SLC2A13	3	4	2	2	4	3	3	1
SLC2A3	73	46	11	11	73	46	43.3333333333333	31.0859024854247
SLC2A4	7	5	0	0	7	5	4	3.60555127546399
SLC2A4RG	8	6	0	0	8	6	4.66666666666667	4.16333199893227
SLC2A5	7	2	3	2	7	3	4	2.64575131106459
SLC2A6	1	3	2	1	3	2	2	1
SLC2A8	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SLC2A9	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SLC30A1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC30A10	0	0	0	0	0	0	0	0
SLC30A2	0	0	0	0	0	0	0	0
SLC30A3	0	0	0	0	0	0	0	0
SLC30A4	5	2	2	2	5	2	3	1.73205080756888
SLC30A5	24	14	4	4	24	14	14	10
SLC30A6	27	14	2	2	27	14	14.3333333333333	12.5033328890074
SLC30A7	44	38	9	9	44	38	30.3333333333333	18.7171935218219
SLC30A8	1	2	0	0	2	1	1	1
SLC30A9	29	40	4	4	40	29	24.3333333333333	18.4481254693623
SLC31A1	82	50	9	9	82	50	47	36.592348927064
SLC31A2	11	8	2	2	11	8	7	4.58257569495584
SLC33A1	21	21	7	7	21	21	16.3333333333333	8.08290376865476
SLC34A2	0	0	0	0	0	0	0	0
SLC34A3	0	0	0	0	0	0	0	0
SLC35A1	52	33	4	4	52	33	29.6666666666667	24.1729876790879
SLC35A2	5	2	0	0	5	2	2.33333333333333	2.51661147842358
SLC35A3	29	21	2	2	29	21	17.3333333333333	13.8684293751431
SLC35A4	28	36	11	11	36	28	25	12.7671453348037
SLC35A5	56	26	2	2	56	26	28	27.0554985169374
SLC35B1	50	24	5	5	50	24	26.3333333333333	22.5905584998099
SLC35B2	15	8	2	2	15	8	8.33333333333333	6.50640709864771
SLC35B3	24	13	2	2	24	13	13	11
SLC35B4	10	8	1	1	10	8	6.33333333333333	4.72581562625261
SLC35C1	0	5	1	0	5	1	2	2.64575131106459
SLC35C2	10	5	3	3	10	5	6	3.60555127546399
SLC35D1	13	3	1	1	13	3	5.66666666666667	6.42910050732864
SLC35D2	2	4	0	0	4	2	2	2
SLC35E1	44	31	4	4	44	31	26.3333333333333	20.4042479237372
SLC35E2	25	13	1	1	25	13	13	12
SLC35E2B	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SLC35E3	12	11	3	3	12	11	8.66666666666667	4.93288286231625
SLC35E4	4	0	0	0	4	0	1.33333333333333	2.3094010767585
SLC35F1	4	1	1	1	4	1	2	1.73205080756888
SLC35F2	1	3	0	0	3	1	1.33333333333333	1.52752523165195
SLC35F5	11	6	2	2	11	6	6.33333333333333	4.50924975282289
SLC35F6	35	25	9	9	35	25	23	13.114877048604
SLC35G1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC35G2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC35G3	0	0	0	0	0	0	0	0
SLC35G5	0	0	0	0	0	0	0	0
SLC36A1	7	4	2	2	7	4	4.33333333333333	2.51661147842358
SLC36A2	6	9	0	0	9	6	5	4.58257569495584
SLC36A3	0	0	0	0	0	0	0	0
SLC36A4	4	3	2	2	4	3	3	1
SLC37A1	0	0	0	0	0	0	0	0
SLC37A2	0	0	0	0	0	0	0	0
SLC37A3	14	8	2	2	14	8	8	6
SLC37A4	6	4	0	0	6	4	3.33333333333333	3.05505046330389
SLC38A1	69	51	13	13	69	51	44.3333333333333	28.5890421898554
SLC38A10	11	6	1	1	11	6	6	5
SLC38A11	0	0	0	0	0	0	0	0
SLC38A2	229	126	30	30	229	126	128.333333333333	99.5205171476381
SLC38A3	0	0	0	0	0	0	0	0
SLC38A4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC38A5	0	0	0	0	0	0	0	0
SLC38A6	32	22	4	4	32	22	19.3333333333333	14.1891977691952
SLC38A7	8	1	1	1	8	1	3.33333333333333	4.04145188432738
SLC38A9	8	10	2	2	10	8	6.66666666666667	4.16333199893227
SLC39A1	18	14	4	4	18	14	12	7.21110255092798
SLC39A10	36	20	3	3	36	20	19.6666666666667	16.5025250593154
SLC39A11	7	3	2	2	7	3	4	2.64575131106459
SLC39A12	0	0	0	0	0	0	0	0
SLC39A13	21	8	1	1	21	8	10	10.1488915650922
SLC39A14	37	30	5	5	37	30	24	16.8226038412607
SLC39A2	0	0	0	0	0	0	0	0
SLC39A3	31	14	4	4	31	14	16.3333333333333	13.6503968196288
SLC39A4	2	3	0	0	3	2	1.66666666666667	1.52752523165195
SLC39A6	19	25	1	1	25	19	15	12.4899959967968
SLC39A7	38	18	6	6	38	18	20.6666666666667	16.1658075373095
SLC39A8	5	1	0	0	5	1	2	2.64575131106459
SLC39A9	48	31	9	9	48	31	29.3333333333333	19.55334583475
SLC3A1	0	0	0	0	0	0	0	0
SLC3A2	41	21	15	15	41	21	25.6666666666667	13.6137185711081
SLC40A1	104	46	14	14	104	46	54.6666666666667	45.6216322958017
SLC41A1	6	11	1	1	11	6	6	5
SLC41A2	5	3	1	1	5	3	3	2
SLC41A3	20	1	1	1	20	1	7.33333333333333	10.9696551146029
SLC43A1	3	1	0	0	3	1	1.33333333333333	1.52752523165195
SLC43A2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC43A3	5	2	2	2	5	2	3	1.73205080756888
SLC44A1	28	19	1	1	28	19	16	13.7477270848675
SLC44A2	22	6	1	1	22	6	9.66666666666667	10.9696551146029
SLC44A3	0	0	0	0	0	0	0	0
SLC44A4	1	2	0	0	2	1	1	1
SLC44A5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC45A1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
SLC45A2	0	0	0	0	0	0	0	0
SLC45A3	0	0	0	0	0	0	0	0
SLC45A4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC46A1	1	0	2	0	2	1	1	1
SLC46A2	0	0	0	0	0	0	0	0
SLC46A3	10	7	4	4	10	7	7	3
SLC47A1	0	0	0	0	0	0	0	0
SLC47A2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SLC48A1	14	10	4	4	14	10	9.33333333333333	5.03322295684717
SLC4A1	3	0	0	0	3	0	1	1.73205080756888
SLC4A10	0	0	0	0	0	0	0	0
SLC4A11	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC4A1AP	35	17	8	8	35	17	20	13.7477270848675
SLC4A2	6	3	0	0	6	3	3	3
SLC4A3	1	1	1	1	1	1	1	0
SLC4A4	4	1	0	0	4	1	1.66666666666667	2.08166599946613
SLC4A5	13	11	3	3	13	11	9	5.29150262212918
SLC4A7	61	30	7	7	61	30	32.6666666666667	27.0985854489369
SLC4A8	75	43	15	15	75	43	44.3333333333333	30.0222139978605
SLC4A9	0	0	0	0	0	0	0	0
SLC50A1	31	21	7	7	31	21	19.6666666666667	12.0554275466834
SLC51A	0	0	0	0	0	0	0	0
SLC52A1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SLC52A2	4	4	0	0	4	4	2.66666666666667	2.3094010767585
SLC5A1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SLC5A10	0	0	0	0	0	0	0	0
SLC5A11	0	0	0	0	0	0	0	0
SLC5A12	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC5A3	33	12	2	2	33	12	15.6666666666667	15.8219257150744
SLC5A5	8	0	0	0	8	0	2.66666666666667	4.61880215351701
SLC5A6	2	1	0	0	2	1	1	1
SLC5A9	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC6A1	0	0	0	0	0	0	0	0
SLC6A12	0	0	0	0	0	0	0	0
SLC6A13	0	0	0	0	0	0	0	0
SLC6A14	0	1	1	0	1	1	0.666666666666667	0.577350269189626
SLC6A15	0	0	0	0	0	0	0	0
SLC6A16	0	0	0	0	0	0	0	0
SLC6A17	0	0	0	0	0	0	0	0
SLC6A2	0	0	0	0	0	0	0	0
SLC6A20	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC6A4	5	6	1	1	6	5	4	2.64575131106459
SLC6A6	18	16	3	3	18	16	12.3333333333333	8.14452781524708
SLC6A8	4	1	0	0	4	1	1.66666666666667	2.08166599946613
SLC6A9	4	1	0	0	4	1	1.66666666666667	2.08166599946613
SLC7A1	27	12	2	2	27	12	13.6666666666667	12.5830573921179
SLC7A10	0	0	0	0	0	0	0	0
SLC7A11	32	18	6	6	32	18	18.6666666666667	13.0128141972954
SLC7A11-AS1	0	0	0	0	0	0	0	0
SLC7A14	2	2	0	0	2	2	1.33333333333333	1.15470053837925
SLC7A2	3	0	1	0	3	1	1.33333333333333	1.52752523165195
SLC7A4	12	8	1	1	12	8	7	5.56776436283002
SLC7A5	21	14	2	2	21	14	12.3333333333333	9.60902353693305
SLC7A5P2	5	3	1	1	5	3	3	2
SLC7A6	6	3	1	1	6	3	3.33333333333333	2.51661147842358
SLC7A6OS	0	1	1	0	1	1	0.666666666666667	0.577350269189626
SLC7A7	9	3	3	3	9	3	5	3.46410161513775
SLC7A8	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SLC7A9	0	0	0	0	0	0	0	0
SLC8A1	4	3	1	1	4	3	2.66666666666667	1.52752523165195
SLC8A1-AS1	0	0	0	0	0	0	0	0
SLC8A2	0	0	0	0	0	0	0	0
SLC8A3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC9A1	7	4	1	1	7	4	4	3
SLC9A2	0	0	0	0	0	0	0	0
SLC9A3R1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
SLC9A3R2	6	2	0	0	6	2	2.66666666666667	3.05505046330389
SLC9A4	6	8	0	0	8	6	4.66666666666667	4.16333199893227
SLC9A5	0	0	0	0	0	0	0	0
SLC9A6	4	4	0	0	4	4	2.66666666666667	2.3094010767585
SLC9A7	21	23	8	8	23	21	17.3333333333333	8.14452781524708
SLC9A7P1	2	1	0	0	2	1	1	1
SLC9A8	0	0	2	0	2	0	0.666666666666667	1.15470053837925
SLC9A9	6	1	0	0	6	1	2.33333333333333	3.21455025366432
SLC9B1	3	0	0	0	3	0	1	1.73205080756888
SLC9B2	4	1	0	0	4	1	1.66666666666667	2.08166599946613
SLC9C1	0	0	0	0	0	0	0	0
SLC9C2	0	0	0	0	0	0	0	0
SLCO1A2	0	0	0	0	0	0	0	0
SLCO1C1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLCO2A1	0	0	0	0	0	0	0	0
SLCO3A1	7	5	2	2	7	5	4.66666666666667	2.51661147842358
SLCO4A1	0	0	0	0	0	0	0	0
SLCO4C1	0	0	0	0	0	0	0	0
SLCO6A1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLED1	0	0	0	0	0	0	0	0
SLFN11	27	27	2	2	27	27	18.6666666666667	14.4337567297406
SLFN12	14	6	3	3	14	6	7.66666666666667	5.68624070307733
SLFN12L	0	0	0	0	0	0	0	0
SLFN13	2	1	0	0	2	1	1	1
SLFN14	0	0	0	0	0	0	0	0
SLFN5	51	22	9	9	51	22	27.3333333333333	21.5019378971602
SLFNL1-AS1	5	3	0	0	5	3	2.66666666666667	2.51661147842358
SLIRP	488	399	102	102	488	399	329.666666666667	202.124549061546
SLIT1	0	0	0	0	0	0	0	0
SLIT2	24	26	7	7	26	24	19	10.4403065089106
SLIT2-IT1	0	0	0	0	0	0	0	0
SLIT3	82	46	7	7	82	46	45	37.5099986670221
SLITRK2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLITRK3	0	0	0	0	0	0	0	0
SLITRK4	12	7	4	4	12	7	7.66666666666667	4.04145188432738
SLITRK5	0	0	0	0	0	0	0	0
SLITRK6	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLK	22	9	5	5	22	9	12	8.88819441731559
SLMAP	12	12	1	1	12	12	8.33333333333333	6.35085296108588
SLMO1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SLMO2	59	40	8	8	59	40	35.6666666666667	25.7746645629644
SLMO2-ATP5E	0	0	0	0	0	0	0	0
SLN	25	24	3	3	25	24	17.3333333333333	12.4230967690561
SLPI	4	1	2	1	4	2	2.33333333333333	1.52752523165195
SLTM	70	51	13	13	70	51	44.6666666666667	29.022979401387
SLU7	120	69	21	21	120	69	70	49.5075751779463
SLX4	2	1	0	0	2	1	1	1
SLX4IP	3	5	1	1	5	3	3	2
SMA4	2	4	0	0	4	2	2	2
SMA5	2	1	0	0	2	1	1	1
SMAD1	8	10	0	0	10	8	6	5.29150262212918
SMAD2	69	29	3	3	69	29	33.6666666666667	33.2465537061112
SMAD3	24	17	1	1	24	17	14	11.7898261225516
SMAD4	24	13	4	4	24	13	13.6666666666667	10.0166528008778
SMAD5	69	30	6	6	69	30	35	31.7962261911693
SMAD5-AS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SMAD6	11	6	0	0	11	6	5.66666666666667	5.5075705472861
SMAD7	21	9	3	3	21	9	11	9.16515138991168
SMAD9	9	11	1	1	11	9	7	5.29150262212918
SMAGP	14	8	0	0	14	8	7.33333333333333	7.02376916856849
SMAP1	22	10	3	3	22	10	11.6666666666667	9.60902353693305
SMAP2	10	9	1	1	10	9	6.66666666666667	4.93288286231625
SMARCA1	45	36	4	4	45	36	28.3333333333333	21.548395145192
SMARCA2	46	25	11	11	46	25	27.3333333333333	17.6162803489651
SMARCA4	27	19	4	4	27	19	16.6666666666667	11.6761865920913
SMARCA5	71	42	6	6	71	42	39.6666666666667	32.5627599157893
SMARCAD1	14	16	4	4	16	14	11.3333333333333	6.42910050732864
SMARCAL1	23	6	2	2	23	6	10.3333333333333	11.1504857891185
SMARCB1	2	1	0	0	2	1	1	1
SMARCC1	27	17	7	7	27	17	17	10
SMARCC2	63	41	8	8	63	41	37.3333333333333	27.6827262626594
SMARCD1	4	3	1	1	4	3	2.66666666666667	1.52752523165195
SMARCD2	3	2	0	0	3	2	1.66666666666667	1.52752523165195
SMARCD3	17	20	0	0	20	17	12.3333333333333	10.785793124909
SMARCE1	145	88	20	20	145	88	84.3333333333333	62.5806146768577
SMC1A	73	34	6	6	73	34	37.6666666666667	33.6501609703926
SMC1B	0	0	0	0	0	0	0	0
SMC2	32	18	2	2	32	18	17.3333333333333	15.0111069989303
SMC3	81	51	9	9	81	51	47	36.1662826400502
SMC4	35	21	4	4	35	21	20	15.52417469626
SMC5	110	70	12	12	110	70	64	49.2747399790197
SMC5-AS1	2	3	0	0	3	2	1.66666666666667	1.52752523165195
SMC6	23	18	5	5	23	18	15.3333333333333	9.29157324317757
SMCHD1	19	10	2	2	19	10	10.3333333333333	8.50490054811538
SMCO2	0	0	0	0	0	0	0	0
SMCO3	2	2	0	0	2	2	1.33333333333333	1.15470053837925
SMCO4	2	2	0	0	2	2	1.33333333333333	1.15470053837925
SMCR5	0	0	0	0	0	0	0	0
SMCR7	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SMCR7L	13	10	1	1	13	10	8	6.2449979983984
SMCR8	9	9	4	4	9	9	7.33333333333333	2.88675134594813
SMDT1	33	22	4	4	33	22	19.6666666666667	14.6401275039985
SMEK1	8	8	1	1	8	8	5.66666666666667	4.04145188432738
SMEK2	39	19	3	3	39	19	20.3333333333333	18.0369990112916
SMG1	20	14	3	3	20	14	12.3333333333333	8.62167810425171
SMG1P1	0	0	0	0	0	0	0	0
SMG5	3	11	1	1	11	3	5	5.29150262212918
SMG6	15	6	2	2	15	6	7.66666666666667	6.65832811847939
SMG7	18	7	2	2	18	7	9	8.18535277187245
SMG7-AS1	0	0	0	0	0	0	0	0
SMG8	6	7	1	1	7	6	4.66666666666667	3.21455025366432
SMG9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SMIM1	0	0	0	0	0	0	0	0
SMIM10	5	6	0	0	6	5	3.66666666666667	3.21455025366432
SMIM11	74	51	7	7	74	51	44	34.0440890610984
SMIM12	29	13	4	4	29	13	15.3333333333333	12.6622799421484
SMIM13	12	4	0	0	12	4	5.33333333333333	6.11010092660779
SMIM14	129	92	20	20	129	92	80.3333333333333	55.4286327932895
SMIM15	33	28	5	5	33	28	22	14.9331845230681
SMIM17	4	1	0	0	4	1	1.66666666666667	2.08166599946613
SMIM19	27	22	4	4	27	22	17.6666666666667	12.0968315410827
SMIM2	0	0	0	0	0	0	0	0
SMIM20	29	30	2	2	30	29	20.3333333333333	15.8850034099251
SMIM21	0	0	0	0	0	0	0	0
SMIM22	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SMIM3	25	25	5	5	25	25	18.3333333333333	11.5470053837925
SMIM4	39	29	11	11	39	29	26.3333333333333	14.1891977691952
SMIM5	0	0	0	0	0	0	0	0
SMIM7	176	124	25	25	176	124	108.333333333333	76.7094083755919
SMIM8	29	17	4	4	29	17	16.6666666666667	12.5033328890074
SMKR1	0	0	0	0	0	0	0	0
SMLR1	0	0	0	0	0	0	0	0
SMN1	0	0	0	0	0	0	0	0
SMN2	0	0	0	0	0	0	0	0
SMNDC1	34	24	7	7	34	24	21.6666666666667	13.6503968196288
SMO	6	5	1	1	6	5	4	2.64575131106459
SMOC1	1	2	0	0	2	1	1	1
SMOC2	9	4	0	0	9	4	4.33333333333333	4.50924975282289
SMOX	2	1	0	0	2	1	1	1
SMPD1	17	8	5	5	17	8	10	6.2449979983984
SMPD2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SMPD3	0	0	0	0	0	0	0	0
SMPD4	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SMPDL3A	1	6	1	1	6	1	2.66666666666667	2.88675134594813
SMPDL3B	0	0	0	0	0	0	0	0
