Gene	DTP.A.7.9.1.E11	DTP.A.7.10.1.E12	DTP.A.8.5.1.G3	Min	Max	Median	Mean	Std
PURG	1	0	0	0	1	0	0.333333333333333	0.577350269189626
PUS1	3	0	2	0	3	2	1.66666666666667	1.52752523165195
PUS10	1	1	3	1	3	1	1.66666666666667	1.15470053837925
PUS3	56	17	17	17	56	17	30	22.5166604983954
PUS7	25	4	9	4	25	9	12.6666666666667	10.9696551146029
PUS7L	49	17	19	17	49	19	28.3333333333333	17.925772879665
PUSL1	9	2	3	2	9	3	4.66666666666667	3.78593889720018
PVALB	3	0	2	0	3	2	1.66666666666667	1.52752523165195
PVR	42	14	12	12	42	14	22.6666666666667	16.7729941672122
PVRL1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
PVRL2	15	10	10	10	15	10	11.6666666666667	2.88675134594813
PVRL3	27	11	10	10	27	11	16	9.53939201416946
PVRL3-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
PVRL4	7	2	1	1	7	2	3.33333333333333	3.21455025366432
PVT1	19	9	11	9	19	11	13	5.29150262212918
PWAR1	5	0	0	0	5	0	1.66666666666667	2.88675134594813
PWAR5	6	3	2	2	6	3	3.66666666666667	2.08166599946613
PWARSN	60	27	24	24	60	27	37	19.9749843554382
PWP1	257	85	123	85	257	123	155	90.3548559846121
PWP2	6	3	1	1	6	3	3.33333333333333	2.51661147842358
PWWP2A	13	10	3	3	13	10	8.66666666666667	5.13160143944688
PWWP2B	2	0	0	0	2	0	0.666666666666667	1.15470053837925
PXDC1	89	49	33	33	89	49	57	28.8444102037119
PXDN	291	126	132	126	291	132	183	93.5788437628933
PXDNL	0	0	0	0	0	0	0	0
PXK	49	30	15	15	49	30	31.3333333333333	17.0391705588427
PXMP2	11	1	3	1	11	3	5	5.29150262212918
PXMP4	86	32	41	32	86	41	53	28.9309522829789
PXN	35	19	21	19	35	21	25	8.71779788708135
PXN-AS1	3	1	3	1	3	3	2.33333333333333	1.15470053837925
PXT1	0	0	0	0	0	0	0	0
PYCARD	9	5	2	2	9	5	5.33333333333333	3.51188458428425
PYCR1	54	29	16	16	54	29	33	19.313207915828
PYCR2	8	2	3	2	8	3	4.33333333333333	3.21455025366432
PYCRL	8	4	5	4	8	5	5.66666666666667	2.08166599946613
PYDC1	0	0	0	0	0	0	0	0
PYGB	15	7	10	7	15	10	10.6666666666667	4.04145188432738
PYGL	33	17	19	17	33	19	23	8.71779788708135
PYGM	0	0	0	0	0	0	0	0
PYGO1	2	1	0	0	2	1	1	1
PYGO2	8	5	5	5	8	5	6	1.73205080756888
PYHIN1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
PYROXD1	22	5	3	3	22	5	10	10.4403065089106
PYROXD2	4	2	2	2	4	2	2.66666666666667	1.15470053837925
PYY	0	0	0	0	0	0	0	0
PYY2	0	0	0	0	0	0	0	0
PZP	0	0	0	0	0	0	0	0
QARS	185	66	87	66	185	87	112.666666666667	63.5164020811423
QDPR	19	9	12	9	19	12	13.3333333333333	5.13160143944688
QKI	101	42	42	42	101	42	61.6666666666667	34.0636658821879
QPCT	1	1	1	1	1	1	1	0
QPCTL	18	7	9	7	18	9	11.3333333333333	5.85946527708231
QPRT	2	2	2	2	2	2	2	0
QRFPR	3	1	3	1	3	3	2.33333333333333	1.15470053837925
QRICH1	32	20	15	15	32	20	22.3333333333333	8.73689494805411
QRICH2	3	0	1	0	3	1	1.33333333333333	1.52752523165195
QRSL1	51	19	25	19	51	25	31.6666666666667	17.0098010962308
QSER1	42	6	17	6	42	17	21.6666666666667	18.4481254693623
QSOX1	115	50	42	42	115	50	69	40.0374824383352
QSOX2	11	3	3	3	11	3	5.66666666666667	4.61880215351701
QTRT1	6	4	4	4	6	4	4.66666666666667	1.15470053837925
QTRTD1	32	17	20	17	32	20	23	7.93725393319377
R3HCC1	21	9	8	8	21	9	12.6666666666667	7.23417813807024
R3HCC1L	21	9	16	9	21	16	15.3333333333333	6.02771377334171
R3HDM1	61	30	21	21	61	30	37.3333333333333	20.9841209807162
R3HDM2	53	28	28	28	53	28	36.3333333333333	14.4337567297406
R3HDM4	13	1	6	1	13	6	6.66666666666667	6.02771377334171
RAB10	132	45	46	45	132	46	74.3333333333333	49.943301185778
RAB11A	447	177	268	177	447	268	297.333333333333	137.369331851521
RAB11B	7	1	8	1	8	7	5.33333333333333	3.78593889720018
RAB11B-AS1	15	4	9	4	15	9	9.33333333333333	5.5075705472861
RAB11FIP1	266	94	134	94	266	134	164.666666666667	90.0074071026009
RAB11FIP2	33	14	14	14	33	14	20.3333333333333	10.9696551146029
RAB11FIP3	6	0	0	0	6	0	2	3.46410161513775
RAB11FIP4	13	8	5	5	13	8	8.66666666666667	4.04145188432738
RAB11FIP5	22	19	9	9	22	19	16.6666666666667	6.80685928555405
RAB12	91	40	56	40	91	56	62.3333333333333	26.0832002126528
RAB13	255	118	87	87	255	118	153.333333333333	89.3998508574446
RAB14	45	26	27	26	45	27	32.6666666666667	10.6926766215636
RAB15	5	0	0	0	5	0	1.66666666666667	2.88675134594813
RAB17	0	0	0	0	0	0	0	0
RAB18	154	65	100	65	154	100	106.333333333333	44.8367408866137
RAB19	0	0	0	0	0	0	0	0
RAB1A	185	92	81	81	185	92	119.333333333333	57.1343446040412
RAB1B	90	44	48	44	90	48	60.6666666666667	25.4820198048219
RAB20	2	0	0	0	2	0	0.666666666666667	1.15470053837925
RAB21	61	33	24	24	61	33	39.3333333333333	19.2959408512084
RAB22A	60	27	21	21	60	27	36	21
RAB23	46	25	25	25	46	25	32	12.1243556529821
RAB24	23	11	10	10	23	11	14.6666666666667	7.23417813807024
RAB26	0	0	0	0	0	0	0	0
RAB27A	67	26	21	21	67	26	38	25.2388589282479
RAB27B	0	0	0	0	0	0	0	0
RAB28	10	5	1	1	10	5	5.33333333333333	4.50924975282289
RAB2A	616	223	324	223	616	324	387.666666666667	204.089032859028
RAB2B	66	43	40	40	66	43	49.6666666666667	14.2243921955679
RAB30	33	8	20	8	33	20	20.3333333333333	12.5033328890074
RAB30-AS1	25	9	8	8	25	9	14	9.53939201416946
RAB31	373	116	128	116	373	128	205.666666666667	145.039075194698
RAB32	63	30	31	30	63	31	41.3333333333333	18.7705443004015
RAB33A	9	2	4	2	9	4	5	3.60555127546399
RAB33B	27	7	15	7	27	15	16.3333333333333	10.0664459136943
RAB34	65	28	42	28	65	42	45	18.6815416922694
RAB35	5	3	6	3	6	5	4.66666666666667	1.52752523165195
RAB36	31	18	8	8	31	18	19	11.5325625946708
RAB37	0	0	0	0	0	0	0	0
RAB38	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RAB39A	0	0	0	0	0	0	0	0
RAB39B	2	1	1	1	2	1	1.33333333333333	0.577350269189626
RAB3A	0	0	0	0	0	0	0	0
RAB3B	61	31	18	18	61	31	36.6666666666667	22.0529665426975
RAB3C	0	0	0	0	0	0	0	0
RAB3D	4	5	7	4	7	5	5.33333333333333	1.52752523165195
RAB3GAP1	173	59	74	59	173	74	102	61.9435226637943
RAB3GAP2	36	19	17	17	36	19	24	10.4403065089106
RAB3IL1	2	0	3	0	3	2	1.66666666666667	1.52752523165195
RAB3IP	23	12	6	6	23	12	13.6666666666667	8.62167810425171
RAB40A	0	0	0	0	0	0	0	0
RAB40B	6	3	3	3	6	3	4	1.73205080756888
RAB40C	5	0	0	0	5	0	1.66666666666667	2.88675134594813
RAB41	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RAB42	10	3	2	2	10	3	5	4.35889894354067
RAB43	0	0	0	0	0	0	0	0
RAB44	0	0	0	0	0	0	0	0
RAB4A	35	18	12	12	35	18	21.6666666666667	11.9303534454489
RAB4B	0	0	0	0	0	0	0	0
RAB5A	109	48	52	48	109	52	69.6666666666667	34.1223289552946
RAB5B	82	49	24	24	82	49	51.6666666666667	29.0918086982115
RAB5C	18	6	9	6	18	9	11	6.2449979983984
RAB6A	32	12	8	8	32	12	17.3333333333333	12.8582010146573
RAB6B	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RAB7A	122	49	60	49	122	60	77	39.3573373083089
RAB7L1	73	31	25	25	73	31	43	26.153393661244
RAB8A	52	17	26	17	52	26	31.6666666666667	18.1750745069541
RAB8B	62	34	35	34	62	35	43.6666666666667	15.8850034099251
RAB9A	47	18	30	18	47	30	31.6666666666667	14.5716619962629
RAB9B	5	1	1	1	5	1	2.33333333333333	2.3094010767585
RABAC1	240	105	128	105	240	128	157.666666666667	72.2241880074351
RABEP1	56	27	30	27	56	30	37.6666666666667	15.9478316185409
RABEP2	2	0	1	0	2	1	1	1
RABEPK	95	41	45	41	95	45	60.3333333333333	30.0887575903914
RABGAP1	54	13	22	13	54	22	29.6666666666667	21.548395145192
RABGAP1L	48	21	23	21	48	23	30.6666666666667	15.0443787951957
RABGEF1	41	8	18	8	41	18	22.3333333333333	16.9213868619961
RABGGTA	46	15	24	15	46	24	28.3333333333333	15.9478316185409
RABGGTB	211	102	109	102	211	109	140.666666666667	61.0109279828895
RABIF	33	10	26	10	33	26	23	11.7898261225516
RABL2A	2	1	1	1	2	1	1.33333333333333	0.577350269189626
RABL2B	7	5	2	2	7	5	4.66666666666667	2.51661147842358
RABL3	40	23	12	12	40	23	25	14.1067359796659
RABL5	236	91	124	91	236	124	150.333333333333	76.0021929508178
RABL6	14	7	11	7	14	11	10.6666666666667	3.51188458428425
RAC1	317	63	138	63	317	138	172.666666666667	130.500319284411
RAC2	7	5	2	2	7	5	4.66666666666667	2.51661147842358
RAC3	0	0	0	0	0	0	0	0
RACGAP1	13	4	6	4	13	6	7.66666666666667	4.72581562625261
RAD1	154	42	57	42	154	57	84.3333333333333	60.7974780178696
RAD17	53	27	20	20	53	27	33.3333333333333	17.3877351409933
RAD18	25	8	7	7	25	8	13.3333333333333	10.1159939369957
RAD21	192	96	74	74	192	96	120.666666666667	62.748173944214
RAD21-AS1	1	0	3	0	3	1	1.33333333333333	1.52752523165195
RAD21L1	0	0	0	0	0	0	0	0
RAD23A	78	28	43	28	78	43	49.6666666666667	25.6580071972344
RAD23B	134	59	66	59	134	66	86.3333333333333	41.4286535302963
RAD50	127	46	57	46	127	57	76.6666666666667	43.9355588712985
RAD51	3	1	2	1	3	2	2	1
RAD51-AS1	10	4	2	2	10	4	5.33333333333333	4.16333199893227
RAD51AP1	3	0	1	0	3	1	1.33333333333333	1.52752523165195
RAD51B	3	5	0	0	5	3	2.66666666666667	2.51661147842358
RAD51C	111	45	49	45	111	49	68.3333333333333	37.0045042303411
RAD51D	1	0	3	0	3	1	1.33333333333333	1.52752523165195
RAD51L3-RFFL	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RAD52	6	2	1	1	6	2	3	2.64575131106459
RAD54B	15	3	11	3	15	11	9.66666666666667	6.11010092660779
RAD54L	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RAD54L2	4	3	0	0	4	3	2.33333333333333	2.08166599946613
RAD9A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RAD9B	1	0	1	0	1	1	0.666666666666667	0.577350269189626
RADIL	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RAE1	95	34	50	34	95	50	59.6666666666667	31.6280466253187
RAET1E	8	6	2	2	8	6	5.33333333333333	3.05505046330389
RAET1G	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RAET1K	0	0	0	0	0	0	0	0
RAF1	42	27	18	18	42	27	29	12.1243556529821
RAG1	0	0	0	0	0	0	0	0
RAG2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
RAI1	6	8	7	6	8	7	7	1
RAI14	151	57	69	57	151	69	92.3333333333333	51.1598801145325
RAI2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
RALA	235	82	122	82	235	122	146.333333333333	79.349438141258
RALB	100	41	44	41	100	44	61.6666666666667	33.2315111503123
RALBP1	106	53	63	53	106	63	74	28.1602556806574
RALGAPA1	19	9	3	3	19	9	10.3333333333333	8.08290376865476
RALGAPA2	6	3	2	2	6	3	3.66666666666667	2.08166599946613
RALGAPB	30	21	26	21	30	26	25.6666666666667	4.50924975282289
RALGDS	4	4	1	1	4	4	3	1.73205080756888
RALGPS1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
RALGPS2	4	5	5	4	5	5	4.66666666666667	0.577350269189626
RALY	13	7	12	7	13	12	10.6666666666667	3.21455025366432
RAMP1	15	5	9	5	15	9	9.66666666666667	5.03322295684717
RAMP2	0	0	0	0	0	0	0	0
RAMP2-AS1	25	10	7	7	25	10	14	9.64365076099295
RAMP3	0	0	0	0	0	0	0	0
RAN	1194	508	661	508	1194	661	787.666666666667	360.114333696027
RANBP1	61	18	30	18	61	30	36.3333333333333	22.1885856541902
RANBP10	6	4	4	4	6	4	4.66666666666667	1.15470053837925
RANBP17	14	3	5	3	14	5	7.33333333333333	5.85946527708232
RANBP2	44	34	23	23	44	34	33.6666666666667	10.5039675043925
RANBP3	18	4	9	4	18	9	10.3333333333333	7.09459888459759
RANBP3L	4	2	0	0	4	2	2	2
RANBP6	45	15	13	13	45	15	24.3333333333333	17.925772879665
RANBP9	62	21	22	21	62	22	35	23.388031127053
RANGAP1	8	6	5	5	8	6	6.33333333333333	1.52752523165195
RANGRF	49	16	26	16	49	26	30.3333333333333	16.9213868619961
RAP1A	57	27	28	27	57	28	37.3333333333333	17.0391705588427
RAP1B	257	91	105	91	257	105	151	92.0651942918712
RAP1GAP	0	0	0	0	0	0	0	0
RAP1GAP2	0	0	0	0	0	0	0	0
RAP1GDS1	111	49	55	49	111	55	71.6666666666667	34.1955162752858
RAP2A	73	33	26	26	73	33	44	25.3574446662119
RAP2B	46	25	25	25	46	25	32	12.1243556529821
RAP2C	29	8	11	8	29	11	16	11.3578166916005
RAPGEF1	4	1	5	1	5	4	3.33333333333333	2.08166599946613
RAPGEF2	54	12	21	12	54	21	29	22.113344387496
RAPGEF3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RAPGEF4	0	0	0	0	0	0	0	0
RAPGEF4-AS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RAPGEF5	20	9	19	9	20	19	16	6.08276253029822
RAPGEF6	21	11	3	3	21	11	11.6666666666667	9.01849950564579
RAPGEFL1	4	1	0	0	4	1	1.66666666666667	2.08166599946613
RAPH1	111	44	39	39	111	44	64.6666666666667	40.2036482589993
RAPSN	0	0	0	0	0	0	0	0
RARA	8	3	3	3	8	3	4.66666666666667	2.88675134594813
RARB	1	0	1	0	1	1	0.666666666666667	0.577350269189626
RARG	16	2	2	2	16	2	6.66666666666667	8.08290376865476
RARRES1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
RARRES2	456	181	223	181	456	223	286.666666666667	148.142948982843
RARRES3	27	11	12	11	27	12	16.6666666666667	8.9628864398325
RARS	194	79	125	79	194	125	132.666666666667	57.8820640037424
RARS2	233	103	133	103	233	133	156.333333333333	68.0685928555405
RASA1	38	13	16	13	38	16	22.3333333333333	13.6503968196288
RASA2	4	1	1	1	4	1	2	1.73205080756888
RASA3	17	7	3	3	17	7	9	7.21110255092798
RASA4	5	3	3	3	5	3	3.66666666666667	1.15470053837925
RASA4CP	0	0	0	0	0	0	0	0
RASAL2	29	11	16	11	29	16	18.6666666666667	9.29157324317757
RASAL2-AS1	1	1	1	1	1	1	1	0
RASAL3	0	0	0	0	0	0	0	0
RASD1	0	0	0	0	0	0	0	0
RASD2	0	0	0	0	0	0	0	0
RASEF	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RASGEF1A	0	0	0	0	0	0	0	0
RASGEF1B	1	0	1	0	1	1	0.666666666666667	0.577350269189626
RASGRF1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RASGRF2	6	4	1	1	6	4	3.66666666666667	2.51661147842358
RASGRP1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
RASGRP2	0	0	0	0	0	0	0	0
RASGRP3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
RASGRP4	12	9	6	6	12	9	9	3
RASIP1	0	0	0	0	0	0	0	0
RASL10A	0	0	0	0	0	0	0	0
RASL10B	1	1	1	1	1	1	1	0
RASL11A	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RASL11B	9	4	4	4	9	4	5.66666666666667	2.88675134594813
RASL12	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RASSF1	22	15	6	6	22	15	14.3333333333333	8.02080627701064
RASSF2	34	9	17	9	34	17	20	12.7671453348037
RASSF3	22	10	15	10	22	15	15.6666666666667	6.02771377334171
RASSF4	18	8	10	8	18	10	12	5.29150262212918
RASSF5	5	2	0	0	5	2	2.33333333333333	2.51661147842358
RASSF6	10	2	4	2	10	4	5.33333333333333	4.16333199893227
RASSF7	7	1	0	0	7	1	2.66666666666667	3.78593889720018
RASSF8	65	19	27	19	65	27	37	24.576411454889
RASSF8-AS1	4	4	5	4	5	4	4.33333333333333	0.577350269189626
RASSF9	2	2	5	2	5	2	3	1.73205080756888
RAVER1	4	6	3	3	6	4	4.33333333333333	1.52752523165195
RAVER2	13	5	2	2	13	5	6.66666666666667	5.68624070307733
RAX2	0	0	0	0	0	0	0	0
RB1	35	18	12	12	35	18	21.6666666666667	11.9303534454489
RB1CC1	112	50	50	50	112	50	70.6666666666667	35.7957166897568
RBAK	15	8	8	8	15	8	10.3333333333333	4.04145188432738
RBBP4	49	17	14	14	49	17	26.6666666666667	19.399312702602
RBBP5	60	19	29	19	60	29	36	21.3775583264319
RBBP6	46	17	9	9	46	17	24	19.4679223339318
RBBP7	55	27	23	23	55	27	35	17.4355957741627
RBBP8	54	23	20	20	54	23	32.3333333333333	18.8237438713273
RBBP9	42	26	19	19	42	26	29	11.7898261225516
RBCK1	16	12	9	9	16	12	12.3333333333333	3.51188458428425
RBFA	12	5	5	5	12	5	7.33333333333333	4.04145188432738
RBFADN	0	0	0	0	0	0	0	0
RBFOX2	472	216	206	206	472	216	298	150.771350063598
RBKS	8	2	2	2	8	2	4	3.46410161513775
RBL1	6	3	2	2	6	3	3.66666666666667	2.08166599946613
RBL2	42	17	27	17	42	27	28.6666666666667	12.5830573921179
RBM10	14	13	11	11	14	13	12.6666666666667	1.52752523165195
RBM11	0	0	0	0	0	0	0	0
RBM12	20	6	10	6	20	10	12	7.21110255092798
RBM12B	17	7	7	7	17	7	10.3333333333333	5.77350269189626
RBM12B-AS1	0	0	0	0	0	0	0	0
RBM14	13	11	9	9	13	11	11	2
RBM14-RBM4	0	0	0	0	0	0	0	0
RBM15	7	4	3	3	7	4	4.66666666666667	2.08166599946613
RBM15B	20	23	9	9	23	20	17.3333333333333	7.37111479583199
RBM17	64	23	27	23	64	27	38	22.6053091109146
RBM18	92	42	40	40	92	42	58	29.4618397253125
RBM19	24	16	17	16	24	17	19	4.35889894354067
RBM20	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RBM22	59	15	25	15	59	25	33	23.0651251893416
RBM23	63	23	32	23	63	32	39.3333333333333	20.9841209807162
RBM24	8	2	3	2	8	3	4.33333333333333	3.21455025366432
RBM25	173	50	55	50	173	55	92.6666666666667	69.6156112760158
RBM26	24	6	6	6	24	6	12	10.3923048454133
RBM26-AS1	4	4	4	4	4	4	4	0
RBM27	71	28	37	28	71	37	45.3333333333333	22.6789182575654
RBM28	59	24	25	24	59	25	36	19.9248588451713
RBM3	515	198	251	198	515	251	321.333333333333	169.800863759091
RBM33	58	22	20	20	58	22	33.3333333333333	21.3853532431273
RBM34	263	110	129	110	263	129	167.333333333333	83.392645559026
RBM38	1	1	1	1	1	1	1	0
RBM39	477	175	222	175	477	222	291.333333333333	162.500256410054
RBM4	23	11	12	11	23	12	15.3333333333333	6.65832811847939
RBM41	51	20	15	15	51	20	28.6666666666667	19.5021366350801
RBM42	23	13	14	13	23	14	16.6666666666667	5.5075705472861
RBM43	69	19	26	19	69	26	38	27.0739727413618
RBM44	0	0	0	0	0	0	0	0
RBM45	5	5	5	5	5	5	5	0
RBM46	0	0	0	0	0	0	0	0
RBM47	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RBM48	34	25	18	18	34	25	25.6666666666667	8.02080627701064
RBM4B	44	37	36	36	44	37	39	4.35889894354067
RBM5	65	24	29	24	65	29	39.3333333333333	22.3681320930768
RBM5-AS1	3	4	0	0	4	3	2.33333333333333	2.08166599946613
RBM6	50	37	28	28	50	37	38.3333333333333	11.060440015358
RBM7	145	56	65	56	145	65	88.6666666666667	48.9931968066316
RBM8A	303	126	162	126	303	162	197	93.5467797414748
RBMS1	97	50	54	50	97	54	67	26.0576284415908
RBMS2	75	47	34	34	75	47	52	20.952326839757
RBMS3	251	140	144	140	251	144	178.333333333333	62.9629520697158
RBMX	225	117	150	117	225	150	164	55.3443764080868
RBMX2	68	27	20	20	68	27	38.3333333333333	25.9293913027925
RBMXL1	21	10	6	6	21	10	12.3333333333333	7.76745346515403
RBMY2FP	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RBP1	54	21	25	21	54	25	33.3333333333333	18.0092568789868
RBP2	0	0	0	0	0	0	0	0
RBP4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
RBP5	0	0	0	0	0	0	0	0
RBP7	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RBPJ	173	78	66	66	173	78	105.666666666667	58.6202467866976
RBPMS	40	21	26	21	40	26	29	9.8488578017961
RBPMS-AS1	2	4	2	2	4	2	2.66666666666667	1.15470053837925
RBPMS2	0	0	0	0	0	0	0	0
RBX1	980	402	530	402	980	530	637.333333333333	303.580851394375
RC3H1	21	5	13	5	21	13	13	8
RC3H2	22	11	3	3	22	11	12	9.53939201416946
RCAN1	58	24	48	24	58	48	43.3333333333333	17.4737898961082
RCAN2	0	0	0	0	0	0	0	0
RCAN3	0	1	1	0	1	1	0.666666666666667	0.577350269189626
RCAN3AS	0	0	0	0	0	0	0	0
RCBTB1	13	6	11	6	13	11	10	3.60555127546399
RCBTB2	6	7	6	6	7	6	6.33333333333333	0.577350269189626
RCC1	13	8	9	8	13	9	10	2.64575131106459
RCC2	67	45	20	20	67	45	44	23.5159520326097
RCCD1	7	1	2	1	7	2	3.33333333333333	3.21455025366432
RCE1	8	7	10	7	10	8	8.33333333333333	1.52752523165195
RCHY1	43	14	11	11	43	14	22.6666666666667	17.6729548557488
RCL1	18	9	7	7	18	9	11.3333333333333	5.85946527708232
RCN1	128	65	71	65	128	71	88	34.7706773014274
RCN2	40	17	15	15	40	17	24	13.8924439894498
RCN3	186	59	82	59	186	82	109	67.6683086828687
RCOR1	3	5	4	3	5	4	4	1
RCOR2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RCOR3	44	16	16	16	44	16	25.3333333333333	16.1658075373095
RCSD1	0	0	0	0	0	0	0	0
RD3	0	0	0	0	0	0	0	0
RDH10	313	142	156	142	313	156	203.666666666667	94.9438430512128
RDH11	159	76	92	76	159	92	109	44.034077712608
RDH12	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RDH13	5	1	1	1	5	1	2.33333333333333	2.3094010767585
RDH14	0	0	0	0	0	0	0	0
RDH16	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RDH5	0	0	0	0	0	0	0	0
RDM1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RDX	139	53	67	53	139	67	86.3333333333333	46.1446999484592
REC8	3	1	0	0	3	1	1.33333333333333	1.52752523165195
RECK	65	35	29	29	65	35	43	19.2873015219859
RECQL	47	19	17	17	47	19	27.6666666666667	16.7729941672122
RECQL4	0	0	0	0	0	0	0	0
RECQL5	1	3	3	1	3	3	2.33333333333333	1.15470053837925
REEP1	2	1	0	0	2	1	1	1
REEP2	2	0	1	0	2	1	1	1
REEP3	57	28	41	28	57	41	42	14.5258390463339
REEP4	4	0	7	0	7	4	3.66666666666667	3.51188458428425
REEP5	453	204	287	204	453	287	314.666666666667	126.784594227112
REEP6	3	1	2	1	3	2	2	1
REG4	0	0	0	0	0	0	0	0
REL	11	1	4	1	11	4	5.33333333333333	5.13160143944688
RELA	29	14	12	12	29	14	18.3333333333333	9.29157324317757
RELB	0	0	0	0	0	0	0	0
RELL1	48	25	27	25	48	27	33.3333333333333	12.7410099024109
RELL2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RELN	0	0	0	0	0	0	0	0
RELT	3	0	0	0	3	0	1	1.73205080756888
REM1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
REM2	0	0	0	0	0	0	0	0
RENBP	0	0	0	0	0	0	0	0
REP15	3	0	1	0	3	1	1.33333333333333	1.52752523165195
REPIN1	24	13	9	9	24	13	15.3333333333333	7.76745346515403
REPS1	6	5	2	2	6	5	4.33333333333333	2.08166599946613
REPS2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
RER1	68	18	39	18	68	39	41.6666666666667	25.1064400768674
RERE	42	31	18	18	42	31	30.3333333333333	12.0138808606267
RERG	0	0	0	0	0	0	0	0
RERGL	1	0	0	0	1	0	0.333333333333333	0.577350269189626
REST	111	28	56	28	111	56	65	42.2255846614348
RETSAT	41	18	21	18	41	21	26.6666666666667	12.5033328890074
REV1	22	16	7	7	22	16	15	7.54983443527075
REV3L	45	21	31	21	45	31	32.3333333333333	12.0554275466834
REXO1	3	1	2	1	3	2	2	1
REXO1L1	0	0	0	0	0	0	0	0
REXO2	396	165	194	165	396	194	251.666666666667	125.834547455511
REXO4	29	6	10	6	29	10	15	12.2882057274445
RFC1	486	101	299	101	486	299	295.333333333333	192.526188694768
RFC2	11	6	5	5	11	6	7.33333333333333	3.21455025366432
RFC3	14	8	4	4	14	8	8.66666666666667	5.03322295684717
RFC4	38	8	9	8	38	9	18.3333333333333	17.0391705588427
RFC5	19	10	13	10	19	13	14	4.58257569495584
RFESD	12	3	6	3	12	6	7	4.58257569495584
RFFL	0	0	0	0	0	0	0	0
RFK	18	8	7	7	18	8	11	6.08276253029822
RFNG	18	0	7	0	18	7	8.33333333333333	9.07377172587747
RFPL1S	12	9	9	9	12	9	10	1.73205080756888
RFPL3S	0	0	0	0	0	0	0	0
RFPL4B	0	0	0	0	0	0	0	0
RFT1	35	13	18	13	35	18	22	11.5325625946708
RFTN1	47	16	22	16	47	22	28.3333333333333	16.4418166068514
RFTN2	15	6	8	6	15	8	9.66666666666667	4.72581562625261
RFWD2	18	13	9	9	18	13	13.3333333333333	4.50924975282289
RFWD3	17	7	8	7	17	8	10.6666666666667	5.5075705472861
RFX1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RFX2	3	0	2	0	3	2	1.66666666666667	1.52752523165195
RFX3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RFX4	0	0	0	0	0	0	0	0
RFX5	12	6	2	2	12	6	6.66666666666667	5.03322295684717
RFX7	20	11	7	7	20	11	12.6666666666667	6.65832811847939
RFX8	1	0	1	0	1	1	0.666666666666667	0.577350269189626
RFXANK	57	24	22	22	57	24	34.3333333333333	19.6553639837408
RFXAP	4	3	2	2	4	3	3	1
RGAG1	1	1	1	1	1	1	1	0
RGAG4	2	2	2	2	2	2	2	0
RGCC	3	0	1	0	3	1	1.33333333333333	1.52752523165195
RGL1	26	14	19	14	26	19	19.6666666666667	6.02771377334171
RGL2	11	5	5	5	11	5	7	3.46410161513775
RGL3	0	0	0	0	0	0	0	0
RGL4	0	0	0	0	0	0	0	0
RGMA	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RGMB	12	6	2	2	12	6	6.66666666666667	5.03322295684717
RGMB-AS1	3	0	2	0	3	2	1.66666666666667	1.52752523165195
RGN	2	1	2	1	2	2	1.66666666666667	0.577350269189626
RGP1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RGPD1	0	0	0	0	0	0	0	0
RGPD2	0	0	0	0	0	0	0	0
RGPD4	0	0	0	0	0	0	0	0
RGPD5	0	0	0	0	0	0	0	0
