Gene	ENT.A.6.10.1.D5	ENT.A.6.11.1.D6	ENT.A.6.12.1.D7	Min	Max	Median	Mean	Std
STAG3L4	11	16	5	5	16	11	10.6666666666667	5.5075705472861
STAG3L5P	0	0	0	0	0	0	0	0
STAG3L5P-PVRIG2P-PILRB	0	0	1	0	1	0	0.333333333333333	0.577350269189626
STAM	61	42	25	25	61	42	42.6666666666667	18.0092568789868
STAM2	58	40	11	11	58	40	36.3333333333333	23.7135685491099
STAMBP	88	76	26	26	88	76	63.3333333333333	32.8836332137027
STAMBPL1	1	3	3	1	3	3	2.33333333333333	1.15470053837925
STAP1	0	0	0	0	0	0	0	0
STAP2	4	3	3	3	4	3	3.33333333333333	0.577350269189626
STAR	6	3	2	2	6	3	3.66666666666667	2.08166599946613
STARD10	3	0	2	0	3	2	1.66666666666667	1.52752523165195
STARD13	14	8	7	7	14	8	9.66666666666667	3.78593889720018
STARD13-AS	0	0	1	0	1	0	0.333333333333333	0.577350269189626
STARD3	3	2	2	2	3	2	2.33333333333333	0.577350269189626
STARD3NL	39	34	14	14	39	34	29	13.228756555323
STARD4	0	1	2	0	2	1	1	1
STARD4-AS1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
STARD5	47	42	14	14	47	42	34.3333333333333	17.7857620959388
STARD6	0	0	0	0	0	0	0	0
STARD7	53	43	13	13	53	43	36.3333333333333	20.8166599946613
STARD8	0	0	0	0	0	0	0	0
STARD9	3	3	3	3	3	3	3	0
STAT1	120	82	51	51	120	82	84.3333333333333	34.5591280754207
STAT2	75	59	28	28	75	59	54	23.895606290697
STAT3	58	54	23	23	58	54	45	19.157244060668
STAT4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
STAT5A	3	1	1	1	3	1	1.66666666666667	1.15470053837925
STAT5B	5	14	3	3	14	5	7.33333333333333	5.85946527708232
STAT6	11	14	8	8	14	11	11	3
STAU1	57	76	18	18	76	57	50.3333333333333	29.5691280448601
STAU2	67	48	19	19	67	48	44.6666666666667	24.1729876790879
STAU2-AS1	13	9	1	1	13	9	7.66666666666667	6.11010092660779
STBD1	1	3	3	1	3	3	2.33333333333333	1.15470053837925
STC1	33	17	6	6	33	17	18.6666666666667	13.5769412362775
STC2	36	27	16	16	36	27	26.3333333333333	10.0166528008778
STEAP1	4	9	2	2	9	4	5	3.60555127546399
STEAP1B	2	3	4	2	4	3	3	1
STEAP2	23	11	7	7	23	11	13.6666666666667	8.32666399786453
STEAP3	9	14	2	2	14	9	8.33333333333333	6.02771377334171
STEAP4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
STIL	4	5	5	4	5	5	4.66666666666667	0.577350269189626
STIM1	19	14	7	7	19	14	13.3333333333333	6.02771377334171
STIM2	6	4	1	1	6	4	3.66666666666667	2.51661147842358
STIP1	104	72	39	39	104	72	71.6666666666667	32.501282025996
STK10	17	19	8	8	19	17	14.6666666666667	5.85946527708231
STK11	2	1	3	1	3	2	2	1
STK11IP	2	1	1	1	2	1	1.33333333333333	0.577350269189626
STK16	21	23	12	12	23	21	18.6666666666667	5.85946527708231
STK17A	10	11	1	1	11	10	7.33333333333333	5.5075705472861
STK17B	193	181	39	39	193	181	137.666666666667	85.6582356421922
STK19	39	31	19	19	39	31	29.6666666666667	10.0664459136943
STK24	28	27	8	8	28	27	21	11.2694276695846
STK25	12	14	4	4	14	12	10	5.29150262212918
STK3	20	28	12	12	28	20	20	8
STK32A	0	0	0	0	0	0	0	0
STK32B	0	0	0	0	0	0	0	0
STK32C	0	0	0	0	0	0	0	0
STK33	0	2	0	0	2	0	0.666666666666667	1.15470053837925
STK35	10	6	1	1	10	6	5.66666666666667	4.50924975282289
STK36	3	0	1	0	3	1	1.33333333333333	1.52752523165195
STK38	31	23	9	9	31	23	21	11.13552872566
STK38L	35	36	11	11	36	35	27.3333333333333	14.1539158303748
STK39	6	5	1	1	6	5	4	2.64575131106459
STK4	36	26	13	13	36	26	25	11.5325625946708
STK4-AS1	0	0	0	0	0	0	0	0
STK40	4	1	1	1	4	1	2	1.73205080756888
STL	7	3	0	0	7	3	3.33333333333333	3.51188458428425
STMN1	31	19	8	8	31	19	19.3333333333333	11.5036226178249
STMN2	0	0	0	0	0	0	0	0
STMN3	6	1	1	1	6	1	2.66666666666667	2.88675134594813
STOM	57	40	16	16	57	40	37.6666666666667	20.5993527406405
STOML1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
STOML2	37	38	11	11	38	37	28.6666666666667	15.3079500042734
STON1	16	11	6	6	16	11	11	5
STON1-GTF2A1L	0	0	0	0	0	0	0	0
STON2	2	3	1	1	3	2	2	1
STOX1	0	0	0	0	0	0	0	0
STOX2	2	1	0	0	2	1	1	1
STPG1	23	18	5	5	23	18	15.3333333333333	9.29157324317757
STPG2	0	0	0	0	0	0	0	0
STPG2-AS1	0	0	0	0	0	0	0	0
STRA13	16	12	5	5	16	12	11	5.56776436283002
STRA6	0	0	0	0	0	0	0	0
STRADA	7	6	3	3	7	6	5.33333333333333	2.08166599946613
STRADB	4	0	3	0	4	3	2.33333333333333	2.08166599946613
STRAP	270	198	94	94	270	198	187.333333333333	88.4835201228643
STRBP	0	0	0	0	0	0	0	0
STRC	0	0	0	0	0	0	0	0
STRIP1	8	3	5	3	8	5	5.33333333333333	2.51661147842358
STRIP2	4	3	0	0	4	3	2.33333333333333	2.08166599946613
STRN	10	10	6	6	10	10	8.66666666666667	2.3094010767585
STRN3	30	19	7	7	30	19	18.6666666666667	11.5036226178249
STRN4	7	5	3	3	7	5	5	2
STS	9	4	5	4	9	5	6	2.64575131106459
STT3A	378	258	107	107	378	258	247.666666666667	135.795188918214
STT3B	3	3	4	3	4	3	3.33333333333333	0.577350269189626
STUB1	3	2	0	0	3	2	1.66666666666667	1.52752523165195
STX10	5	7	1	1	7	5	4.33333333333333	3.05505046330389
STX11	4	0	2	0	4	2	2	2
STX12	126	85	29	29	126	85	80	48.6929152957594
STX16	35	24	12	12	35	24	23.6666666666667	11.5036226178249
STX16-NPEPL1	0	0	0	0	0	0	0	0
STX17	24	29	16	16	29	24	23	6.557438524302
STX18	6	8	7	6	8	7	7	1
STX18-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
STX19	0	1	0	0	1	0	0.333333333333333	0.577350269189626
STX1A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
STX1B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
STX2	36	27	9	9	36	27	24	13.7477270848675
STX3	6	6	4	4	6	6	5.33333333333333	1.15470053837925
STX4	8	7	0	0	8	7	5	4.35889894354067
STX5	7	7	2	2	7	7	5.33333333333333	2.88675134594813
STX6	13	12	3	3	13	12	9.33333333333333	5.5075705472861
STX7	170	135	60	60	170	135	121.666666666667	56.1990510002912
STX8	175	131	37	37	175	131	114.333333333333	70.4934985181849
STXBP1	5	2	2	2	5	2	3	1.73205080756888
STXBP2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
STXBP3	85	49	17	17	85	49	50.3333333333333	34.0196021924615
STXBP4	14	4	3	3	14	4	7	6.08276253029822
STXBP5	30	24	12	12	30	24	22	9.16515138991168
STXBP5-AS1	0	0	0	0	0	0	0	0
STXBP6	3	3	0	0	3	3	2	1.73205080756888
STYK1	0	0	0	0	0	0	0	0
STYX	29	20	10	10	29	20	19.6666666666667	9.50438495292217
STYXL1	14	13	3	3	14	13	10	6.08276253029822
SUB1	777	629	222	222	777	629	542.666666666667	287.395778210699
SUCLA2	92	52	24	24	92	52	56	34.1760149812701
SUCLG1	137	104	41	41	137	104	94	48.7749935930288
SUCLG2	56	32	12	12	56	32	33.3333333333333	22.0302821891444
SUCNR1	0	0	0	0	0	0	0	0
SUCO	32	32	10	10	32	32	24.6666666666667	12.7017059221718
SUDS3	28	31	12	12	31	28	23.6666666666667	10.2143689640297
SUFU	7	4	1	1	7	4	4	3
SUGP1	4	0	0	0	4	0	1.33333333333333	2.3094010767585
SUGP2	12	13	4	4	13	12	9.66666666666667	4.93288286231625
SUGT1	114	74	42	42	114	74	76.6666666666667	36.0739980225832
SUGT1P1	1	4	0	0	4	1	1.66666666666667	2.08166599946613
SUGT1P3	10	2	1	1	10	2	4.33333333333333	4.93288286231625
SULF1	39	29	17	17	39	29	28.3333333333333	11.0151410945722
SULF2	31	19	11	11	31	19	20.3333333333333	10.0664459136943
SULT1A1	5	4	0	0	5	4	3	2.64575131106459
SULT1A2	0	0	0	0	0	0	0	0
SULT1B1	0	0	0	0	0	0	0	0
SULT1C2	0	2	1	0	2	1	1	1
SULT1C2P1	0	0	0	0	0	0	0	0
SULT1C4	0	0	0	0	0	0	0	0
SULT1E1	0	0	0	0	0	0	0	0
SULT2A1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SULT2B1	0	0	0	0	0	0	0	0
SULT4A1	0	0	0	0	0	0	0	0
SUMF1	35	27	12	12	35	27	24.6666666666667	11.6761865920913
SUMF2	41	26	13	13	41	26	26.6666666666667	14.0118997046558
SUMO1	399	270	119	119	399	270	262.666666666667	140.143973589068
SUMO1P3	2	1	1	1	2	1	1.33333333333333	0.577350269189626
SUMO2	680	530	207	207	680	530	472.333333333333	241.715397385713
SUMO3	24	33	15	15	33	24	24	9
SUMO4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SUN1	43	34	14	14	43	34	30.3333333333333	14.8436293854749
SUN2	12	5	2	2	12	5	6.33333333333333	5.13160143944688
SUN3	0	0	0	0	0	0	0	0
SUOX	7	7	4	4	7	7	6	1.73205080756888
SUPT16H	238	206	85	85	238	206	176.333333333333	80.6990293208867
SUPT20H	21	13	7	7	21	13	13.6666666666667	7.02376916856849
SUPT20HL1	0	0	0	0	0	0	0	0
SUPT3H	12	18	1	1	18	12	10.3333333333333	8.62167810425171
SUPT4H1	202	147	67	67	202	147	138.666666666667	67.8847061813877
SUPT5H	31	27	7	7	31	27	21.6666666666667	12.8582010146573
SUPT6H	78	44	24	24	78	44	48.6666666666667	27.3007936392577
SUPT7L	35	21	13	13	35	21	23	11.13552872566
SUPV3L1	24	15	9	9	24	15	16	7.54983443527075
SURF1	18	14	6	6	18	14	12.6666666666667	6.11010092660779
SURF2	3	5	1	1	5	3	3	2
SURF4	97	62	34	34	97	62	64.3333333333333	31.5647482697603
SURF6	8	11	4	4	11	8	7.66666666666667	3.51188458428425
SUSD1	2	1	0	0	2	1	1	1
SUSD2	0	0	0	0	0	0	0	0
SUSD3	0	0	0	0	0	0	0	0
SUSD4	0	0	0	0	0	0	0	0
SUSD5	4	6	4	4	6	4	4.66666666666667	1.15470053837925
SUV39H1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SUV39H2	11	15	4	4	15	11	10	5.56776436283002
SUV420H1	13	19	6	6	19	13	12.6666666666667	6.50640709864771
SUV420H2	2	3	1	1	3	2	2	1
SUZ12	17	13	7	7	17	13	12.3333333333333	5.03322295684717
SUZ12P1	2	2	0	0	2	2	1.33333333333333	1.15470053837925
SV2A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SV2B	10	10	4	4	10	10	8	3.46410161513775
SVEP1	32	30	11	11	32	30	24.3333333333333	11.5902257671425
SVIL	119	101	25	25	119	101	81.6666666666667	49.8932193121804
SVIP	37	28	14	14	37	28	26.3333333333333	11.5902257671425
SVOP	0	1	2	0	2	1	1	1
SWAP70	81	64	32	32	81	64	59	24.8797106092495
SWI5	89	67	31	31	89	67	62.3333333333333	29.280255007997
SWSAP1	3	7	1	1	7	3	3.66666666666667	3.05505046330389
SWT1	6	7	3	3	7	6	5.33333333333333	2.08166599946613
SYAP1	58	35	28	28	58	35	40.3333333333333	15.6950098226581
SYBU	5	6	3	3	6	5	4.66666666666667	1.52752523165195
SYCE1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SYCE1L	0	0	0	0	0	0	0	0
SYCE2	0	0	0	0	0	0	0	0
SYCE3	0	0	0	0	0	0	0	0
SYCP2	0	0	0	0	0	0	0	0
SYCP2L	0	0	0	0	0	0	0	0
SYCP3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SYDE1	5	6	4	4	6	5	5	1
SYDE2	5	7	4	4	7	5	5.33333333333333	1.52752523165195
SYF2	82	77	24	24	82	77	61	32.1403173599764
SYK	3	1	2	1	3	2	2	1
SYMPK	3	1	0	0	3	1	1.33333333333333	1.52752523165195
SYN1	0	0	0	0	0	0	0	0
SYN2	0	0	0	0	0	0	0	0
SYN3	0	0	0	0	0	0	0	0
SYNC	2	6	1	1	6	2	3	2.64575131106459
SYNCRIP	214	195	58	58	214	195	155.666666666667	85.1136495124803
SYNDIG1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SYNDIG1L	0	0	0	0	0	0	0	0
SYNE1	162	130	73	73	162	130	121.666666666667	45.0814078455114
SYNE2	15	16	7	7	16	15	12.6666666666667	4.93288286231625
SYNE3	0	0	0	0	0	0	0	0
SYNE4	0	0	0	0	0	0	0	0
SYNGAP1	0	0	0	0	0	0	0	0
SYNGR1	9	7	4	4	9	7	6.66666666666667	2.51661147842358
SYNGR2	11	9	5	5	11	9	8.33333333333333	3.05505046330389
SYNGR3	0	1	2	0	2	1	1	1
SYNJ1	3	3	3	3	3	3	3	0
SYNJ2	16	24	9	9	24	16	16.3333333333333	7.50555349946513
SYNJ2-IT1	1	4	1	1	4	1	2	1.73205080756888
SYNJ2BP	101	64	31	31	101	64	65.3333333333333	35.0190424388408
SYNJ2BP-COX16	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SYNM	31	29	10	10	31	29	23.3333333333333	11.5902257671425
SYNPO	237	217	113	113	237	217	189	66.573267908373
SYNPO2	19	26	13	13	26	19	19.3333333333333	6.50640709864771
SYNPO2L	1	1	3	1	3	1	1.66666666666667	1.15470053837925
SYNPR	0	0	0	0	0	0	0	0
SYNRG	37	31	20	20	37	31	29.3333333333333	8.62167810425171
SYP	0	0	0	0	0	0	0	0
SYPL1	167	142	53	53	167	142	120.666666666667	59.9193902950734
SYPL2	0	0	0	0	0	0	0	0
SYS1	57	56	24	24	57	56	45.6666666666667	18.7705443004015
SYT1	19	10	9	9	19	10	12.6666666666667	5.5075705472861
SYT11	26	19	12	12	26	19	19	7
SYT12	7	2	1	1	7	2	3.33333333333333	3.21455025366432
SYT13	6	2	1	1	6	2	3	2.64575131106459
SYT14	6	3	2	2	6	3	3.66666666666667	2.08166599946613
SYT15	30	21	13	13	30	21	21.3333333333333	8.50490054811538
SYT16	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SYT17	0	0	0	0	0	0	0	0
SYT2	3	1	2	1	3	2	2	1
SYT3	0	0	0	0	0	0	0	0
SYT4	0	0	0	0	0	0	0	0
SYT7	0	0	0	0	0	0	0	0
SYT8	0	0	0	0	0	0	0	0
SYT9	0	0	0	0	0	0	0	0
SYTL2	26	14	7	7	26	14	15.6666666666667	9.60902353693305
SYTL3	0	2	0	0	2	0	0.666666666666667	1.15470053837925
SYTL4	2	1	2	1	2	2	1.66666666666667	0.577350269189626
SYTL5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SYVN1	11	3	2	2	11	3	5.33333333333333	4.93288286231625
SZRD1	7	10	6	6	10	7	7.66666666666667	2.08166599946613
SZT2	5	6	3	3	6	5	4.66666666666667	1.52752523165195
TAB1	6	1	3	1	6	3	3.33333333333333	2.51661147842358
TAB2	15	22	11	11	22	15	16	5.56776436283002
TAB3	3	1	2	1	3	2	2	1
TAC1	0	0	0	0	0	0	0	0
TAC3	0	0	0	0	0	0	0	0
TACC1	21	28	18	18	28	21	22.3333333333333	5.13160143944688
TACC2	2	2	3	2	3	2	2.33333333333333	0.577350269189626
TACC3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TACO1	6	3	0	0	6	3	3	3
TACR1	0	0	0	0	0	0	0	0
TACR2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TACSTD2	0	0	0	0	0	0	0	0
TADA1	7	7	7	7	7	7	7	0
TADA2A	8	7	3	3	8	7	6	2.64575131106459
TADA2B	9	5	4	4	9	5	6	2.64575131106459
TADA3	20	20	10	10	20	20	16.6666666666667	5.77350269189626
TAF1	9	7	3	3	9	7	6.33333333333333	3.05505046330389
TAF10	15	14	7	7	15	14	12	4.35889894354067
TAF11	25	20	6	6	25	20	17	9.8488578017961
TAF12	92	65	23	23	92	65	60	34.7706773014274
TAF13	25	7	7	7	25	7	13	10.3923048454133
TAF15	91	47	23	23	91	47	53.6666666666667	34.4867124170068
TAF1A	10	3	2	2	10	3	5	4.35889894354067
TAF1B	23	14	9	9	23	14	15.3333333333333	7.09459888459759
TAF1C	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TAF1D	81	80	24	24	81	80	61.6666666666667	32.6241219549789
TAF1L	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TAF2	19	10	7	7	19	10	12	6.2449979983984
TAF3	19	19	10	10	19	19	16	5.19615242270663
TAF4	3	2	2	2	3	2	2.33333333333333	0.577350269189626
TAF4B	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TAF5	6	0	1	0	6	1	2.33333333333333	3.21455025366432
TAF5L	2	6	2	2	6	2	3.33333333333333	2.3094010767585
TAF6	0	3	1	0	3	1	1.33333333333333	1.52752523165195
TAF6L	2	1	2	1	2	2	1.66666666666667	0.577350269189626
TAF7	135	101	45	45	135	101	93.6666666666667	45.445938579078
TAF7L	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TAF8	20	26	15	15	26	20	20.3333333333333	5.5075705472861
TAF9	319	279	83	83	319	279	227	126.301227230776
TAF9B	25	13	11	11	25	13	16.3333333333333	7.57187779440036
TAGAP	0	0	0	0	0	0	0	0
TAGLN	3283	2518	1091	1091	3283	2518	2297.33333333333	1112.53599192715
TAGLN2	495	393	199	199	495	393	362.333333333333	150.364002784354
TAGLN3	0	0	0	0	0	0	0	0
TAL1	0	0	0	0	0	0	0	0
TAL2	0	0	0	0	0	0	0	0
TALDO1	441	317	155	155	441	317	304.333333333333	143.420128759297
TAMM41	17	6	4	4	17	6	9	7
TANC1	17	9	8	8	17	9	11.3333333333333	4.93288286231625
TANC2	6	2	2	2	6	2	3.33333333333333	2.3094010767585
TANGO2	22	24	3	3	24	22	16.3333333333333	11.5902257671425
TANGO6	1	2	0	0	2	1	1	1
TANK	85	85	25	25	85	85	65	34.6410161513775
TAOK1	52	59	29	29	59	52	46.6666666666667	15.6950098226581
TAOK2	4	2	1	1	4	2	2.33333333333333	1.52752523165195
TAOK3	48	31	14	14	48	31	31	17
TAP1	3	2	1	1	3	2	2	1
TAP2	3	2	0	0	3	2	1.66666666666667	1.52752523165195
TAPBP	136	133	55	55	136	133	108	45.9238500128201
TAPBPL	2	2	1	1	2	2	1.66666666666667	0.577350269189626
TAPT1	7	8	2	2	8	7	5.66666666666667	3.21455025366432
TAPT1-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TARBP1	4	8	4	4	8	4	5.33333333333333	2.3094010767585
TARBP2	5	2	1	1	5	2	2.66666666666667	2.08166599946613
TARDBP	54	37	17	17	54	37	36	18.5202591774521
TARS	217	189	62	62	217	189	156	82.6014527717279
TARS2	24	16	10	10	24	16	16.6666666666667	7.02376916856849
TARSL2	3	0	4	0	4	3	2.33333333333333	2.08166599946613
TAS2R10	0	0	0	0	0	0	0	0
TAS2R13	0	0	0	0	0	0	0	0
TAS2R14	0	0	0	0	0	0	0	0
TAS2R19	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TAS2R20	8	13	4	4	13	8	8.33333333333333	4.50924975282289
TAS2R3	0	0	0	0	0	0	0	0
TAS2R30	0	0	0	0	0	0	0	0
TAS2R31	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TAS2R39	0	0	0	0	0	0	0	0
TAS2R4	0	0	0	0	0	0	0	0
TAS2R42	0	0	0	0	0	0	0	0
TAS2R43	0	0	0	0	0	0	0	0
TAS2R46	0	0	0	0	0	0	0	0
TAS2R5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TASP1	14	6	4	4	14	6	8	5.29150262212918
TAT	9	7	1	1	9	7	5.66666666666667	4.16333199893227
TATDN1	107	65	30	30	107	65	67.3333333333333	38.5529938310027
TATDN2	15	13	2	2	15	13	10	7
TATDN3	55	47	20	20	55	47	40.6666666666667	18.3393929379719
TAX1BP1	674	560	218	218	674	560	484	237.309923939139
TAX1BP3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TAZ	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TBATA	0	0	0	0	0	0	0	0
TBC1D1	6	4	2	2	6	4	4	2
TBC1D10A	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TBC1D10B	8	4	1	1	8	4	4.33333333333333	3.51188458428425
TBC1D12	10	12	6	6	12	10	9.33333333333333	3.05505046330389
TBC1D13	10	6	1	1	10	6	5.66666666666667	4.50924975282289
TBC1D14	3	0	2	0	3	2	1.66666666666667	1.52752523165195
TBC1D15	86	62	25	25	86	62	57.6666666666667	30.7300070506554
TBC1D16	6	9	1	1	9	6	5.33333333333333	4.04145188432738
TBC1D17	0	3	0	0	3	0	1	1.73205080756888
TBC1D19	4	4	2	2	4	4	3.33333333333333	1.15470053837925
TBC1D2	0	2	0	0	2	0	0.666666666666667	1.15470053837925
TBC1D20	37	30	12	12	37	30	26.3333333333333	12.8970280814354
TBC1D21	0	0	0	0	0	0	0	0
TBC1D22A	11	9	9	9	11	9	9.66666666666667	1.15470053837925
TBC1D22B	7	3	0	0	7	3	3.33333333333333	3.51188458428425
TBC1D23	115	89	28	28	115	89	77.3333333333333	44.6579593503032
TBC1D24	26	10	9	9	26	10	15	9.53939201416946
TBC1D25	3	4	2	2	4	3	3	1
TBC1D26	0	0	0	0	0	0	0	0
TBC1D2B	7	10	1	1	10	7	6	4.58257569495584
TBC1D30	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TBC1D3P1-DHX40P1	0	0	0	0	0	0	0	0
TBC1D3P5	0	0	0	0	0	0	0	0
TBC1D4	2	4	0	0	4	2	2	2
TBC1D5	27	19	12	12	27	19	19.3333333333333	7.50555349946513
TBC1D7	12	13	4	4	13	12	9.66666666666667	4.93288286231625
TBC1D8	3	4	3	3	4	3	3.33333333333333	0.577350269189626
TBC1D8B	11	12	5	5	12	11	9.33333333333333	3.78593889720018
TBC1D9	18	11	4	4	18	11	11	7
TBC1D9B	22	25	9	9	25	22	18.6666666666667	8.50490054811538
TBCA	520	328	158	158	520	328	335.333333333333	181.111383776209
TBCB	46	31	12	12	46	31	29.6666666666667	17.0391705588427
TBCC	7	8	3	3	8	7	6	2.64575131106459
TBCCD1	24	14	6	6	24	14	14.6666666666667	9.01849950564579
TBCD	16	9	5	5	16	9	10	5.56776436283002
TBCE	9	3	3	3	9	3	5	3.46410161513775
TBCEL	6	5	5	5	6	5	5.33333333333333	0.577350269189626
TBCK	17	9	4	4	17	9	10	6.557438524302
TBK1	32	28	8	8	32	28	22.6666666666667	12.8582010146573
TBKBP1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TBL1X	7	4	1	1	7	4	4	3
TBL1XR1	82	75	31	31	82	75	62.6666666666667	27.6465790529919
TBL2	22	9	10	9	22	10	13.6666666666667	7.23417813807024
TBL3	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TBP	31	29	11	11	31	29	23.6666666666667	11.0151410945722
TBPL1	45	28	8	8	45	28	27	18.5202591774521
TBR1	0	0	0	0	0	0	0	0
TBRG1	42	31	21	21	42	31	31.3333333333333	10.5039675043925
TBRG4	7	5	5	5	7	5	5.66666666666667	1.15470053837925
TBX1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TBX15	2	1	1	1	2	1	1.33333333333333	0.577350269189626
TBX18	7	12	5	5	12	7	8	3.60555127546399
TBX19	0	0	0	0	0	0	0	0
TBX2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TBX20	0	0	0	0	0	0	0	0
TBX21	0	0	0	0	0	0	0	0
TBX3	4	1	0	0	4	1	1.66666666666667	2.08166599946613
TBX4	0	0	0	0	0	0	0	0
TBX5	0	0	0	0	0	0	0	0
TBX5-AS1	0	0	0	0	0	0	0	0
TBX6	0	0	0	0	0	0	0	0
TBXA2R	7	12	3	3	12	7	7.33333333333333	4.50924975282289
TBXAS1	0	0	0	0	0	0	0	0
TC2N	0	0	0	0	0	0	0	0
TCAIM	27	26	11	11	27	26	21.3333333333333	8.9628864398325
TCAM1P	7	4	1	1	7	4	4	3
TCAP	0	0	0	0	0	0	0	0
TCEA1	284	249	119	119	284	249	217.333333333333	86.9386757049665
TCEA2	22	12	5	5	22	12	13	8.54400374531753
TCEA3	3	3	1	1	3	3	2.33333333333333	1.15470053837925
TCEAL1	53	33	16	16	53	33	34	18.5202591774521
TCEAL2	0	0	0	0	0	0	0	0
TCEAL3	26	28	9	9	28	26	21	10.4403065089106
TCEAL4	390	272	112	112	390	272	258	139.527775012719
TCEAL7	15	15	6	6	15	15	12	5.19615242270663
TCEAL8	285	211	78	78	285	211	191.333333333333	104.892007957391
TCEANC	2	1	0	0	2	1	1	1
TCEANC2	14	11	2	2	14	11	9	6.2449979983984
TCEB1	354	263	103	103	354	263	240	127.070846381064
TCEB2	1554	1274	484	484	1554	1274	1104	554.887375960203
TCEB3	66	50	19	19	66	50	45	23.895606290697
TCERG1	44	31	10	10	44	31	28.3333333333333	17.156145643277
TCERG1L	0	0	0	0	0	0	0	0
TCF12	25	27	12	12	27	25	21.3333333333333	8.14452781524708
TCF15	0	0	0	0	0	0	0	0
TCF19	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TCF20	4	2	1	1	4	2	2.33333333333333	1.52752523165195
TCF21	7	7	6	6	7	7	6.66666666666667	0.577350269189626
TCF25	67	44	22	22	67	44	44.3333333333333	22.5018517756502
TCF3	10	11	6	6	11	10	9	2.64575131106459
TCF4	89	64	30	30	89	64	61	29.6141857899217
TCF7	1	2	2	1	2	2	1.66666666666667	0.577350269189626
TCF7L1	4	6	2	2	6	4	4	2
TCF7L2	48	31	15	15	48	31	31.3333333333333	16.5025250593154
TCFL5	3	5	0	0	5	3	2.66666666666667	2.51661147842358
TCHH	0	2	0	0	2	0	0.666666666666667	1.15470053837925
TCHP	48	25	7	7	48	25	26.6666666666667	20.5507501890645
TCIRG1	3	3	0	0	3	3	2	1.73205080756888
TCL1A	0	0	0	0	0	0	0	0
TCL1B	0	0	0	0	0	0	0	0
TCL6	0	0	0	0	0	0	0	0
TCN2	2	2	1	1	2	2	1.66666666666667	0.577350269189626
TCOF1	7	6	2	2	7	6	5	2.64575131106459
TCP1	149	123	54	54	149	123	108.666666666667	49.095145720665
TCP10L	1	3	0	0	3	1	1.33333333333333	1.52752523165195
TCP11	0	0	0	0	0	0	0	0
TCP11L1	16	15	5	5	16	15	12	6.08276253029822
TCP11L2	37	22	6	6	37	22	21.6666666666667	15.502687938978
TCTA	19	12	2	2	19	12	11	8.54400374531753
TCTE1	0	0	0	0	0	0	0	0
TCTE3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TCTEX1D1	0	0	0	0	0	0	0	0
TCTEX1D2	27	12	13	12	27	13	17.3333333333333	8.38649708360608
TCTEX1D4	0	0	0	0	0	0	0	0
TCTN1	17	15	6	6	17	15	12.6666666666667	5.85946527708231
TCTN2	8	8	2	2	8	8	6	3.46410161513775
TCTN3	118	90	39	39	118	90	82.3333333333333	40.0541300409001
TDG	40	32	11	11	40	32	27.6666666666667	14.9777612924406
TDGF1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TDGF1P3	2	0	1	0	2	1	1	1
TDH	0	0	0	0	0	0	0	0
TDO2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TDP1	9	3	1	1	9	3	4.33333333333333	4.16333199893227
TDP2	20	24	10	10	24	20	18	7.21110255092798
