Gene	LOP.A.4.8.1.B2	LOP.A.4.9.1.B3	LOP.A.8.11.1.G8	Min	Max	Median	Mean	Std
SEMA7A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SEMG2	1	0	2	0	2	1	1	1
SENP1	20	3	11	3	20	11	11.3333333333333	8.50490054811538
SENP2	51	36	30	30	51	36	39	10.816653826392
SENP3	0	1	2	0	2	1	1	1
SENP5	39	30	43	30	43	39	37.3333333333333	6.65832811847939
SENP6	37	31	24	24	37	31	30.6666666666667	6.50640709864771
SENP7	16	10	8	8	16	10	11.3333333333333	4.16333199893227
SENP8	1	4	5	1	5	4	3.33333333333333	2.08166599946613
SEP15	548	410	625	410	625	548	527.666666666667	108.932700936557
SEPHS1	23	15	22	15	23	22	20	4.35889894354067
SEPHS2	23	16	28	16	28	23	22.3333333333333	6.02771377334171
SEPN1	21	9	12	9	21	12	14	6.2449979983984
SEPP1	5	6	2	2	6	5	4.33333333333333	2.08166599946613
SEPSECS	5	5	9	5	9	5	6.33333333333333	2.3094010767585
SEPT1	1	2	0	0	2	1	1	1
SEPT10	46	33	29	29	46	33	36	8.88819441731559
SEPT11	870	669	721	669	870	721	753.333333333333	104.328008383815
SEPT14	5	10	6	5	10	6	7	2.64575131106459
SEPT2	381	288	406	288	406	381	358.333333333333	62.1798466814878
SEPT3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SEPT4	5	1	1	1	5	1	2.33333333333333	2.3094010767585
SEPT5	0	0	0	0	0	0	0	0
SEPT5-GP1BB	0	0	0	0	0	0	0	0
SEPT6	30	20	29	20	30	29	26.3333333333333	5.5075705472861
SEPT7	597	445	598	445	598	597	546.666666666667	88.0473357537486
SEPT7P2	15	4	9	4	15	9	9.33333333333333	5.5075705472861
SEPT7P9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SEPT8	39	29	17	17	39	29	28.3333333333333	11.0151410945722
SEPT9	10	8	12	8	12	10	10	2
SEPW1	654	556	690	556	690	654	633.333333333333	69.3493571227112
SERAC1	15	8	14	8	15	14	12.3333333333333	3.78593889720018
SERBP1	159	130	115	115	159	130	134.666666666667	22.3681320930768
SERF1A	2	1	1	1	2	1	1.33333333333333	0.577350269189626
SERF1B	3	1	2	1	3	2	2	1
SERF2	4470	3601	4977	3601	4977	4470	4349.33333333333	695.891035531665
SERF2-C15ORF63	0	0	0	0	0	0	0	0
SERGEF	10	8	10	8	10	10	9.33333333333333	1.15470053837925
SERHL2	0	0	0	0	0	0	0	0
SERINC1	337	258	330	258	337	330	308.333333333333	43.730233629988
SERINC2	2	0	2	0	2	2	1.33333333333333	1.15470053837925
SERINC3	266	178	292	178	292	266	245.333333333333	59.7438978752921
SERINC4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SERINC5	18	26	18	18	26	18	20.6666666666667	4.61880215351701
SERP1	99	77	64	64	99	77	80	17.6918060129541
SERP2	4	0	3	0	4	3	2.33333333333333	2.08166599946613
SERPINA1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SERPINA10	0	0	0	0	0	0	0	0
SERPINA13P	0	0	0	0	0	0	0	0
SERPINA3	135	84	116	84	135	116	111.666666666667	25.7746645629644
SERPINA5	0	0	0	0	0	0	0	0
SERPINB1	9	12	17	9	17	12	12.6666666666667	4.04145188432738
SERPINB2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SERPINB6	148	102	137	102	148	137	129	24.0208242989286
SERPINB7	0	0	0	0	0	0	0	0
SERPINB8	14	7	15	7	15	14	12	4.35889894354067
SERPINB9	9	10	18	9	18	10	12.3333333333333	4.93288286231625
SERPINC1	0	0	0	0	0	0	0	0
SERPIND1	0	0	0	0	0	0	0	0
SERPINE1	880	658	923	658	923	880	820.333333333333	142.219314206381
SERPINE2	2503	1692	1818	1692	2503	1818	2004.33333333333	436.429070220275
SERPINE3	0	0	0	0	0	0	0	0
SERPINF1	14	8	8	8	14	8	10	3.46410161513775
SERPINF2	0	0	0	0	0	0	0	0
SERPING1	72	51	106	51	106	72	76.3333333333333	27.7548794508882
SERPINH1	304	239	261	239	304	261	268	33.0605505096331
SERPINI1	4	3	5	3	5	4	4	1
SERTAD1	3	5	1	1	5	3	3	2
SERTAD2	21	15	14	14	21	15	16.6666666666667	3.78593889720018
SERTAD3	21	15	27	15	27	21	21	6
SERTAD4	47	25	45	25	47	45	39	12.1655250605964
SERTAD4-AS1	11	14	10	10	14	11	11.6666666666667	2.08166599946613
SESN1	18	12	10	10	18	12	13.3333333333333	4.16333199893227
SESN2	22	16	17	16	22	17	18.3333333333333	3.21455025366432
SESN3	167	124	121	121	167	124	137.333333333333	25.7358375292768
SESTD1	84	57	47	47	84	57	62.6666666666667	19.1398362932741
SET	268	212	201	201	268	212	227	35.9304884464434
SETBP1	11	10	13	10	13	11	11.3333333333333	1.52752523165195
SETD1A	1	2	3	1	3	2	2	1
SETD1B	8	7	1	1	8	7	5.33333333333333	3.78593889720018
SETD2	51	31	26	26	51	31	36	13.228756555323
SETD3	33	27	32	27	33	32	30.6666666666667	3.21455025366432
SETD4	16	14	23	14	23	16	17.6666666666667	4.72581562625261
SETD5	43	25	18	18	43	25	28.6666666666667	12.8970280814354
SETD5-AS1	26	23	33	23	33	26	27.3333333333333	5.13160143944688
SETD6	6	1	0	0	6	1	2.33333333333333	3.21455025366432
SETD7	34	24	16	16	34	24	24.6666666666667	9.01849950564579
SETD8	16	19	14	14	19	16	16.3333333333333	2.51661147842358
SETD9	12	7	15	7	15	12	11.3333333333333	4.04145188432738
SETDB1	11	6	7	6	11	7	8	2.64575131106459
SETDB2	7	5	3	3	7	5	5	2
SETMAR	6	1	6	1	6	6	4.33333333333333	2.88675134594813
SETX	93	44	67	44	93	67	68	24.5153013442625
SEZ6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SEZ6L2	10	3	2	2	10	3	5	4.35889894354067
SF1	32	20	22	20	32	22	24.6666666666667	6.42910050732864
SF3A1	20	11	15	11	20	15	15.3333333333333	4.50924975282289
SF3A2	1	0	2	0	2	1	1	1
SF3A3	97	61	107	61	107	97	88.3333333333333	24.1936630821654
SF3B1	306	201	242	201	306	242	249.666666666667	52.9181758314979
SF3B14	517	421	548	421	548	517	495.333333333333	66.2142985565303
SF3B2	93	66	56	56	93	66	71.6666666666667	19.1398362932741
SF3B3	38	36	49	36	49	38	41	7
SF3B4	9	5	4	4	9	5	6	2.64575131106459
SF3B5	361	285	359	285	361	359	335	43.3128156554154
SFI1	3	1	0	0	3	1	1.33333333333333	1.52752523165195
SFMBT1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
SFMBT2	5	3	3	3	5	3	3.66666666666667	1.15470053837925
SFN	0	0	0	0	0	0	0	0
SFPQ	55	43	23	23	55	43	40.3333333333333	16.1658075373095
SFR1	19	8	24	8	24	19	17	8.18535277187245
SFRP1	140	90	80	80	140	90	103.333333333333	32.1455025366432
SFRP2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SFRP4	1118	770	1000	770	1118	1000	962.666666666667	176.978341424405
SFSWAP	12	7	9	7	12	9	9.33333333333333	2.51661147842358
SFT2D1	14	10	22	10	22	14	15.3333333333333	6.11010092660779
SFT2D2	8	3	5	3	8	5	5.33333333333333	2.51661147842358
SFT2D3	6	0	6	0	6	6	4	3.46410161513775
SFTA1P	10	5	8	5	10	8	7.66666666666667	2.51661147842358
SFTPB	1	1	3	1	3	1	1.66666666666667	1.15470053837925
SFTPD	0	0	0	0	0	0	0	0
SFXN1	37	13	21	13	37	21	23.6666666666667	12.2202018532156
SFXN2	2	2	3	2	3	2	2.33333333333333	0.577350269189626
SFXN3	37	23	19	19	37	23	26.3333333333333	9.45163125250522
SFXN4	23	14	23	14	23	23	20	5.19615242270663
SFXN5	1	0	2	0	2	1	1	1
SGCA	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SGCB	182	136	194	136	194	182	170.666666666667	30.6159000085468
SGCD	9	9	10	9	10	9	9.33333333333333	0.577350269189626
SGCE	59	45	35	35	59	45	46.3333333333333	12.0554275466834
SGCG	7	5	9	5	9	7	7	2
SGIP1	7	2	4	2	7	4	4.33333333333333	2.51661147842358
SGK1	175	140	151	140	175	151	155.333333333333	17.8978583448784
SGK196	2	4	2	2	4	2	2.66666666666667	1.15470053837925
SGK2	0	0	0	0	0	0	0	0
SGK223	7	6	12	6	12	7	8.33333333333333	3.21455025366432
SGK3	8	3	10	3	10	8	7	3.60555127546399
SGK494	10	9	6	6	10	9	8.33333333333333	2.08166599946613
SGMS1	22	14	11	11	22	14	15.6666666666667	5.68624070307733
SGMS2	23	27	19	19	27	23	23	4
SGOL1	13	18	10	10	18	13	13.6666666666667	4.04145188432738
SGOL2	5	5	7	5	7	5	5.66666666666667	1.15470053837925
SGPL1	42	19	35	19	42	35	32	11.7898261225516
SGPP1	5	4	6	4	6	5	5	1
SGPP2	0	0	0	0	0	0	0	0
SGSH	5	0	5	0	5	5	3.33333333333333	2.88675134594813
SGSM1	5	5	5	5	5	5	5	0
SGSM2	3	6	3	3	6	3	4	1.73205080756888
SGSM3	11	2	4	2	11	4	5.66666666666667	4.72581562625261
SGTA	5	2	4	2	5	4	3.66666666666667	1.52752523165195
SGTB	17	13	11	11	17	13	13.6666666666667	3.05505046330389
SH2B1	42	23	21	21	42	23	28.6666666666667	11.5902257671425
SH2B2	0	0	0	0	0	0	0	0
SH2B3	18	10	8	8	18	10	12	5.29150262212918
SH2D1A	0	0	0	0	0	0	0	0
SH2D2A	0	0	0	0	0	0	0	0
SH2D3A	0	0	0	0	0	0	0	0
SH2D3C	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SH2D4A	54	23	53	23	54	53	43.3333333333333	17.6162803489651
SH2D4B	0	0	0	0	0	0	0	0
SH2D5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SH2D7	0	0	0	0	0	0	0	0
SH3BGR	556	416	704	416	704	556	558.666666666667	144.018517327923
SH3BGRL	329	262	297	262	329	297	296	33.5111921602321
SH3BGRL2	2	2	1	1	2	2	1.66666666666667	0.577350269189626
SH3BGRL3	935	793	1020	793	1020	935	916	114.686529287445
SH3BP1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SH3BP2	18	16	27	16	27	18	20.3333333333333	5.85946527708231
SH3BP4	43	30	22	22	43	30	31.6666666666667	10.5987420637231
SH3BP5	2	1	0	0	2	1	1	1
SH3BP5-AS1	2	1	0	0	2	1	1	1
SH3BP5L	4	1	7	1	7	4	4	3
SH3D19	49	31	39	31	49	39	39.6666666666667	9.01849950564579
SH3D21	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SH3GL1	16	11	11	11	16	11	12.6666666666667	2.88675134594813
SH3GL1P1	0	0	0	0	0	0	0	0
SH3GL1P2	0	0	0	0	0	0	0	0
SH3GL2	0	0	0	0	0	0	0	0
SH3GL3	0	0	0	0	0	0	0	0
SH3GLB1	140	82	128	82	140	128	116.666666666667	30.6159000085468
SH3GLB2	2	4	1	1	4	2	2.33333333333333	1.52752523165195
SH3KBP1	12	9	11	9	12	11	10.6666666666667	1.52752523165195
SH3PXD2A	247	164	175	164	247	175	195.333333333333	45.0814078455114
SH3PXD2A-AS1	0	0	0	0	0	0	0	0
SH3PXD2B	5	5	11	5	11	5	7	3.46410161513775
SH3RF1	28	32	21	21	32	28	27	5.56776436283002
SH3RF2	0	0	0	0	0	0	0	0
SH3RF3	3	7	0	0	7	3	3.33333333333333	3.51188458428425
SH3RF3-AS1	0	0	0	0	0	0	0	0
SH3TC1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
SH3TC2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SH3YL1	40	29	40	29	40	40	36.3333333333333	6.35085296108588
SHANK2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SHANK2-AS1	0	2	3	0	3	2	1.66666666666667	1.52752523165195
SHANK2-AS3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SHANK3	0	0	0	0	0	0	0	0
SHARPIN	9	6	12	6	12	9	9	3
SHB	15	4	10	4	15	10	9.66666666666667	5.5075705472861
SHBG	0	0	0	0	0	0	0	0
SHC1	22	15	18	15	22	18	18.3333333333333	3.51188458428425
SHC2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SHC3	2	1	0	0	2	1	1	1
SHC4	0	1	1	0	1	1	0.666666666666667	0.577350269189626
SHCBP1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SHCBP1L	0	0	0	0	0	0	0	0
SHE	0	0	0	0	0	0	0	0
SHF	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SHFM1	898	666	979	666	979	898	847.666666666667	162.457173843858
SHISA2	2	1	3	1	3	2	2	1
SHISA3	3	1	2	1	3	2	2	1
SHISA4	8	4	5	4	8	5	5.66666666666667	2.08166599946613
SHISA5	31	27	19	19	31	27	25.6666666666667	6.11010092660779
SHISA9	7	4	8	4	8	7	6.33333333333333	2.08166599946613
SHKBP1	2	2	2	2	2	2	2	0
SHMT1	4	2	2	2	4	2	2.66666666666667	1.15470053837925
SHMT2	141	104	154	104	154	141	133	25.9422435421457
SHOC2	129	109	153	109	153	129	130.333333333333	22.0302821891444
SHOX	3	0	1	0	3	1	1.33333333333333	1.52752523165195
SHOX2	0	3	1	0	3	1	1.33333333333333	1.52752523165195
SHPK	2	2	5	2	5	2	3	1.73205080756888
SHPRH	49	21	33	21	49	33	34.3333333333333	14.047538337137
SHQ1	16	14	14	14	16	14	14.6666666666667	1.15470053837925
SHROOM1	15	19	18	15	19	18	17.3333333333333	2.08166599946613
SHROOM2	0	0	0	0	0	0	0	0
SHROOM3	14	9	16	9	16	14	13	3.60555127546399
SHROOM4	12	6	13	6	13	12	10.3333333333333	3.78593889720018
SIAE	11	3	17	3	17	11	10.3333333333333	7.02376916856849
SIAH1	35	21	42	21	42	35	32.6666666666667	10.6926766215636
SIAH2	20	14	20	14	20	20	18	3.46410161513775
SIAH3	0	0	0	0	0	0	0	0
SIDT1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SIDT2	15	12	11	11	15	12	12.6666666666667	2.08166599946613
SIGIRR	8	4	4	4	8	4	5.33333333333333	2.3094010767585
SIGLEC1	0	0	0	0	0	0	0	0
SIGLEC10	9	9	1	1	9	9	6.33333333333333	4.61880215351701
SIGLEC11	3	5	1	1	5	3	3	2
SIGLEC12	0	0	0	0	0	0	0	0
SIGLEC14	2	6	3	2	6	3	3.66666666666667	2.08166599946613
SIGLEC15	0	0	0	0	0	0	0	0
SIGLEC16	0	0	0	0	0	0	0	0
SIGLEC7	0	0	0	0	0	0	0	0
SIGLEC8	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SIGMAR1	19	4	18	4	19	18	13.6666666666667	8.38649708360608
SIK1	23	22	31	22	31	23	25.3333333333333	4.93288286231625
SIK2	2	9	2	2	9	2	4.33333333333333	4.04145188432738
SIK3	8	4	4	4	8	4	5.33333333333333	2.3094010767585
SIKE1	44	28	32	28	44	32	34.6666666666667	8.32666399786453
SIL1	31	22	26	22	31	26	26.3333333333333	4.50924975282289
SIM2	1	1	2	1	2	1	1.33333333333333	0.577350269189626
SIMC1	3	5	0	0	5	3	2.66666666666667	2.51661147842358
SIN3A	24	15	14	14	24	15	17.6666666666667	5.5075705472861
SIN3B	2	1	1	1	2	1	1.33333333333333	0.577350269189626
SIPA1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SIPA1L1	51	30	26	26	51	30	35.6666666666667	13.4288247189891
SIPA1L2	17	20	12	12	20	17	16.3333333333333	4.04145188432738
SIPA1L3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SIRPA	24	19	12	12	24	19	18.3333333333333	6.02771377334171
SIRPB2	3	0	2	0	3	2	1.66666666666667	1.52752523165195
SIRT1	9	5	6	5	9	6	6.66666666666667	2.08166599946613
SIRT2	14	9	12	9	14	12	11.6666666666667	2.51661147842358
SIRT3	12	7	12	7	12	12	10.3333333333333	2.88675134594813
SIRT4	3	0	0	0	3	0	1	1.73205080756888
SIRT5	10	4	10	4	10	10	8	3.46410161513775
SIRT6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SIRT7	3	3	1	1	3	3	2.33333333333333	1.15470053837925
SIVA1	30	28	33	28	33	30	30.3333333333333	2.51661147842358
SIX1	3	1	2	1	3	2	2	1
SIX2	1	1	1	1	1	1	1	0
SIX4	15	15	10	10	15	15	13.3333333333333	2.88675134594813
SIX5	2	0	2	0	2	2	1.33333333333333	1.15470053837925
SKA1	21	21	16	16	21	21	19.3333333333333	2.88675134594813
SKA2	67	48	72	48	72	67	62.3333333333333	12.6622799421484
SKA3	0	0	0	0	0	0	0	0
SKAP1	0	0	0	0	0	0	0	0
SKAP2	24	27	24	24	27	24	25	1.73205080756888
SKI	9	6	3	3	9	6	6	3
SKIDA1	6	3	1	1	6	3	3.33333333333333	2.51661147842358
SKIL	146	121	120	120	146	121	129	14.7309198626562
SKIV2L	3	6	4	3	6	4	4.33333333333333	1.52752523165195
SKIV2L2	32	25	23	23	32	25	26.6666666666667	4.72581562625261
SKP1	1680	1294	1917	1294	1917	1680	1630.33333333333	314.455614249982
SKP1P2	4	7	4	4	7	4	5	1.73205080756888
SKP2	19	12	17	12	19	17	16	3.60555127546399
SLA	0	0	0	0	0	0	0	0
SLA2	4	2	5	2	5	4	3.66666666666667	1.52752523165195
SLAIN1	0	0	0	0	0	0	0	0
SLAIN2	28	13	14	13	28	14	18.3333333333333	8.38649708360608
SLAMF6	1	1	2	1	2	1	1.33333333333333	0.577350269189626
SLAMF7	6	2	3	2	6	3	3.66666666666667	2.08166599946613
SLAMF8	0	0	0	0	0	0	0	0
SLBP	11	11	11	11	11	11	11	0
SLC10A1	0	0	0	0	0	0	0	0
SLC10A2	0	0	0	0	0	0	0	0
SLC10A3	22	19	17	17	22	19	19.3333333333333	2.51661147842358
SLC10A4	0	0	0	0	0	0	0	0
SLC10A5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC10A7	6	5	2	2	6	5	4.33333333333333	2.08166599946613
SLC11A1	0	0	0	0	0	0	0	0
SLC11A2	34	31	32	31	34	32	32.3333333333333	1.52752523165195
SLC12A1	0	0	0	0	0	0	0	0
SLC12A2	25	9	16	9	25	16	16.6666666666667	8.02080627701064
SLC12A3	3	1	0	0	3	1	1.33333333333333	1.52752523165195
SLC12A4	20	13	35	13	35	20	22.6666666666667	11.2398102000582
SLC12A5	0	0	0	0	0	0	0	0
SLC12A6	34	26	27	26	34	27	29	4.35889894354067
SLC12A7	1	2	2	1	2	2	1.66666666666667	0.577350269189626
SLC12A8	8	7	13	7	13	8	9.33333333333333	3.21455025366432
SLC12A9	1	2	1	1	2	1	1.33333333333333	0.577350269189626
SLC13A1	0	1	2	0	2	1	1	1
SLC13A3	2	0	1	0	2	1	1	1
SLC13A4	0	0	0	0	0	0	0	0
SLC13A5	0	0	0	0	0	0	0	0
SLC14A1	2	3	3	2	3	3	2.66666666666667	0.577350269189626
SLC14A2	5	2	6	2	6	5	4.33333333333333	2.08166599946613
SLC15A1	2	2	4	2	4	2	2.66666666666667	1.15470053837925
SLC15A2	6	6	2	2	6	6	4.66666666666667	2.3094010767585
SLC15A3	4	2	1	1	4	2	2.33333333333333	1.52752523165195
SLC15A4	12	17	12	12	17	12	13.6666666666667	2.88675134594813
SLC15A5	0	0	0	0	0	0	0	0
SLC16A1	94	71	81	71	94	81	82	11.5325625946708
SLC16A11	0	0	0	0	0	0	0	0
SLC16A12	2	2	3	2	3	2	2.33333333333333	0.577350269189626
SLC16A13	0	0	0	0	0	0	0	0
SLC16A14	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC16A2	16	11	15	11	16	15	14	2.64575131106459
SLC16A3	12	6	11	6	12	11	9.66666666666667	3.21455025366432
SLC16A4	63	40	67	40	67	63	56.6666666666667	14.5716619962629
SLC16A5	0	0	0	0	0	0	0	0
SLC16A6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SLC16A7	12	9	16	9	16	12	12.3333333333333	3.51188458428425
SLC16A8	0	0	0	0	0	0	0	0
SLC16A9	4	0	4	0	4	4	2.66666666666667	2.3094010767585
SLC17A4	1	2	2	1	2	2	1.66666666666667	0.577350269189626
SLC17A5	42	26	29	26	42	29	32.3333333333333	8.50490054811538
SLC17A6	0	0	0	0	0	0	0	0
SLC17A7	0	0	0	0	0	0	0	0
SLC17A9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SLC18A2	3	5	8	3	8	5	5.33333333333333	2.51661147842358
SLC18B1	4	3	3	3	4	3	3.33333333333333	0.577350269189626
SLC19A1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC19A2	3	2	3	2	3	3	2.66666666666667	0.577350269189626
SLC19A3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SLC1A1	7	9	3	3	9	7	6.33333333333333	3.05505046330389
SLC1A2	3	0	2	0	3	2	1.66666666666667	1.52752523165195
SLC1A3	0	1	1	0	1	1	0.666666666666667	0.577350269189626
SLC1A4	21	13	17	13	21	17	17	4
SLC1A5	163	99	150	99	163	150	137.333333333333	33.8279962949823
SLC1A6	0	0	0	0	0	0	0	0
SLC1A7	0	0	0	0	0	0	0	0
SLC20A1	113	84	66	66	113	84	87.6666666666667	23.7135685491099
SLC20A2	14	6	7	6	14	7	9	4.35889894354067
SLC22A1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC22A14	0	0	0	0	0	0	0	0
SLC22A15	7	3	6	3	7	6	5.33333333333333	2.08166599946613
SLC22A17	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SLC22A18	1	1	2	1	2	1	1.33333333333333	0.577350269189626
SLC22A18AS	0	0	0	0	0	0	0	0
SLC22A2	1	0	2	0	2	1	1	1
SLC22A20	0	0	0	0	0	0	0	0
SLC22A23	5	5	7	5	7	5	5.66666666666667	1.15470053837925
SLC22A3	17	12	18	12	18	17	15.6666666666667	3.21455025366432
SLC22A4	0	2	1	0	2	1	1	1
SLC22A5	3	1	2	1	3	2	2	1
SLC22A9	1	2	0	0	2	1	1	1
SLC23A1	0	0	0	0	0	0	0	0
SLC23A2	6	6	6	6	6	6	6	0
SLC23A3	0	0	0	0	0	0	0	0
SLC24A1	5	5	4	4	5	5	4.66666666666667	0.577350269189626
SLC24A2	0	0	0	0	0	0	0	0
SLC24A3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SLC24A4	7	7	4	4	7	7	6	1.73205080756888
SLC24A5	0	0	0	0	0	0	0	0
SLC24A6	2	0	1	0	2	1	1	1
SLC25A1	9	7	7	7	9	7	7.66666666666667	1.15470053837925
SLC25A10	0	0	0	0	0	0	0	0
SLC25A11	19	7	8	7	19	8	11.3333333333333	6.65832811847939
SLC25A12	14	22	18	14	22	18	18	4
SLC25A13	8	2	5	2	8	5	5	3
SLC25A14	16	13	23	13	23	16	17.3333333333333	5.13160143944688
SLC25A15	11	7	10	7	11	10	9.33333333333333	2.08166599946613
SLC25A16	1	0	3	0	3	1	1.33333333333333	1.52752523165195
SLC25A17	40	51	51	40	51	51	47.3333333333333	6.35085296108588
SLC25A18	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SLC25A19	0	0	0	0	0	0	0	0
SLC25A20	25	13	23	13	25	23	20.3333333333333	6.42910050732864
SLC25A21	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SLC25A21-AS1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
SLC25A22	1	0	4	0	4	1	1.66666666666667	2.08166599946613
SLC25A23	21	14	9	9	21	14	14.6666666666667	6.02771377334171
SLC25A24	27	16	13	13	27	16	18.6666666666667	7.37111479583199
SLC25A25	2	0	1	0	2	1	1	1
SLC25A26	64	42	69	42	69	64	58.3333333333333	14.3643076176102
SLC25A27	1	0	2	0	2	1	1	1
SLC25A28	5	5	7	5	7	5	5.66666666666667	1.15470053837925
SLC25A29	1	0	3	0	3	1	1.33333333333333	1.52752523165195
SLC25A3	178	122	126	122	178	126	142	31.2409987036266
SLC25A30	7	2	8	2	8	7	5.66666666666667	3.21455025366432
SLC25A32	34	17	17	17	34	17	22.6666666666667	9.81495457622364
SLC25A33	2	1	5	1	5	2	2.66666666666667	2.08166599946613
SLC25A34	5	3	5	3	5	5	4.33333333333333	1.15470053837925
SLC25A35	0	0	0	0	0	0	0	0
SLC25A36	55	36	57	36	57	55	49.3333333333333	11.5902257671425
SLC25A37	15	16	17	15	17	16	16	1
SLC25A38	22	9	10	9	22	10	13.6666666666667	7.23417813807024
SLC25A39	10	3	4	3	10	4	5.66666666666667	3.78593889720018
SLC25A4	33	22	34	22	34	33	29.6666666666667	6.65832811847939
SLC25A40	8	4	4	4	8	4	5.33333333333333	2.3094010767585
SLC25A41	0	0	0	0	0	0	0	0
SLC25A42	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SLC25A43	8	2	4	2	8	4	4.66666666666667	3.05505046330389
SLC25A44	11	13	5	5	13	11	9.66666666666667	4.16333199893227
SLC25A45	9	7	9	7	9	9	8.33333333333333	1.15470053837925
SLC25A46	21	18	15	15	21	18	18	3
SLC25A48	0	0	0	0	0	0	0	0
SLC25A5	460	344	532	344	532	460	445.333333333333	94.8542741964395
SLC25A5-AS1	0	0	0	0	0	0	0	0
SLC25A51	31	24	35	24	35	31	30	5.56776436283002
SLC25A51P1	0	0	0	0	0	0	0	0
SLC25A53	1	3	1	1	3	1	1.66666666666667	1.15470053837925
SLC25A6	351	282	353	282	353	351	328.666666666667	40.4268887416943
SLC26A1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SLC26A10	0	0	0	0	0	0	0	0
SLC26A11	0	1	2	0	2	1	1	1
SLC26A2	39	24	24	24	39	24	29	8.66025403784439
SLC26A4	3	5	4	3	5	4	4	1
SLC26A4-AS1	0	0	0	0	0	0	0	0
SLC26A5	0	0	0	0	0	0	0	0
SLC26A6	1	3	0	0	3	1	1.33333333333333	1.52752523165195
SLC26A7	0	0	0	0	0	0	0	0
SLC26A8	0	0	0	0	0	0	0	0
SLC27A1	5	1	3	1	5	3	3	2
SLC27A2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC27A3	4	0	0	0	4	0	1.33333333333333	2.3094010767585
SLC27A4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC27A5	12	7	22	7	22	12	13.6666666666667	7.63762615825973
SLC27A6	0	0	0	0	0	0	0	0
SLC28A2	6	6	4	4	6	6	5.33333333333333	1.15470053837925
SLC28A3	0	0	0	0	0	0	0	0
SLC29A1	51	36	48	36	51	48	45	7.93725393319377
SLC29A2	0	0	0	0	0	0	0	0
SLC29A3	5	3	5	3	5	5	4.33333333333333	1.15470053837925
SLC29A4	3	0	0	0	3	0	1	1.73205080756888
SLC2A1	85	67	66	66	85	67	72.6666666666667	10.6926766215636
SLC2A1-AS1	2	3	2	2	3	2	2.33333333333333	0.577350269189626
SLC2A10	20	18	16	16	20	18	18	2
SLC2A11	4	0	4	0	4	4	2.66666666666667	2.3094010767585
SLC2A12	7	3	1	1	7	3	3.66666666666667	3.05505046330389
SLC2A13	8	5	6	5	8	6	6.33333333333333	1.52752523165195
SLC2A3	75	64	69	64	75	69	69.3333333333333	5.5075705472861
SLC2A4	7	2	6	2	7	6	5	2.64575131106459
SLC2A4RG	7	9	8	7	9	8	8	1
SLC2A5	12	4	10	4	12	10	8.66666666666667	4.16333199893227
SLC2A6	9	3	3	3	9	3	5	3.46410161513775
SLC2A8	3	1	2	1	3	2	2	1
SLC2A9	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC30A1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC30A10	0	0	0	0	0	0	0	0
SLC30A2	0	0	0	0	0	0	0	0
SLC30A3	0	0	0	0	0	0	0	0
