Gene	ALE.A.7.17.1.F7	ALE.A.7.18.1.F8	ALE.A.8.13.1.G10	Min	Max	Median	Mean	Std
TMEM138	53	53	93	53	93	53	66.3333333333333	23.094010767585
TMEM139	0	0	0	0	0	0	0	0
TMEM140	4	2	3	2	4	3	3	1
TMEM141	18	12	38	12	38	18	22.6666666666667	13.6137185711081
TMEM143	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TMEM144	2	2	9	2	9	2	4.33333333333333	4.04145188432738
TMEM147	33	44	59	33	59	44	45.3333333333333	13.0511813003013
TMEM14A	98	111	189	98	189	111	132.666666666667	49.2172056636024
TMEM14B	184	155	365	155	365	184	234.666666666667	113.79953134057
TMEM14C	253	285	461	253	461	285	333	112
TMEM14E	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TMEM150A	3	3	3	3	3	3	3	0
TMEM150C	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TMEM151A	0	0	0	0	0	0	0	0
TMEM151B	0	0	0	0	0	0	0	0
TMEM154	2	7	4	2	7	4	4.33333333333333	2.51661147842358
TMEM155	0	0	3	0	3	0	1	1.73205080756888
TMEM156	4	0	2	0	4	2	2	2
TMEM158	2	2	8	2	8	2	4	3.46410161513775
TMEM159	73	65	105	65	105	73	81	21.1660104885167
TMEM160	1	2	2	1	2	2	1.66666666666667	0.577350269189626
TMEM161A	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TMEM161B	4	3	13	3	13	4	6.66666666666667	5.5075705472861
TMEM161B-AS1	7	6	8	6	8	7	7	1
TMEM163	0	0	0	0	0	0	0	0
TMEM164	2	1	3	1	3	2	2	1
TMEM165	14	19	23	14	23	19	18.6666666666667	4.50924975282289
TMEM167A	258	311	569	258	569	311	379.333333333333	166.380086949531
TMEM167B	51	45	94	45	94	51	63.3333333333333	26.7270150472015
TMEM168	13	15	28	13	28	15	18.6666666666667	8.14452781524708
TMEM169	2	2	2	2	2	2	2	0
TMEM17	8	7	24	7	24	8	13	9.53939201416946
TMEM170A	0	1	4	0	4	1	1.66666666666667	2.08166599946613
TMEM170B	3	1	1	1	3	1	1.66666666666667	1.15470053837925
TMEM171	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TMEM173	7	10	9	7	10	9	8.66666666666667	1.52752523165195
TMEM175	0	0	4	0	4	0	1.33333333333333	2.3094010767585
TMEM176A	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TMEM176B	0	0	0	0	0	0	0	0
TMEM177	4	8	4	4	8	4	5.33333333333333	2.3094010767585
TMEM178A	3	1	0	0	3	1	1.33333333333333	1.52752523165195
TMEM178B	1	0	3	0	3	1	1.33333333333333	1.52752523165195
TMEM179B	118	90	213	90	213	118	140.333333333333	64.4696310935105
TMEM18	73	86	115	73	115	86	91.3333333333333	21.5019378971602
TMEM180	4	3	4	3	4	4	3.66666666666667	0.577350269189626
TMEM181	19	16	22	16	22	19	19	3
TMEM182	7	3	8	3	8	7	6	2.64575131106459
TMEM183A	0	4	3	0	4	3	2.33333333333333	2.08166599946613
TMEM183B	0	0	0	0	0	0	0	0
TMEM184A	0	0	0	0	0	0	0	0
TMEM184B	9	13	21	9	21	13	14.3333333333333	6.11010092660779
TMEM184C	25	29	48	25	48	29	34	12.2882057274445
TMEM185A	10	7	9	7	10	9	8.66666666666667	1.52752523165195
TMEM185B	12	10	11	10	12	11	11	1
TMEM186	12	7	14	7	14	12	11	3.60555127546399
TMEM187	1	1	5	1	5	1	2.33333333333333	2.3094010767585
TMEM189	6	5	14	5	14	6	8.33333333333333	4.93288286231625
TMEM189-UBE2V1	0	0	0	0	0	0	0	0
TMEM19	13	8	18	8	18	13	13	5
TMEM190	0	0	0	0	0	0	0	0
TMEM191A	0	0	0	0	0	0	0	0
TMEM192	9	9	12	9	12	9	10	1.73205080756888
TMEM194A	5	4	4	4	5	4	4.33333333333333	0.577350269189626
TMEM194B	0	2	3	0	3	2	1.66666666666667	1.52752523165195
TMEM198	0	0	0	0	0	0	0	0
TMEM198B	2	0	4	0	4	2	2	2
TMEM199	3	8	6	3	8	6	5.66666666666667	2.51661147842358
TMEM2	5	1	12	1	12	5	6	5.56776436283002
TMEM200A	9	9	14	9	14	9	10.6666666666667	2.88675134594813
TMEM200B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TMEM201	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TMEM203	6	8	16	6	16	8	10	5.29150262212918
TMEM204	3	2	6	2	6	3	3.66666666666667	2.08166599946613
TMEM205	15	13	24	13	24	15	17.3333333333333	5.85946527708231
TMEM206	2	3	1	1	3	2	2	1
TMEM208	42	66	106	42	106	66	71.3333333333333	32.331615074619
TMEM209	28	29	58	28	58	29	38.3333333333333	17.0391705588427
TMEM212	4	9	8	4	9	8	7	2.64575131106459
TMEM213	0	2	2	0	2	2	1.33333333333333	1.15470053837925
TMEM214	6	13	11	6	13	11	10	3.60555127546399
TMEM216	23	27	41	23	41	27	30.3333333333333	9.45163125250522
TMEM217	2	1	2	1	2	2	1.66666666666667	0.577350269189626
TMEM218	2	2	17	2	17	2	7	8.66025403784439
TMEM219	55	38	67	38	67	55	53.3333333333333	14.5716619962629
TMEM220	5	1	5	1	5	5	3.66666666666667	2.3094010767585
TMEM220-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TMEM221	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TMEM222	18	13	32	13	32	18	21	9.8488578017961
TMEM223	14	5	9	5	14	9	9.33333333333333	4.50924975282289
TMEM229B	0	0	0	0	0	0	0	0
TMEM230	156	149	250	149	250	156	185	56.4003546088143
TMEM231	6	8	13	6	13	8	9	3.60555127546399
TMEM232	0	0	0	0	0	0	0	0
TMEM233	1	3	0	0	3	1	1.33333333333333	1.52752523165195
TMEM234	4	4	8	4	8	4	5.33333333333333	2.3094010767585
TMEM236	6	6	15	6	15	6	9	5.19615242270663
TMEM237	21	23	41	21	41	23	28.3333333333333	11.0151410945722
TMEM238	0	0	0	0	0	0	0	0
TMEM240	0	0	0	0	0	0	0	0
TMEM241	7	5	8	5	8	7	6.66666666666667	1.52752523165195
TMEM242	42	41	70	41	70	42	51	16.4620776331543
TMEM243	15	13	30	13	30	15	19.3333333333333	9.29157324317757
TMEM245	21	10	24	10	24	21	18.3333333333333	7.37111479583199
TMEM246	1	3	4	1	4	3	2.66666666666667	1.52752523165195
TMEM248	19	23	50	19	50	23	30.6666666666667	16.8621864932557
TMEM249	0	0	0	0	0	0	0	0
TMEM25	8	0	6	0	8	6	4.66666666666667	4.16333199893227
TMEM251	4	8	18	4	18	8	10	7.21110255092798
TMEM253	0	2	2	0	2	2	1.33333333333333	1.15470053837925
TMEM254	15	23	42	15	42	23	26.6666666666667	13.8684293751431
TMEM254-AS1	2	4	9	2	9	4	5	3.60555127546399
TMEM255A	0	0	0	0	0	0	0	0
TMEM255B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TMEM256	107	101	172	101	172	107	126.666666666667	39.3742724800514
TMEM258	789	849	1481	789	1481	849	1039.66666666667	383.381446255988
TMEM259	3	2	4	2	4	3	3	1
TMEM26	0	0	0	0	0	0	0	0
TMEM260	5	7	12	5	12	7	8	3.60555127546399
TMEM27	1	0	3	0	3	1	1.33333333333333	1.52752523165195
TMEM30A	65	41	87	41	87	65	64.3333333333333	23.0072452356499
TMEM30B	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TMEM30C	0	0	0	0	0	0	0	0
TMEM31	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TMEM33	23	24	43	23	43	24	30	11.2694276695846
TMEM35	2	2	1	1	2	2	1.66666666666667	0.577350269189626
TMEM37	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TMEM38A	5	1	4	1	5	4	3.33333333333333	2.08166599946613
TMEM38B	3	7	16	3	16	7	8.66666666666667	6.65832811847939
TMEM39A	11	18	39	11	39	18	22.6666666666667	14.5716619962629
TMEM39B	5	1	7	1	7	5	4.33333333333333	3.05505046330389
TMEM41A	16	9	11	9	16	11	12	3.60555127546399
TMEM41B	24	24	38	24	38	24	28.6666666666667	8.08290376865476
TMEM42	7	10	16	7	16	10	11	4.58257569495584
TMEM43	103	73	172	73	172	103	116	50.7641605859882
TMEM44	4	4	11	4	11	4	6.33333333333333	4.04145188432738
TMEM44-AS1	1	1	3	1	3	1	1.66666666666667	1.15470053837925
TMEM45A	211	230	386	211	386	230	275.666666666667	96.0225667920481
TMEM45B	3	1	3	1	3	3	2.33333333333333	1.15470053837925
TMEM47	60	35	63	35	63	60	52.6666666666667	15.3731367434669
TMEM5	14	18	20	14	20	18	17.3333333333333	3.05505046330389
TMEM50A	83	77	181	77	181	83	113.666666666667	58.3894967723934
TMEM50B	42	29	65	29	65	42	45.3333333333333	18.2300118851671
TMEM51	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TMEM51-AS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TMEM52	0	0	0	0	0	0	0	0
TMEM52B	0	0	0	0	0	0	0	0
TMEM53	4	3	8	3	8	4	5	2.64575131106459
TMEM54	2	2	5	2	5	2	3	1.73205080756888
TMEM55A	23	9	25	9	25	23	19	8.71779788708135
TMEM55B	1	2	7	1	7	2	3.33333333333333	3.21455025366432
TMEM56	3	2	10	2	10	3	5	4.35889894354067
TMEM56-RWDD3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TMEM57	20	15	35	15	35	20	23.3333333333333	10.4083299973307
TMEM59	174	157	305	157	305	174	212	80.987653380006
TMEM59L	0	2	6	0	6	2	2.66666666666667	3.05505046330389
TMEM60	49	50	111	49	111	50	70	35.5105618091294
TMEM61	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TMEM62	1	1	1	1	1	1	1	0
TMEM63A	2	0	5	0	5	2	2.33333333333333	2.51661147842358
TMEM63B	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TMEM63C	0	0	0	0	0	0	0	0
TMEM64	7	6	6	6	7	6	6.33333333333333	0.577350269189626
TMEM65	1	3	4	1	4	3	2.66666666666667	1.52752523165195
TMEM66	96	87	171	87	171	96	118	46.1194102304008
TMEM67	6	4	7	4	7	6	5.66666666666667	1.52752523165195
TMEM68	18	13	23	13	23	18	18	5
TMEM69	17	33	50	17	50	33	33.3333333333333	16.5025250593154
TMEM70	10	12	11	10	12	11	11	1
TMEM71	0	0	0	0	0	0	0	0
TMEM72-AS1	0	0	0	0	0	0	0	0
TMEM74	0	0	0	0	0	0	0	0
TMEM74B	0	0	0	0	0	0	0	0
TMEM75	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TMEM79	1	2	3	1	3	2	2	1
TMEM80	3	5	2	2	5	3	3.33333333333333	1.52752523165195
TMEM81	0	3	3	0	3	3	2	1.73205080756888
TMEM86A	1	1	1	1	1	1	1	0
TMEM86B	0	0	0	0	0	0	0	0
TMEM87A	57	78	126	57	126	78	87	35.3694783676548
TMEM87B	11	8	16	8	16	11	11.6666666666667	4.04145188432738
TMEM88	0	0	0	0	0	0	0	0
TMEM8A	5	5	8	5	8	5	6	1.73205080756888
TMEM8B	3	1	6	1	6	3	3.33333333333333	2.51661147842358
TMEM9	71	63	141	63	141	71	91.6666666666667	42.9107601113443
TMEM91	1	2	8	1	8	2	3.66666666666667	3.78593889720018
TMEM92	0	0	0	0	0	0	0	0
TMEM97	17	13	29	13	29	17	19.6666666666667	8.32666399786453
TMEM98	80	91	142	80	142	91	104.333333333333	33.0807093837683
TMEM99	27	31	53	27	53	31	37	14
TMEM9B	17	35	55	17	55	35	35.6666666666667	19.0087699058443
TMEM9B-AS1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TMF1	38	29	54	29	54	38	40.3333333333333	12.6622799421484
TMIE	0	0	0	0	0	0	0	0
TMIGD2	4	2	3	2	4	3	3	1
TMLHE	8	7	17	7	17	8	10.6666666666667	5.5075705472861
TMLHE-AS1	0	0	0	0	0	0	0	0
TMOD1	0	0	0	0	0	0	0	0
TMOD2	2	5	5	2	5	5	4	1.73205080756888
TMOD3	156	118	231	118	231	156	168.333333333333	57.5007246331151
TMOD4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TMPO	30	35	51	30	51	35	38.6666666666667	10.9696551146029
TMPO-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TMPPE	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TMPRSS11A	0	0	0	0	0	0	0	0
TMPRSS11B	2	0	1	0	2	1	1	1
TMPRSS11BNL	1	1	1	1	1	1	1	0
TMPRSS11D	0	0	0	0	0	0	0	0
TMPRSS11E	0	0	0	0	0	0	0	0
TMPRSS12	0	0	0	0	0	0	0	0
TMPRSS13	0	0	0	0	0	0	0	0
TMPRSS15	0	0	0	0	0	0	0	0
TMPRSS3	0	0	3	0	3	0	1	1.73205080756888
TMPRSS4-AS1	0	0	0	0	0	0	0	0
TMPRSS5	0	0	0	0	0	0	0	0
TMPRSS7	2	1	0	0	2	1	1	1
TMPRSS9	0	0	0	0	0	0	0	0
TMSB10	5490	5220	9994	5220	9994	5490	6901.33333333333	2681.72804984647
TMSB15A	0	1	2	0	2	1	1	1
TMSB15B	4	7	12	4	12	7	7.66666666666667	4.04145188432738
TMSB4X	9954	9797	18523	9797	18523	9954	12758	4993.25354853927
TMSB4Y	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TMTC1	8	5	5	5	8	5	6	1.73205080756888
TMTC2	1	0	2	0	2	1	1	1
TMTC3	23	21	35	21	35	23	26.3333333333333	7.57187779440036
TMTC4	2	4	6	2	6	4	4	2
TMUB1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
TMUB2	12	6	22	6	22	12	13.3333333333333	8.08290376865476
TMX1	57	63	95	57	95	63	71.6666666666667	20.4287379280594
TMX2	102	110	190	102	190	110	134	48.6621002423858
TMX2-CTNND1	0	0	0	0	0	0	0	0
TMX3	37	26	58	26	58	37	40.3333333333333	16.2583311976763
TMX4	9	8	7	7	9	8	8	1
TNC	21	18	33	18	33	21	24	7.93725393319377
TNFAIP1	6	6	8	6	8	6	6.66666666666667	1.15470053837925
TNFAIP2	2	2	3	2	3	2	2.33333333333333	0.577350269189626
TNFAIP3	0	2	4	0	4	2	2	2
TNFAIP6	195	190	428	190	428	195	271	135.988970140964
TNFAIP8	18	14	30	14	30	18	20.6666666666667	8.32666399786453
TNFAIP8L1	18	12	15	12	18	15	15	3
TNFAIP8L2	0	0	0	0	0	0	0	0
TNFAIP8L2-SCNM1	1	4	10	1	10	4	5	4.58257569495584
TNFAIP8L3	8	3	5	3	8	5	5.33333333333333	2.51661147842358
TNFRSF10A	1	0	2	0	2	1	1	1
TNFRSF10B	55	50	67	50	67	55	57.3333333333333	8.73689494805411
TNFRSF10C	1	1	6	1	6	1	2.66666666666667	2.88675134594813
TNFRSF10D	77	64	120	64	120	77	87	29.3087017795057
TNFRSF11A	0	0	0	0	0	0	0	0
TNFRSF11B	371	401	745	371	745	401	505.666666666667	207.810811396648
TNFRSF12A	22	27	63	22	63	27	37.3333333333333	22.3681320930768
TNFRSF14	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TNFRSF19	0	0	0	0	0	0	0	0
TNFRSF1A	20	19	58	19	58	20	32.3333333333333	22.2336081942031
TNFRSF1B	0	4	1	0	4	1	1.66666666666667	2.08166599946613
TNFRSF21	10	12	11	10	12	11	11	1
TNFRSF25	0	1	2	0	2	1	1	1
TNFRSF9	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TNFSF10	0	3	3	0	3	3	2	1.73205080756888
TNFSF12	2	3	3	2	3	3	2.66666666666667	0.577350269189626
TNFSF13	0	0	0	0	0	0	0	0
TNFSF13B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TNFSF14	1	0	8	0	8	1	3	4.35889894354067
TNFSF15	3	4	8	3	8	4	5	2.64575131106459
TNFSF18	0	0	0	0	0	0	0	0
TNFSF4	0	5	9	0	9	5	4.66666666666667	4.50924975282289
TNFSF8	0	0	0	0	0	0	0	0
TNFSF9	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TNIK	7	3	6	3	7	6	5.33333333333333	2.08166599946613
TNIP1	9	14	16	9	16	14	13	3.60555127546399
TNIP2	9	6	16	6	16	9	10.3333333333333	5.13160143944688
TNIP3	1	4	2	1	4	2	2.33333333333333	1.52752523165195
TNK1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TNK2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TNKS	14	11	10	10	14	11	11.6666666666667	2.08166599946613
TNKS1BP1	24	11	14	11	24	14	16.3333333333333	6.80685928555405
TNKS2	12	7	13	7	13	12	10.6666666666667	3.21455025366432
TNMD	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TNN	0	0	0	0	0	0	0	0
TNNC1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TNNC2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TNNI1	1	2	4	1	4	2	2.33333333333333	1.52752523165195
TNNT1	0	0	0	0	0	0	0	0
TNNT2	5	2	11	2	11	5	6	4.58257569495584
TNNT3	0	0	0	0	0	0	0	0
TNPO1	37	32	64	32	64	37	44.3333333333333	17.2143351115671
TNPO2	9	10	12	9	12	10	10.3333333333333	1.52752523165195
TNPO3	16	16	37	16	37	16	23	12.1243556529821
TNRC18	4	1	7	1	7	4	4	3
TNRC6A	22	11	24	11	24	22	19	7
TNRC6B	49	48	78	48	78	49	58.3333333333333	17.0391705588427
TNRC6C	5	8	19	5	19	8	10.6666666666667	7.37111479583199
TNRC6C-AS1	2	1	4	1	4	2	2.33333333333333	1.52752523165195
TNS1	62	56	99	56	99	62	72.3333333333333	23.2880512996114
TNS3	19	28	46	19	46	28	31	13.7477270848675
TNS4	0	0	0	0	0	0	0	0
TNXB	0	0	0	0	0	0	0	0
TOB1	18	21	29	18	29	21	22.6666666666667	5.68624070307733
TOB1-AS1	0	0	0	0	0	0	0	0
TOB2	7	7	27	7	27	7	13.6666666666667	11.5470053837925
TOB2P1	0	2	1	0	2	1	1	1
TOE1	2	5	4	2	5	4	3.66666666666667	1.52752523165195
TOLLIP	4	6	12	4	12	6	7.33333333333333	4.16333199893227
TOLLIP-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TOM1	3	10	16	3	16	10	9.66666666666667	6.50640709864771
TOM1L1	5	5	2	2	5	5	4	1.73205080756888
TOM1L2	5	2	6	2	6	5	4.33333333333333	2.08166599946613
TOMM20	96	92	166	92	166	96	118	41.6173040933696
TOMM20L	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TOMM22	27	25	58	25	58	27	36.6666666666667	18.5022521151706
TOMM34	9	11	15	9	15	11	11.6666666666667	3.05505046330389
TOMM40	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TOMM40L	4	0	2	0	4	2	2	2
TOMM5	287	312	545	287	545	312	381.333333333333	142.289610770897
TOMM6	186	153	336	153	336	186	225	97.5346092420532
TOMM7	680	678	1260	678	1260	680	872.666666666667	335.441996973148
TOMM70A	8	13	13	8	13	13	11.3333333333333	2.88675134594813
TONSL	5	4	5	4	5	5	4.66666666666667	0.577350269189626
TOP1	20	20	27	20	27	20	22.3333333333333	4.04145188432738
TOP1MT	2	0	4	0	4	2	2	2
TOP1P1	0	0	0	0	0	0	0	0
TOP1P2	0	0	0	0	0	0	0	0
TOP2A	0	0	0	0	0	0	0	0
TOP2B	16	12	23	12	23	16	17	5.56776436283002
TOP3A	4	2	5	2	5	4	3.66666666666667	1.52752523165195
TOP3B	2	0	1	0	2	1	1	1
TOPBP1	6	4	9	4	9	6	6.33333333333333	2.51661147842358
TOPORS	13	20	25	13	25	20	19.3333333333333	6.02771377334171
TOPORS-AS1	45	35	69	35	69	45	49.6666666666667	17.4737898961082
TOR1A	14	12	45	12	45	14	23.6666666666667	18.5022521151706
TOR1AIP1	26	25	48	25	48	26	33	13
TOR1AIP2	91	71	142	71	142	91	101.333333333333	36.6105631387081
TOR1B	9	9	17	9	17	9	11.6666666666667	4.61880215351701
TOR2A	1	2	0	0	2	1	1	1
TOR3A	1	2	5	1	5	2	2.66666666666667	2.08166599946613
TOR4A	4	6	7	4	7	6	5.66666666666667	1.52752523165195
TOX	0	0	0	0	0	0	0	0
TOX2	1	2	2	1	2	2	1.66666666666667	0.577350269189626
TOX4	63	55	86	55	86	63	68	16.0934769394311
TP53	20	20	53	20	53	20	31	19.0525588832576
TP53AIP1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TP53BP1	14	11	23	11	23	14	16	6.2449979983984
TP53BP2	10	13	20	10	20	13	14.3333333333333	5.13160143944688
TP53I11	6	6	14	6	14	6	8.66666666666667	4.61880215351701
TP53I13	5	1	3	1	5	3	3	2
TP53I3	3	4	11	3	11	4	6	4.35889894354067
TP53INP1	16	8	23	8	23	16	15.6666666666667	7.50555349946513
TP53INP2	1	1	3	1	3	1	1.66666666666667	1.15470053837925
TP53RK	8	7	10	7	10	8	8.33333333333333	1.52752523165195
TP53TG1	58	57	112	57	112	58	75.6666666666667	31.4695620136877
TP53TG3D	0	0	0	0	0	0	0	0
TP53TG5	0	0	0	0	0	0	0	0
TP63	0	0	0	0	0	0	0	0
TP73	0	0	0	0	0	0	0	0
TP73-AS1	10	4	6	4	10	6	6.66666666666667	3.05505046330389
TPBG	18	21	31	18	31	21	23.3333333333333	6.80685928555405
TPBGL	0	0	0	0	0	0	0	0
TPCN1	5	8	9	5	9	8	7.33333333333333	2.08166599946613
TPCN2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TPD52	2	1	6	1	6	2	3	2.64575131106459
TPD52L1	64	38	118	38	118	64	73.3333333333333	40.8084958474744
TPD52L2	29	18	62	18	62	29	36.3333333333333	22.8983259941275
TPD52L3	0	0	0	0	0	0	0	0
TPGS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TPGS2	31	31	49	31	49	31	37	10.3923048454133
TPH2	0	0	0	0	0	0	0	0
TPI1	1006	804	2261	804	2261	1006	1357	789.37506927949
TPI1P2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TPK1	0	3	4	0	4	3	2.33333333333333	2.08166599946613
TPM1	494	388	683	388	683	494	521.666666666667	149.433374228562
TPM2	289	212	440	212	440	289	313.666666666667	115.984194325491
TPM3	129	102	185	102	185	129	138.666666666667	42.3359579238894
TPM3P9	1	4	5	1	5	4	3.33333333333333	2.08166599946613
TPM4	388	334	460	334	460	388	394	63.2139225171164
TPMT	30	30	51	30	51	30	37	12.1243556529821
TPP1	35	23	49	23	49	35	35.6666666666667	13.0128141972954
TPP2	13	10	17	10	17	13	13.3333333333333	3.51188458428425
TPPP	0	0	0	0	0	0	0	0
TPPP3	2	1	2	1	2	2	1.66666666666667	0.577350269189626
TPR	298	228	504	228	504	298	343.333333333333	143.475898092095
TPRA1	3	1	4	1	4	3	2.66666666666667	1.52752523165195
TPRG1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TPRG1L	19	21	21	19	21	21	20.3333333333333	1.15470053837925
TPRKB	66	53	131	53	131	66	83.3333333333333	41.7891532976361
TPRN	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TPST1	16	13	23	13	23	16	17.3333333333333	5.13160143944688
TPST2	10	11	23	10	23	11	14.6666666666667	7.23417813807024
TPT1	2360	2680	3605	2360	3605	2680	2881.66666666667	646.535639646674
TPT1-AS1	3	3	3	3	3	3	3	0
TPTE2	0	0	0	0	0	0	0	0
TPTE2P1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TPTE2P3	1	2	0	0	2	1	1	1
TPTE2P5	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TPTE2P6	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TPTEP1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TPX2	2	0	4	0	4	2	2	2
TRA2A	21	17	52	17	52	21	30	19.157244060668
TRA2B	26	23	47	23	47	26	32	13.076696830622
TRABD	2	1	2	1	2	2	1.66666666666667	0.577350269189626
TRABD2A	2	0	4	0	4	2	2	2
TRABD2B	0	0	0	0	0	0	0	0
TRADD	2	2	4	2	4	2	2.66666666666667	1.15470053837925
TRAF1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TRAF2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRAF3	10	3	12	3	12	10	8.33333333333333	4.72581562625261
TRAF3IP1	15	6	15	6	15	15	12	5.19615242270663
TRAF3IP2	36	28	49	28	49	36	37.6666666666667	10.5987420637231
TRAF3IP2-AS1	5	9	7	5	9	7	7	2
TRAF3IP3	0	0	0	0	0	0	0	0
TRAF4	2	1	5	1	5	2	2.66666666666667	2.08166599946613
TRAF5	11	11	20	11	20	11	14	5.19615242270663
TRAF6	5	5	5	5	5	5	5	0
TRAF7	0	0	0	0	0	0	0	0
TRAFD1	16	8	25	8	25	16	16.3333333333333	8.50490054811538
TRAIP	1	0	4	0	4	1	1.66666666666667	2.08166599946613
TRAK1	7	8	21	7	21	8	12	7.81024967590665
TRAK2	59	53	80	53	80	59	64	14.1774468787578
TRAM1	142	120	212	120	212	142	158	48.0416485978573
TRAM1L1	1	0	2	0	2	1	1	1
TRAM2	100	44	127	44	127	100	90.3333333333333	42.3359579238894
TRAM2-AS1	2	6	5	2	6	5	4.33333333333333	2.08166599946613
TRANK1	6	5	11	5	11	6	7.33333333333333	3.21455025366432
TRAP1	7	0	9	0	9	7	5.33333333333333	4.72581562625261
TRAPPC1	14	14	30	14	30	14	19.3333333333333	9.23760430703401
TRAPPC10	2	1	5	1	5	2	2.66666666666667	2.08166599946613
TRAPPC11	9	8	8	8	9	8	8.33333333333333	0.577350269189626
TRAPPC12	5	2	5	2	5	5	4	1.73205080756888
TRAPPC13	18	17	47	17	47	18	27.3333333333333	17.0391705588427
TRAPPC2	21	26	54	21	54	26	33.6666666666667	17.7857620959388
TRAPPC2L	122	133	257	122	257	133	170.666666666667	74.9688824335359
TRAPPC2P1	11	17	19	11	19	17	15.6666666666667	4.16333199893227
TRAPPC3	16	17	35	16	35	17	22.6666666666667	10.6926766215636
TRAPPC3L	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TRAPPC4	77	91	153	77	153	91	107	40.4474968323134
TRAPPC5	15	10	24	10	24	15	16.3333333333333	7.09459888459759
TRAPPC6A	10	1	12	1	12	10	7.66666666666667	5.85946527708232
TRAPPC6B	12	14	22	12	22	14	16	5.29150262212918
TRAPPC8	11	1	4	1	11	4	5.33333333333333	5.13160143944688
TRAPPC9	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TRAT1	0	0	0	0	0	0	0	0
TRDMT1	4	4	5	4	5	4	4.33333333333333	0.577350269189626
TRDN	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TREM1	2	2	6	2	6	2	3.33333333333333	2.3094010767585
TREM2	0	0	0	0	0	0	0	0
TREML2	0	0	0	0	0	0	0	0
TREML3P	0	0	0	0	0	0	0	0
TRERF1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TREX1	9	9	14	9	14	9	10.6666666666667	2.88675134594813
TREX2	0	0	0	0	0	0	0	0
TRHDE-AS1	0	0	0	0	0	0	0	0
TRIAP1	78	80	161	78	161	80	106.333333333333	47.3532821812103
TRIB1	1	4	4	1	4	4	3	1.73205080756888
TRIB2	22	7	17	7	22	17	15.3333333333333	7.63762615825973
TRIB3	26	19	52	19	52	26	32.3333333333333	17.3877351409933
TRIL	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TRIM11	4	1	4	1	4	4	3	1.73205080756888
TRIM13	16	35	53	16	53	35	34.6666666666667	18.5022521151706
TRIM14	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TRIM16	4	3	14	3	14	4	7	6.08276253029822
TRIM16L	4	1	8	1	8	4	4.33333333333333	3.51188458428425
