Gene	TRS.A.2.6.1.A1	TRS.A.4.4.1.A11	TRS.A.5.10.1.C6	TRS.A.5.10.1.H11	TRS.A.5.10.1.H12	Min	Max	Median	Mean	Std
ROCK1P1	0	0	0	0	0	0	0	0	0	0
ROCK2	29	39	41	38	22	22	41	38	33.8	8.04363102087608
ROGDI	3	1	5	0	4	0	5	3	2.6	2.07364413533277
ROM1	0	1	0	2	1	0	2	1	0.8	0.836660026534076
ROMO1	438	550	602	687	372	372	687	550	529.8	126.155459651971
ROPN1B	0	0	0	0	0	0	0	0	0	0
ROPN1L	0	0	0	0	0	0	0	0	0	0
ROPN1L-AS1	0	0	0	0	0	0	0	0	0	0
ROR1	29	30	39	47	32	29	47	32	35.4	7.56967634711022
ROR2	3	2	2	1	2	1	3	2	2	0.707106781186548
RORA	7	10	15	11	8	7	15	10	10.2	3.11448230047949
RORB	0	0	0	0	0	0	0	0	0	0
RORC	0	0	0	0	0	0	0	0	0	0
ROS1	0	0	0	0	0	0	0	0	0	0
RP2	21	20	10	24	15	10	24	20	18	5.52268050859363
RP9	2	5	10	4	6	2	10	5	5.4	2.96647939483826
RP9P	9	9	10	11	11	9	11	10	10	1
RPA1	12	15	8	16	8	8	16	12	11.8	3.76828873628335
RPA2	39	59	59	86	55	39	86	59	59.6	16.9056203672033
RPA3	40	40	47	65	47	40	65	47	47.8	10.2323017938292
RPA4	0	0	0	0	0	0	0	0	0	0
RPAIN	121	117	154	179	101	101	179	121	134.4	31.5087289492928
RPAP1	7	3	5	3	1	1	7	3	3.8	2.28035085019828
RPAP2	15	12	17	20	17	12	20	17	16.2	2.94957624075052
RPAP3	20	28	37	45	25	20	45	28	31	9.97496867163
RPE	19	19	24	35	19	19	35	19	23.2	6.94262198308391
RPE65	0	0	0	0	0	0	0	0	0	0
RPF1	37	37	43	50	35	35	50	37	40.4	6.14817045957576
RPF2	48	49	83	82	47	47	83	49	61.8	18.9129585205488
RPGR	4	9	5	7	4	4	9	5	5.8	2.16794833886788
RPGRIP1	0	0	0	0	0	0	0	0	0	0
RPGRIP1L	15	46	26	35	16	15	46	26	27.6	13.1263094584883
RPH3AL	9	11	6	4	6	4	11	6	7.2	2.77488738510232
RPIA	2	1	4	6	5	1	6	4	3.6	2.07364413533277
RPL10	6982	7842	7466	9368	6664	6664	9368	7466	7664.4	1053.52114359419
RPL10A	2445	2738	2720	3957	1933	1933	3957	2720	2758.6	744.65381218389
RPL11	3544	4230	4181	4910	2941	2941	4910	4181	3961.2	747.604641505121
RPL12	3751	4298	4215	5095	2881	2881	5095	4215	4048	811.895313448723
RPL13	925	999	991	1338	740	740	1338	991	998.6	216.530136470654
RPL13A	942	1072	1100	1282	795	795	1282	1072	1038.2	182.209220403359
RPL13AP17	0	0	0	0	0	0	0	0	0	0
RPL13AP20	0	0	0	0	0	0	0	0	0	0
RPL13AP3	0	0	0	0	0	0	0	0	0	0
RPL13AP6	0	0	0	0	0	0	0	0	0	0
RPL13P5	0	0	0	1	0	0	1	0	0.2	0.447213595499958
RPL14	1507	1641	1619	1823	1087	1087	1823	1619	1535.4	275.101435837765
RPL15	5635	6503	6681	8906	5018	5018	8906	6503	6548.6	1479.38713662111
RPL17	451	490	420	662	278	278	662	451	460.2	138.301120747447
RPL17-C18orf32	0	1	0	0	0	0	1	0	0.2	0.447213595499958
RPL18	283	374	310	496	263	263	496	310	345.2	94.1206672309541
RPL18A	4598	5178	5016	6068	3462	3462	6068	5016	4864.4	949.694055999089
RPL19	3224	3731	3743	4673	2488	2488	4673	3731	3571.8	800.450310762636
RPL19P12	2	0	0	0	0	0	2	0	0.4	0.894427190999916
RPL21	94	119	108	139	54	54	139	108	102.8	31.854356060043
RPL21P28	11	6	4	11	2	2	11	6	6.8	4.08656334834051
RPL21P44	0	0	0	0	0	0	0	0	0	0
RPL22	1569	1771	1766	2139	1250	1250	2139	1766	1699	324.720649174025
RPL22L1	62	67	66	91	48	48	91	66	66.8	15.5145093380358
RPL23	1775	1872	1843	2038	1165	1165	2038	1843	1738.6	334.916855353683
RPL23A	3595	4165	3990	4637	2658	2658	4637	3990	3809	744.257683870311
RPL23AP32	1	3	1	1	0	0	3	1	1.2	1.09544511501033
RPL23AP53	12	15	26	33	16	12	33	16	20.4	8.79204185613331
RPL23AP64	0	0	0	0	1	0	1	0	0.2	0.447213595499958
RPL23AP7	1	6	1	13	4	1	13	4	5	4.94974746830583
RPL23AP82	14	25	24	16	11	11	25	16	18	6.20483682299543
RPL24	2217	2344	2457	2770	1440	1440	2770	2344	2245.6	494.766914819494
RPL26	4319	4806	4685	7365	3198	3198	7365	4685	4874.6	1529.90401659712
RPL26L1	160	187	174	250	140	140	250	174	182.2	41.7157044768514
RPL27	2430	2879	2854	3529	1869	1869	3529	2854	2712.2	613.537855392803
RPL27A	2842	3187	3014	3478	2012	2012	3478	3014	2906.6	552.525836499978
RPL28	1031	1173	1175	1344	1013	1013	1344	1173	1147.2	133.866351261249
RPL29	2004	2152	2062	2628	1509	1509	2628	2062	2071	399.131557259007
RPL29P2	0	1	1	0	2	0	2	1	0.8	0.836660026534076
RPL3	8306	9710	10134	12267	7563	7563	12267	9710	9596	1818.91932201514
RPL30	2042	2401	2310	2660	1527	1527	2660	2310	2188	430.486352861505
RPL31	6098	6749	6560	8458	5536	5536	8458	6560	6680.2	1098.62468568661
RPL31P11	0	1	0	0	0	0	1	0	0.2	0.447213595499958
RPL32	6052	7048	6773	8316	4865	4865	8316	6773	6610.8	1273.30620826257
RPL32P3	4	6	4	6	1	1	6	4	4.2	2.04939015319192
RPL34	7557	8925	8940	10997	6319	6319	10997	8925	8547.6	1749.56531744316
RPL34-AS1	1	1	0	1	0	0	1	1	0.6	0.547722557505166
RPL35	3662	4670	4409	5821	3176	3176	5821	4409	4347.6	1015.05088542398
RPL35A	3484	4118	4235	5543	3309	3309	5543	4118	4137.8	880.169131474173
RPL36	3300	3620	3428	4168	2378	2378	4168	3428	3378.8	650.239340550847
RPL36A	225	230	191	233	117	117	233	225	199.2	48.9407805413849
RPL36A-HNRNPH2	0	0	0	0	1	0	1	0	0.2	0.447213595499958
RPL36AL	707	897	861	1058	606	606	1058	861	825.8	175.107681156482
RPL37	2058	2165	2004	2236	1261	1261	2236	2058	1944.8	392.806186305664
RPL37A	2847	3051	2915	3263	1831	1831	3263	2915	2781.4	554.534759956488
RPL38	1353	1321	1400	1544	838	838	1544	1353	1291.2	267.321342208212
RPL39	3598	4070	3762	4574	2463	2463	4574	3762	3693.4	781.820823462768
RPL39L	5	7	9	4	8	4	9	7	6.6	2.07364413533277
RPL3L	0	0	0	0	0	0	0	0	0	0
RPL4	2499	2818	2710	3246	1878	1878	3246	2710	2630.2	500.965268257192
RPL41	14235	16316	16104	18700	10560	10560	18700	16104	15183	3031.99818601529
RPL5	1618	1754	1691	1986	1144	1144	1986	1691	1638.6	308.951128821372
RPL6	3560	4732	4920	9010	5256	3560	9010	4920	5495.6	2065.75429323044
RPL7	5540	6603	6553	8958	4976	4976	8958	6553	6526	1524.46531610267
RPL7A	1973	2081	2065	2928	1490	1490	2928	2065	2107.4	518.441221354938
RPL7L1	54	68	88	88	65	54	88	68	72.6	14.993331851193
RPL8	1273	1529	1444	1668	1035	1035	1668	1444	1389.8	244.558173038645
RPL9	2137	2531	2440	2839	1634	1634	2839	2440	2316.2	456.150961853639
RPLP0	5802	6999	6695	8612	4965	4965	8612	6695	6614.6	1371.61703838936
RPLP0P2	7	4	5	6	4	4	7	5	5.2	1.30384048104053
RPLP1	15445	17591	17297	22420	12318	12318	22420	17297	17014.2	3679.40317171141
RPLP2	3395	3594	3623	4308	2424	2424	4308	3594	3468.8	678.373569650233
RPN1	50	58	54	74	42	42	74	54	55.6	11.8659175793531
RPN2	352	510	537	610	410	352	610	510	483.8	102.78715873104
RPP14	25	26	46	33	40	25	46	33	34	9.02773504263389
RPP21	7	6	8	6	14	6	14	7	8.2	3.3466401061363
RPP25	1	3	4	4	2	1	4	3	2.8	1.30384048104053
RPP25L	4	8	15	9	11	4	15	9	9.4	4.03732584763727
RPP30	61	88	96	120	56	56	120	88	84.2	26.3096940309081
RPP38	26	27	28	25	23	23	28	26	25.8	1.92353840616713
RPP40	5	11	10	30	14	5	30	11	14	9.51314879522022
RPPH1	2	1	0	1	0	0	2	1	0.8	0.836660026534076
RPRD1A	9	15	11	21	12	9	21	12	13.6	4.6690470119715
RPRD1B	2	3	3	1	5	1	5	3	2.8	1.48323969741913
RPRD2	5	13	15	17	12	5	17	13	12.4	4.56070170039655
RPRML	4	9	5	2	3	2	9	4	4.6	2.70185121722126
RPS10	180	182	173	188	97	97	188	180	164	37.8351688247852
RPS10P7	2	1	0	0	0	0	2	0	0.6	0.894427190999916
RPS11	2065	2327	2311	2639	1483	1483	2639	2311	2165	432.249927703869
RPS12	7146	8795	8278	10248	5426	5426	10248	8278	7978.6	1810.75365524966
RPS13	4287	5079	4752	5731	3169	3169	5731	4752	4603.6	958.823654276426
RPS14	6750	7764	7764	9478	5905	5905	9478	7764	7532.2	1337.27491564001
RPS14P3	1	3	1	2	2	1	3	2	1.8	0.836660026534076
RPS15	665	867	897	1734	735	665	1734	867	979.6	432.26820378094
RPS15A	4005	4358	4176	5451	2813	2813	5451	4176	4160.6	941.351847079507
RPS15AP10	1	1	1	1	0	0	1	1	0.8	0.447213595499958
RPS16	2489	2750	2637	4392	1754	1754	4392	2637	2804.4	968.797347230059
RPS16P5	0	0	1	0	0	0	1	0	0.2	0.447213595499958
RPS17	2	4	2	5	2	2	5	2	3	1.4142135623731
RPS18	8424	9792	9339	11318	6780	6780	11318	9339	9130.6	1680.0448803529
RPS18P9	1	3	3	2	1	1	3	2	2	1
RPS19	11294	13886	13834	17696	10290	10290	17696	13834	13400	2871.73745318057
RPS19BP1	24	23	28	30	16	16	30	24	24.2	5.40370243444252
RPS2	688	812	676	853	465	465	853	688	698.8	151.567476722416
RPS20	2551	2905	2763	3086	1881	1881	3086	2763	2637.2	465.895052560123
RPS21	1254	1381	1362	1688	948	948	1688	1362	1326.6	266.191284605638
RPS23	6337	7851	8126	10823	5981	5981	10823	7851	7823.6	1916.62145453921
RPS24	1983	2426	2329	4280	4167	1983	4280	2426	3037	1096.29489645807
RPS25	2914	3296	3248	3819	2205	2205	3819	3248	3096.4	594.314142520603
RPS26	516	712	647	781	409	409	781	647	613	150.171568547445
RPS26P11	0	0	0	0	0	0	0	0	0	0
RPS27	8026	8796	8604	10275	5654	5654	10275	8604	8271	1681.60964554798
RPS27A	4169	5230	5000	5711	2983	2983	5711	5000	4618.6	1071.20740288704
RPS27L	1454	1861	2109	2616	1503	1454	2616	1861	1908.6	478.020187858212
RPS28	3947	4766	4513	5551	3196	3196	5551	4513	4394.6	884.053901071649
RPS29	2971	3345	3104	3548	1952	1952	3548	3104	2984	618.063508063694
RPS2P32	1	1	2	0	0	0	2	1	0.8	0.836660026534076
RPS3	4006	4233	4075	5135	2818	2818	5135	4075	4053.4	826.293107801342
RPS3A	4361	5025	4907	5975	3435	3435	5975	4907	4740.6	932.872338532985
RPS4X	3751	4201	4099	6272	2732	2732	6272	4099	4211	1290.29124619211
RPS4Y1	1073	1322	1405	1629	1017	1017	1629	1322	1289.2	250.392092526901
RPS5	2888	3117	3156	3704	2036	2036	3704	3117	2980.2	606.943325196019
RPS6	7778	9267	9216	11624	6733	6733	11624	9216	8923.6	1844.36365719996
RPS6KA1	0	0	1	0	0	0	1	0	0.2	0.447213595499958
RPS6KA2	30	48	51	76	39	30	76	48	48.8	17.2829395647847
RPS6KA2-IT1	0	0	0	0	0	0	0	0	0	0
RPS6KA3	17	22	14	24	20	14	24	20	19.4	3.97492138287036
RPS6KA4	3	1	0	5	1	0	5	1	2	2
RPS6KA5	4	1	0	0	0	0	4	0	1	1.73205080756888
RPS6KA6	10	5	6	7	2	2	10	6	6	2.91547594742265
RPS6KB1	12	17	20	20	22	12	22	20	18.2	3.89871773792359
RPS6KB2	0	2	0	2	0	0	2	0	0.8	1.09544511501033
RPS6KC1	9	12	7	5	6	5	12	7	7.8	2.77488738510232
RPS6KL1	0	0	0	0	0	0	0	0	0	0
RPS7	1669	2209	2216	2597	1508	1508	2597	2209	2039.8	444.53650018868
RPS8	4053	4482	4135	4933	2964	2964	4933	4135	4113.4	730.213188048531
RPS9	695	856	813	888	794	695	888	813	809.2	73.6321940458112
RPSA	2	1	0	3	1	0	3	1	1.4	1.14017542509914
RPSAP52	1	1	1	4	0	0	4	1	1.4	1.51657508881031
RPSAP58	0	0	0	0	0	0	0	0	0	0
RPSAP9	2	1	2	3	1	1	3	2	1.8	0.836660026534076
RPTOR	1	0	0	0	0	0	1	0	0.2	0.447213595499958
RPUSD1	5	2	2	3	3	2	5	3	3	1.22474487139159
RPUSD2	2	2	2	4	2	2	4	2	2.4	0.894427190999916
RPUSD3	2	3	3	5	0	0	5	3	2.6	1.81659021245849
RPUSD4	10	8	23	21	19	8	23	19	16.2	6.76017751246223
RQCD1	12	26	20	26	14	12	26	20	19.6	6.54217089351845
RRAD	0	2	0	0	0	0	2	0	0.4	0.894427190999916
RRAGA	31	47	35	53	23	23	53	35	37.8	12.1326007104825
RRAGB	19	21	24	29	18	18	29	21	22.2	4.43846820423443
RRAGC	13	18	26	26	16	13	26	18	19.8	5.93295878967653
RRAGD	4	5	6	7	7	4	7	6	5.8	1.30384048104053
RRAS	39	50	51	69	33	33	69	50	48.4	13.7767920794356
RRAS2	10	9	16	14	11	9	16	11	12	2.91547594742265
RRBP1	130	189	193	162	163	130	193	163	167.4	25.3436382549941
RREB1	8	10	13	6	8	6	13	8	9	2.64575131106459
RRM1	26	36	46	42	21	21	46	36	34.2	10.5451410611713
RRM2	6	5	5	7	2	2	7	5	5	1.87082869338697
RRM2B	72	93	85	106	58	58	106	85	82.8	18.566098136119
RRN3	15	17	21	32	18	15	32	18	20.6	6.73052746818554
RRN3P1	0	1	1	0	0	0	1	0	0.4	0.547722557505166
RRN3P2	0	1	0	0	0	0	1	0	0.2	0.447213595499958
RRN3P3	0	0	0	0	0	0	0	0	0	0
RRNAD1	3	2	5	11	9	2	11	5	6	3.87298334620742
RRP1	1	2	1	3	0	0	3	1	1.4	1.14017542509914
RRP12	3	3	6	10	5	3	10	5	5.4	2.88097205817759
RRP15	39	47	45	54	27	27	54	45	42.4	10.1390334845093
RRP1B	8	16	8	16	13	8	16	13	12.2	4.02492235949962
RRP36	3	6	9	11	7	3	11	7	7.2	3.03315017762062
RRP7A	11	16	17	24	13	11	24	16	16.2	4.96990945591567
RRP7B	4	2	2	0	0	0	4	2	1.6	1.67332005306815
RRP8	3	9	4	4	7	3	9	4	5.4	2.50998007960223
RRP9	4	8	4	4	1	1	8	4	4.2	2.48997991959775
RRS1	3	6	2	5	5	2	6	5	4.2	1.6431676725155
RSAD1	0	3	2	4	1	0	4	2	2	1.58113883008419
RSAD2	0	0	0	1	0	0	1	0	0.2	0.447213595499958
RSBN1	15	17	13	16	16	13	17	16	15.4	1.51657508881031
RSBN1L	7	6	11	8	6	6	11	7	7.6	2.07364413533277
RSBN1L-AS1	3	4	3	7	6	3	7	4	4.6	1.81659021245849
RSC1A1	0	1	0	0	1	0	1	0	0.4	0.547722557505166
RSF1	58	63	72	55	60	55	72	60	61.6	6.50384501660364
RSG1	0	0	0	0	1	0	1	0	0.2	0.447213595499958
RSL1D1	352	413	474	504	309	309	504	413	410.4	81.4020884252978
RSL24D1	311	291	417	460	293	291	460	311	354.4	78.6498569610905
RSPH1	0	0	0	0	0	0	0	0	0	0
RSPH3	6	3	4	8	3	3	8	4	4.8	2.16794833886788
RSPH4A	0	1	0	0	0	0	1	0	0.2	0.447213595499958
RSPH9	3	0	2	2	1	0	3	2	1.6	1.14017542509914
RSPO1	0	0	0	2	0	0	2	0	0.4	0.894427190999916
RSPO2	0	3	0	0	0	0	3	0	0.6	1.34164078649987
RSPO3	0	1	0	0	0	0	1	0	0.2	0.447213595499958
RSPRY1	23	12	13	22	13	12	23	13	16.6	5.41294744108974
RSRC1	53	64	74	65	53	53	74	64	61.8	8.92748564826626
RSRC2	106	126	87	120	75	75	126	106	102.8	21.6032404976661
RSU1	223	287	319	429	257	223	429	287	303	78.9050061783155
RSU1P2	0	0	0	0	0	0	0	0	0	0
RTBDN	3	2	0	1	1	0	3	1	1.4	1.14017542509914
RTCA	26	37	24	32	25	24	37	26	28.8	5.54075807087803
RTCB	71	112	93	140	74	71	140	93	98	28.6792607994
RTDR1	0	0	0	0	0	0	0	0	0	0
RTEL1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
RTEL1-TNFRSF6B	0	0	0	0	0	0	0	0	0	0
RTF1	46	42	66	56	51	42	66	51	52.2	9.338094023943
RTFDC1	148	167	210	228	144	144	228	167	179.4	37.7200212089018
RTKN	1	0	1	0	1	0	1	1	0.6	0.547722557505166
RTKN2	4	6	5	2	4	2	6	4	4.2	1.48323969741913
RTL1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
RTN1	0	1	0	0	0	0	1	0	0.2	0.447213595499958
RTN2	0	0	2	1	1	0	2	1	0.8	0.836660026534076
RTN3	77	78	123	141	72	72	141	78	98.2	31.5863894739491
RTN4	140	168	163	209	131	131	209	163	162.2	30.3759773505315
RTN4IP1	4	1	4	10	3	1	10	4	4.4	3.36154726279432
RTN4R	0	0	0	0	0	0	0	0	0	0
RTN4RL2	0	0	0	0	0	0	0	0	0	0
RTP1	0	0	0	0	0	0	0	0	0	0
RTP4	0	1	1	4	4	0	4	1	2	1.87082869338697
RTTN	4	3	1	0	0	0	4	1	1.6	1.8165902124585
RUFY1	13	13	18	22	6	6	22	13	14.4	6.02494813255683
RUFY2	19	25	28	19	12	12	28	19	20.6	6.18869937870632
RUFY3	40	27	25	27	10	10	40	27	25.8	10.6630202100531
RUNDC1	15	14	8	16	9	8	16	14	12.4	3.64691650576209
RUNDC3A	0	0	0	0	0	0	0	0	0	0
RUNDC3B	0	1	2	2	1	0	2	1	1.2	0.836660026534076
RUNX1	27	48	38	40	20	20	48	38	34.6	11.0815161417561
RUNX1-IT1	0	0	0	0	0	0	0	0	0	0
RUNX1T1	32	32	31	28	12	12	32	31	27	8.54400374531753
RUNX2	11	13	16	16	10	10	16	13	13.2	2.77488738510232
RUNX3	0	0	0	0	0	0	0	0	0	0
RUSC1	5	2	6	7	2	2	7	5	4.4	2.30217288664427
RUSC1-AS1	0	0	0	0	0	0	0	0	0	0
RUSC2	17	14	15	20	16	14	20	16	16.4	2.30217288664427
RUVBL1	20	26	22	35	12	12	35	22	23	8.42614977317636
RUVBL2	13	24	18	32	22	13	32	22	21.8	7.08519583356734
RWDD1	209	261	277	359	229	209	359	261	267	57.8964593045205
RWDD2A	20	16	40	39	20	16	40	20	27	11.5325625946708
RWDD2B	25	23	42	40	28	23	42	28	31.6	8.79204185613331
RWDD3	21	34	50	43	25	21	50	34	34.6	12.0954536913669
RWDD4	13	21	14	23	12	12	23	14	16.6	5.02991053598372
RXFP1	1	0	2	2	0	0	2	1	1	1
RXFP2	0	0	0	0	0	0	0	0	0	0
RXRA	6	4	6	5	1	1	6	5	4.4	2.07364413533277
RXRB	7	5	5	7	1	1	7	5	5	2.44948974278318
RYBP	25	17	23	25	16	16	25	23	21.2	4.38178046004133
RYK	24	32	23	21	31	21	32	24	26.2	4.96990945591567
RYR1	0	0	0	0	0	0	0	0	0	0
RYR3	0	0	2	2	3	0	3	2	1.4	1.34164078649987
S100A1	0	1	1	1	0	0	1	1	0.6	0.547722557505166
S100A10	1129	1436	1430	1856	1037	1037	1856	1430	1377.6	321.260486210178
S100A11	1609	1950	2004	2683	1467	1467	2683	1950	1942.6	471.566856341707
S100A12	0	0	0	0	0	0	0	0	0	0
S100A13	389	466	501	561	331	331	561	466	449.6	90.9109454356295
S100A14	0	0	1	0	0	0	1	0	0.2	0.447213595499958
S100A16	146	193	190	252	158	146	252	190	187.8	41.1970872756801
S100A2	8	12	9	9	5	5	12	9	8.6	2.50998007960223
S100A3	4	6	9	8	9	4	9	8	7.2	2.16794833886788
S100A4	535	1042	1318	1673	856	535	1673	1042	1084.8	434.977815526263
S100A5	2	0	0	1	0	0	2	0	0.6	0.894427190999916
S100A6	6021	8010	8144	10032	5675	5675	10032	8010	7576.4	1773.04407728629
S100A7	0	0	0	0	0	0	0	0	0	0
S100A8	0	0	0	0	0	0	0	0	0	0
S100A9	0	0	0	0	0	0	0	0	0	0
S100B	0	0	0	3	0	0	3	0	0.6	1.34164078649987
S100G	0	0	0	0	0	0	0	0	0	0
S100P	0	0	1	0	0	0	1	0	0.2	0.447213595499958
S100PBP	18	17	15	16	11	11	18	16	15.4	2.70185121722126
S100Z	0	0	0	0	0	0	0	0	0	0
S1PR1	3	3	1	4	1	1	4	3	2.4	1.34164078649987
S1PR2	59	53	79	67	38	38	79	59	59.2	15.3362316101447
S1PR3	0	7	5	6	7	0	7	6	5	2.91547594742265
S1PR4	0	0	0	0	0	0	0	0	0	0
S1PR5	0	0	1	0	0	0	1	0	0.2	0.447213595499958
SAA1	2	1	1	6	0	0	6	1	2	2.34520787991171
SAA2	0	0	0	0	0	0	0	0	0	0
SAAL1	4	1	4	0	3	0	4	3	2.4	1.81659021245849
SAC3D1	0	2	3	2	1	0	3	2	1.6	1.14017542509914
SACM1L	16	25	24	24	18	16	25	24	21.4	4.09878030638384
SACS	21	22	22	19	15	15	22	21	19.8	2.94957624075052
SACS-AS1	2	0	0	0	0	0	2	0	0.4	0.894427190999916
SAE1	19	22	34	33	25	19	34	25	26.6	6.65582451691749
SAFB	10	12	14	19	5	5	19	12	12	5.1478150704935
SAFB2	12	17	16	20	7	7	20	16	14.4	5.02991053598372
SALL1	2	2	3	4	1	1	4	2	2.4	1.14017542509914
SALL2	3	4	1	3	5	1	5	3	3.2	1.48323969741913
SALL3	0	1	3	0	0	0	3	0	0.8	1.30384048104053
SALL4	0	0	0	0	1	0	1	0	0.2	0.447213595499958
SAMD1	0	0	1	2	2	0	2	1	1	1
SAMD10	2	0	1	1	2	0	2	1	1.2	0.836660026534076
SAMD11	2	1	3	3	3	1	3	3	2.4	0.894427190999916
SAMD12	6	1	3	2	3	1	6	3	3	1.87082869338697
SAMD12-AS1	0	0	0	0	0	0	0	0	0	0
SAMD13	2	0	0	2	0	0	2	0	0.8	1.09544511501033
SAMD14	0	2	0	1	2	0	2	1	1	1
SAMD15	4	3	2	7	0	0	7	3	3.2	2.58843582110896
SAMD3	2	1	0	1	2	0	2	1	1.2	0.836660026534076
SAMD4A	12	12	15	13	14	12	15	13	13.2	1.30384048104053
SAMD4B	3	6	6	6	5	3	6	6	5.2	1.30384048104053
SAMD5	6	1	4	3	1	1	6	3	3	2.12132034355964
SAMD7	0	0	0	0	0	0	0	0	0	0
SAMD8	37	35	14	23	16	14	37	23	25	10.6066017177982
SAMD9	36	46	29	38	26	26	46	36	35	7.87400787401181
SAMD9L	17	25	20	40	21	17	40	21	24.6	9.07193474403338
SAMHD1	5	4	6	2	6	2	6	5	4.6	1.67332005306815
SAMM50	45	53	49	70	34	34	70	49	50.2	13.1415372007996
SAMSN1	0	0	0	0	0	0	0	0	0	0
SAP130	2	10	10	11	3	2	11	10	7.2	4.32434966208793
SAP18	319	420	463	579	364	319	579	420	429	100.077469992002
SAP25	0	0	0	0	0	0	0	0	0	0
SAP30	3	8	6	6	9	3	9	6	6.4	2.30217288664427
SAP30BP	67	52	58	73	45	45	73	58	59	11.247221879202
SAP30L	9	11	6	8	9	6	11	9	8.6	1.81659021245849
SAP30L-AS1	5	2	1	4	2	1	5	2	2.8	1.6431676725155
SAPCD2	0	0	0	0	0	0	0	0	0	0
SAR1A	208	340	274	330	178	178	340	274	266	72.0138875495553
SAR1B	109	157	152	216	116	109	216	152	150	42.5617198900608
SARDH	1	0	0	0	1	0	1	0	0.4	0.547722557505166
SARM1	2	0	2	3	1	0	3	2	1.6	1.14017542509914
SARNP	154	190	215	230	124	124	230	190	182.6	43.5981650990039
SARS	323	285	432	513	284	284	513	323	367.4	101.3523556707
SARS2	3	1	1	5	1	1	5	1	2.2	1.78885438199983
SART1	5	3	8	10	2	2	10	5	5.6	3.36154726279432
SART3	22	17	24	21	18	17	24	21	20.4	2.88097205817759
SASH1	37	33	51	43	28	28	51	37	38.4	8.93308457365092
SASS6	3	10	8	12	9	3	12	9	8.4	3.36154726279432
SAT1	189	239	237	315	191	189	315	237	234.2	51.1585769935013
SAT2	57	52	69	86	43	43	86	57	61.4	16.6523271646938
SATB1	4	6	4	3	0	0	6	4	3.4	2.19089023002066
SATB2	4	3	2	5	4	2	5	4	3.6	1.14017542509914
SATL1	0	0	0	0	0	0	0	0	0	0
SAV1	9	8	19	9	8	8	19	9	10.6	4.72228758124704
SAYSD1	4	10	8	13	4	4	13	8	7.8	3.89871773792359
SBDS	92	123	132	162	81	81	162	123	118	32.4114177412837
SBDSP1	46	55	56	85	56	46	85	56	59.6	14.8087811787466
SBF1	0	4	3	4	0	0	4	3	2.2	2.04939015319192
SBF2	11	19	18	26	11	11	26	18	17	6.28490254498827
SBF2-AS1	2	4	3	2	0	0	4	2	2.2	1.48323969741913
SBK1	0	0	0	0	0	0	0	0	0	0
SBNO1	57	57	75	56	52	52	75	57	59.4	8.96102672688794
SBNO2	1	4	4	7	2	1	7	4	3.6	2.30217288664427
SBSN	0	0	1	1	1	0	1	1	0.6	0.547722557505166
SBSPON	1	2	2	4	0	0	4	2	1.8	1.48323969741913
SC5D	81	134	126	169	132	81	169	132	128.4	31.4054135460751
SCAF1	0	0	0	0	0	0	0	0	0	0
SCAF11	119	136	153	136	95	95	153	136	127.8	21.9248717214035
SCAF4	8	8	12	8	7	7	12	8	8.6	1.94935886896179
SCAF8	12	17	9	14	14	9	17	14	13.2	2.94957624075052
SCAI	38	26	22	25	9	9	38	25	24	10.3682206766639
SCAMP1	42	72	61	81	39	39	81	61	59	18.3439363278441
SCAMP2	27	35	36	63	25	25	63	35	37.2	15.2052622469986
SCAMP3	26	35	19	42	26	19	42	26	29.6	8.96102672688794
SCAMP4	4	2	6	7	3	2	7	4	4.4	2.07364413533277
SCAMP5	1	2	2	2	0	0	2	2	1.4	0.894427190999916
SCAND1	15	22	21	25	14	14	25	21	19.4	4.72228758124704
SCAND2P	5	10	10	8	4	4	10	8	7.4	2.79284800875379
SCAND3	1	1	1	0	1	0	1	1	0.8	0.447213595499958
SCAP	13	7	12	11	7	7	13	11	10	2.82842712474619
SCAPER	77	59	70	64	37	37	77	64	61.4	15.2085502267639
SCARA3	0	0	0	1	0	0	1	0	0.2	0.447213595499958
SCARA5	0	0	0	0	0	0	0	0	0	0
SCARB1	0	3	1	2	0	0	3	1	1.2	1.30384048104053
SCARB2	98	132	127	165	96	96	165	127	123.6	28.3425475213503
SCARF1	10	10	11	13	9	9	13	10	10.6	1.51657508881031
SCARF2	18	17	25	20	5	5	25	18	17	7.3824115301167
SCARNA10	1	0	0	0	0	0	1	0	0.2	0.447213595499958
SCARNA17	2	0	2	4	0	0	4	2	1.6	1.67332005306815
SCARNA2	0	1	0	0	0	0	1	0	0.2	0.447213595499958
SCARNA7	2	0	1	2	0	0	2	1	1	1
SCARNA9	1	1	0	2	0	0	2	1	0.8	0.836660026534076
SCARNA9L	0	0	0	0	0	0	0	0	0	0
SCCPDH	23	15	23	25	15	15	25	23	20.2	4.81663783151692
SCD	24	38	31	44	26	24	44	31	32.6	8.35463942968217
SCD5	10	15	16	15	12	10	16	15	13.6	2.50998007960223
SCFD1	112	173	155	180	110	110	180	155	146	33.2340187157677
SCFD2	10	11	10	17	12	10	17	11	12	2.91547594742265
SCG2	40	69	103	112	70	40	112	70	78.8	29.0120664551838
SCG3	0	0	0	0	0	0	0	0	0	0
