Gene	SOR.A.6.5.1.C12	SOR.A.7.3.1.E5	SOR.A.7.4.1.E6	SOR.A.8.2.1.F12	Min	Max	Median	Mean	Std
SRSF11	203	103	111	157	103	203	134	143.5	46.2565310703977
SRSF12	2	0	3	1	0	3	1.5	1.5	1.29099444873581
SRSF2	22	12	15	16	12	22	15.5	16.25	4.19324854180304
SRSF3	329	219	167	311	167	329	265	256.5	76.6876782801514
SRSF4	90	56	68	69	56	90	68.5	70.75	14.1273965518539
SRSF5	192	78	67	211	67	211	135	137	75.0155539427213
SRSF6	70	20	26	48	20	70	37	41	22.7742544700516
SRSF7	170	120	133	149	120	170	141	143	21.556128285633
SRSF8	62	19	29	44	19	62	36.5	38.5	18.7349939951952
SRSF9	2	2	0	3	0	3	2	1.75	1.25830573921179
SRXN1	84	28	59	72	28	84	65.5	60.75	24.1022128997872
SS18	82	35	44	56	35	82	50	54.25	20.4022057631032
SS18L1	13	3	8	16	3	16	10.5	10	5.71547606649408
SS18L2	106	88	89	91	88	106	90	93.5	8.42614977317636
SSB	345	339	293	302	293	345	320.5	319.75	26.068819177963
SSBP1	352	381	298	314	298	381	333	336.25	37.4555291868459
SSBP2	22	32	17	19	17	32	20.5	22.5	6.65832811847939
SSBP3	14	9	5	5	5	14	7	8.25	4.27200187265877
SSBP4	2	0	2	1	0	2	1.5	1.25	0.957427107756338
SSC5D	6	4	2	3	2	6	3.5	3.75	1.70782512765993
SSFA2	53	10	31	36	10	53	33.5	32.5	17.710637105047
SSH1	65	13	23	43	13	65	33	36	23.0072452356499
SSH2	9	1	3	10	1	10	6	5.75	4.42530601578392
SSH3	1	2	0	2	0	2	1.5	1.25	0.957427107756338
SSMEM1	0	0	0	0	0	0	0	0	0
SSNA1	17	15	11	6	6	17	13	12.25	4.85626742811116
SSPN	37	49	43	34	34	49	40	40.75	6.65206734782504
SSPO	1	0	0	0	0	1	0	0.25	0.5
SSR1	484	370	281	321	281	484	345.5	364	87.8900828686984
SSR2	950	754	660	768	660	950	761	783	121.221560238543
SSR3	817	709	591	740	591	817	724.5	714.25	93.8771360165332
SSR4	1075	1046	839	892	839	1075	969	963	115.253344130803
SSR4P1	1	0	0	0	0	1	0	0.25	0.5
SSRP1	91	39	58	51	39	91	54.5	59.75	22.2617010431219
SSSCA1	42	12	21	54	12	54	31.5	32.25	19.1898410623955
SSSCA1-AS1	0	0	0	0	0	0	0	0	0
SSTR1	1	0	0	0	0	1	0	0.25	0.5
SSTR2	6	3	5	1	1	6	4	3.75	2.21735578260835
SSTR5-AS1	0	0	0	0	0	0	0	0	0
SSU72	80	67	61	61	61	80	64	67.25	8.95823643358446
SSUH2	0	0	0	0	0	0	0	0	0
SSX2	0	0	0	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0	0	0	0
SSX2IP	28	17	14	24	14	28	20.5	20.75	6.39661368746516
SSX5	0	0	0	1	0	1	0	0.25	0.5
ST13	262	194	194	218	194	262	206	217	32.0624390837628
ST18	0	0	0	0	0	0	0	0	0
ST20	9	4	11	6	4	11	7.5	7.5	3.1091263510296
ST20-MTHFS	0	0	0	0	0	0	0	0	0
ST3GAL1	59	16	16	36	16	59	26	31.75	20.4674538393682
ST3GAL2	6	3	0	2	0	6	2.5	2.75	2.5
ST3GAL3	0	0	0	0	0	0	0	0	0
ST3GAL4	2	1	2	2	1	2	2	1.75	0.5
ST3GAL4-AS1	5	5	0	1	0	5	3	2.75	2.62995563967658
ST3GAL5	3	2	2	3	2	3	2.5	2.5	0.577350269189626
ST3GAL6	16	9	9	15	9	16	12	12.25	3.77491721763537
ST3GAL6-AS1	0	0	0	1	0	1	0	0.25	0.5
ST5	23	8	11	13	8	23	12	13.75	6.5
ST6GAL1	31	16	13	25	13	31	20.5	21.25	8.26135582092915
ST6GAL2	13	2	3	3	2	13	3	5.25	5.18812747209113
ST6GALNAC2	2	0	2	3	0	3	2	1.75	1.25830573921179
ST6GALNAC3	0	0	0	0	0	0	0	0	0
ST6GALNAC4	13	7	3	9	3	13	8	8	4.16333199893227
ST6GALNAC5	0	0	0	0	0	0	0	0	0
ST6GALNAC6	15	9	9	12	9	15	10.5	11.25	2.87228132326901
ST7	52	24	18	43	18	52	33.5	34.25	15.9243000892766
ST7-AS1	0	0	0	0	0	0	0	0	0
ST7-AS2	0	0	0	0	0	0	0	0	0
ST7-OT3	0	0	0	0	0	0	0	0	0
ST7-OT4	0	0	0	0	0	0	0	0	0
ST7L	10	5	7	14	5	14	8.5	9	3.91578004149024
ST8SIA1	2	0	0	1	0	2	0.5	0.75	0.957427107756338
ST8SIA2	0	0	0	0	0	0	0	0	0
ST8SIA3	0	0	0	0	0	0	0	0	0
ST8SIA4	10	1	4	3	1	10	3.5	4.5	3.87298334620742
ST8SIA5	0	0	0	0	0	0	0	0	0
ST8SIA6	0	0	0	0	0	0	0	0	0
ST8SIA6-AS1	0	1	3	1	0	3	1	1.25	1.25830573921179
STAB1	0	0	0	0	0	0	0	0	0
STAB2	0	0	0	0	0	0	0	0	0
STAC	3	3	5	3	3	5	3	3.5	1
STAC2	7	10	5	6	5	10	6.5	7	2.16024689946929
STAC3	0	0	0	0	0	0	0	0	0
STAG1	33	11	17	22	11	33	19.5	20.75	9.322910847298
STAG2	131	106	80	70	70	131	93	96.75	27.4150202139873
STAG3	0	0	0	0	0	0	0	0	0
STAG3L1	0	0	0	1	0	1	0	0.25	0.5
STAG3L2	1	0	0	1	0	1	0.5	0.5	0.577350269189626
STAG3L3	0	1	1	1	0	1	1	0.75	0.5
STAG3L4	9	13	9	4	4	13	9	8.75	3.685557397916
STAG3L5P	0	1	0	1	0	1	0.5	0.5	0.577350269189626
STAG3L5P-PVRIG2P-PILRB	0	1	1	0	0	1	0.5	0.5	0.577350269189626
STAM	120	81	60	101	60	120	91	90.5	25.8263431402899
STAM2	111	65	64	63	63	111	64.5	75.75	23.5141801189552
STAMBP	98	79	70	94	70	98	86.5	85.25	13.0479883506999
STAMBPL1	4	2	4	8	2	8	4	4.5	2.51661147842358
STAP1	0	0	0	0	0	0	0	0	0
STAP2	3	2	2	3	2	3	2.5	2.5	0.577350269189626
STAR	5	1	0	3	0	5	2	2.25	2.21735578260835
STARD10	13	7	9	7	7	13	8	9	2.82842712474619
STARD13	18	5	11	11	5	18	11	11.25	5.31507290636732
STARD13-AS	0	1	1	1	0	1	1	0.75	0.5
STARD3	4	6	4	7	4	7	5	5.25	1.5
STARD3NL	52	28	24	44	24	52	36	37	13.2161517343993
STARD4	4	3	2	4	2	4	3.5	3.25	0.957427107756338
STARD4-AS1	3	2	2	3	2	3	2.5	2.5	0.577350269189626
STARD5	11	9	10	7	7	11	9.5	9.25	1.70782512765993
STARD6	0	0	0	0	0	0	0	0	0
STARD7	61	47	50	39	39	61	48.5	49.25	9.10585891976516
STARD8	0	0	0	0	0	0	0	0	0
STARD9	9	6	10	20	6	20	9.5	11.25	6.07590871118606
STAT1	95	55	70	68	55	95	69	72	16.7132681822956
STAT2	97	43	62	77	43	97	69.5	69.75	22.8819433906592
STAT3	90	37	43	50	37	90	46.5	55	23.9304547943968
STAT4	0	0	1	0	0	1	0	0.25	0.5
STAT5A	10	4	6	4	4	10	5	6	2.82842712474619
STAT5B	29	12	7	15	7	29	13.5	15.75	9.42956343987709
STAT6	17	3	9	15	3	17	12	11	6.32455532033676
STAU1	85	84	89	76	76	89	84.5	83.5	5.44671154612273
STAU2	65	46	49	41	41	65	47.5	50.25	10.3722385883344
STAU2-AS1	16	5	4	7	4	16	6	8	5.47722557505166
STBD1	6	0	0	5	0	6	2.5	2.75	3.20156211871642
STC1	26	4	7	20	4	26	13.5	14.25	10.4682058316281
STC2	34	53	35	35	34	53	35	39.25	9.17877987534291
STEAP1	28	22	14	23	14	28	22.5	21.75	5.79511288357124
STEAP1B	11	20	12	8	8	20	11.5	12.75	5.1234753829798
STEAP2	31	9	15	16	9	31	15.5	17.75	9.35859676091097
STEAP3	26	11	18	14	11	26	16	17.25	6.5
STEAP4	3	0	1	0	0	3	0.5	1	1.4142135623731
STIL	7	3	5	5	3	7	5	5	1.63299316185545
STIM1	33	12	21	21	12	33	21	21.75	8.61684396980704
STIM2	10	5	3	6	3	10	5.5	6	2.94392028877595
STIP1	153	66	79	143	66	153	111	110.25	44.1012093560558
STK10	18	2	9	12	2	18	10.5	10.25	6.65206734782504
STK11	8	2	4	8	2	8	6	5.5	3
STK11IP	5	2	1	6	1	6	3.5	3.5	2.38047614284762
STK16	24	9	15	7	7	24	12	13.75	7.63216876123687
STK17A	30	19	24	14	14	30	21.5	21.75	6.84957419601151
STK17B	37	27	33	29	27	37	31	31.5	4.43471156521669
STK19	85	41	53	55	41	85	54	58.5	18.7171935218219
STK24	82	45	38	47	38	82	46	53	19.7146307768283
STK25	18	20	12	12	12	20	15	15.5	4.12310562561766
STK3	46	45	51	49	45	51	47.5	47.75	2.75378527364305
STK32A	2	1	0	1	0	2	1	1	0.816496580927726
STK32B	0	0	0	1	0	1	0	0.25	0.5
STK32C	0	0	0	0	0	0	0	0	0
STK33	2	2	0	5	0	5	2	2.25	2.06155281280883
STK35	12	3	8	9	3	12	8.5	8	3.74165738677394
STK36	4	0	4	3	0	4	3.5	2.75	1.89296944860009
STK38	13	9	7	12	7	13	10.5	10.25	2.75378527364305
STK38L	34	25	19	23	19	34	24	25.25	6.34428877022476
STK39	15	10	14	5	5	15	12	11	4.54606056566195
STK4	53	35	28	33	28	53	34	37.25	10.9048918686371
STK4-AS1	0	0	0	2	0	2	0	0.5	1
STK40	7	0	0	4	0	7	2	2.75	3.40342964277702
STL	1	1	1	5	1	5	1	2	2
STMN1	29	27	18	21	18	29	24	23.75	5.1234753829798
STMN2	0	0	0	0	0	0	0	0	0
STMN3	0	0	0	0	0	0	0	0	0
STOM	74	60	57	45	45	74	58.5	59	11.916375287813
STOML1	1	0	2	0	0	2	0.5	0.75	0.957427107756338
STOML2	65	53	41	55	41	65	54	53.5	9.8488578017961
STON1	13	7	10	11	7	13	10.5	10.25	2.5
STON1-GTF2A1L	0	0	0	0	0	0	0	0	0
STON2	1	1	4	3	1	4	2	2.25	1.5
STOX1	0	0	0	0	0	0	0	0	0
STOX2	8	3	4	13	3	13	6	7	4.54606056566195
STPG1	19	30	19	24	19	30	21.5	23	5.22812904711937
STPG2	1	0	0	1	0	1	0.5	0.5	0.577350269189626
STPG2-AS1	0	0	0	0	0	0	0	0	0
STRA13	22	22	15	17	15	22	19.5	19	3.55902608401044
STRA6	0	0	0	0	0	0	0	0	0
STRADA	5	9	4	4	4	9	4.5	5.5	2.38047614284762
STRADB	6	6	4	4	4	6	5	5	1.15470053837925
STRAP	348	337	301	344	301	348	340.5	332.5	21.4864298259778
STRBP	3	3	1	1	1	3	2	2	1.15470053837925
STRC	0	0	0	1	0	1	0	0.25	0.5
STRIP1	11	6	5	7	5	11	6.5	7.25	2.62995563967658
STRIP2	2	1	2	5	1	5	2	2.5	1.73205080756888
STRN	20	7	17	11	7	20	14	13.75	5.85234995535981
STRN3	36	14	26	25	14	36	25.5	25.25	8.99536917900909
STRN4	14	11	15	15	11	15	14.5	13.75	1.89296944860009
STS	12	5	6	8	5	12	7	7.75	3.09569593683445
STT3A	409	284	308	334	284	409	321	333.75	54.162563947189
STT3B	9	8	7	15	7	15	8.5	9.75	3.5939764421413
STUB1	4	3	3	2	2	4	3	3	0.816496580927726
STX10	12	9	5	18	5	18	10.5	11	5.47722557505166
STX11	1	1	0	1	0	1	1	0.75	0.5
STX12	74	88	74	85	74	88	79.5	80.25	7.32006375199925
STX16	55	32	31	33	31	55	32.5	37.75	11.5289490703475
STX16-NPEPL1	0	1	0	0	0	1	0	0.25	0.5
STX17	41	30	30	28	28	41	30	32.25	5.90903263374528
STX18	19	6	10	17	6	19	13.5	13	6.05530070819498
STX18-AS1	1	1	0	0	0	1	0.5	0.5	0.577350269189626
STX19	0	0	0	0	0	0	0	0	0
STX1A	6	3	6	8	3	8	6	5.75	2.06155281280883
STX1B	1	2	2	0	0	2	1.5	1.25	0.957427107756338
STX2	25	10	14	17	10	25	15.5	16.5	6.35085296108588
STX3	35	11	12	19	11	35	15.5	19.25	11.0867789130417
STX4	24	9	15	25	9	25	19.5	18.25	7.63216876123687
STX5	25	9	14	19	9	25	16.5	16.75	6.84957419601151
STX6	24	8	9	15	8	24	12	14	7.34846922834953
STX7	99	93	89	66	66	99	91	86.75	14.4308696896618
STX8	225	278	244	164	164	278	234.5	227.75	47.8217175210873
STXBP1	25	10	16	13	10	25	14.5	16	6.48074069840786
STXBP2	0	1	3	0	0	3	0.5	1	1.4142135623731
STXBP3	69	34	44	53	34	69	48.5	50	14.8548533034381
STXBP4	9	2	11	7	2	11	8	7.25	3.86221007541882
STXBP5	57	22	32	38	22	57	35	37.25	14.7280910734102
STXBP5-AS1	1	0	0	3	0	3	0.5	1	1.4142135623731
STXBP6	4	3	2	0	0	4	2.5	2.25	1.70782512765993
STYK1	1	2	0	0	0	2	0.5	0.75	0.957427107756338
STYX	44	14	18	20	14	44	19	24	13.5646599662505
STYXL1	20	30	12	18	12	30	19	20	7.48331477354788
SUB1	360	413	369	355	355	413	364.5	374.25	26.4748308146939
SUCLA2	83	51	43	71	43	83	61	62	18.293896978683
SUCLG1	160	136	132	124	124	160	134	138	15.4919333848297
SUCLG2	34	32	39	29	29	39	33	33.5	4.20317340430616
SUCNR1	0	0	0	0	0	0	0	0	0
SUCO	68	29	41	71	29	71	54.5	52.25	20.5487225880345
SUDS3	52	38	32	46	32	52	42	42	8.79393730551528
SUFU	10	6	4	3	3	10	5	5.75	3.09569593683445
SUGP1	9	1	2	7	1	9	4.5	4.75	3.86221007541882
SUGP2	16	5	6	10	5	16	8	9.25	4.99165971062398
SUGT1	142	116	103	134	103	142	125	123.75	17.5949803447839
SUGT1P1	1	1	3	1	1	3	1	1.5	1
SUGT1P3	8	2	10	5	2	10	6.5	6.25	3.5
SULF1	5	8	12	9	5	12	8.5	8.5	2.88675134594813
SULF2	22	11	7	12	7	22	11.5	13	6.37704215656966
SULT1A1	2	4	2	5	2	5	3	3.25	1.5
SULT1A2	0	0	0	0	0	0	0	0	0
SULT1B1	0	0	0	0	0	0	0	0	0
SULT1C2	1	1	0	0	0	1	0.5	0.5	0.577350269189626
SULT1C2P1	0	0	0	0	0	0	0	0	0
SULT1C4	0	0	0	0	0	0	0	0	0
SULT1E1	0	1	0	0	0	1	0	0.25	0.5
SULT2A1	2	0	2	1	0	2	1.5	1.25	0.957427107756338
SULT2B1	0	0	0	0	0	0	0	0	0
SULT4A1	0	0	0	3	0	3	0	0.75	1.5
SUMF1	23	10	4	9	4	23	9.5	11.5	8.10349718742881
SUMF2	16	21	23	14	14	23	18.5	18.5	4.20317340430616
SUMO1	165	196	209	154	154	209	180.5	181	25.781130050226
SUMO1P3	3	0	3	0	0	3	1.5	1.5	1.73205080756888
SUMO2	363	579	455	342	342	579	409	434.75	107.964114408446
SUMO3	28	23	23	24	23	28	23.5	24.5	2.38047614284762
SUMO4	0	0	0	4	0	4	0	1	2
SUN1	87	33	49	48	33	87	48.5	54.25	23.0271578793389
SUN2	9	4	4	9	4	9	6.5	6.5	2.88675134594813
SUN3	0	0	0	0	0	0	0	0	0
SUOX	7	1	2	4	1	7	3	3.5	2.64575131106459
SUPT16H	256	187	185	206	185	256	196.5	208.5	33.0504664616603
SUPT20H	19	22	24	27	19	27	23	23	3.36650164612069
SUPT20HL1	0	0	0	0	0	0	0	0	0
SUPT3H	16	19	17	10	10	19	16.5	15.5	3.87298334620742
SUPT4H1	147	100	150	171	100	171	148.5	142	29.9666481275434
SUPT5H	57	35	47	64	35	64	52	50.75	12.6062153982338
SUPT6H	63	34	45	55	34	63	50	49.25	12.5532200384337
SUPT7L	43	21	17	42	17	43	31.5	30.75	13.6717470232106
SUPV3L1	447	330	361	343	330	447	352	370.25	52.7217538909067
SURF1	22	24	32	27	22	32	25.5	26.25	4.3493294502333
SURF2	7	8	10	11	7	11	9	9	1.82574185835055
SURF4	121	62	73	96	62	121	84.5	88	26.1661358757205
SURF6	8	6	5	16	5	16	7	8.75	4.99165971062398
SUSD1	1	1	3	2	1	3	1.5	1.75	0.957427107756338
SUSD2	0	0	0	1	0	1	0	0.25	0.5
SUSD3	0	0	0	0	0	0	0	0	0
SUSD4	0	0	0	0	0	0	0	0	0
SUSD5	1	1	2	3	1	3	1.5	1.75	0.957427107756338
SUV39H1	0	1	0	1	0	1	0.5	0.5	0.577350269189626
SUV39H2	7	10	8	7	7	10	7.5	8	1.4142135623731
SUV420H1	15	7	8	18	7	18	11.5	12	5.35412613473634
SUV420H2	0	1	0	0	0	1	0	0.25	0.5
SUZ12	33	13	30	30	13	33	30	26.5	9.1104335791443
SUZ12P1	3	2	2	1	1	3	2	2	0.816496580927726
SV2A	0	3	0	1	0	3	0.5	1	1.4142135623731
SV2B	5	1	3	7	1	7	4	4	2.58198889747161
SVEP1	60	37	39	43	37	60	41	44.75	10.4682058316281
SVIL	202	73	73	158	73	202	115.5	126.5	64.3350604258673
SVIP	33	46	25	28	25	46	30.5	33	9.2736184954957
SVOP	5	4	1	0	0	5	2.5	2.5	2.38047614284762
SWAP70	102	41	56	55	41	102	55.5	63.5	26.5643871878624
SWI5	123	174	130	129	123	174	129.5	139	23.5372045918796
SWSAP1	6	2	1	4	1	6	3	3.25	2.21735578260835
SWT1	4	4	5	10	4	10	4.5	5.75	2.87228132326901
SYAP1	74	61	59	78	59	78	67.5	68	9.41629792788369
SYBU	14	1	4	10	1	14	7	7.25	5.85234995535981
SYCE1	6	9	9	3	3	9	7.5	6.75	2.87228132326901
SYCE1L	0	0	1	1	0	1	0.5	0.5	0.577350269189626
SYCE2	2	0	0	0	0	2	0	0.5	1
SYCE3	0	0	0	0	0	0	0	0	0
SYCP2	4	0	1	3	0	4	2	2	1.82574185835055
SYCP2L	3	0	1	3	0	3	2	1.75	1.5
SYCP3	0	1	0	0	0	1	0	0.25	0.5
SYDE1	5	4	1	8	1	8	4.5	4.5	2.88675134594813
SYDE2	20	4	5	16	4	20	10.5	11.25	7.97391580927046
SYF2	172	145	144	128	128	172	144.5	147.25	18.2460041287583
SYK	1	2	4	3	1	4	2.5	2.5	1.29099444873581
SYMPK	1	1	0	3	0	3	1	1.25	1.25830573921179
SYN1	0	0	0	0	0	0	0	0	0
SYN2	0	0	0	0	0	0	0	0	0
SYN3	0	0	0	0	0	0	0	0	0
SYNC	2	1	0	0	0	2	0.5	0.75	0.957427107756338
SYNCRIP	195	121	93	162	93	195	141.5	142.75	44.9026725262539
SYNDIG1	0	0	1	2	0	2	0.5	0.75	0.957427107756338
SYNDIG1L	2	1	0	2	0	2	1.5	1.25	0.957427107756338
SYNE1	433	185	213	356	185	433	284.5	296.75	117.723900150592
SYNE2	65	26	23	43	23	65	34.5	39.25	19.2937813815747
SYNE3	0	0	0	0	0	0	0	0	0
SYNE4	0	0	0	0	0	0	0	0	0
SYNGAP1	1	2	0	0	0	2	0.5	0.75	0.957427107756338
SYNGR1	3	3	4	12	3	12	3.5	5.5	4.35889894354067
SYNGR2	8	10	15	19	8	19	12.5	13	4.96655480858378
SYNGR3	5	1	1	9	1	9	3	4	3.82970843102535
SYNJ1	6	2	2	2	2	6	2	3	2
SYNJ2	51	14	23	33	14	51	28	30.25	15.8613786706368
SYNJ2-IT1	0	0	2	0	0	2	0	0.5	1
SYNJ2BP	39	34	23	35	23	39	34.5	32.75	6.84957419601151
SYNJ2BP-COX16	2	0	1	0	0	2	0.5	0.75	0.957427107756338
SYNM	47	30	22	74	22	74	38.5	43.25	22.9981883344464
SYNPO	131	80	115	61	61	131	97.5	96.75	31.9622172781134
SYNPO2	16	7	8	10	7	16	9	10.25	4.03112887414927
SYNPO2L	3	1	2	0	0	3	1.5	1.5	1.29099444873581
SYNPR	0	0	0	0	0	0	0	0	0
SYNRG	53	17	24	43	17	53	33.5	34.25	16.6408132814075
SYP	0	0	0	0	0	0	0	0	0
SYPL1	172	154	138	169	138	172	161.5	158.25	15.6284996080878
SYPL2	0	0	0	0	0	0	0	0	0
SYS1	64	66	56	75	56	75	65	65.25	7.8049129826454
SYT1	8	11	14	8	8	14	9.5	10.25	2.87228132326901
SYT11	72	32	37	28	28	72	34.5	42.25	20.1721755561136
SYT12	3	2	1	3	1	3	2.5	2.25	0.957427107756338
SYT13	2	1	0	3	0	3	1.5	1.5	1.29099444873581
SYT14	15	5	5	6	5	15	5.5	7.75	4.85626742811116
SYT15	12	3	13	10	3	13	11	9.5	4.50924975282289
SYT16	0	0	0	0	0	0	0	0	0
SYT17	0	0	0	0	0	0	0	0	0
SYT2	0	2	3	1	0	3	1.5	1.5	1.29099444873581
SYT3	0	0	0	0	0	0	0	0	0
SYT4	0	0	0	0	0	0	0	0	0
SYT7	2	1	3	2	1	3	2	2	0.816496580927726
SYT8	0	0	0	0	0	0	0	0	0
SYT9	0	0	0	0	0	0	0	0	0
SYTL2	33	36	28	27	27	36	30.5	31	4.24264068711928
SYTL3	9	4	5	11	4	11	7	7.25	3.30403793359983
SYTL4	11	8	9	15	8	15	10	10.75	3.09569593683445
SYTL5	0	0	0	0	0	0	0	0	0
SYVN1	26	4	8	28	4	28	17	16.5	12.2610494384997
SZRD1	12	12	6	10	6	12	11	10	2.82842712474619
SZT2	3	0	0	3	0	3	1.5	1.5	1.73205080756888
TAB1	6	3	6	6	3	6	6	5.25	1.5
TAB2	57	15	43	25	15	57	34	35	18.6904610251682
TAB3	13	8	6	4	4	13	7	7.75	3.86221007541882
TAC1	0	2	2	1	0	2	1.5	1.25	0.957427107756338
TAC3	1	0	0	2	0	2	0.5	0.75	0.957427107756338
TACC1	88	26	30	80	26	88	55	56	32.5371582450998
TACC2	10	1	3	7	1	10	5	5.25	4.03112887414927
TACC3	1	0	1	5	0	5	1	1.75	2.21735578260835
TACO1	12	8	10	8	8	12	9	9.5	1.91485421551268
TACR1	1	0	0	0	0	1	0	0.25	0.5
TACR2	2	1	0	0	0	2	0.5	0.75	0.957427107756338
TACSTD2	0	0	0	0	0	0	0	0	0
TADA1	25	18	10	15	10	25	16.5	17	6.27162924074226
TADA2A	14	5	12	15	5	15	13	11.5	4.50924975282289
TADA2B	22	6	8	17	6	22	12.5	13.25	7.54431353183752
TADA3	30	15	21	21	15	30	21	21.75	6.18465843842649
TAF1	27	9	18	16	9	27	17	17.5	7.41619848709566
TAF10	10	15	12	15	10	15	13.5	13	2.44948974278318
TAF11	17	15	20	26	15	26	18.5	19.5	4.79583152331272
TAF12	138	147	165	118	118	165	142.5	142	19.5448202856921
TAF13	20	20	16	26	16	26	20	20.5	4.12310562561766
TAF15	38	23	25	49	23	49	31.5	33.75	12.1483880960946
TAF1A	40	22	23	25	22	40	24	27.5	8.42614977317636
TAF1B	25	15	18	27	15	27	21.5	21.25	5.67890834580027
TAF1C	1	0	0	3	0	3	0.5	1	1.4142135623731
TAF1D	204	166	131	213	131	213	185	178.5	37.6519145152895
TAF1L	0	0	0	0	0	0	0	0	0
TAF2	22	14	14	21	14	22	17.5	17.75	4.3493294502333
TAF3	36	26	23	32	23	36	29	29.25	5.85234995535981
TAF4	4	2	0	6	0	6	3	3	2.58198889747161
TAF4B	8	1	10	5	1	10	6.5	6	3.91578004149024
TAF5	1	1	0	2	0	2	1	1	0.816496580927726
TAF5L	11	1	4	8	1	11	6	6	4.39696865275764
TAF6	8	3	3	5	3	8	4	4.75	2.3629078131263
TAF6L	0	0	1	4	0	4	0.5	1.25	1.89296944860009
TAF7	215	106	109	215	106	215	162	161.25	62.0772368371316
TAF7L	1	0	0	1	0	1	0.5	0.5	0.577350269189626
TAF8	32	26	33	20	20	33	29	27.75	6.02079728939615
TAF9	294	355	302	302	294	355	302	313.25	28.0876603985926
TAF9B	16	12	21	12	12	21	14	15.25	4.27200187265877
TAGAP	1	0	1	0	0	1	0.5	0.5	0.577350269189626
TAGLN	473	540	348	511	348	540	492	468	84.573439487032
TAGLN2	355	338	329	307	307	355	333.5	332.25	19.9895806192459
TAGLN3	0	0	0	0	0	0	0	0	0
TAL1	0	0	0	0	0	0	0	0	0
TAL2	0	0	0	2	0	2	0	0.5	1
TALDO1	441	458	432	435	432	458	438	441.5	11.6189500386223
TAMM41	21	20	26	24	20	26	22.5	22.75	2.75378527364305
TANC1	33	11	10	22	10	33	16.5	19	10.8012344973464
TANC2	25	6	9	24	6	25	16.5	16	9.89949493661167
TANGO2	34	17	17	25	17	34	21	23.25	8.09835374217089
TANGO6	1	2	0	2	0	2	1.5	1.25	0.957427107756338
TANK	162	97	97	118	97	162	107.5	118.5	30.6431068920891
TAOK1	146	53	60	82	53	146	71	85.25	42.3428467000823
TAOK2	2	1	0	4	0	4	1.5	1.75	1.70782512765993
TAOK3	90	57	52	80	52	90	68.5	69.75	18.1911150473704
TAP1	27	5	5	7	5	27	6	11	10.7082522694727
TAP2	2	0	3	3	0	3	2.5	2	1.4142135623731
TAPBP	115	74	77	102	74	115	89.5	92	19.8158185969358
TAPBPL	3	0	2	1	0	3	1.5	1.5	1.29099444873581
TAPT1	12	5	10	12	5	12	11	9.75	3.30403793359983
TAPT1-AS1	0	0	0	1	0	1	0	0.25	0.5
TARBP1	14	12	3	15	3	15	13	11	5.47722557505166
TARBP2	11	6	1	7	1	11	6.5	6.25	4.11298755975102
TARDBP	38	15	30	31	15	38	30.5	28.5	9.67815409397198
TARS	244	222	219	266	219	266	233	237.75	21.8841647468362
TARS2	30	12	23	23	12	30	23	22	7.43863786814047
TARSL2	22	6	5	6	5	22	6	9.75	8.18026079453868
TAS2R10	0	0	0	0	0	0	0	0	0
TAS2R13	0	0	0	0	0	0	0	0	0
TAS2R14	0	0	1	0	0	1	0	0.25	0.5
TAS2R19	0	0	0	0	0	0	0	0	0
TAS2R20	11	10	10	2	2	11	10	8.25	4.19324854180304
TAS2R3	0	0	0	0	0	0	0	0	0
TAS2R30	0	0	1	0	0	1	0	0.25	0.5
TAS2R31	0	0	0	0	0	0	0	0	0
TAS2R39	0	0	0	0	0	0	0	0	0
TAS2R4	0	0	0	0	0	0	0	0	0
TAS2R42	0	0	0	0	0	0	0	0	0
TAS2R43	0	0	0	0	0	0	0	0	0
TAS2R46	0	0	0	0	0	0	0	0	0
TAS2R5	0	0	0	0	0	0	0	0	0
TASP1	21	8	6	17	6	21	12.5	13	7.16472842006823
TAT	10	2	5	4	2	10	4.5	5.25	3.40342964277702
TATDN1	96	128	108	107	96	128	107.5	109.75	13.3260396717604
TATDN2	17	8	2	22	2	22	12.5	12.25	8.95823643358446
TATDN3	93	60	51	92	51	93	76	74	21.6794833886788
TAX1BP1	945	799	664	713	664	945	756	780.25	123.194629211937
TAX1BP3	0	0	1	0	0	1	0	0.25	0.5
TAZ	5	4	0	5	0	5	4.5	3.5	2.38047614284762
TBATA	0	0	0	0	0	0	0	0	0
TBC1D1	5	0	2	3	0	5	2.5	2.5	2.08166599946613
TBC1D10A	2	2	4	2	2	4	2	2.5	1
TBC1D10B	22	4	6	13	4	22	9.5	11.25	8.13941029804985
TBC1D12	29	8	6	8	6	29	8	12.75	10.8742815854658
TBC1D13	10	9	6	12	6	12	9.5	9.25	2.5
TBC1D14	5	2	1	3	1	5	2.5	2.75	1.70782512765993
TBC1D15	286	129	149	188	129	286	168.5	188	69.7758315369059
TBC1D16	11	2	2	10	2	11	6	6.25	4.92442890089805
TBC1D17	5	2	1	1	1	5	1.5	2.25	1.89296944860009
TBC1D19	7	5	6	5	5	7	5.5	5.75	0.957427107756338
TBC1D2	1	0	1	1	0	1	1	0.75	0.5
TBC1D20	77	28	21	47	21	77	37.5	43.25	25.0383039894212
TBC1D21	0	0	0	0	0	0	0	0	0
TBC1D22A	10	2	5	9	2	10	7	6.5	3.69684550213647
