Gene	SUN+URS.A.6.19.1.D9	SUN+URS.A.6.20.1.D10	SUN+URS.A.6.21.1.D11	Min	Max	Median	Mean	Std
TNFRSF11A	0	0	0	0	0	0	0	0
TNFRSF11B	838	343	692	343	838	692	624.333333333333	254.342944335661
TNFRSF12A	59	31	76	31	76	59	55.3333333333333	22.722969289539
TNFRSF14	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TNFRSF19	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TNFRSF1A	46	30	43	30	46	43	39.6666666666667	8.50490054811538
TNFRSF1B	4	1	1	1	4	1	2	1.73205080756888
TNFRSF21	23	15	20	15	23	20	19.3333333333333	4.04145188432738
TNFRSF25	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TNFRSF9	7	0	3	0	7	3	3.33333333333333	3.51188458428425
TNFSF10	4	2	3	2	4	3	3	1
TNFSF12	1	1	5	1	5	1	2.33333333333333	2.3094010767585
TNFSF13	0	0	0	0	0	0	0	0
TNFSF13B	2	2	1	1	2	2	1.66666666666667	0.577350269189626
TNFSF14	4	2	4	2	4	4	3.33333333333333	1.15470053837925
TNFSF15	6	6	5	5	6	6	5.66666666666667	0.577350269189626
TNFSF18	0	0	0	0	0	0	0	0
TNFSF4	7	3	2	2	7	3	4	2.64575131106459
TNFSF8	0	0	0	0	0	0	0	0
TNFSF9	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TNIK	11	2	12	2	12	11	8.33333333333333	5.5075705472861
TNIP1	19	18	18	18	19	18	18.3333333333333	0.577350269189626
TNIP2	20	5	19	5	20	19	14.6666666666667	8.38649708360608
TNIP3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TNK1	0	0	0	0	0	0	0	0
TNK2	2	2	3	2	3	2	2.33333333333333	0.577350269189626
TNKS	21	14	24	14	24	21	19.6666666666667	5.13160143944688
TNKS1BP1	15	10	18	10	18	15	14.3333333333333	4.04145188432738
TNKS2	22	18	18	18	22	18	19.3333333333333	2.3094010767585
TNMD	3	0	2	0	3	2	1.66666666666667	1.52752523165195
TNN	0	0	0	0	0	0	0	0
TNNC1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TNNC2	3	0	2	0	3	2	1.66666666666667	1.52752523165195
TNNI1	5	2	3	2	5	3	3.33333333333333	1.52752523165195
TNNT1	0	0	0	0	0	0	0	0
TNNT2	7	1	8	1	8	7	5.33333333333333	3.78593889720018
TNNT3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TNPO1	90	58	87	58	90	87	78.3333333333333	17.6729548557487
TNPO2	21	14	22	14	22	21	19	4.35889894354067
TNPO3	40	21	34	21	40	34	31.6666666666667	9.71253485622231
TNRC18	17	6	10	6	17	10	11	5.56776436283002
TNRC6A	50	27	42	27	50	42	39.6666666666667	11.6761865920913
TNRC6B	114	45	85	45	114	85	81.3333333333333	34.6458270695524
TNRC6C	16	8	14	8	16	14	12.6666666666667	4.16333199893227
TNRC6C-AS1	4	4	3	3	4	4	3.66666666666667	0.577350269189626
TNS1	179	86	152	86	179	152	139	47.8434948556227
TNS3	52	33	66	33	66	52	50.3333333333333	16.5630109984065
TNS4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TNXB	0	0	0	0	0	0	0	0
TOB1	43	26	52	26	52	43	40.3333333333333	13.2035348802256
TOB1-AS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TOB2	21	23	27	21	27	23	23.6666666666667	3.05505046330389
TOB2P1	0	0	0	0	0	0	0	0
TOE1	10	1	4	1	10	4	5	4.58257569495584
TOLLIP	13	9	17	9	17	13	13	4
TOLLIP-AS1	0	0	0	0	0	0	0	0
TOM1	23	7	25	7	25	23	18.3333333333333	9.8657657246325
TOM1L1	8	2	9	2	9	8	6.33333333333333	3.78593889720018
TOM1L2	6	4	6	4	6	6	5.33333333333333	1.15470053837925
TOMM20	236	109	195	109	236	195	180	64.8151216923952
TOMM20L	6	0	4	0	6	4	3.33333333333333	3.05505046330389
TOMM22	74	39	73	39	74	73	62	19.9248588451713
TOMM34	20	17	24	17	24	20	20.3333333333333	3.51188458428425
TOMM40	0	1	2	0	2	1	1	1
TOMM40L	0	0	3	0	3	0	1	1.73205080756888
TOMM5	683	285	576	285	683	576	514.666666666667	205.966825807782
TOMM6	382	183	357	183	382	357	307.333333333333	108.398954484503
TOMM7	1939	849	1507	849	1939	1507	1431.66666666667	548.891003144826
TOMM70A	31	17	24	17	31	24	24	7
TONSL	2	5	4	2	5	4	3.66666666666667	1.52752523165195
TOP1	52	14	31	14	52	31	32.3333333333333	19.035055380359
TOP1MT	2	0	2	0	2	2	1.33333333333333	1.15470053837925
TOP1P1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TOP1P2	0	0	0	0	0	0	0	0
TOP2A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TOP2B	43	27	34	27	43	34	34.6666666666667	8.02080627701064
TOP3A	10	4	2	2	10	4	5.33333333333333	4.16333199893227
TOP3B	1	0	2	0	2	1	1	1
TOPBP1	11	8	13	8	13	11	10.6666666666667	2.51661147842358
TOPORS	50	31	30	30	50	31	37	11.2694276695846
TOPORS-AS1	104	41	84	41	104	84	76.3333333333333	32.1921315438002
TOR1A	42	20	23	20	42	23	28.3333333333333	11.9303534454489
TOR1AIP1	65	34	49	34	65	49	49.3333333333333	15.502687938978
TOR1AIP2	210	115	182	115	210	182	169	48.8159809898357
TOR1B	16	12	18	12	18	16	15.3333333333333	3.05505046330389
TOR2A	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TOR3A	9	4	2	2	9	4	5	3.60555127546399
TOR4A	5	4	8	4	8	5	5.66666666666667	2.08166599946613
TOX	0	0	0	0	0	0	0	0
TOX2	1	0	2	0	2	1	1	1
TOX4	139	58	131	58	139	131	109.333333333333	44.6355613085949
TP53	42	27	47	27	47	42	38.6666666666667	10.4083299973307
TP53AIP1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TP53BP1	53	24	29	24	53	29	35.3333333333333	15.502687938978
TP53BP2	24	16	9	9	24	16	16.3333333333333	7.50555349946513
TP53I11	12	13	17	12	17	13	14	2.64575131106459
TP53I13	8	2	5	2	8	5	5	3
TP53I3	3	0	7	0	7	3	3.33333333333333	3.51188458428425
TP53INP1	31	9	28	9	31	28	22.6666666666667	11.9303534454489
TP53INP2	6	1	6	1	6	6	4.33333333333333	2.88675134594813
TP53RK	10	9	7	7	10	9	8.66666666666667	1.52752523165195
TP53TG1	158	74	140	74	158	140	124	44.226688774992
TP53TG3D	0	0	0	0	0	0	0	0
TP53TG5	0	0	0	0	0	0	0	0
TP63	0	0	0	0	0	0	0	0
TP73	0	0	0	0	0	0	0	0
TP73-AS1	10	4	12	4	12	10	8.66666666666667	4.16333199893227
TPBG	49	35	48	35	49	48	44	7.81024967590665
TPBGL	0	0	0	0	0	0	0	0
TPCN1	14	5	6	5	14	6	8.33333333333333	4.93288286231625
TPCN2	2	0	2	0	2	2	1.33333333333333	1.15470053837925
TPD52	9	1	4	1	9	4	4.66666666666667	4.04145188432738
TPD52L1	76	58	70	58	76	70	68	9.16515138991168
TPD52L2	63	27	56	27	63	56	48.6666666666667	19.0875177362939
TPD52L3	0	0	0	0	0	0	0	0
TPGS1	2	0	2	0	2	2	1.33333333333333	1.15470053837925
TPGS2	73	24	56	24	73	56	51	24.8797106092495
TPH2	0	0	0	0	0	0	0	0
TPI1	2892	1226	2395	1226	2892	2395	2171	855.290009295093
TPI1P2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TPK1	4	3	5	3	5	4	4	1
TPM1	1015	464	879	464	1015	879	786	287.031357172
TPM2	650	291	582	291	650	582	507.666666666667	190.694345310325
TPM3	289	122	240	122	289	240	217	85.842879728024
TPM3P9	8	4	4	4	8	4	5.33333333333333	2.3094010767585
TPM4	840	398	703	398	840	703	647	226.258701490131
TPMT	65	21	53	21	65	53	46.3333333333333	22.7449628123093
TPP1	68	31	43	31	68	43	47.3333333333333	18.8767935130237
TPP2	27	12	17	12	27	17	18.6666666666667	7.63762615825973
TPPP	0	0	0	0	0	0	0	0
TPPP3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TPR	715	284	580	284	715	580	526.333333333333	220.454832864542
TPRA1	5	3	5	3	5	5	4.33333333333333	1.15470053837925
TPRG1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TPRG1L	38	22	37	22	38	37	32.3333333333333	8.9628864398325
TPRKB	145	47	122	47	145	122	104.666666666667	51.2477641788726
TPRN	2	0	1	0	2	1	1	1
TPST1	35	28	57	28	57	35	40	15.1327459504216
TPST2	18	16	18	16	18	18	17.3333333333333	1.15470053837925
TPT1	5121	2459	4493	2459	5121	4493	4024.33333333333	1391.50901302627
TPT1-AS1	4	2	3	2	4	3	3	1
TPTE2	0	0	0	0	0	0	0	0
TPTE2P1	4	2	3	2	4	3	3	1
TPTE2P3	0	2	1	0	2	1	1	1
TPTE2P5	3	2	2	2	3	2	2.33333333333333	0.577350269189626
TPTE2P6	2	0	1	0	2	1	1	1
TPTEP1	0	0	0	0	0	0	0	0
TPX2	7	0	5	0	7	5	4	3.60555127546399
TRA2A	55	25	50	25	55	50	43.3333333333333	16.0727512683216
TRA2B	56	22	55	22	56	55	44.3333333333333	19.3476958145753
TRABD	4	1	3	1	4	3	2.66666666666667	1.52752523165195
TRABD2A	4	0	2	0	4	2	2	2
TRABD2B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TRADD	6	4	2	2	6	4	4	2
TRAF1	3	0	1	0	3	1	1.33333333333333	1.52752523165195
TRAF2	2	1	1	1	2	1	1.33333333333333	0.577350269189626
TRAF3	19	7	14	7	19	14	13.3333333333333	6.02771377334171
TRAF3IP1	22	14	20	14	22	20	18.6666666666667	4.16333199893227
TRAF3IP2	62	28	40	28	62	40	43.3333333333333	17.2433562085034
TRAF3IP2-AS1	19	6	8	6	19	8	11	7
TRAF3IP3	0	0	0	0	0	0	0	0
TRAF4	4	2	7	2	7	4	4.33333333333333	2.51661147842358
TRAF5	41	15	22	15	41	22	26	13.4536240470737
TRAF6	15	1	8	1	15	8	8	7
TRAF7	1	2	3	1	3	2	2	1
TRAFD1	42	13	37	13	42	37	30.6666666666667	15.502687938978
TRAIP	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TRAK1	20	9	30	9	30	20	19.6666666666667	10.5039675043925
TRAK2	114	60	97	60	114	97	90.3333333333333	27.6103845198384
TRAM1	269	136	253	136	269	253	219.333333333333	72.6108348205234
TRAM1L1	0	2	1	0	2	1	1	1
TRAM2	164	102	169	102	169	164	145	37.322915213043
TRAM2-AS1	10	6	3	3	10	6	6.33333333333333	3.51188458428425
TRANK1	11	7	6	6	11	7	8	2.64575131106459
TRAP1	10	3	11	3	11	10	8	4.35889894354067
TRAPPC1	35	13	47	13	47	35	31.6666666666667	17.2433562085034
TRAPPC10	11	8	10	8	11	10	9.66666666666667	1.52752523165195
TRAPPC11	21	5	12	5	21	12	12.6666666666667	8.02080627701064
TRAPPC12	10	4	15	4	15	10	9.66666666666667	5.5075705472861
TRAPPC13	50	16	40	16	50	40	35.3333333333333	17.4737898961082
TRAPPC2	50	18	35	18	50	35	34.3333333333333	16.0104132780304
TRAPPC2L	314	123	268	123	314	268	235	99.6845023060255
TRAPPC2P1	34	18	28	18	34	28	26.6666666666667	8.08290376865476
TRAPPC3	44	24	42	24	44	42	36.6666666666667	11.0151410945722
TRAPPC3L	0	0	0	0	0	0	0	0
TRAPPC4	170	78	152	78	170	152	133.333333333333	48.7579053419375
TRAPPC5	34	11	32	11	34	32	25.6666666666667	12.7410099024109
TRAPPC6A	10	5	12	5	12	10	9	3.60555127546399
TRAPPC6B	30	16	19	16	30	19	21.6666666666667	7.37111479583199
TRAPPC8	11	11	8	8	11	11	10	1.73205080756888
TRAPPC9	2	1	1	1	2	1	1.33333333333333	0.577350269189626
TRAT1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRDMT1	7	4	7	4	7	7	6	1.73205080756888
TRDN	0	0	0	0	0	0	0	0
TREM1	7	1	4	1	7	4	4	3
TREM2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TREML2	0	0	0	0	0	0	0	0
TREML3P	0	0	0	0	0	0	0	0
TRERF1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TREX1	15	6	22	6	22	15	14.3333333333333	8.02080627701064
TREX2	0	0	0	0	0	0	0	0
TRHDE-AS1	0	0	0	0	0	0	0	0
TRIAP1	172	68	175	68	175	172	138.333333333333	60.9289203361863
TRIB1	2	1	2	1	2	2	1.66666666666667	0.577350269189626
TRIB2	38	14	14	14	38	14	22	13.856406460551
TRIB3	21	13	14	13	21	14	16	4.35889894354067
TRIL	0	0	0	0	0	0	0	0
TRIM11	6	6	4	4	6	6	5.33333333333333	1.15470053837925
TRIM13	45	23	67	23	67	45	45	22
TRIM14	3	1	0	0	3	1	1.33333333333333	1.52752523165195
TRIM16	15	3	13	3	15	13	10.3333333333333	6.42910050732864
TRIM16L	20	4	9	4	20	9	11	8.18535277187245
TRIM17	0	0	0	0	0	0	0	0
TRIM2	41	18	19	18	41	19	26	13
TRIM21	27	7	19	7	27	19	17.6666666666667	10.0664459136943
TRIM22	77	37	75	37	77	75	63	22.5388553391693
TRIM23	21	10	27	10	27	21	19.3333333333333	8.62167810425171
TRIM24	5	8	14	5	14	8	9	4.58257569495584
TRIM25	11	8	19	8	19	11	12.6666666666667	5.68624070307733
TRIM26	11	4	6	4	11	6	7	3.60555127546399
TRIM27	38	17	16	16	38	17	23.6666666666667	12.4230967690561
TRIM28	10	4	9	4	10	9	7.66666666666667	3.21455025366432
TRIM29	0	0	0	0	0	0	0	0
TRIM3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TRIM31	0	0	0	0	0	0	0	0
TRIM32	26	14	20	14	26	20	20	6
TRIM33	13	13	11	11	13	13	12.3333333333333	1.15470053837925
TRIM34	1	0	3	0	3	1	1.33333333333333	1.52752523165195
TRIM35	14	3	15	3	15	14	10.6666666666667	6.65832811847939
TRIM36	0	2	0	0	2	0	0.666666666666667	1.15470053837925
TRIM37	17	10	16	10	17	16	14.3333333333333	3.78593889720018
TRIM38	47	20	41	20	47	41	36	14.1774468787578
TRIM39	3	2	2	2	3	2	2.33333333333333	0.577350269189626
TRIM4	28	14	21	14	28	21	21	7
TRIM41	8	4	2	2	8	4	4.66666666666667	3.05505046330389
TRIM44	99	36	64	36	99	64	66.3333333333333	31.5647482697603
TRIM45	7	5	7	5	7	7	6.33333333333333	1.15470053837925
TRIM46	0	0	0	0	0	0	0	0
TRIM47	2	0	3	0	3	2	1.66666666666667	1.52752523165195
TRIM5	25	16	24	16	25	24	21.6666666666667	4.93288286231625
TRIM51	0	0	0	0	0	0	0	0
TRIM52	5	0	4	0	5	4	3	2.64575131106459
TRIM55	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TRIM56	12	2	7	2	12	7	7	5
TRIM58	16	14	14	14	16	14	14.6666666666667	1.15470053837925
TRIM59	42	13	39	13	42	39	31.3333333333333	15.9478316185409
TRIM6	4	1	5	1	5	4	3.33333333333333	2.08166599946613
TRIM60	5	6	3	3	6	5	4.66666666666667	1.52752523165195
TRIM61	5	3	5	3	5	5	4.33333333333333	1.15470053837925
TRIM62	2	2	3	2	3	2	2.33333333333333	0.577350269189626
TRIM63	0	0	0	0	0	0	0	0
TRIM65	9	1	8	1	9	8	6	4.35889894354067
TRIM66	10	6	9	6	10	9	8.33333333333333	2.08166599946613
TRIM67	0	0	0	0	0	0	0	0
TRIM68	16	10	16	10	16	16	14	3.46410161513775
TRIM69	1	2	0	0	2	1	1	1
TRIM7	5	7	5	5	7	5	5.66666666666667	1.15470053837925
TRIM72	3	3	1	1	3	3	2.33333333333333	1.15470053837925
TRIM8	36	27	29	27	36	29	30.6666666666667	4.72581562625261
TRIM9	0	0	0	0	0	0	0	0
TRIO	11	8	11	8	11	11	10	1.73205080756888
TRIOBP	34	11	33	11	34	33	26	13
TRIP10	18	12	15	12	18	15	15	3
TRIP11	158	75	130	75	158	130	121	42.2255846614348
TRIP12	42	32	48	32	48	42	40.6666666666667	8.08290376865476
TRIP13	11	7	6	6	11	7	8	2.64575131106459
TRIP4	15	8	14	8	15	14	12.3333333333333	3.78593889720018
TRIP6	14	10	14	10	14	14	12.6666666666667	2.3094010767585
TRIQK	75	34	64	34	75	64	57.6666666666667	21.221058723196
TRIT1	31	11	25	11	31	25	22.3333333333333	10.2632028788938
TRMT1	7	1	0	0	7	1	2.66666666666667	3.78593889720018
TRMT10A	8	6	8	6	8	8	7.33333333333333	1.15470053837925
TRMT10B	20	5	12	5	20	12	12.3333333333333	7.50555349946513
TRMT10C	113	56	87	56	113	87	85.3333333333333	28.5365263010993
TRMT11	58	21	35	21	58	35	38	18.6815416922694
TRMT112	735	295	664	295	735	664	564.666666666667	236.220941775562
TRMT12	11	4	11	4	11	11	8.66666666666667	4.04145188432738
TRMT13	17	6	23	6	23	17	15.3333333333333	8.62167810425171
TRMT1L	17	14	22	14	22	17	17.6666666666667	4.04145188432738
TRMT2A	0	0	0	0	0	0	0	0
TRMT2B	15	11	6	6	15	11	10.6666666666667	4.50924975282289
TRMT44	4	2	4	2	4	4	3.33333333333333	1.15470053837925
TRMT5	21	12	30	12	30	21	21	9
TRMT6	10	5	16	5	16	10	10.3333333333333	5.5075705472861
TRMT61A	1	1	1	1	1	1	1	0
TRMT61B	5	4	5	4	5	5	4.66666666666667	0.577350269189626
TRMU	4	1	5	1	5	4	3.33333333333333	2.08166599946613
TRNAU1AP	30	18	34	18	34	30	27.3333333333333	8.32666399786453
TRNP1	10	2	5	2	10	5	5.66666666666667	4.04145188432738
TRNT1	48	18	42	18	48	42	36	15.8745078663875
TRO	21	13	15	13	21	15	16.3333333333333	4.16333199893227
TROAP	0	0	0	0	0	0	0	0
TROVE2	100	50	88	50	100	88	79.3333333333333	26.1023626006025
TRPA1	3	0	3	0	3	3	2	1.73205080756888
TRPC1	5	6	6	5	6	6	5.66666666666667	0.577350269189626
TRPC3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRPC4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRPC4AP	33	27	37	27	37	33	32.3333333333333	5.03322295684717
TRPC5	0	0	0	0	0	0	0	0
TRPC6	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TRPM1	0	0	0	0	0	0	0	0
TRPM3	5	1	3	1	5	3	3	2
TRPM4	3	3	1	1	3	3	2.33333333333333	1.15470053837925
TRPM6	7	3	2	2	7	3	4	2.64575131106459
TRPM7	60	32	68	32	68	60	53.3333333333333	18.9032625050104
TRPM8	3	3	1	1	3	3	2.33333333333333	1.15470053837925
TRPS1	75	36	68	36	75	68	59.6666666666667	20.7926268983343
TRPT1	35	22	31	22	35	31	29.3333333333333	6.65832811847939
TRPV1	43	15	38	15	43	38	32	14.9331845230681
TRPV2	11	2	10	2	11	10	7.66666666666667	4.93288286231625
TRPV3	0	0	0	0	0	0	0	0
TRPV4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TRRAP	8	3	9	3	9	8	6.66666666666667	3.21455025366432
TRUB1	23	8	20	8	23	20	17	7.93725393319377
TRUB2	12	12	13	12	13	12	12.3333333333333	0.577350269189626
TSACC	1	0	5	0	5	1	2	2.64575131106459
TSC1	32	22	39	22	39	32	31	8.54400374531753
TSC2	5	2	9	2	9	5	5.33333333333333	3.51188458428425
TSC22D1	156	61	109	61	156	109	108.666666666667	47.500877184883
TSC22D1-AS1	2	0	2	0	2	2	1.33333333333333	1.15470053837925
TSC22D2	8	5	7	5	8	7	6.66666666666667	1.52752523165195
TSC22D3	29	21	23	21	29	23	24.3333333333333	4.16333199893227
TSC22D4	3	3	1	1	3	3	2.33333333333333	1.15470053837925
TSEN15	37	15	25	15	37	25	25.6666666666667	11.0151410945722
TSEN2	0	4	9	0	9	4	4.33333333333333	4.50924975282289
TSEN34	27	12	20	12	27	20	19.6666666666667	7.50555349946513
TSEN54	4	2	1	1	4	2	2.33333333333333	1.52752523165195
TSFM	62	26	62	26	62	62	50	20.7846096908265
TSG1	0	0	0	0	0	0	0	0
TSG101	91	31	69	31	91	69	63.6666666666667	30.3534731675526
TSGA10	0	0	0	0	0	0	0	0
TSHR	0	0	0	0	0	0	0	0
TSHZ1	7	3	4	3	7	4	4.66666666666667	2.08166599946613
TSHZ2	2	0	5	0	5	2	2.33333333333333	2.51661147842358
TSHZ3	19	10	25	10	25	19	18	7.54983443527075
TSIX	18	9	10	9	18	10	12.3333333333333	4.93288286231625
TSKS	0	0	0	0	0	0	0	0
TSKU	20	8	15	8	20	15	14.3333333333333	6.02771377334171
TSLP	29	9	18	9	29	18	18.6666666666667	10.0166528008778
TSN	157	76	154	76	157	154	129	45.9238500128201
TSNARE1	0	0	0	0	0	0	0	0
TSNAX	96	57	128	57	128	96	93.6666666666667	35.557465226494
TSNAX-DISC1	0	0	0	0	0	0	0	0
TSNAXIP1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TSPAN1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TSPAN10	0	0	0	0	0	0	0	0
TSPAN11	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TSPAN12	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TSPAN13	6	4	2	2	6	4	4	2
TSPAN14	16	4	12	4	16	12	10.6666666666667	6.11010092660779
TSPAN15	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TSPAN16	0	0	0	0	0	0	0	0
TSPAN17	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TSPAN18	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TSPAN19	0	0	0	0	0	0	0	0
TSPAN2	15	5	13	5	15	13	11	5.29150262212918
TSPAN3	95	72	116	72	116	95	94.3333333333333	22.0075744536588
TSPAN31	28	5	28	5	28	28	20.3333333333333	13.2790561913614
TSPAN32	0	0	0	0	0	0	0	0
TSPAN33	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TSPAN4	28	19	29	19	29	28	25.3333333333333	5.5075705472861
TSPAN5	14	9	11	9	14	11	11.3333333333333	2.51661147842358
TSPAN6	106	59	129	59	129	106	98	35.6791255498225
TSPAN7	3	0	1	0	3	1	1.33333333333333	1.52752523165195
TSPAN8	11	3	0	0	11	3	4.66666666666667	5.68624070307733
TSPAN9	7	7	7	7	7	7	7	0
TSPO	237	103	227	103	237	227	189	74.6458304260861
TSPY26P	0	0	0	0	0	0	0	0
TSPYL1	100	33	74	33	100	74	69	33.7786915081091
TSPYL2	20	7	10	7	20	10	12.3333333333333	6.80685928555405
TSPYL4	29	12	22	12	29	22	21	8.54400374531753
TSPYL5	3	1	6	1	6	3	3.33333333333333	2.51661147842358
TSPYL6	0	0	0	0	0	0	0	0
TSR1	23	22	25	22	25	23	23.3333333333333	1.52752523165195
TSR2	21	7	17	7	21	17	15	7.21110255092798
TSR3	16	6	11	6	16	11	11	5
TSSC1	15	3	11	3	15	11	9.66666666666667	6.11010092660779
TSSC4	11	3	8	3	11	8	7.33333333333333	4.04145188432738
TSSK3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TSSK4	0	0	0	0	0	0	0	0
TSSK6	0	0	0	0	0	0	0	0
TST	12	6	14	6	14	12	10.6666666666667	4.16333199893227
TSTA3	25	6	17	6	25	17	16	9.53939201416946
TSTD1	30	14	28	14	30	28	24	8.71779788708135
TSTD2	41	7	18	7	41	18	22	17.3493515728975
TSTD3	26	21	18	18	26	21	21.6666666666667	4.04145188432738
TTBK2	6	2	5	2	6	5	4.33333333333333	2.08166599946613
TTC1	220	116	219	116	220	219	185	59.7578446733147
TTC12	3	4	5	3	5	4	4	1
TTC13	10	10	8	8	10	10	9.33333333333333	1.15470053837925
TTC14	48	28	39	28	48	39	38.3333333333333	10.0166528008778
TTC17	41	18	33	18	41	33	30.6666666666667	11.6761865920913
TTC18	1	3	3	1	3	3	2.33333333333333	1.15470053837925
TTC19	8	5	10	5	10	8	7.66666666666667	2.51661147842358
TTC21A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TTC21B	23	8	10	8	23	10	13.6666666666667	8.14452781524708
TTC23	12	6	12	6	12	12	10	3.46410161513775
TTC23L	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TTC25	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TTC26	8	6	6	6	8	6	6.66666666666667	1.15470053837925
TTC27	32	14	30	14	32	30	25.3333333333333	9.8657657246325
TTC28	10	13	12	10	13	12	11.6666666666667	1.52752523165195
TTC28-AS1	4	3	2	2	4	3	3	1
TTC29	0	0	0	0	0	0	0	0
TTC3	342	216	283	216	342	283	280.333333333333	63.0423138323248
TTC30A	2	4	4	2	4	4	3.33333333333333	1.15470053837925
TTC30B	3	0	1	0	3	1	1.33333333333333	1.52752523165195
TTC31	7	0	7	0	7	7	4.66666666666667	4.04145188432738
TTC32	10	3	3	3	10	3	5.33333333333333	4.04145188432738
TTC33	18	13	29	13	29	18	20	8.18535277187245
TTC37	180	94	156	94	180	156	143.333333333333	44.3771713083803
TTC38	3	2	1	1	3	2	2	1
TTC39A	0	0	0	0	0	0	0	0
TTC39B	10	3	5	3	10	5	6	3.60555127546399
TTC39C	18	12	12	12	18	12	14	3.46410161513775
TTC3P1	7	1	6	1	7	6	4.66666666666667	3.21455025366432
TTC4	4	1	2	1	4	2	2.33333333333333	1.52752523165195
TTC40	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TTC5	27	15	41	15	41	27	27.6666666666667	13.0128141972954
TTC7A	5	1	5	1	5	5	3.66666666666667	2.3094010767585
TTC7B	7	6	5	5	7	6	6	1
TTC8	53	32	33	32	53	33	39.3333333333333	11.8462370959446
TTC9	0	0	0	0	0	0	0	0
TTC9C	59	33	56	33	59	56	49.3333333333333	14.2243921955679
TTF1	52	21	32	21	52	32	35	15.7162336455017
TTF2	10	7	10	7	10	10	9	1.73205080756888
TTI1	3	4	3	3	4	3	3.33333333333333	0.577350269189626
TTI2	27	13	24	13	27	24	21.3333333333333	7.37111479583199
TTK	0	2	0	0	2	0	0.666666666666667	1.15470053837925
TTL	21	14	22	14	22	21	19	4.35889894354067
TTLL1	7	3	14	3	14	7	8	5.56776436283002
TTLL10	0	0	0	0	0	0	0	0
TTLL11	0	1	2	0	2	1	1	1
TTLL12	2	0	1	0	2	1	1	1
TTLL13	0	0	0	0	0	0	0	0
TTLL3	5	2	2	2	5	2	3	1.73205080756888
TTLL4	1	1	5	1	5	1	2.33333333333333	2.3094010767585
TTLL5	11	6	4	4	11	6	7	3.60555127546399
TTLL7	17	8	8	8	17	8	11	5.19615242270663
TTN	22	7	14	7	22	14	14.3333333333333	7.50555349946513
TTN-AS1	3	1	2	1	3	2	2	1
TTPA	0	0	0	0	0	0	0	0
TTPAL	24	10	16	10	24	16	16.6666666666667	7.02376916856849
TTR	0	0	0	0	0	0	0	0
TTTY10	0	0	0	0	0	0	0	0
TTTY14	4	2	1	1	4	2	2.33333333333333	1.52752523165195
TTTY15	35	16	36	16	36	35	29	11.2694276695846
TTYH1	0	0	0	0	0	0	0	0
TTYH2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TTYH3	8	2	7	2	8	7	5.66666666666667	3.21455025366432
TUB	5	1	9	1	9	5	5	4
TUBA1A	879	357	810	357	879	810	682	283.564807407407
TUBA1B	1398	534	1329	534	1398	1329	1087	480.153100583553
TUBA1C	207	100	197	100	207	197	168	59.1016074231488
TUBA3D	0	0	0	0	0	0	0	0
TUBA3FP	7	4	8	4	8	7	6.33333333333333	2.08166599946613
TUBA4A	113	49	104	49	113	104	88.6666666666667	34.6458270695524
TUBA8	2	0	1	0	2	1	1	1
TUBB	2142	949	1971	949	2142	1971	1687.33333333333	645.10645116394
