Gene	TRS+URS.A.2.8.1.A3	TRS+URS.A.3.8.1.A7	TRS+URS.A.4.6.1.B1	Min	Max	Median	Mean	Std
TMOD3	247	219	251	219	251	247	239	17.4355957741627
TMOD4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TMPO	65	90	50	50	90	65	68.3333333333333	20.2072594216369
TMPO-AS1	0	3	1	0	3	1	1.33333333333333	1.52752523165195
TMPPE	0	0	0	0	0	0	0	0
TMPRSS11A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TMPRSS11B	2	6	2	2	6	2	3.33333333333333	2.3094010767585
TMPRSS11BNL	0	0	0	0	0	0	0	0
TMPRSS11D	0	0	0	0	0	0	0	0
TMPRSS11E	0	0	0	0	0	0	0	0
TMPRSS12	0	0	0	0	0	0	0	0
TMPRSS13	0	0	0	0	0	0	0	0
TMPRSS15	0	0	0	0	0	0	0	0
TMPRSS3	2	2	5	2	5	2	3	1.73205080756888
TMPRSS4-AS1	0	0	0	0	0	0	0	0
TMPRSS5	0	0	0	0	0	0	0	0
TMPRSS7	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TMPRSS9	0	0	0	0	0	0	0	0
TMSB10	5966	4925	6950	4925	6950	5966	5947	1012.63369487688
TMSB15A	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TMSB15B	10	11	8	8	11	10	9.66666666666667	1.52752523165195
TMSB4X	12166	9716	14739	9716	14739	12166	12207	2511.75098288027
TMSB4Y	0	1	2	0	2	1	1	1
TMTC1	12	27	8	8	27	12	15.6666666666667	10.0166528008778
TMTC2	3	3	4	3	4	3	3.33333333333333	0.577350269189626
TMTC3	45	58	47	45	58	47	50	7
TMTC4	1	6	4	1	6	4	3.66666666666667	2.51661147842358
TMUB1	2	1	0	0	2	1	1	1
TMUB2	23	29	19	19	29	23	23.6666666666667	5.03322295684717
TMX1	79	68	79	68	79	79	75.3333333333333	6.35085296108588
TMX2	142	97	141	97	142	141	126.666666666667	25.6969518296107
TMX2-CTNND1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TMX3	55	80	52	52	80	55	62.3333333333333	15.3731367434669
TMX4	7	20	15	7	20	15	14	6.557438524302
TNC	7	28	28	7	28	28	21	12.1243556529821
TNFAIP1	12	17	14	12	17	14	14.3333333333333	2.51661147842358
TNFAIP2	2	4	10	2	10	4	5.33333333333333	4.16333199893227
TNFAIP3	5	2	3	2	5	3	3.33333333333333	1.52752523165195
TNFAIP6	323	233	134	134	323	233	230	94.5357075395324
TNFAIP8	14	21	17	14	21	17	17.3333333333333	3.51188458428425
TNFAIP8L1	28	39	36	28	39	36	34.3333333333333	5.68624070307733
TNFAIP8L2	0	0	0	0	0	0	0	0
TNFAIP8L2-SCNM1	8	9	3	3	9	8	6.66666666666667	3.21455025366432
TNFAIP8L3	4	11	9	4	11	9	8	3.60555127546399
TNFRSF10A	5	9	3	3	9	5	5.66666666666667	3.05505046330389
TNFRSF10B	90	136	68	68	136	90	98	34.6987031457949
TNFRSF10C	4	5	2	2	5	4	3.66666666666667	1.52752523165195
TNFRSF10D	83	87	114	83	114	87	94.6666666666667	16.8621864932557
TNFRSF11A	0	0	0	0	0	0	0	0
TNFRSF11B	449	348	643	348	643	449	480	149.92331373072
TNFRSF12A	48	56	51	48	56	51	51.6666666666667	4.04145188432738
TNFRSF14	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TNFRSF19	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TNFRSF1A	35	42	55	35	55	42	44	10.1488915650922
TNFRSF1B	5	5	5	5	5	5	5	0
TNFRSF21	16	30	23	16	30	23	23	7
TNFRSF25	1	2	2	1	2	2	1.66666666666667	0.577350269189626
TNFRSF9	0	5	5	0	5	5	3.33333333333333	2.88675134594813
TNFSF10	4	2	3	2	4	3	3	1
TNFSF12	6	7	3	3	7	6	5.33333333333333	2.08166599946613
TNFSF13	0	0	0	0	0	0	0	0
TNFSF13B	0	2	0	0	2	0	0.666666666666667	1.15470053837925
TNFSF14	8	8	5	5	8	8	7	1.73205080756888
TNFSF15	12	9	16	9	16	12	12.3333333333333	3.51188458428425
TNFSF18	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TNFSF4	0	10	3	0	10	3	4.33333333333333	5.13160143944688
TNFSF8	0	0	0	0	0	0	0	0
TNFSF9	0	1	3	0	3	1	1.33333333333333	1.52752523165195
TNIK	3	18	7	3	18	7	9.33333333333333	7.76745346515403
TNIP1	15	24	20	15	24	20	19.6666666666667	4.50924975282289
TNIP2	3	21	15	3	21	15	13	9.16515138991168
TNIP3	4	2	0	0	4	2	2	2
TNK1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TNK2	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TNKS	18	57	24	18	57	24	33	21
TNKS1BP1	18	17	11	11	18	17	15.3333333333333	3.78593889720018
TNKS2	19	41	27	19	41	27	29	11.13552872566
TNMD	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TNN	0	0	0	0	0	0	0	0
TNNC1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
TNNC2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TNNI1	2	9	7	2	9	7	6	3.60555127546399
TNNT1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TNNT2	8	12	6	6	12	8	8.66666666666667	3.05505046330389
TNNT3	0	0	0	0	0	0	0	0
TNPO1	77	91	76	76	91	77	81.3333333333333	8.38649708360608
TNPO2	19	27	22	19	27	22	22.6666666666667	4.04145188432738
TNPO3	36	33	38	33	38	36	35.6666666666667	2.51661147842358
TNRC18	6	15	14	6	15	14	11.6666666666667	4.93288286231625
TNRC6A	25	59	51	25	59	51	45	17.7763888346312
TNRC6B	95	106	95	95	106	95	98.6666666666667	6.35085296108588
TNRC6C	12	14	18	12	18	14	14.6666666666667	3.05505046330389
TNRC6C-AS1	7	6	2	2	7	6	5	2.64575131106459
TNS1	145	199	149	145	199	149	164.333333333333	30.0887575903914
TNS3	61	79	63	61	79	63	67.6666666666667	9.8657657246325
TNS4	0	0	0	0	0	0	0	0
TNXB	0	0	0	0	0	0	0	0
TOB1	38	23	49	23	49	38	36.6666666666667	13.0511813003013
TOB1-AS1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TOB2	14	29	35	14	35	29	26	10.816653826392
TOB2P1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TOE1	2	2	5	2	5	2	3	1.73205080756888
TOLLIP	11	5	9	5	11	9	8.33333333333333	3.05505046330389
TOLLIP-AS1	0	0	0	0	0	0	0	0
TOM1	12	10	20	10	20	12	14	5.29150262212918
TOM1L1	6	4	9	4	9	6	6.33333333333333	2.51661147842358
TOM1L2	6	6	4	4	6	6	5.33333333333333	1.15470053837925
TOMM20	165	139	149	139	165	149	151	13.114877048604
TOMM20L	2	0	5	0	5	2	2.33333333333333	2.51661147842358
TOMM22	46	45	53	45	53	46	48	4.35889894354067
TOMM34	11	19	13	11	19	13	14.3333333333333	4.16333199893227
TOMM40	1	3	4	1	4	3	2.66666666666667	1.52752523165195
TOMM40L	5	5	2	2	5	5	4	1.73205080756888
TOMM5	363	303	449	303	449	363	371.666666666667	73.3848304033833
TOMM6	245	190	203	190	245	203	212.666666666667	28.7460142164672
TOMM7	986	885	1082	885	1082	986	984.333333333333	98.5105747284693
TOMM70A	23	32	29	23	32	29	28	4.58257569495584
TONSL	7	14	8	7	14	8	9.66666666666667	3.78593889720018
TOP1	33	52	35	33	52	35	40	10.4403065089106
TOP1MT	3	2	3	2	3	3	2.66666666666667	0.577350269189626
TOP1P1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TOP1P2	0	0	0	0	0	0	0	0
TOP2A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TOP2B	42	58	65	42	65	58	55	11.7898261225516
TOP3A	13	10	6	6	13	10	9.66666666666667	3.51188458428425
TOP3B	1	3	3	1	3	3	2.33333333333333	1.15470053837925
TOPBP1	15	12	13	12	15	13	13.3333333333333	1.52752523165195
TOPORS	16	26	35	16	35	26	25.6666666666667	9.50438495292217
TOPORS-AS1	53	48	48	48	53	48	49.6666666666667	2.88675134594813
TOR1A	29	37	23	23	37	29	29.6666666666667	7.02376916856849
TOR1AIP1	51	86	48	48	86	51	61.6666666666667	21.1266025033211
TOR1AIP2	200	199	192	192	200	199	197	4.35889894354067
TOR1B	15	24	13	13	24	15	17.3333333333333	5.85946527708232
TOR2A	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TOR3A	11	10	9	9	11	10	10	1
TOR4A	8	10	8	8	10	8	8.66666666666667	1.15470053837925
TOX	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TOX2	1	6	1	1	6	1	2.66666666666667	2.88675134594813
TOX4	90	101	96	90	101	96	95.6666666666667	5.5075705472861
TP53	42	66	53	42	66	53	53.6666666666667	12.0138808606267
TP53AIP1	3	1	0	0	3	1	1.33333333333333	1.52752523165195
TP53BP1	38	53	31	31	53	38	40.6666666666667	11.2398102000582
TP53BP2	25	37	17	17	37	25	26.3333333333333	10.0664459136943
TP53I11	15	19	20	15	20	19	18	2.64575131106459
TP53I13	7	4	6	4	7	6	5.66666666666667	1.52752523165195
TP53I3	5	14	8	5	14	8	9	4.58257569495584
TP53INP1	21	37	30	21	37	30	29.3333333333333	8.02080627701064
TP53INP2	5	10	2	2	10	5	5.66666666666667	4.04145188432738
TP53RK	13	17	15	13	17	15	15	2
TP53TG1	88	84	93	84	93	88	88.3333333333333	4.50924975282289
TP53TG3D	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TP53TG5	0	0	0	0	0	0	0	0
TP63	0	0	0	0	0	0	0	0
TP73	0	0	0	0	0	0	0	0
TP73-AS1	8	22	9	8	22	9	13	7.81024967590665
TPBG	37	63	28	28	63	37	42.6666666666667	18.1750745069541
TPBGL	0	0	0	0	0	0	0	0
TPCN1	12	15	11	11	15	12	12.6666666666667	2.08166599946613
TPCN2	1	2	0	0	2	1	1	1
TPD52	0	1	2	0	2	1	1	1
TPD52L1	85	43	67	43	85	67	65	21.0713075057055
TPD52L2	39	42	55	39	55	42	45.3333333333333	8.50490054811538
TPD52L3	0	0	0	0	0	0	0	0
TPGS1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TPGS2	53	45	49	45	53	49	49	4
TPH2	0	0	0	0	0	0	0	0
TPI1	1331	886	1726	886	1726	1331	1314.33333333333	420.247942687806
TPI1P2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TPK1	4	3	3	3	4	3	3.33333333333333	0.577350269189626
TPM1	708	1114	830	708	1114	830	884	208.317066031566
TPM2	505	533	488	488	533	505	508.666666666667	22.722969289539
TPM3	157	204	192	157	204	192	184.333333333333	24.4199372098565
TPM3P9	1	5	0	0	5	1	2	2.64575131106459
TPM4	630	812	797	630	812	797	746.333333333333	101.026399190179
TPMT	44	31	35	31	44	35	36.6666666666667	6.65832811847939
TPP1	52	54	73	52	73	54	59.6666666666667	11.5902257671425
TPP2	30	45	13	13	45	30	29.3333333333333	16.0104132780304
TPPP	0	0	0	0	0	0	0	0
TPPP3	2	1	3	1	3	2	2	1
TPR	478	377	439	377	478	439	431.333333333333	50.9345985881241
TPRA1	6	2	8	2	8	6	5.33333333333333	3.05505046330389
TPRG1	0	0	0	0	0	0	0	0
TPRG1L	32	36	35	32	36	35	34.3333333333333	2.08166599946613
TPRKB	72	64	62	62	72	64	66	5.29150262212918
TPRN	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TPST1	16	35	47	16	47	35	32.6666666666667	15.6311654502578
TPST2	26	18	24	18	26	24	22.6666666666667	4.16333199893227
TPT1	3779	3602	3543	3543	3779	3602	3641.33333333333	122.818293968502
TPT1-AS1	0	5	6	0	6	5	3.66666666666667	3.21455025366432
TPTE2	0	0	0	0	0	0	0	0
TPTE2P1	3	7	1	1	7	3	3.66666666666667	3.05505046330389
TPTE2P3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TPTE2P5	1	4	3	1	4	3	2.66666666666667	1.52752523165195
TPTE2P6	1	3	1	1	3	1	1.66666666666667	1.15470053837925
TPTEP1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TPX2	0	5	4	0	5	4	3	2.64575131106459
TRA2A	55	56	51	51	56	55	54	2.64575131106459
TRA2B	53	43	49	43	53	49	48.3333333333333	5.03322295684717
TRABD	4	3	1	1	4	3	2.66666666666667	1.52752523165195
TRABD2A	0	0	4	0	4	0	1.33333333333333	2.3094010767585
TRABD2B	0	0	0	0	0	0	0	0
TRADD	3	1	6	1	6	3	3.33333333333333	2.51661147842358
TRAF1	1	2	3	1	3	2	2	1
TRAF2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TRAF3	8	11	20	8	20	11	13	6.2449979983984
TRAF3IP1	28	19	28	19	28	28	25	5.19615242270663
TRAF3IP2	72	79	66	66	79	72	72.3333333333333	6.50640709864771
TRAF3IP2-AS1	13	14	12	12	14	13	13	1
TRAF3IP3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRAF4	8	3	5	3	8	5	5.33333333333333	2.51661147842358
TRAF5	35	38	17	17	38	35	30	11.3578166916005
TRAF6	8	16	11	8	16	11	11.6666666666667	4.04145188432738
TRAF7	3	2	1	1	3	2	2	1
TRAFD1	25	18	28	18	28	25	23.6666666666667	5.13160143944688
TRAIP	0	2	2	0	2	2	1.33333333333333	1.15470053837925
TRAK1	15	31	29	15	31	29	25	8.71779788708135
TRAK2	124	111	103	103	124	111	112.666666666667	10.5987420637231
TRAM1	172	238	227	172	238	227	212.333333333333	35.3600527903075
TRAM1L1	0	0	0	0	0	0	0	0
TRAM2	157	254	173	157	254	173	194.666666666667	52.0032050294338
TRAM2-AS1	2	16	5	2	16	5	7.66666666666667	7.37111479583199
TRANK1	18	20	21	18	21	20	19.6666666666667	1.52752523165195
TRAP1	4	7	6	4	7	6	5.66666666666667	1.52752523165195
TRAPPC1	20	24	29	20	29	24	24.3333333333333	4.50924975282289
TRAPPC10	4	12	11	4	12	11	9	4.35889894354067
TRAPPC11	18	10	7	7	18	10	11.6666666666667	5.68624070307733
TRAPPC12	6	13	9	6	13	9	9.33333333333333	3.51188458428425
TRAPPC13	20	17	33	17	33	20	23.3333333333333	8.50490054811538
TRAPPC2	41	53	44	41	53	44	46	6.2449979983984
TRAPPC2L	148	151	203	148	203	151	167.333333333333	30.9246395829173
TRAPPC2P1	12	12	14	12	14	12	12.6666666666667	1.15470053837925
TRAPPC3	22	42	26	22	42	26	30	10.5830052442584
TRAPPC3L	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRAPPC4	111	97	111	97	111	111	106.333333333333	8.08290376865476
TRAPPC5	16	23	16	16	23	16	18.3333333333333	4.04145188432738
TRAPPC6A	5	8	11	5	11	8	8	3
TRAPPC6B	26	24	21	21	26	24	23.6666666666667	2.51661147842358
TRAPPC8	14	29	7	7	29	14	16.6666666666667	11.2398102000582
TRAPPC9	1	2	2	1	2	2	1.66666666666667	0.577350269189626
TRAT1	0	0	0	0	0	0	0	0
TRDMT1	6	11	3	3	11	6	6.66666666666667	4.04145188432738
TRDN	3	0	0	0	3	0	1	1.73205080756888
TREM1	0	0	3	0	3	0	1	1.73205080756888
TREM2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TREML2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TREML3P	0	0	0	0	0	0	0	0
TRERF1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
TREX1	18	11	12	11	18	12	13.6666666666667	3.78593889720018
TREX2	0	0	0	0	0	0	0	0
TRHDE-AS1	0	0	0	0	0	0	0	0
TRIAP1	102	77	122	77	122	102	100.333333333333	22.5462487641145
TRIB1	2	2	2	2	2	2	2	0
TRIB2	20	22	25	20	25	22	22.3333333333333	2.51661147842358
TRIB3	71	84	19	19	84	71	58	34.3947670438397
TRIL	2	1	1	1	2	1	1.33333333333333	0.577350269189626
TRIM11	4	5	6	4	6	5	5	1
TRIM13	49	60	57	49	60	57	55.3333333333333	5.68624070307733
TRIM14	0	3	0	0	3	0	1	1.73205080756888
TRIM16	18	5	16	5	18	16	13	7
TRIM16L	9	16	6	6	16	9	10.3333333333333	5.13160143944688
TRIM17	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TRIM2	39	42	29	29	42	39	36.6666666666667	6.80685928555405
TRIM21	10	10	16	10	16	10	12	3.46410161513775
TRIM22	64	82	69	64	82	69	71.6666666666667	9.29157324317757
TRIM23	15	21	25	15	25	21	20.3333333333333	5.03322295684717
TRIM24	7	9	14	7	14	9	10	3.60555127546399
TRIM25	13	24	13	13	24	13	16.6666666666667	6.35085296108588
TRIM26	6	7	5	5	7	6	6	1
TRIM27	20	20	23	20	23	20	21	1.73205080756888
TRIM28	10	10	7	7	10	10	9	1.73205080756888
TRIM29	0	0	0	0	0	0	0	0
TRIM3	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TRIM31	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRIM32	14	14	9	9	14	14	12.3333333333333	2.88675134594813
TRIM33	13	24	22	13	24	22	19.6666666666667	5.85946527708232
TRIM34	3	2	3	2	3	3	2.66666666666667	0.577350269189626
TRIM35	8	9	9	8	9	9	8.66666666666667	0.577350269189626
TRIM36	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRIM37	23	27	14	14	27	23	21.3333333333333	6.65832811847939
TRIM38	30	43	26	26	43	30	33	8.88819441731559
TRIM39	6	5	6	5	6	6	5.66666666666667	0.577350269189626
TRIM4	19	30	21	19	30	21	23.3333333333333	5.85946527708232
TRIM41	2	5	2	2	5	2	3	1.73205080756888
TRIM44	69	77	67	67	77	69	71	5.29150262212918
TRIM45	10	16	11	10	16	11	12.3333333333333	3.21455025366432
TRIM46	0	0	3	0	3	0	1	1.73205080756888
TRIM47	2	3	1	1	3	2	2	1
TRIM5	27	18	20	18	27	20	21.6666666666667	4.72581562625261
TRIM51	0	0	0	0	0	0	0	0
TRIM52	4	6	6	4	6	6	5.33333333333333	1.15470053837925
TRIM55	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TRIM56	11	20	11	11	20	11	14	5.19615242270663
TRIM58	20	35	14	14	35	20	23	10.816653826392
TRIM59	34	40	34	34	40	34	36	3.46410161513775
TRIM6	4	1	0	0	4	1	1.66666666666667	2.08166599946613
TRIM60	4	10	1	1	10	4	5	4.58257569495584
TRIM61	0	4	0	0	4	0	1.33333333333333	2.3094010767585
TRIM62	0	3	0	0	3	0	1	1.73205080756888
TRIM63	0	0	0	0	0	0	0	0
TRIM65	10	10	4	4	10	10	8	3.46410161513775
TRIM66	15	14	9	9	15	14	12.6666666666667	3.21455025366432
TRIM67	1	1	1	1	1	1	1	0
TRIM68	12	10	14	10	14	12	12	2
TRIM69	1	3	0	0	3	1	1.33333333333333	1.52752523165195
TRIM7	4	5	5	4	5	5	4.66666666666667	0.577350269189626
TRIM72	7	2	3	2	7	3	4	2.64575131106459
TRIM8	29	51	33	29	51	33	37.6666666666667	11.7189305541646
TRIM9	0	0	0	0	0	0	0	0
TRIO	13	16	11	11	16	13	13.3333333333333	2.51661147842358
TRIOBP	26	32	29	26	32	29	29	3
TRIP10	13	7	16	7	16	13	12	4.58257569495584
TRIP11	109	152	156	109	156	152	139	26.0576284415908
TRIP12	60	76	55	55	76	60	63.6666666666667	10.9696551146029
TRIP13	12	7	13	7	13	12	10.6666666666667	3.21455025366432
TRIP4	15	8	7	7	15	8	10	4.35889894354067
TRIP6	20	23	32	20	32	23	25	6.2449979983984
TRIQK	35	46	46	35	46	46	42.3333333333333	6.35085296108588
TRIT1	16	13	30	13	30	16	19.6666666666667	9.07377172587747
TRMT1	3	4	1	1	4	3	2.66666666666667	1.52752523165195
TRMT10A	8	12	9	8	12	9	9.66666666666667	2.08166599946613
TRMT10B	17	20	6	6	20	17	14.3333333333333	7.37111479583199
TRMT10C	70	53	63	53	70	63	62	8.54400374531753
TRMT11	32	32	29	29	32	32	31	1.73205080756888
TRMT112	459	376	459	376	459	459	431.333333333333	47.9200723427389
TRMT12	7	9	3	3	9	7	6.33333333333333	3.05505046330389
TRMT13	20	19	10	10	20	19	16.3333333333333	5.5075705472861
TRMT1L	11	24	12	11	24	12	15.6666666666667	7.23417813807024
TRMT2A	2	3	0	0	3	2	1.66666666666667	1.52752523165195
TRMT2B	10	26	12	10	26	12	16	8.71779788708135
TRMT44	6	1	4	1	6	4	3.66666666666667	2.51661147842358
TRMT5	20	16	11	11	20	16	15.6666666666667	4.50924975282289
TRMT6	5	12	13	5	13	12	10	4.35889894354067
TRMT61A	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TRMT61B	4	7	5	4	7	5	5.33333333333333	1.52752523165195
TRMU	3	2	3	2	3	3	2.66666666666667	0.577350269189626
TRNAU1AP	24	28	22	22	28	24	24.6666666666667	3.05505046330389
TRNP1	7	12	8	7	12	8	9	2.64575131106459
TRNT1	24	30	40	24	40	30	31.3333333333333	8.08290376865476
TRO	16	17	12	12	17	16	15	2.64575131106459
TROAP	0	0	0	0	0	0	0	0
TROVE2	67	71	96	67	96	71	78	15.7162336455017
TRPA1	1	6	1	1	6	1	2.66666666666667	2.88675134594813
TRPC1	6	14	4	4	14	6	8	5.29150262212918
TRPC3	0	0	0	0	0	0	0	0
TRPC4	1	3	1	1	3	1	1.66666666666667	1.15470053837925
TRPC4AP	37	40	38	37	40	38	38.3333333333333	1.52752523165195
TRPC5	0	0	0	0	0	0	0	0
TRPC6	0	0	0	0	0	0	0	0
TRPM1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
TRPM3	10	3	1	1	10	3	4.66666666666667	4.72581562625261
TRPM4	3	1	2	1	3	2	2	1
TRPM6	5	13	7	5	13	7	8.33333333333333	4.16333199893227
TRPM7	74	104	61	61	104	74	79.6666666666667	22.0529665426975
TRPM8	7	0	3	0	7	3	3.33333333333333	3.51188458428425
TRPS1	77	130	94	77	130	94	100.333333333333	27.0616579930597
TRPT1	26	25	23	23	26	25	24.6666666666667	1.52752523165195
TRPV1	51	81	52	51	81	52	61.3333333333333	17.0391705588427
TRPV2	3	5	6	3	6	5	4.66666666666667	1.52752523165195
TRPV3	2	1	1	1	2	1	1.33333333333333	0.577350269189626
TRPV4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TRRAP	10	12	9	9	12	10	10.3333333333333	1.52752523165195
TRUB1	12	22	9	9	22	12	14.3333333333333	6.80685928555405
TRUB2	11	18	15	11	18	15	14.6666666666667	3.51188458428425
TSACC	2	0	1	0	2	1	1	1
TSC1	24	28	29	24	29	28	27	2.64575131106459
TSC2	10	10	7	7	10	10	9	1.73205080756888
TSC22D1	134	160	127	127	160	134	140.333333333333	17.3877351409933
TSC22D1-AS1	2	4	2	2	4	2	2.66666666666667	1.15470053837925
TSC22D2	5	13	12	5	13	12	10	4.35889894354067
TSC22D3	26	44	14	14	44	26	28	15.0996688705415
TSC22D4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TSEN15	24	38	27	24	38	27	29.6666666666667	7.37111479583199
TSEN2	4	5	6	4	6	5	5	1
TSEN34	23	23	18	18	23	23	21.3333333333333	2.88675134594813
TSEN54	1	5	1	1	5	1	2.33333333333333	2.3094010767585
TSFM	29	32	52	29	52	32	37.6666666666667	12.5033328890074
TSG1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TSG101	62	73	55	55	73	62	63.3333333333333	9.07377172587747
TSGA10	3	0	0	0	3	0	1	1.73205080756888
TSHR	0	0	0	0	0	0	0	0
TSHZ1	10	6	6	6	10	6	7.33333333333333	2.3094010767585
TSHZ2	1	5	1	1	5	1	2.33333333333333	2.3094010767585
TSHZ3	17	34	31	17	34	31	27.3333333333333	9.07377172587747
TSIX	18	35	22	18	35	22	25	8.88819441731559
TSKS	0	0	0	0	0	0	0	0
TSKU	12	22	16	12	22	16	16.6666666666667	5.03322295684717
TSLP	23	19	7	7	23	19	16.3333333333333	8.32666399786453
TSN	86	101	130	86	130	101	105.666666666667	22.3681320930768
TSNARE1	0	0	0	0	0	0	0	0
TSNAX	61	59	76	59	76	61	65.3333333333333	9.29157324317757
TSNAX-DISC1	0	0	0	0	0	0	0	0
TSNAXIP1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TSPAN1	0	0	0	0	0	0	0	0
TSPAN10	0	0	0	0	0	0	0	0
TSPAN11	0	0	0	0	0	0	0	0
TSPAN12	0	4	1	0	4	1	1.66666666666667	2.08166599946613
TSPAN13	1	5	4	1	5	4	3.33333333333333	2.08166599946613
TSPAN14	16	14	9	9	16	14	13	3.60555127546399
TSPAN15	0	0	0	0	0	0	0	0
TSPAN16	0	0	0	0	0	0	0	0
TSPAN17	3	6	4	3	6	4	4.33333333333333	1.52752523165195
TSPAN18	0	0	0	0	0	0	0	0
TSPAN19	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TSPAN2	5	18	12	5	18	12	11.6666666666667	6.50640709864771
TSPAN3	90	118	113	90	118	113	107	14.9331845230681
TSPAN31	14	12	18	12	18	14	14.6666666666667	3.05505046330389
TSPAN32	0	0	0	0	0	0	0	0
TSPAN33	0	0	0	0	0	0	0	0
TSPAN4	13	9	27	9	27	13	16.3333333333333	9.45163125250522
TSPAN5	11	19	24	11	24	19	18	6.557438524302
TSPAN6	77	72	104	72	104	77	84.3333333333333	17.2143351115671
TSPAN7	0	1	2	0	2	1	1	1
TSPAN8	6	4	4	4	6	4	4.66666666666667	1.15470053837925
TSPAN9	6	6	5	5	6	6	5.66666666666667	0.577350269189626
TSPO	135	126	149	126	149	135	136.666666666667	11.5902257671425
TSPY26P	0	0	0	0	0	0	0	0
TSPYL1	76	74	123	74	123	76	91	27.7308492477241
TSPYL2	3	3	12	3	12	3	6	5.19615242270663
TSPYL4	18	22	13	13	22	18	17.6666666666667	4.50924975282289
TSPYL5	8	8	2	2	8	8	6	3.46410161513775
TSPYL6	0	0	0	0	0	0	0	0
TSR1	23	24	27	23	27	24	24.6666666666667	2.08166599946613
TSR2	14	14	12	12	14	14	13.3333333333333	1.15470053837925
TSR3	6	10	6	6	10	6	7.33333333333333	2.3094010767585
TSSC1	7	11	11	7	11	11	9.66666666666667	2.3094010767585
TSSC4	1	2	7	1	7	2	3.33333333333333	3.21455025366432
TSSK3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TSSK4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TSSK6	0	0	0	0	0	0	0	0
TST	10	11	10	10	11	10	10.3333333333333	0.577350269189626
TSTA3	15	9	12	9	15	12	12	3
TSTD1	19	9	13	9	19	13	13.6666666666667	5.03322295684717
TSTD2	24	20	25	20	25	24	23	2.64575131106459
TSTD3	22	23	19	19	23	22	21.3333333333333	2.08166599946613
TTBK2	9	10	6	6	10	9	8.33333333333333	2.08166599946613
TTC1	152	141	145	141	152	145	146	5.56776436283002
TTC12	3	1	2	1	3	2	2	1
TTC13	3	23	10	3	23	10	12	10.1488915650922
TTC14	39	51	37	37	51	39	42.3333333333333	7.57187779440036
TTC17	32	42	31	31	42	32	35	6.08276253029822
TTC18	1	6	3	1	6	3	3.33333333333333	2.51661147842358
TTC19	6	14	9	6	14	9	9.66666666666667	4.04145188432738
TTC21A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TTC21B	23	16	15	15	23	16	18	4.35889894354067
TTC23	15	13	10	10	15	13	12.6666666666667	2.51661147842358
TTC23L	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TTC25	1	4	3	1	4	3	2.66666666666667	1.52752523165195
TTC26	9	8	11	8	11	9	9.33333333333333	1.52752523165195
TTC27	20	26	21	20	26	21	22.3333333333333	3.21455025366432
TTC28	22	24	21	21	24	22	22.3333333333333	1.52752523165195
