Gene	DOM.A.4.13.1.B7	DOM.A.4.14.1.B8	DOM.A.5.11.1.C7	Min	Max	Median	Mean	Std
TOR1A	25	20	26	20	26	25	23.6666666666667	3.21455025366432
TOR1AIP1	49	43	35	35	49	43	42.3333333333333	7.02376916856849
TOR1AIP2	161	175	152	152	175	161	162.666666666667	11.5902257671425
TOR1B	14	10	15	10	15	14	13	2.64575131106459
TOR2A	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TOR3A	5	6	6	5	6	6	5.66666666666667	0.577350269189626
TOR4A	2	4	4	2	4	4	3.33333333333333	1.15470053837925
TOX	0	0	0	0	0	0	0	0
TOX2	2	2	2	2	2	2	2	0
TOX4	70	96	83	70	96	83	83	13
TP53	48	39	43	39	48	43	43.3333333333333	4.50924975282289
TP53AIP1	1	1	1	1	1	1	1	0
TP53BP1	28	32	24	24	32	28	28	4
TP53BP2	16	9	23	9	23	16	16	7
TP53I11	11	16	11	11	16	11	12.6666666666667	2.88675134594813
TP53I13	4	5	1	1	5	4	3.33333333333333	2.08166599946613
TP53I3	5	3	6	3	6	5	4.66666666666667	1.52752523165195
TP53INP1	24	17	21	17	24	21	20.6666666666667	3.51188458428425
TP53INP2	2	7	3	2	7	3	4	2.64575131106459
TP53RK	7	11	10	7	11	10	9.33333333333333	2.08166599946613
TP53TG1	79	76	94	76	94	79	83	9.64365076099295
TP53TG3D	0	0	0	0	0	0	0	0
TP53TG5	0	0	0	0	0	0	0	0
TP63	0	0	0	0	0	0	0	0
TP73	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TP73-AS1	14	9	12	9	14	12	11.6666666666667	2.51661147842358
TPBG	15	21	33	15	33	21	23	9.16515138991168
TPBGL	0	0	0	0	0	0	0	0
TPCN1	11	2	6	2	11	6	6.33333333333333	4.50924975282289
TPCN2	3	1	1	1	3	1	1.66666666666667	1.15470053837925
TPD52	0	1	2	0	2	1	1	1
TPD52L1	72	96	77	72	96	77	81.6666666666667	12.6622799421484
TPD52L2	43	32	37	32	43	37	37.3333333333333	5.5075705472861
TPD52L3	0	0	0	0	0	0	0	0
TPGS1	0	1	2	0	2	1	1	1
TPGS2	35	47	50	35	50	47	44	7.93725393319377
TPH2	0	0	0	0	0	0	0	0
TPI1	1447	1335	1651	1335	1651	1447	1477.66666666667	160.2165201636
TPI1P2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TPK1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
TPM1	614	688	731	614	731	688	677.666666666667	59.1805148113239
TPM2	348	396	440	348	440	396	394.666666666667	46.0144904712997
TPM3	179	204	181	179	204	181	188	13.8924439894498
TPM3P9	6	5	4	4	6	5	5	1
TPM4	594	608	616	594	616	608	606	11.13552872566
TPMT	44	31	28	28	44	31	34.3333333333333	8.50490054811538
TPP1	39	48	41	39	48	41	42.6666666666667	4.72581562625261
TPP2	17	16	15	15	17	16	16	1
TPPP	0	0	0	0	0	0	0	0
TPPP3	0	2	5	0	5	2	2.33333333333333	2.51661147842358
TPR	391	435	466	391	466	435	430.666666666667	37.6873099774093
TPRA1	3	3	1	1	3	3	2.33333333333333	1.15470053837925
TPRG1	0	0	0	0	0	0	0	0
TPRG1L	23	18	29	18	29	23	23.3333333333333	5.5075705472861
TPRKB	80	100	87	80	100	87	89	10.1488915650922
TPRN	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TPST1	35	25	18	18	35	25	26	8.54400374531753
TPST2	18	19	13	13	19	18	16.6666666666667	3.21455025366432
TPT1	3092	3489	3275	3092	3489	3275	3285.33333333333	198.701618849302
TPT1-AS1	1	2	0	0	2	1	1	1
TPTE2	0	0	0	0	0	0	0	0
TPTE2P1	1	1	3	1	3	1	1.66666666666667	1.15470053837925
TPTE2P3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TPTE2P5	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TPTE2P6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TPTEP1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
TPX2	3	0	3	0	3	3	2	1.73205080756888
TRA2A	49	41	29	29	49	41	39.6666666666667	10.0664459136943
TRA2B	44	46	47	44	47	46	45.6666666666667	1.52752523165195
TRABD	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRABD2A	1	2	6	1	6	2	3	2.64575131106459
TRABD2B	0	0	0	0	0	0	0	0
TRADD	5	3	3	3	5	3	3.66666666666667	1.15470053837925
TRAF1	2	0	1	0	2	1	1	1
TRAF2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TRAF3	8	8	9	8	9	8	8.33333333333333	0.577350269189626
TRAF3IP1	22	16	18	16	22	18	18.6666666666667	3.05505046330389
TRAF3IP2	48	34	41	34	48	41	41	7
TRAF3IP2-AS1	10	14	8	8	14	10	10.6666666666667	3.05505046330389
TRAF3IP3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRAF4	3	4	4	3	4	4	3.66666666666667	0.577350269189626
TRAF5	15	25	19	15	25	19	19.6666666666667	5.03322295684717
TRAF6	10	8	4	4	10	8	7.33333333333333	3.05505046330389
TRAF7	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TRAFD1	18	21	28	18	28	21	22.3333333333333	5.13160143944688
TRAIP	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TRAK1	13	16	18	13	18	16	15.6666666666667	2.51661147842358
TRAK2	86	94	107	86	107	94	95.6666666666667	10.5987420637231
TRAM1	179	189	193	179	193	189	187	7.21110255092798
TRAM1L1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TRAM2	109	142	114	109	142	114	121.666666666667	17.7857620959388
TRAM2-AS1	5	2	5	2	5	5	4	1.73205080756888
TRANK1	6	10	8	6	10	8	8	2
TRAP1	7	7	7	7	7	7	7	0
TRAPPC1	21	26	36	21	36	26	27.6666666666667	7.63762615825973
TRAPPC10	8	14	6	6	14	8	9.33333333333333	4.16333199893227
TRAPPC11	9	5	18	5	18	9	10.6666666666667	6.65832811847939
TRAPPC12	5	8	9	5	9	8	7.33333333333333	2.08166599946613
TRAPPC13	23	38	29	23	38	29	30	7.54983443527075
TRAPPC2	32	35	37	32	37	35	34.6666666666667	2.51661147842358
TRAPPC2L	167	193	171	167	193	171	177	14
TRAPPC2P1	20	18	11	11	20	18	16.3333333333333	4.72581562625261
TRAPPC3	42	24	28	24	42	28	31.3333333333333	9.45163125250522
TRAPPC3L	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRAPPC4	97	104	116	97	116	104	105.666666666667	9.60902353693305
TRAPPC5	24	23	19	19	24	23	22	2.64575131106459
TRAPPC6A	4	6	5	4	6	5	5	1
TRAPPC6B	12	12	24	12	24	12	16	6.92820323027551
TRAPPC8	7	10	7	7	10	7	8	1.73205080756888
TRAPPC9	0	2	3	0	3	2	1.66666666666667	1.52752523165195
TRAT1	0	0	0	0	0	0	0	0
TRDMT1	8	5	8	5	8	8	7	1.73205080756888
TRDN	1	0	2	0	2	1	1	1
TREM1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
TREM2	0	0	0	0	0	0	0	0
TREML2	0	0	0	0	0	0	0	0
TREML3P	0	0	0	0	0	0	0	0
TRERF1	0	3	1	0	3	1	1.33333333333333	1.52752523165195
TREX1	13	17	12	12	17	13	14	2.64575131106459
TREX2	0	0	0	0	0	0	0	0
TRHDE-AS1	0	0	0	0	0	0	0	0
TRIAP1	100	120	103	100	120	103	107.666666666667	10.785793124909
TRIB1	2	2	0	0	2	2	1.33333333333333	1.15470053837925
TRIB2	28	15	32	15	32	28	25	8.88819441731559
TRIB3	17	12	30	12	30	17	19.6666666666667	9.29157324317757
TRIL	0	0	0	0	0	0	0	0
TRIM11	0	3	2	0	3	2	1.66666666666667	1.52752523165195
TRIM13	37	38	32	32	38	37	35.6666666666667	3.21455025366432
TRIM14	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TRIM16	5	10	5	5	10	5	6.66666666666667	2.88675134594813
TRIM16L	9	11	9	9	11	9	9.66666666666667	1.15470053837925
TRIM17	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRIM2	27	30	29	27	30	29	28.6666666666667	1.52752523165195
TRIM21	13	15	17	13	17	15	15	2
TRIM22	62	70	62	62	70	62	64.6666666666667	4.61880215351701
TRIM23	12	18	13	12	18	13	14.3333333333333	3.21455025366432
TRIM24	4	10	8	4	10	8	7.33333333333333	3.05505046330389
TRIM25	21	11	9	9	21	11	13.6666666666667	6.42910050732864
TRIM26	4	2	4	2	4	4	3.33333333333333	1.15470053837925
TRIM27	25	16	18	16	25	18	19.6666666666667	4.72581562625261
TRIM28	5	7	6	5	7	6	6	1
TRIM29	0	0	0	0	0	0	0	0
TRIM3	0	0	0	0	0	0	0	0
TRIM31	0	0	0	0	0	0	0	0
TRIM32	12	15	14	12	15	14	13.6666666666667	1.52752523165195
TRIM33	10	11	14	10	14	11	11.6666666666667	2.08166599946613
TRIM34	2	0	2	0	2	2	1.33333333333333	1.15470053837925
TRIM35	4	9	8	4	9	8	7	2.64575131106459
TRIM36	0	0	0	0	0	0	0	0
TRIM37	21	17	12	12	21	17	16.6666666666667	4.50924975282289
TRIM38	18	28	35	18	35	28	27	8.54400374531753
TRIM39	3	0	4	0	4	3	2.33333333333333	2.08166599946613
TRIM4	20	16	6	6	20	16	14	7.21110255092798
TRIM41	5	5	6	5	6	5	5.33333333333333	0.577350269189626
TRIM44	53	54	57	53	57	54	54.6666666666667	2.08166599946613
TRIM45	6	5	5	5	6	5	5.33333333333333	0.577350269189626
TRIM46	0	0	0	0	0	0	0	0
TRIM47	3	0	1	0	3	1	1.33333333333333	1.52752523165195
TRIM5	14	14	11	11	14	14	13	1.73205080756888
TRIM51	0	0	0	0	0	0	0	0
TRIM52	2	1	7	1	7	2	3.33333333333333	3.21455025366432
TRIM55	0	0	0	0	0	0	0	0
TRIM56	7	4	6	4	7	6	5.66666666666667	1.52752523165195
TRIM58	17	6	13	6	17	13	12	5.56776436283002
TRIM59	30	32	41	30	41	32	34.3333333333333	5.85946527708232
TRIM6	2	2	3	2	3	2	2.33333333333333	0.577350269189626
TRIM60	4	2	2	2	4	2	2.66666666666667	1.15470053837925
TRIM61	1	3	4	1	4	3	2.66666666666667	1.52752523165195
TRIM62	1	0	6	0	6	1	2.33333333333333	3.21455025366432
TRIM63	0	0	0	0	0	0	0	0
TRIM65	9	6	10	6	10	9	8.33333333333333	2.08166599946613
TRIM66	6	6	4	4	6	6	5.33333333333333	1.15470053837925
TRIM67	0	0	0	0	0	0	0	0
TRIM68	12	13	10	10	13	12	11.6666666666667	1.52752523165195
TRIM69	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TRIM7	1	3	1	1	3	1	1.66666666666667	1.15470053837925
TRIM72	0	2	4	0	4	2	2	2
TRIM8	24	27	21	21	27	24	24	3
TRIM9	0	0	0	0	0	0	0	0
TRIO	10	9	7	7	10	9	8.66666666666667	1.52752523165195
TRIOBP	29	29	31	29	31	29	29.6666666666667	1.15470053837925
TRIP10	7	15	10	7	15	10	10.6666666666667	4.04145188432738
TRIP11	133	120	121	120	133	121	124.666666666667	7.23417813807024
TRIP12	39	59	52	39	59	52	50	10.1488915650922
TRIP13	4	6	7	4	7	6	5.66666666666667	1.52752523165195
TRIP4	8	13	17	8	17	13	12.6666666666667	4.50924975282289
TRIP6	21	16	17	16	21	17	18	2.64575131106459
TRIQK	44	51	54	44	54	51	49.6666666666667	5.13160143944688
TRIT1	15	17	14	14	17	15	15.3333333333333	1.52752523165195
TRMT1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TRMT10A	5	7	10	5	10	7	7.33333333333333	2.51661147842358
TRMT10B	13	4	7	4	13	7	8	4.58257569495584
TRMT10C	78	76	70	70	78	76	74.6666666666667	4.16333199893227
TRMT11	26	33	33	26	33	33	30.6666666666667	4.04145188432738
TRMT112	458	496	513	458	513	496	489	28.1602556806574
TRMT12	7	6	10	6	10	7	7.66666666666667	2.08166599946613
TRMT13	6	7	12	6	12	7	8.33333333333333	3.21455025366432
TRMT1L	9	7	10	7	10	9	8.66666666666667	1.52752523165195
TRMT2A	0	1	3	0	3	1	1.33333333333333	1.52752523165195
TRMT2B	14	10	7	7	14	10	10.3333333333333	3.51188458428425
TRMT44	5	3	2	2	5	3	3.33333333333333	1.52752523165195
TRMT5	16	17	19	16	19	17	17.3333333333333	1.52752523165195
TRMT6	7	6	8	6	8	7	7	1
TRMT61A	3	1	0	0	3	1	1.33333333333333	1.52752523165195
TRMT61B	6	5	7	5	7	6	6	1
TRMU	1	3	3	1	3	3	2.33333333333333	1.15470053837925
TRNAU1AP	21	21	27	21	27	21	23	3.46410161513775
TRNP1	4	6	6	4	6	6	5.33333333333333	1.15470053837925
TRNT1	27	34	29	27	34	29	30	3.60555127546399
TRO	8	10	12	8	12	10	10	2
TROAP	0	0	0	0	0	0	0	0
TROVE2	59	68	80	59	80	68	69	10.5356537528527
TRPA1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
TRPC1	3	5	6	3	6	5	4.66666666666667	1.52752523165195
TRPC3	0	0	0	0	0	0	0	0
TRPC4	0	0	0	0	0	0	0	0
TRPC4AP	33	26	26	26	33	26	28.3333333333333	4.04145188432738
TRPC5	0	0	0	0	0	0	0	0
TRPC6	0	0	0	0	0	0	0	0
TRPM1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TRPM3	7	6	7	6	7	7	6.66666666666667	0.577350269189626
TRPM4	2	1	2	1	2	2	1.66666666666667	0.577350269189626
TRPM6	6	7	1	1	7	6	4.66666666666667	3.21455025366432
TRPM7	38	52	41	38	52	41	43.6666666666667	7.37111479583199
TRPM8	0	2	0	0	2	0	0.666666666666667	1.15470053837925
TRPS1	74	87	61	61	87	74	74	13
TRPT1	14	20	23	14	23	20	19	4.58257569495584
TRPV1	33	33	27	27	33	33	31	3.46410161513775
TRPV2	6	2	3	2	6	3	3.66666666666667	2.08166599946613
TRPV3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRPV4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TRRAP	6	8	10	6	10	8	8	2
TRUB1	12	12	10	10	12	12	11.3333333333333	1.15470053837925
TRUB2	4	13	14	4	14	13	10.3333333333333	5.5075705472861
TSACC	2	3	0	0	3	2	1.66666666666667	1.52752523165195
TSC1	24	25	24	24	25	24	24.3333333333333	0.577350269189626
TSC2	2	5	9	2	9	5	5.33333333333333	3.51188458428425
TSC22D1	104	82	88	82	104	88	91.3333333333333	11.3724814061547
TSC22D1-AS1	1	4	2	1	4	2	2.33333333333333	1.52752523165195
TSC22D2	6	14	10	6	14	10	10	4
TSC22D3	15	18	19	15	19	18	17.3333333333333	2.08166599946613
TSC22D4	0	2	0	0	2	0	0.666666666666667	1.15470053837925
TSEN15	19	15	19	15	19	19	17.6666666666667	2.3094010767585
TSEN2	3	4	6	3	6	4	4.33333333333333	1.52752523165195
TSEN34	17	16	21	16	21	17	18	2.64575131106459
TSEN54	2	1	4	1	4	2	2.33333333333333	1.52752523165195
TSFM	40	45	46	40	46	45	43.6666666666667	3.21455025366432
TSG1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TSG101	62	62	64	62	64	62	62.6666666666667	1.15470053837925
TSGA10	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TSHR	0	0	0	0	0	0	0	0
TSHZ1	2	2	7	2	7	2	3.66666666666667	2.88675134594813
TSHZ2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TSHZ3	13	22	14	13	22	14	16.3333333333333	4.93288286231625
TSIX	13	17	14	13	17	14	14.6666666666667	2.08166599946613
TSKS	0	0	0	0	0	0	0	0
TSKU	6	15	12	6	15	12	11	4.58257569495584
TSLP	8	15	16	8	16	15	13	4.35889894354067
TSN	105	108	119	105	119	108	110.666666666667	7.37111479583199
TSNARE1	0	0	0	0	0	0	0	0
TSNAX	67	70	60	60	70	67	65.6666666666667	5.13160143944688
TSNAX-DISC1	0	0	0	0	0	0	0	0
TSNAXIP1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TSPAN1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TSPAN10	0	0	0	0	0	0	0	0
TSPAN11	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TSPAN12	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TSPAN13	4	2	4	2	4	4	3.33333333333333	1.15470053837925
TSPAN14	12	7	11	7	12	11	10	2.64575131106459
TSPAN15	0	0	0	0	0	0	0	0
TSPAN16	0	0	0	0	0	0	0	0
TSPAN17	6	1	3	1	6	3	3.33333333333333	2.51661147842358
TSPAN18	0	0	0	0	0	0	0	0
TSPAN19	0	0	0	0	0	0	0	0
TSPAN2	15	21	17	15	21	17	17.6666666666667	3.05505046330389
TSPAN3	86	91	78	78	91	86	85	6.557438524302
TSPAN31	19	27	19	19	27	19	21.6666666666667	4.61880215351701
TSPAN32	0	0	0	0	0	0	0	0
TSPAN33	0	0	0	0	0	0	0	0
TSPAN4	17	15	24	15	24	17	18.6666666666667	4.72581562625261
TSPAN5	17	12	16	12	17	16	15	2.64575131106459
TSPAN6	80	92	75	75	92	80	82.3333333333333	8.73689494805411
TSPAN7	2	1	0	0	2	1	1	1
TSPAN8	4	6	5	4	6	5	5	1
TSPAN9	6	3	2	2	6	3	3.66666666666667	2.08166599946613
TSPO	156	188	156	156	188	156	166.666666666667	18.475208614068
TSPY26P	0	0	0	0	0	0	0	0
TSPYL1	90	70	76	70	90	76	78.6666666666667	10.2632028788938
TSPYL2	5	4	8	4	8	5	5.66666666666667	2.08166599946613
TSPYL4	10	13	10	10	13	10	11	1.73205080756888
TSPYL5	3	3	6	3	6	3	4	1.73205080756888
TSPYL6	0	0	0	0	0	0	0	0
TSR1	24	19	14	14	24	19	19	5
TSR2	15	7	18	7	18	15	13.3333333333333	5.68624070307733
TSR3	9	8	9	8	9	9	8.66666666666667	0.577350269189626
TSSC1	7	8	5	5	8	7	6.66666666666667	1.52752523165195
TSSC4	4	4	6	4	6	4	4.66666666666667	1.15470053837925
TSSK3	0	0	0	0	0	0	0	0
TSSK4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TSSK6	0	0	0	0	0	0	0	0
TST	3	7	6	3	7	6	5.33333333333333	2.08166599946613
TSTA3	16	12	8	8	16	12	12	4
TSTD1	19	9	19	9	19	19	15.6666666666667	5.77350269189626
TSTD2	27	18	26	18	27	26	23.6666666666667	4.93288286231625
TSTD3	25	20	21	20	25	21	22	2.64575131106459
TTBK2	5	4	4	4	5	4	4.33333333333333	0.577350269189626
TTC1	163	171	165	163	171	165	166.333333333333	4.16333199893227
TTC12	2	0	1	0	2	1	1	1
TTC13	6	3	10	3	10	6	6.33333333333333	3.51188458428425
TTC14	22	24	20	20	24	22	22	2
TTC17	22	24	21	21	24	22	22.3333333333333	1.52752523165195
TTC18	1	3	3	1	3	3	2.33333333333333	1.15470053837925
TTC19	9	6	11	6	11	9	8.66666666666667	2.51661147842358
TTC21A	1	0	3	0	3	1	1.33333333333333	1.52752523165195
TTC21B	13	12	19	12	19	13	14.6666666666667	3.78593889720018
TTC23	10	6	13	6	13	10	9.66666666666667	3.51188458428425
TTC23L	0	0	0	0	0	0	0	0
TTC25	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TTC26	3	4	5	3	5	4	4	1
TTC27	14	25	19	14	25	19	19.3333333333333	5.5075705472861
TTC28	13	5	7	5	13	7	8.33333333333333	4.16333199893227
TTC28-AS1	1	2	3	1	3	2	2	1
TTC29	0	0	0	0	0	0	0	0
TTC3	264	273	287	264	287	273	274.666666666667	11.5902257671425
TTC30A	4	6	2	2	6	4	4	2
TTC30B	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TTC31	7	6	7	6	7	7	6.66666666666667	0.577350269189626
TTC32	2	0	3	0	3	2	1.66666666666667	1.52752523165195
TTC33	18	20	11	11	20	18	16.3333333333333	4.72581562625261
TTC37	159	143	131	131	159	143	144.333333333333	14.047538337137
TTC38	1	4	2	1	4	2	2.33333333333333	1.52752523165195
TTC39A	0	0	0	0	0	0	0	0
TTC39B	5	5	8	5	8	5	6	1.73205080756888
TTC39C	11	18	16	11	18	16	15	3.60555127546399
TTC3P1	3	4	5	3	5	4	4	1
TTC4	3	2	0	0	3	2	1.66666666666667	1.52752523165195
TTC40	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TTC5	22	21	20	20	22	21	21	1
TTC7A	4	5	2	2	5	4	3.66666666666667	1.52752523165195
TTC7B	7	1	2	1	7	2	3.33333333333333	3.21455025366432
TTC8	32	38	26	26	38	32	32	6
TTC9	0	0	0	0	0	0	0	0
TTC9C	30	43	30	30	43	30	34.3333333333333	7.50555349946513
TTF1	25	28	34	25	34	28	29	4.58257569495584
TTF2	9	5	8	5	9	8	7.33333333333333	2.08166599946613
TTI1	2	3	3	2	3	3	2.66666666666667	0.577350269189626
TTI2	20	22	23	20	23	22	21.6666666666667	1.52752523165195
TTK	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TTL	29	22	22	22	29	22	24.3333333333333	4.04145188432738
TTLL1	6	12	11	6	12	11	9.66666666666667	3.21455025366432
TTLL10	0	0	0	0	0	0	0	0
TTLL11	0	0	0	0	0	0	0	0
TTLL12	2	0	1	0	2	1	1	1
TTLL13	0	0	0	0	0	0	0	0
TTLL3	3	1	2	1	3	2	2	1
TTLL4	2	2	1	1	2	2	1.66666666666667	0.577350269189626
TTLL5	6	6	4	4	6	6	5.33333333333333	1.15470053837925
TTLL7	9	10	16	9	16	10	11.6666666666667	3.78593889720018
TTN	7	9	9	7	9	9	8.33333333333333	1.15470053837925
TTN-AS1	4	5	1	1	5	4	3.33333333333333	2.08166599946613
TTPA	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TTPAL	9	9	25	9	25	9	14.3333333333333	9.23760430703401
TTR	0	0	0	0	0	0	0	0
TTTY10	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TTTY14	1	2	3	1	3	2	2	1
TTTY15	22	23	20	20	23	22	21.6666666666667	1.52752523165195
TTYH1	0	0	0	0	0	0	0	0
TTYH2	0	0	0	0	0	0	0	0
TTYH3	2	8	2	2	8	2	4	3.46410161513775
TUB	6	4	5	4	6	5	5	1
TUBA1A	489	534	523	489	534	523	515.333333333333	23.4591844132172
TUBA1B	895	898	883	883	898	895	892	7.93725393319377
TUBA1C	110	156	114	110	156	114	126.666666666667	25.4820198048219
TUBA3D	0	0	0	0	0	0	0	0
TUBA3FP	10	8	4	4	10	8	7.33333333333333	3.05505046330389
TUBA4A	103	105	99	99	105	103	102.333333333333	3.05505046330389
TUBA8	0	0	0	0	0	0	0	0
TUBB	1287	1348	1395	1287	1395	1348	1343.33333333333	54.1510233821424
TUBB1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TUBB2A	14	15	10	10	15	14	13	2.64575131106459
TUBB2B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TUBB3	1	2	1	1	2	1	1.33333333333333	0.577350269189626
TUBB4B	31	31	31	31	31	31	31	0
TUBB6	79	99	80	79	99	80	86	11.2694276695846
TUBD1	19	28	14	14	28	19	20.3333333333333	7.09459888459759
TUBE1	11	13	20	11	20	13	14.6666666666667	4.72581562625261
TUBG1	30	39	34	30	39	34	34.3333333333333	4.50924975282289
TUBG2	1	3	3	1	3	3	2.33333333333333	1.15470053837925
TUBGCP2	26	37	40	26	40	37	34.3333333333333	7.37111479583199
TUBGCP3	2	5	3	2	5	3	3.33333333333333	1.52752523165195
TUBGCP4	8	18	7	7	18	8	11	6.08276253029822
TUBGCP5	9	12	10	9	12	10	10.3333333333333	1.52752523165195
TUBGCP6	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TUFM	36	29	29	29	36	29	31.3333333333333	4.04145188432738
TUFT1	4	8	12	4	12	8	8	4
TUG1	45	35	41	35	45	41	40.3333333333333	5.03322295684717
TULP1	0	0	0	0	0	0	0	0
TULP2	0	0	0	0	0	0	0	0
TULP3	50	41	32	32	50	41	41	9
TULP4	51	55	39	39	55	51	48.3333333333333	8.32666399786453
TUSC1	2	3	5	2	5	3	3.33333333333333	1.52752523165195
TUSC2	14	22	17	14	22	17	17.6666666666667	4.04145188432738
TUSC3	23	29	24	23	29	24	25.3333333333333	3.21455025366432
TUSC5	0	0	0	0	0	0	0	0
TUT1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
TVP23A	2	2	2	2	2	2	2	0
TVP23B	9	12	8	8	12	9	9.66666666666667	2.08166599946613
TVP23C	14	18	12	12	18	14	14.6666666666667	3.05505046330389
TVP23C-CDRT4	0	0	0	0	0	0	0	0
TWF1	66	78	98	66	98	78	80.6666666666667	16.1658075373095
TWF2	3	7	7	3	7	7	5.66666666666667	2.3094010767585
TWIST1	17	11	17	11	17	17	15	3.46410161513775
TWIST2	6	7	4	4	7	6	5.66666666666667	1.52752523165195
TWISTNB	45	38	46	38	46	45	43	4.35889894354067
TWSG1	39	32	42	32	42	39	37.6666666666667	5.13160143944688
TXLNA	24	22	27	22	27	24	24.3333333333333	2.51661147842358
TXLNB	1	1	1	1	1	1	1	0
TXLNG	15	12	18	12	18	15	15	3
TXLNG2P	11	6	13	6	13	11	10	3.60555127546399
TXN	1357	1467	1355	1355	1467	1357	1393	64.0936814358483
TXN2	158	153	162	153	162	158	157.666666666667	4.50924975282289
TXNDC11	6	7	6	6	7	6	6.33333333333333	0.577350269189626
TXNDC12	104	102	110	102	110	104	105.333333333333	4.16333199893227
TXNDC15	39	42	34	34	42	39	38.3333333333333	4.04145188432738
TXNDC16	4	4	9	4	9	4	5.66666666666667	2.88675134594813
TXNDC17	290	296	263	263	296	290	283	17.5783958312469
TXNDC2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TXNDC9	126	123	147	123	147	126	132	13.076696830622
TXNIP	172	125	74	74	172	125	123.666666666667	49.0136035538434
TXNL1	43	46	42	42	46	43	43.6666666666667	2.08166599946613
TXNL4A	39	60	31	31	60	39	43.3333333333333	14.9777612924406
TXNL4B	3	17	7	3	17	7	9	7.21110255092798
TXNRD1	378	418	339	339	418	378	378.333333333333	39.5010548382361
TXNRD2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TXNRD3	1	1	5	1	5	1	2.33333333333333	2.3094010767585
TXNRD3NB	0	0	0	0	0	0	0	0
TYK2	4	4	5	4	5	4	4.33333333333333	0.577350269189626
TYMP	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TYMS	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TYR	0	0	0	0	0	0	0	0
TYRO3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TYROBP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TYRP1	0	0	0	0	0	0	0	0
TYSND1	2	3	1	1	3	2	2	1
TYW1	11	14	17	11	17	14	14	3
TYW1B	1	2	2	1	2	2	1.66666666666667	0.577350269189626
TYW3	41	58	40	40	58	41	46.3333333333333	10.1159939369957
TYW5	15	19	13	13	19	15	15.6666666666667	3.05505046330389
U2AF1	41	39	35	35	41	39	38.3333333333333	3.05505046330389
U2AF1L4	12	9	9	9	12	9	10	1.73205080756888
U2AF2	5	5	4	4	5	5	4.66666666666667	0.577350269189626
U2SURP	121	141	155	121	155	141	139	17.0880074906351
UACA	422	444	391	391	444	422	419	26.6270539113887
UAP1	115	133	76	76	133	115	108	29.1376045686669
UAP1L1	11	12	12	11	12	12	11.6666666666667	0.577350269189626
UBA1	37	36	32	32	37	36	35	2.64575131106459
UBA2	23	27	36	23	36	27	28.6666666666667	6.65832811847939
UBA3	81	78	80	78	81	80	79.6666666666667	1.52752523165195
UBA5	21	27	21	21	27	21	23	3.46410161513775
UBA52	2143	2465	2192	2143	2465	2192	2266.66666666667	173.500240153532
