Gene	SOR+URS.A.5.7.1.C3	SOR+URS.A.5.8.1.C4	SOR+URS.A.5.9.1.C5	Min	Max	Median	Mean	Std
SPIN1	4	6	11	4	11	6	7	3.60555127546399
SPIN2A	0	0	0	0	0	0	0	0
SPIN2B	0	0	0	0	0	0	0	0
SPIN3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SPIN4	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SPINK1	5	5	12	5	12	5	7.33333333333333	4.04145188432738
SPINK13	0	0	0	0	0	0	0	0
SPINK2	0	0	0	0	0	0	0	0
SPINK5	0	0	0	0	0	0	0	0
SPINK6	0	0	0	0	0	0	0	0
SPINK7	0	0	0	0	0	0	0	0
SPINT1	0	0	0	0	0	0	0	0
SPINT2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SPIRE1	7	13	21	7	21	13	13.6666666666667	7.02376916856849
SPIRE2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SPN	7	2	10	2	10	7	6.33333333333333	4.04145188432738
SPNS1	0	0	3	0	3	0	1	1.73205080756888
SPOCD1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SPOCK1	56	80	125	56	125	80	87	35.028559776274
SPOCK2	0	0	0	0	0	0	0	0
SPOCK3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SPON1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SPON2	2	1	2	1	2	2	1.66666666666667	0.577350269189626
SPOP	8	8	11	8	11	8	9	1.73205080756888
SPOPL	1	7	17	1	17	7	8.33333333333333	8.08290376865476
SPP1	4	6	0	0	6	4	3.33333333333333	3.05505046330389
SPPL2A	2	2	9	2	9	2	4.33333333333333	4.04145188432738
SPPL2B	1	0	2	0	2	1	1	1
SPPL3	4	10	10	4	10	10	8	3.46410161513775
SPR	5	5	7	5	7	5	5.66666666666667	1.15470053837925
SPRED1	1	9	11	1	11	9	7	5.29150262212918
SPRED2	2	1	2	1	2	2	1.66666666666667	0.577350269189626
SPRED3	3	2	3	2	3	3	2.66666666666667	0.577350269189626
SPRN	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SPRR2B	0	0	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0	0	0
SPRR2E	0	0	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0	0	0
SPRTN	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SPRY1	2	2	8	2	8	2	4	3.46410161513775
SPRY2	2	3	7	2	7	3	4	2.64575131106459
SPRY3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SPRY4	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SPRYD3	1	3	2	1	3	2	2	1
SPRYD4	2	0	3	0	3	2	1.66666666666667	1.52752523165195
SPRYD7	1	3	5	1	5	3	3	2
SPSB1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
SPSB2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SPSB3	0	3	1	0	3	1	1.33333333333333	1.52752523165195
SPTAN1	21	28	41	21	41	28	30	10.1488915650922
SPTB	0	0	0	0	0	0	0	0
SPTBN1	52	79	121	52	121	79	84	34.7706773014274
SPTBN2	0	0	0	0	0	0	0	0
SPTBN4	0	0	0	0	0	0	0	0
SPTBN5	0	0	0	0	0	0	0	0
SPTLC1	11	14	28	11	28	14	17.6666666666667	9.07377172587747
SPTLC2	4	3	9	3	9	4	5.33333333333333	3.21455025366432
SPTLC3	0	0	0	0	0	0	0	0
SPTSSA	7	14	19	7	19	14	13.3333333333333	6.02771377334171
SPTY2D1	8	11	22	8	22	11	13.6666666666667	7.37111479583199
SPTY2D1-AS1	0	0	0	0	0	0	0	0
SQLE	0	7	4	0	7	4	3.66666666666667	3.51188458428425
SQRDL	1	3	5	1	5	3	3	2
SQSTM1	35	46	79	35	79	46	53.3333333333333	22.8983259941275
SRA1	3	8	9	3	9	8	6.66666666666667	3.21455025366432
SRBD1	4	2	3	2	4	3	3	1
SRC	0	0	0	0	0	0	0	0
SRCAP	1	0	6	0	6	1	2.33333333333333	3.21455025366432
SRCIN1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SRCRB4D	0	0	0	0	0	0	0	0
SRD5A1	0	2	1	0	2	1	1	1
SRD5A1P1	0	0	0	0	0	0	0	0
SRD5A2	0	0	0	0	0	0	0	0
SRD5A3	2	1	1	1	2	1	1.33333333333333	0.577350269189626
SRD5A3-AS1	0	0	0	0	0	0	0	0
SREBF1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SREBF2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
SREK1	28	34	64	28	64	34	42	19.2873015219859
SREK1IP1	11	19	46	11	46	19	25.3333333333333	18.3393929379719
SRF	1	1	2	1	2	1	1.33333333333333	0.577350269189626
SRFBP1	2	4	12	2	12	4	6	5.29150262212918
SRGAP1	4	3	7	3	7	4	4.66666666666667	2.08166599946613
SRGAP2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SRGAP2C	11	9	9	9	11	9	9.66666666666667	1.15470053837925
SRGAP2D	0	0	0	0	0	0	0	0
SRGAP3	0	0	0	0	0	0	0	0
SRGAP3-AS3	0	0	0	0	0	0	0	0
SRGN	21	21	71	21	71	21	37.6666666666667	28.8675134594813
SRI	16	3	16	3	16	16	11.6666666666667	7.50555349946513
SRL	0	1	1	0	1	1	0.666666666666667	0.577350269189626
SRM	3	0	5	0	5	3	2.66666666666667	2.51661147842358
SRP14	137	146	273	137	273	146	185.333333333333	76.0548048010994
SRP14-AS1	3	5	6	3	6	5	4.66666666666667	1.52752523165195
SRP19	36	41	50	36	50	41	42.3333333333333	7.09459888459759
SRP54	14	18	18	14	18	18	16.6666666666667	2.3094010767585
SRP68	7	8	12	7	12	8	9	2.64575131106459
SRP72	24	19	57	19	57	24	33.3333333333333	20.6478408879314
SRP9	47	56	76	47	76	56	59.6666666666667	14.8436293854749
SRPK1	7	5	10	5	10	7	7.33333333333333	2.51661147842358
SRPK2	6	13	24	6	24	13	14.3333333333333	9.07377172587747
SRPK3	0	0	0	0	0	0	0	0
SRPR	22	23	41	22	41	23	28.6666666666667	10.6926766215636
SRPRB	9	13	19	9	19	13	13.6666666666667	5.03322295684717
SRPX	5	13	23	5	23	13	13.6666666666667	9.01849950564579
SRPX2	4	5	7	4	7	5	5.33333333333333	1.52752523165195
SRR	0	1	2	0	2	1	1	1
SRRD	0	2	1	0	2	1	1	1
SRRM1	48	42	101	42	101	48	63.6666666666667	32.4704994315353
SRRM2	17	26	57	17	57	26	33.3333333333333	20.9841209807162
SRRM2-AS1	1	0	2	0	2	1	1	1
SRRM3	0	0	0	0	0	0	0	0
SRRM4	0	0	0	0	0	0	0	0
SRRM5	0	0	0	0	0	0	0	0
SRRT	5	2	7	2	7	5	4.66666666666667	2.51661147842358
SRSF1	5	18	16	5	18	16	13	7
SRSF10	29	41	70	29	70	41	46.6666666666667	21.0792156716832
SRSF11	33	56	96	33	96	56	61.6666666666667	31.8799832705937
SRSF12	0	0	2	0	2	0	0.666666666666667	1.15470053837925
SRSF2	10	8	16	8	16	10	11.3333333333333	4.16333199893227
SRSF3	41	45	112	41	112	45	66	39.8873413503583
SRSF4	11	22	26	11	26	22	19.6666666666667	7.76745346515403
SRSF5	19	21	42	19	42	21	27.3333333333333	12.7410099024109
SRSF6	14	8	28	8	28	14	16.6666666666667	10.2632028788938
SRSF7	12	25	29	12	29	25	22	8.88819441731559
SRSF8	5	6	18	5	18	6	9.66666666666667	7.23417813807024
SRSF9	1	0	3	0	3	1	1.33333333333333	1.52752523165195
SRXN1	0	8	10	0	10	8	6	5.29150262212918
SS18	10	10	20	10	20	10	13.3333333333333	5.77350269189626
SS18L1	0	3	3	0	3	3	2	1.73205080756888
SS18L2	6	5	9	5	9	6	6.66666666666667	2.08166599946613
SSB	38	62	109	38	109	62	69.6666666666667	36.1155552820849
SSBP1	41	38	71	38	71	41	50	18.2482875908947
SSBP2	5	2	8	2	8	5	5	3
SSBP3	4	5	9	4	9	5	6	2.64575131106459
SSBP4	0	2	0	0	2	0	0.666666666666667	1.15470053837925
SSC5D	1	2	2	1	2	2	1.66666666666667	0.577350269189626
SSFA2	8	5	10	5	10	8	7.66666666666667	2.51661147842358
SSH1	5	2	10	2	10	5	5.66666666666667	4.04145188432738
SSH2	1	1	2	1	2	1	1.33333333333333	0.577350269189626
SSH3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SSMEM1	0	0	0	0	0	0	0	0
SSNA1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
SSPN	11	9	26	9	26	11	15.3333333333333	9.29157324317757
SSPO	0	0	0	0	0	0	0	0
SSR1	45	57	90	45	90	57	64	23.3023603954621
SSR2	62	66	133	62	133	66	87	39.8873413503583
SSR3	61	86	167	61	167	86	104.666666666667	55.410588639116
SSR4	82	119	205	82	205	119	135.333333333333	63.1057313826037
SSR4P1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SSRP1	10	23	16	10	23	16	16.3333333333333	6.50640709864771
SSSCA1	2	1	3	1	3	2	2	1
SSSCA1-AS1	0	0	0	0	0	0	0	0
SSTR1	0	0	0	0	0	0	0	0
SSTR2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SSTR5-AS1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SSU72	5	14	24	5	24	14	14.3333333333333	9.50438495292217
SSUH2	0	0	0	0	0	0	0	0
SSX2	0	0	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0	0	0
SSX2IP	2	8	6	2	8	6	5.33333333333333	3.05505046330389
SSX5	0	0	0	0	0	0	0	0
ST13	24	17	60	17	60	24	33.6666666666667	23.0723499742296
ST18	0	0	0	0	0	0	0	0
ST20	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ST20-MTHFS	0	0	0	0	0	0	0	0
ST3GAL1	1	3	6	1	6	3	3.33333333333333	2.51661147842358
ST3GAL2	0	0	3	0	3	0	1	1.73205080756888
ST3GAL3	0	0	0	0	0	0	0	0
ST3GAL4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ST3GAL4-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ST3GAL5	2	1	3	1	3	2	2	1
ST3GAL6	6	1	1	1	6	1	2.66666666666667	2.88675134594813
ST3GAL6-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ST5	4	11	4	4	11	4	6.33333333333333	4.04145188432738
ST6GAL1	3	1	9	1	9	3	4.33333333333333	4.16333199893227
ST6GAL2	3	2	1	1	3	2	2	1
ST6GALNAC2	0	0	0	0	0	0	0	0
ST6GALNAC3	0	0	0	0	0	0	0	0
ST6GALNAC4	1	0	4	0	4	1	1.66666666666667	2.08166599946613
ST6GALNAC5	0	0	0	0	0	0	0	0
ST6GALNAC6	1	1	3	1	3	1	1.66666666666667	1.15470053837925
ST7	4	3	5	3	5	4	4	1
ST7-AS1	0	0	0	0	0	0	0	0
ST7-AS2	0	0	0	0	0	0	0	0
ST7-OT3	0	0	0	0	0	0	0	0
ST7-OT4	0	0	0	0	0	0	0	0
ST7L	1	0	5	0	5	1	2	2.64575131106459
ST8SIA1	0	2	2	0	2	2	1.33333333333333	1.15470053837925
ST8SIA2	0	0	0	0	0	0	0	0
ST8SIA3	0	0	0	0	0	0	0	0
ST8SIA4	1	4	3	1	4	3	2.66666666666667	1.52752523165195
ST8SIA5	0	0	0	0	0	0	0	0
ST8SIA6	0	0	0	0	0	0	0	0
ST8SIA6-AS1	0	0	0	0	0	0	0	0
STAB1	0	0	0	0	0	0	0	0
STAB2	0	0	0	0	0	0	0	0
STAC	1	0	1	0	1	1	0.666666666666667	0.577350269189626
STAC2	5	2	1	1	5	2	2.66666666666667	2.08166599946613
STAC3	0	0	0	0	0	0	0	0
STAG1	3	4	6	3	6	4	4.33333333333333	1.52752523165195
STAG2	8	7	31	7	31	8	15.3333333333333	13.5769412362775
STAG3	0	0	0	0	0	0	0	0
STAG3L1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
STAG3L2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
STAG3L3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
STAG3L4	2	1	4	1	4	2	2.33333333333333	1.52752523165195
STAG3L5P	0	0	0	0	0	0	0	0
STAG3L5P-PVRIG2P-PILRB	0	0	0	0	0	0	0	0
STAM	4	16	28	4	28	16	16	12
STAM2	7	2	16	2	16	7	8.33333333333333	7.09459888459759
STAMBP	5	6	17	5	17	6	9.33333333333333	6.65832811847939
STAMBPL1	1	1	1	1	1	1	1	0
STAP1	0	0	0	0	0	0	0	0
STAP2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
STAR	0	0	0	0	0	0	0	0
STARD10	1	2	0	0	2	1	1	1
STARD13	0	6	5	0	6	5	3.66666666666667	3.21455025366432
STARD13-AS	0	0	2	0	2	0	0.666666666666667	1.15470053837925
STARD3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
STARD3NL	4	7	9	4	9	7	6.66666666666667	2.51661147842358
STARD4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
STARD4-AS1	0	0	0	0	0	0	0	0
STARD5	4	9	12	4	12	9	8.33333333333333	4.04145188432738
STARD6	0	0	0	0	0	0	0	0
STARD7	2	9	18	2	18	9	9.66666666666667	8.02080627701064
STARD8	0	0	0	0	0	0	0	0
STARD9	1	4	2	1	4	2	2.33333333333333	1.52752523165195
STAT1	22	24	55	22	55	24	33.6666666666667	18.5022521151706
STAT2	15	18	30	15	30	18	21	7.93725393319377
STAT3	16	9	29	9	29	16	18	10.1488915650922
STAT4	0	0	0	0	0	0	0	0
STAT5A	1	0	2	0	2	1	1	1
STAT5B	1	2	9	1	9	2	4	4.35889894354067
STAT6	2	2	7	2	7	2	3.66666666666667	2.88675134594813
STAU1	11	3	20	3	20	11	11.3333333333333	8.50490054811538
STAU2	6	8	11	6	11	8	8.33333333333333	2.51661147842358
STAU2-AS1	3	3	3	3	3	3	3	0
STBD1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
STC1	5	6	6	5	6	6	5.66666666666667	0.577350269189626
STC2	6	6	12	6	12	6	8	3.46410161513775
STEAP1	1	0	3	0	3	1	1.33333333333333	1.52752523165195
STEAP1B	0	1	1	0	1	1	0.666666666666667	0.577350269189626
STEAP2	1	7	8	1	8	7	5.33333333333333	3.78593889720018
STEAP3	4	5	9	4	9	5	6	2.64575131106459
STEAP4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
STIL	4	0	5	0	5	4	3	2.64575131106459
STIM1	2	1	8	1	8	2	3.66666666666667	3.78593889720018
STIM2	1	1	3	1	3	1	1.66666666666667	1.15470053837925
STIP1	13	24	34	13	34	24	23.6666666666667	10.5039675043925
STK10	5	3	2	2	5	3	3.33333333333333	1.52752523165195
STK11	1	1	1	1	1	1	1	0
STK11IP	2	0	2	0	2	2	1.33333333333333	1.15470053837925
STK16	0	3	2	0	3	2	1.66666666666667	1.52752523165195
STK17A	3	4	8	3	8	4	5	2.64575131106459
STK17B	21	19	49	19	49	21	29.6666666666667	16.7729941672122
STK19	5	3	3	3	5	3	3.66666666666667	1.15470053837925
STK24	4	8	6	4	8	6	6	2
STK25	4	2	7	2	7	4	4.33333333333333	2.51661147842358
STK3	2	6	12	2	12	6	6.66666666666667	5.03322295684717
STK32A	0	0	0	0	0	0	0	0
STK32B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
STK32C	0	0	0	0	0	0	0	0
STK33	0	0	0	0	0	0	0	0
STK35	0	0	2	0	2	0	0.666666666666667	1.15470053837925
STK36	0	0	0	0	0	0	0	0
STK38	2	5	6	2	6	5	4.33333333333333	2.08166599946613
STK38L	7	11	9	7	11	9	9	2
STK39	3	5	6	3	6	5	4.66666666666667	1.52752523165195
STK4	3	7	13	3	13	7	7.66666666666667	5.03322295684717
STK4-AS1	0	0	0	0	0	0	0	0
STK40	1	1	2	1	2	1	1.33333333333333	0.577350269189626
STL	1	0	0	0	1	0	0.333333333333333	0.577350269189626
STMN1	2	6	5	2	6	5	4.33333333333333	2.08166599946613
STMN2	0	0	0	0	0	0	0	0
STMN3	0	0	0	0	0	0	0	0
STOM	9	14	15	9	15	14	12.6666666666667	3.21455025366432
STOML1	0	0	0	0	0	0	0	0
STOML2	1	14	22	1	22	14	12.3333333333333	10.5987420637231
STON1	3	0	7	0	7	3	3.33333333333333	3.51188458428425
STON1-GTF2A1L	0	0	0	0	0	0	0	0
STON2	0	0	3	0	3	0	1	1.73205080756888
STOX1	0	0	0	0	0	0	0	0
STOX2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
STPG1	0	1	4	0	4	1	1.66666666666667	2.08166599946613
STPG2	0	0	0	0	0	0	0	0
STPG2-AS1	0	0	0	0	0	0	0	0
STRA13	0	1	3	0	3	1	1.33333333333333	1.52752523165195
STRA6	0	0	0	0	0	0	0	0
STRADA	2	3	3	2	3	3	2.66666666666667	0.577350269189626
STRADB	3	0	3	0	3	3	2	1.73205080756888
STRAP	21	32	32	21	32	32	28.3333333333333	6.35085296108588
STRBP	1	0	1	0	1	1	0.666666666666667	0.577350269189626
STRC	0	0	0	0	0	0	0	0
STRIP1	1	0	4	0	4	1	1.66666666666667	2.08166599946613
STRIP2	0	3	2	0	3	2	1.66666666666667	1.52752523165195
STRN	5	3	8	3	8	5	5.33333333333333	2.51661147842358
STRN3	6	6	11	6	11	6	7.66666666666667	2.88675134594813
STRN4	0	0	2	0	2	0	0.666666666666667	1.15470053837925
STS	0	0	7	0	7	0	2.33333333333333	4.04145188432738
STT3A	28	34	68	28	68	34	43.3333333333333	21.5715862498179
STT3B	4	2	12	2	12	4	6	5.29150262212918
STUB1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
STX10	1	2	3	1	3	2	2	1
STX11	0	1	1	0	1	1	0.666666666666667	0.577350269189626
STX12	11	11	18	11	18	11	13.3333333333333	4.04145188432738
STX16	14	9	18	9	18	14	13.6666666666667	4.50924975282289
STX16-NPEPL1	0	0	0	0	0	0	0	0
STX17	3	2	5	2	5	3	3.33333333333333	1.52752523165195
STX18	2	1	4	1	4	2	2.33333333333333	1.52752523165195
STX18-AS1	0	0	0	0	0	0	0	0
STX19	0	0	0	0	0	0	0	0
STX1A	0	0	0	0	0	0	0	0
STX1B	1	1	2	1	2	1	1.33333333333333	0.577350269189626
STX2	5	8	11	5	11	8	8	3
STX3	2	2	11	2	11	2	5	5.19615242270663
STX4	1	6	5	1	6	5	4	2.64575131106459
STX5	0	6	4	0	6	4	3.33333333333333	3.05505046330389
STX6	6	11	15	6	15	11	10.6666666666667	4.50924975282289
STX7	26	30	50	26	50	30	35.3333333333333	12.8582010146573
STX8	10	13	31	10	31	13	18	11.3578166916005
STXBP1	2	3	6	2	6	3	3.66666666666667	2.08166599946613
STXBP2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
STXBP3	3	7	19	3	19	7	9.66666666666667	8.32666399786453
STXBP4	3	2	2	2	3	2	2.33333333333333	0.577350269189626
STXBP5	6	3	14	3	14	6	7.66666666666667	5.68624070307733
STXBP5-AS1	0	0	0	0	0	0	0	0
STXBP6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
STYK1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
STYX	2	6	9	2	9	6	5.66666666666667	3.51188458428425
STYXL1	1	2	4	1	4	2	2.33333333333333	1.52752523165195
SUB1	61	82	122	61	122	82	88.3333333333333	30.9892454463372
SUCLA2	10	10	10	10	10	10	10	0
SUCLG1	13	16	32	13	32	16	20.3333333333333	10.2143689640297
SUCLG2	5	6	12	5	12	6	7.66666666666667	3.78593889720018
SUCNR1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SUCO	4	4	4	4	4	4	4	0
SUDS3	7	9	8	7	9	8	8	1
SUFU	4	0	1	0	4	1	1.66666666666667	2.08166599946613
SUGP1	1	1	1	1	1	1	1	0
SUGP2	2	3	5	2	5	3	3.33333333333333	1.52752523165195
SUGT1	11	14	24	11	24	14	16.3333333333333	6.80685928555405
SUGT1P1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SUGT1P3	2	3	7	2	7	3	4	2.64575131106459
SULF1	2	6	10	2	10	6	6	4
SULF2	5	10	15	5	15	10	10	5
SULT1A1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SULT1A2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SULT1B1	0	0	0	0	0	0	0	0
SULT1C2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SULT1C2P1	0	0	0	0	0	0	0	0
SULT1C4	0	0	0	0	0	0	0	0
SULT1E1	0	0	0	0	0	0	0	0
SULT2A1	0	0	0	0	0	0	0	0
SULT2B1	0	0	0	0	0	0	0	0
SULT4A1	0	0	0	0	0	0	0	0
SUMF1	2	1	8	1	8	2	3.66666666666667	3.78593889720018
SUMF2	4	5	6	4	6	5	5	1
SUMO1	15	13	35	13	35	15	21	12.1655250605964
SUMO1P3	0	0	0	0	0	0	0	0
SUMO2	52	71	117	52	117	71	80	33.4215499341368
SUMO3	10	7	7	7	10	7	8	1.73205080756888
SUMO4	0	0	0	0	0	0	0	0
SUN1	5	5	17	5	17	5	9	6.92820323027551
SUN2	0	2	3	0	3	2	1.66666666666667	1.52752523165195
SUN3	0	0	0	0	0	0	0	0
SUOX	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SUPT16H	36	38	61	36	61	38	45	13.8924439894498
SUPT20H	2	5	7	2	7	5	4.66666666666667	2.51661147842358
SUPT20HL1	0	0	0	0	0	0	0	0
SUPT3H	0	0	7	0	7	0	2.33333333333333	4.04145188432738
SUPT4H1	10	19	31	10	31	19	20	10.5356537528527
SUPT5H	6	8	18	6	18	8	10.6666666666667	6.42910050732864
SUPT6H	10	14	19	10	19	14	14.3333333333333	4.50924975282289
SUPT7L	4	2	13	2	13	4	6.33333333333333	5.85946527708232
SUPV3L1	8	12	37	8	37	12	19	15.7162336455017
SURF1	2	5	10	2	10	5	5.66666666666667	4.04145188432738
SURF2	0	2	3	0	3	2	1.66666666666667	1.52752523165195
SURF4	12	13	26	12	26	13	17	7.81024967590665
SURF6	1	1	5	1	5	1	2.33333333333333	2.3094010767585
SUSD1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SUSD2	0	0	0	0	0	0	0	0
SUSD3	0	0	0	0	0	0	0	0
SUSD4	0	0	0	0	0	0	0	0
SUSD5	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SUV39H1	0	0	0	0	0	0	0	0
SUV39H2	1	4	8	1	8	4	4.33333333333333	3.51188458428425
SUV420H1	1	2	6	1	6	2	3	2.64575131106459
SUV420H2	0	0	0	0	0	0	0	0
SUZ12	2	9	5	2	9	5	5.33333333333333	3.51188458428425
SUZ12P1	0	0	0	0	0	0	0	0
SV2A	1	0	2	0	2	1	1	1
SV2B	2	0	1	0	2	1	1	1
SVEP1	11	12	20	11	20	12	14.3333333333333	4.93288286231625
SVIL	15	23	25	15	25	23	21	5.29150262212918
SVIP	7	3	3	3	7	3	4.33333333333333	2.3094010767585
SVOP	0	0	0	0	0	0	0	0
SWAP70	14	17	41	14	41	17	24	14.7986485869487
SWI5	9	8	23	8	23	9	13.3333333333333	8.38649708360608
SWSAP1	0	1	2	0	2	1	1	1
SWT1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
SYAP1	7	11	19	7	19	11	12.3333333333333	6.11010092660779
SYBU	2	1	6	1	6	2	3	2.64575131106459
SYCE1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SYCE1L	0	0	0	0	0	0	0	0
SYCE2	0	0	0	0	0	0	0	0
SYCE3	0	0	0	0	0	0	0	0
SYCP2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SYCP2L	0	0	0	0	0	0	0	0
SYCP3	0	0	0	0	0	0	0	0
SYDE1	1	2	0	0	2	1	1	1
SYDE2	2	9	16	2	16	9	9	7
SYF2	17	13	46	13	46	17	25.3333333333333	18.0092568789868
SYK	2	0	2	0	2	2	1.33333333333333	1.15470053837925
SYMPK	0	0	2	0	2	0	0.666666666666667	1.15470053837925
SYN1	0	0	0	0	0	0	0	0
SYN2	0	0	0	0	0	0	0	0
SYN3	0	0	0	0	0	0	0	0
SYNC	1	2	5	1	5	2	2.66666666666667	2.08166599946613
SYNCRIP	27	27	57	27	57	27	37	17.3205080756888
SYNDIG1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SYNDIG1L	0	0	0	0	0	0	0	0
SYNE1	40	61	114	40	114	61	71.6666666666667	38.1357225358762
SYNE2	10	8	13	8	13	10	10.3333333333333	2.51661147842358
SYNE3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SYNE4	0	0	0	0	0	0	0	0
SYNGAP1	0	0	0	0	0	0	0	0
SYNGR1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
SYNGR2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
SYNGR3	0	0	0	0	0	0	0	0
SYNJ1	0	2	1	0	2	1	1	1
SYNJ2	4	7	11	4	11	7	7.33333333333333	3.51188458428425
SYNJ2-IT1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SYNJ2BP	5	11	14	5	14	11	10	4.58257569495584
SYNJ2BP-COX16	0	0	0	0	0	0	0	0
SYNM	6	5	16	5	16	6	9	6.08276253029822
SYNPO	71	91	152	71	152	91	104.666666666667	42.193996413392
SYNPO2	10	13	12	10	13	12	11.6666666666667	1.52752523165195
SYNPO2L	2	1	1	1	2	1	1.33333333333333	0.577350269189626
SYNPR	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SYNRG	5	4	14	4	14	5	7.66666666666667	5.5075705472861
SYP	0	0	0	0	0	0	0	0
SYPL1	19	12	30	12	30	19	20.3333333333333	9.07377172587747
SYPL2	0	0	0	0	0	0	0	0
SYS1	5	4	8	4	8	5	5.66666666666667	2.08166599946613
SYT1	1	7	7	1	7	7	5	3.46410161513775
SYT11	7	6	9	6	9	7	7.33333333333333	1.52752523165195
SYT12	1	2	2	1	2	2	1.66666666666667	0.577350269189626
SYT13	1	0	4	0	4	1	1.66666666666667	2.08166599946613
SYT14	0	0	0	0	0	0	0	0
SYT15	1	3	10	1	10	3	4.66666666666667	4.72581562625261
SYT16	0	0	0	0	0	0	0	0
SYT17	0	0	0	0	0	0	0	0
SYT2	0	0	0	0	0	0	0	0
SYT3	0	0	0	0	0	0	0	0
SYT4	0	0	0	0	0	0	0	0
SYT7	0	0	0	0	0	0	0	0
SYT8	0	0	0	0	0	0	0	0
SYT9	0	0	0	0	0	0	0	0
SYTL2	4	3	9	3	9	4	5.33333333333333	3.21455025366432
SYTL3	0	0	0	0	0	0	0	0
SYTL4	0	0	3	0	3	0	1	1.73205080756888
SYTL5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SYVN1	3	0	2	0	3	2	1.66666666666667	1.52752523165195
SZRD1	2	2	7	2	7	2	3.66666666666667	2.88675134594813
SZT2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TAB1	0	0	0	0	0	0	0	0
TAB2	8	6	16	6	16	8	10	5.29150262212918
TAB3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TAC1	0	0	0	0	0	0	0	0
TAC3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TACC1	17	10	28	10	28	17	18.3333333333333	9.07377172587747
TACC2	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TACC3	0	0	0	0	0	0	0	0
TACO1	2	2	4	2	4	2	2.66666666666667	1.15470053837925
TACR1	0	0	0	0	0	0	0	0
TACR2	0	0	0	0	0	0	0	0
TACSTD2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TADA1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TADA2A	3	2	4	2	4	3	3	1
